	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
average.A	12.3106206207	0	0	0	12.3305501175	11.7247482707
average.B	12.7040167658	0	0	0	12.7882216409	12.0554242568
average.C	11.6485051576	0	0	0	17.196427711	14.8753704779
average.D	12.0166188629	0	0	0	17.2170399878	15.1422607594
average.E	10.8578001167	0	0	0	15.0458318062	14.4250150879
average.F	9.00872017953	0	0	0	11.0962238526	11.7325111958
average.G	9.84790824198	0	0	0	8.65889302225	7.75371172631
average.H	12.2190364576	0	0	0	9.91744091165	9.41975332317
average.I	11.9016742876	0	0	0	9.72825159593	9.0774213169
average.J	12.0202871205	0	0	0	18.4443503749	15.7403144624
average.K	12.460917508	0	0	0	18.1232824808	17.6931510536
average.L	12.0504600715	0	0	0	18.0423049693	15.8888015055
stdev.A	0.0131930174654	0	0	0	0.00672311270961	0.00812389624885
stdev.B	0.00690386305668	0	0	0	0.00723184144781	0.00490613532508
stdev.C	0.0391884213726	0	0	0	0.0393695289559	0.0408051819443
stdev.D	0.00833676083882	0	0	0	0.00673145124377	0.00893452924965
stdev.E	0.0293429240725	0	0	0	0.0253547942387	0.0285232383473
stdev.F	0.00977253644754	0	0	0	0.00337037904854	0.00520931163037
stdev.G	0.0126693460503	0	0	0	0.0170860648554	0.0165580656765
stdev.H	0.0125607671393	0	0	0	0.0128823599901	0.0143336648036
stdev.I	0.0111571720889	0	0	0	0.00807549560822	0.00594470658385
stdev.J	0.0108982966601	0	0	0	0.00461551547042	0.0104186185325
stdev.K	0.0293098053854	0	0	0	0.0239370599807	0.0264200309059
stdev.L	0.00915548275646	0	0	0	0.0106476984038	0.00836971014477
