	B Cells	CD4 T Cells	CD8 T Cells	Endo	Fibroblast	Macrophages	Mast Cell
mix_1	0.0	0.222094265471	0.189823807655	0	0.175224545614	0.328401419199	0
mix_2	0.0	0.19767568244	0.178596810913	0	0.169173291861	0.285143885305	0
mix_3	0.0	0.152805718598	0.125113798521	0	0.329194225629	0.290921248554	0
mix_4	0.0	0.303681643243	0.171068574893	0	0.238316242365	0.286933539499	0
mix_5	0.0	0.221421879686	0.173382295601	0	0.318182189388	0.283412354531	0
mix_6	0.0	0.274269152112	0.180360899668	0	0.246466396482	0.277924670424	0
mix_7	0.0	0.187458161952	0.161809414287	0	0.341711378322	0.276603613133	0
mix_8	0.0	0.168277163882	0.16756412298	0	0.282505575093	0.274245998189	0
mix_9	0.0	0.321668129148	0.192679699615	0	0.188394291898	0.297257879339	0
mix_10	0.0	0.289017036783	0.125532174826	0	0.197342103746	0.329528145554	0
mix_11	0.0	0.261293156605	0.197685438375	0	0.0823438672628	0.35142685055	0
mix_12	0.0	0.257491229849	0.155045722452	0	0.304079056225	0.282313324702	0
mix_13	0.0	0.339395698693	0.12055065346	0	0.159594283188	0.29205556983	0
mix_14	0.0	0.33681921019	0.161847821577	0	0.147474870066	0.339371723954	0
mix_15	0.0	0.213702893564	0.163953688622	0	0.280356391263	0.27237248122	0
mix_16	0.0	0.124874870073	0.132055637848	0	0.381518575447	0.246649007299	0
mix_17	0.0	0.151774337556	0.119762073501	0	0.372661381685	0.243925564404	0
mix_18	0.0	0.317884371228	0.0966988294877	0	0.126561245738	0.324532484157	0
mix_19	0.0	0.150103119033	0.121086885628	0	0.31687868407	0.287973610738	0
mix_20	0.0	0.277166363451	0.165693650091	0	0.159645166337	0.280336512372	0
mix_21	0.0	0.233719768884	0.108424009009	0	0.320057858927	0.254238168084	0
mix_22	0.0	0.285473730628	0.17261171625	0	0.186420205534	0.355494347588	0
mix_23	0.0	0.306011071644	0.166089010997	0	0.108348914187	0.321432355706	0
mix_24	0.0	0.233694024397	0.157929446688	0	0.316793968021	0.260263301945	0
mix_25	0.0	0.332056421992	0.172702313005	0	0.159779644358	0.294536264774	0
mix_26	0.0	0.225939700188	0.0935210269286	0	0.303074042509	0.283022998974	0
mix_27	0.0	0.270686887648	0.188070175431	0	0.150090202346	0.319738550316	0
mix_28	0.0	0.268496668708	0.165251267497	0	0.233435737636	0.280772326394	0
mix_29	0.0	0.240898527298	0.187725133059	0	0.162525764638	0.331905043472	0
