	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
average.A	58.8384021807	13.469223587	34.9488040551	14.3774144613	3.55141416468	10.2529079688
average.B	72.520240422	14.563377974	16.2789467457	17.1201881729	5.79129810554	10.9898410523
average.C	10.2640053116	0.0	43.181404219	0.0	112.36152167	45.1343975793
average.D	11.470283902	0.0	66.3073444724	0.0	114.999158127	45.8803484264
average.E	0.0	0.0	116.830865804	0.0	67.1599101933	49.0410665126
average.F	0.0	0.0	250.498771693	0.0	4.3053627211	24.0290408592
average.G	41.1010075921	49.4953044564	0.0	125.217824292	0.0	0.0
average.H	27.7793509071	79.8225817172	0.0	72.6761054226	0.0	0.0
average.I	23.7530548676	79.2083173591	0.0	68.004478704	0.0	0.0
average.J	68.0931948795	-8.40977335801	32.8335048452	-18.7743798912	146.57637716	43.9023229542
average.K	16.6748455861	-21.8822489574	133.602119628	-22.6869914808	112.413976279	65.5830532643
average.L	0.0	0.0	17.2829514673	0.0	108.366191957	34.463101873
stdev.A	0.0402574877834	0.00396607249353	0.0239700785784	0.0817993516149	0.00551816532459	0.0113249596914
stdev.B	0.0579577369239	0.00795401662773	0.018565210342	0.0542476663353	0.0144847233078	0.0163876139123
stdev.C	0.0290688715823	0.0	0.0341301662881	0.0	0.0470223459683	0.0213479887905
stdev.D	0.0623723833328	0.0	0.0116852390576	0.0	0.0166784175195	0.00522482895465
stdev.E	0.0	0.0	0.00997742876997	0.0	0.0249987033927	0.0124902755446
stdev.F	0.0	0.0	0.0215102226862	0.0	0.011749714612	0.00688998578659
stdev.G	0.0257288220198	0.00268518466197	0.0	0.0500856395677	0.0	0.0
stdev.H	0.0393045595699	0.0101586859111	0.0	0.076155208102	0.0	0.0
stdev.I	0.0767277005907	0.014410872602	0.0	0.0606260058197	0.0	0.0
stdev.J	0.0210175876434	0.00234384293381	0.0281398716688	0.0147560884275	0.0259855527267	0.00757048299951
stdev.K	0.0285493640633	0.00605192438696	0.0397425091897	0.0204125143456	0.0393025897613	0.0149621072898
stdev.L	0.0	0.0	0.0196519382493	0.0	0.0158376420931	0.00219003161224
