	B Cells	CD4 T Cells	CD8 T Cells	Monocytes	NK Cells
mix_1	0.0116	0.0876	0.3134	0.4729	0.0864
mix_2	0.002	0.0966	0.228	0.5739	0.0715
mix_3	0.1087	0.3832	0.437	0.0686	0.0
mix_4	0.1579	0.2005	0.374	0.245	0.0094
mix_5	0.111	0.1085	0.5125	0.2159	0.0376
mix_6	0.0923	0.1066	0.4079	0.3463	0.0247
mix_7	0.2013	0.2354	0.3815	0.143	0.0206
mix_8	0.1779	0.2292	0.1625	0.4132	0.0047
mix_9	0.0228	0.1482	0.3885	0.363	0.0628
mix_10	0.2386	0.1756	0.3566	0.2115	0.0
mix_11	0.0265	0.1568	0.2026	0.5418	0.0477
mix_12	0.0	0.157	0.3346	0.4553	0.0323
mix_13	0.2691	0.14	0.3765	0.1615	0.0375
mix_14	0.265	0.1182	0.3843	0.2062	0.0
mix_15	0.223	0.0246	0.522	0.0732	0.1509
mix_16	0.1238	0.2995	0.3799	0.1908	0.0
mix_17	0.3536	0.2191	0.4266	0.0	0.0
mix_18	0.0299	0.0986	0.1705	0.607	0.0646
mix_19	0.1558	0.113	0.3376	0.3476	0.0249
mix_20	0.067	0.189	0.744	0.0	0.0
mix_21	0.1733	0.182	0.4514	0.1716	0.0
mix_22	0.1825	0.0471	0.3764	0.3078	0.0632
mix_23	0.1978	0.2202	0.244	0.3255	0.0
mix_24	0.0	0.0603	0.1668	0.6348	0.1068
mix_25	0.0147	0.2936	0.3425	0.3417	0.0
mix_26	0.0158	0.2599	0.6277	0.0	0.0966
mix_27	0.216	0.0404	0.1008	0.5072	0.1025
mix_28	0.126	0.2659	0.6081	0.0	0.0
mix_29	0.0783	0.1874	0.3587	0.3168	0.0387
mix_30	0.1144	0.18	0.3542	0.3099	0.0238
mix_31	0.0691	0.2693	0.3174	0.3303	0.0
mix_32	0.1096	0.2101	0.4294	0.2285	0.0108
mix_33	0.1228	0.2177	0.26	0.3566	0.0273
mix_34	0.0	0.13	0.2619	0.5129	0.0765
mix_35	0.0712	0.0652	0.407	0.3907	0.0422
mix_36	0.2052	0.3756	0.2746	0.1352	0.0
mix_37	0.1817	0.3727	0.2451	0.1819	0.0
mix_38	0.0628	0.3494	0.5494	0.0182	0.0202
mix_39	0.2176	0.1004	0.5098	0.0648	0.091
mix_40	0.1294	0.2921	0.2154	0.344	0.0034
mix_41	0.0306	0.0718	0.3415	0.4555	0.0727
mix_42	0.2347	0.2531	0.5112	0.0	0.0
mix_43	0.0	0.1559	0.5747	0.2007	0.0482
mix_44	0.0246	0.3452	0.4396	0.146	0.0385
mix_45	0.0	0.3584	0.3409	0.3006	0.0
mix_46	0.123	0.1012	0.6569	0.0838	0.0172
mix_47	0.1331	0.2144	0.2843	0.3528	0.002
mix_48	0.2049	0.0303	0.0795	0.528	0.1267
mix_49	0.1609	0.0249	0.3299	0.3913	0.0668
mix_50	0.1687	0.3679	0.4007	0.0536	0.0
mix_51	0.1808	0.103	0.1453	0.4563	0.0895
mix_52	0.2712	0.2564	0.4204	0.0103	0.0339
mix_53	0.1829	0.0842	0.2375	0.4204	0.0507
mix_54	0.247	0.1267	0.5916	0.0145	0.0
mix_55	0.1552	0.1025	0.2536	0.4088	0.0487
mix_56	0.0734	0.353	0.3623	0.2063	0.0
mix_57	0.0	0.2413	0.3366	0.3741	0.0404
mix_58	0.1099	0.1761	0.4775	0.1878	0.0342
mix_59	0.0027	0.0517	0.4116	0.4408	0.0665
mix_60	0.2123	0.1705	0.3281	0.2698	0.0
mix_61	0.1477	0.4746	0.3778	0.0	0.0
mix_62	0.1474	0.4012	0.4252	0.0188	0.0059
mix_63	0.0098	0.2052	0.3224	0.4077	0.038
mix_64	0.1424	0.2573	0.2009	0.3816	0.0
mix_65	0.1052	0.1126	0.4564	0.215	0.0986
mix_66	0.1804	0.0371	0.1963	0.4621	0.0917
mix_67	0.2254	0.2053	0.5185	0.0	0.0371
mix_68	0.0572	0.1048	0.6632	0.0853	0.0724
mix_69	0.1448	0.2296	0.2092	0.3961	0.0024
mix_70	0.2761	0.0	0.1611	0.2977	0.2482
mix_71	0.2201	0.1134	0.0864	0.5167	0.0372
mix_72	0.3199	0.3196	0.2609	0.0853	0.0
mix_73	0.2433	0.0723	0.3405	0.2014	0.1187
mix_74	0.172	0.2766	0.244	0.2794	0.017
mix_75	0.1666	0.1193	0.1245	0.4895	0.0722
