	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	8.491088	28.009748	8.172674	0	0
S10006	8.636142	28.824398	8.190458	0	0
S1001	8.56801	29.436786	8.272588	0	0
S10010	9.028266	28.469578	8.617584	0	0
S10011	8.440734	28.736948	8.348792	0	0
S10014	8.55895	28.788476	8.202832	0	0
S10026	8.83202	29.502922	8.439828	0	0
S10032	8.628224	29.245754	8.646044	0	0
S10036	8.624964	28.530956	8.136968	0	0
S10042	8.873156	29.933238	8.615058	0	0
S10044	9.048188	30.148516	8.5812	0	0
S10049	8.712358	29.960402	8.443662	0	0
S10057	7.892664	28.420408	7.6486	0	0
S10062	8.731982	29.178184	8.522574	0	0
S10066	8.942594	28.338552	8.661916	0	0
S10067	8.414544	30.16533	8.250854	0	0
S1007	8.44786	28.515596	8.116932	0	0
S10073	8.69402	30.312868	8.376054	0	0
S10077	8.33873	28.48927	8.257172	0	0
S10080	8.690668	29.540474	8.589798	0	0
S10082	8.610812	29.660016	8.388374	0	0
S10087	8.569248	29.840782	8.491748	0	0
S10089	8.554072	28.167688	8.155092	0	0
S1009	8.19059	30.277182	8.0798	0	0
S10090	8.414698	28.123528	8.016962	0	0
S10093	8.52444	28.297482	8.258896	0	0
S10094	8.713508	29.19842	8.51823	0	0
S1010	8.47414	29.577386	8.43406	0	0
S10111	8.623136	30.38044	8.413094	0	0
S10116	7.73683	29.68682	7.77919	0	0
S10119	8.45335	29.455474	8.160092	0	0
S10121	8.53187	29.267352	8.25717	0	0
S10130	8.520254	28.003596	8.257342	0	0
S10140	9.041742	29.086156	8.696068	0	0
S10142	8.185082	30.069944	8.11356	0	0
S10150	8.924718	27.848038	8.59229	0	0
S10155	8.688778	30.000888	8.439958	0	0
S1016	8.472712	28.562048	8.165954	0	0
S10163	8.594424	29.20435	8.401556	0	0
S10167	8.552962	29.453852	8.180426	0	0
S10168	8.297202	30.262368	8.08745	0	0
S10173	8.387744	30.19659	8.091954	0	0
S10175	8.608408	28.994922	8.239028	0	0
S10179	8.547446	31.034838	8.390604	0	0
S10186	7.767152	30.166226	7.949734	0	0
S1019	8.229086	29.171092	8.118452	0	0
S10190	8.81688	30.65495	8.567386	0	0
S10195	8.756232	28.490738	8.484262	0	0
S10196	8.876786	29.64528	8.535436	0	0
S10200	8.688984	28.824778	8.442626	0	0
S10201	8.858188	26.982944	8.37198	0	0
S10202	8.485752	29.570822	8.343608	0	0
S10205	8.876532	30.299878	8.538628	0	0
S10211	8.47398	28.802848	8.065918	0	0
S10221	8.823364	29.826966	8.543758	0	0
S10222	8.554534	27.985082	8.22467	0	0
S10226	8.791576	29.251308	8.485296	0	0
S10227	8.808628	28.471022	8.45492	0	0
S10228	8.628706	29.20764	8.337414	0	0
S10232	7.91181	29.633846	7.68915	0	0
S10248	8.853154	29.742684	8.3145	0	0
S10249	8.923486	27.892722	8.805004	0	0
S1025	8.469886	30.356562	8.33105	0	0
S10266	8.704212	28.351368	8.426718	0	0
S10269	8.601576	28.842028	8.319342	0	0
S10272	8.704048	28.022042	8.140988	0	0
S10273	8.651496	29.331926	8.419776	0	0
S10274	8.670442	28.828256	8.43755	0	0
S1028	8.928602	29.576538	8.57312	0	0
S10280	8.71193	30.64736	8.621242	0	0
S10283	8.292952	30.78581	8.378812	0	0
S1029	8.45892	29.481046	8.277686	0	0
S10292	8.138524	29.248304	7.871072	0	0
S10294	8.471196	30.286518	8.27248	0	0
S10302	8.60328	29.627522	8.294228	0	0
S10303	8.399068	29.292576	8.222008	0	0
S10323	8.55538	28.96255	8.277676	0	0
S10326	8.761986	29.402226	8.464128	0	0
S10328	8.463406	30.277432	8.16448	0	0
S10329	8.510018	30.108794	8.351526	0	0
S10336	8.385932	29.147814	8.187476	0	0
S10340	8.71588	29.51221	8.326156	0	0
S10347	8.02144	27.828702	7.86447	0	0
S10353	8.607874	29.375434	8.352032	0	0
S10356	8.26151	28.846966	8.0884	0	0
S10358	8.732394	28.876736	8.494332	0	0
S10365	8.705874	28.345708	8.389702	0	0
S1037	8.08495	30.645958	7.927942	0	0
S10373	8.485912	29.82287	8.279344	0	0
S10374	8.332166	27.815638	7.926028	0	0
S10375	8.841228	29.716046	8.619038	0	0
S10377	8.124768	28.40053	7.844944	0	0
S10378	8.789362	30.672018	8.569126	0	0
S10390	7.995798	27.29131	7.636672	0	0
S10391	8.189276	28.239852	8.028704	0	0
S10393	8.833838	30.267914	8.458276	0	0
S10400	8.525636	28.450922	8.500596	0	0
S10401	8.311398	28.810702	8.199844	0	0
S10406	8.83478	27.668516	8.531052	0	0
S10408	8.705424	29.400764	8.464558	0	0
S10409	8.724878	30.572842	8.49069	0	0
S10418	8.323748	26.194468	7.867588	0	0
S10431	8.610238	29.007318	8.256088	0	0
S10438	8.52849	29.097472	8.320792	0	0
S10439	8.88967	29.690788	8.75588	0	0
S10441	8.841824	28.823948	8.728524	0	0
S10442	8.671064	29.455032	8.53886	0	0
S1046	8.91304	28.491956	8.569932	0	0
S10478	9.092092	27.028214	8.812136	0	0
S10480	7.740758	29.415172	7.599362	0	0
S10484	8.558402	28.62559	8.495098	0	0
S10492	8.686264	30.810274	8.567224	0	0
S10496	8.62546	30.583772	8.311074	0	0
S10510	8.358462	28.827124	8.200184	0	0
S10513	8.55109	28.629568	8.493102	0	0
S10516	8.350808	28.561368	8.226166	0	0
S10534	8.532932	29.072254	8.340946	0	0
S10535	8.405092	29.776406	8.186168	0	0
S10537	8.70296	29.61296	8.6551	0	0
S1054	8.225272	29.17825	8.128904	0	0
S10543	8.595806	29.816244	8.246522	0	0
S10546	8.471872	28.615924	8.113906	0	0
S1055	8.867964	27.888454	8.527662	0	0
S10551	8.292988	28.695104	8.199374	0	0
S10552	8.580188	27.614286	8.293776	0	0
S10555	8.662758	31.345654	8.458424	0	0
S10559	8.579286	28.496206	8.414008	0	0
S1056	8.526162	29.66882	8.278554	0	0
S10563	8.907806	29.524688	8.539	0	0
S10574	8.533698	30.112752	8.36902	0	0
S10576	8.847788	28.06701	8.34862	0	0
S10578	8.777658	28.277838	8.477106	0	0
S10579	8.844166	29.051062	8.371836	0	0
S10582	8.833122	29.397694	8.503776	0	0
S1059	8.679776	30.060116	8.439074	0	0
S10599	9.05963	29.133516	8.815878	0	0
S10611	8.729878	28.911608	8.42527	0	0
S10614	8.923432	28.576826	8.653332	0	0
S10624	8.195952	28.480388	8.17144	0	0
S10632	8.316888	27.919392	7.955544	0	0
S10634	8.49706	29.061808	8.124322	0	0
S10638	8.721368	29.074012	8.590178	0	0
S10644	8.573416	30.213582	8.362468	0	0
S10649	9.112272	28.706744	8.50524	0	0
S10652	8.575318	28.219736	8.21706	0	0
S10654	8.664372	30.114076	8.351778	0	0
S10655	8.603286	29.202616	8.282146	0	0
S10656	8.888432	31.176548	8.498934	0	0
S10657	8.398416	28.444612	8.127192	0	0
S10658	8.978908	30.459824	8.501252	0	0
S10660	7.755996	29.621244	7.771654	0	0
S10661	8.473318	29.959578	8.190994	0	0
S10676	8.93427	29.11664	8.74616	0	0
S1068	8.445762	29.781046	8.288806	0	0
S10681	8.623212	28.505872	8.159102	0	0
S10686	8.45668	28.142636	8.20867	0	0
S10688	8.738922	30.259752	8.44427	0	0
S10690	8.248458	28.669822	8.072078	0	0
S10698	8.385482	29.722872	8.242862	0	0
S107	8.651718	30.269606	8.339002	0	0
S10703	8.3663	30.11866	8.25966	0	0
S10726	8.51954	29.320286	8.267362	0	0
S10729	8.504356	28.458792	8.363974	0	0
S10733	8.830402	29.656868	8.546994	0	0
S10734	8.410212	29.621042	8.28006	0	0
S10735	8.544904	29.103538	8.23064	0	0
