	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
average.A	0.0	0.0	0.0	0.0	0.0	0.0
average.B	0.0	0.0	0.0	0.0	0.0	0.0
average.C	0.0	0.0	0.0	0.0	0.0	0.0
average.D	0.0	0.0	0.0	0.0	6.07855833828	0.0
average.E	0.0	0.0	0.0	0.0	1.93147035966	0.0
average.F	0.0	0.0	0.0	0.0	0.0	0.0
average.G	18.1287039824	7.3384657286	11.6451020967	24.1294174112	12.9180865116	11.9442828
average.H	0.0	4.09427674194	0.0	0.0	0.0	0.0
average.I	1.53907661316	5.95410193992	0.0	0.282834015182	5.78739266871	0.0
average.J	0.0	0.0	0.0	-11.2060899988	1.07053056261	0.0
average.K	0.0	0.0	0.0	-0.629893527584	0.0	0.0
average.L	1.68317680837	0.0	0.0	0.0	3.70004615445	0.0
stdev.A	0.0	0.0	0.0	0.0	0.0	0.0
stdev.B	0.0	0.0	0.0	0.0	0.0	0.0
stdev.C	0.0	0.0	0.0	0.0	0.0	0.0
stdev.D	0.0	0.0	0.0	0.0	0.02623675451	0.0
stdev.E	0.0	0.0	0.0	0.0	0.0976169531356	0.0
stdev.F	0.0	0.0	0.0	0.0	0.0	0.0
stdev.G	0.0732337594828	0.126756427966	0.0	0.19326340373	0.133259839416	0.0
stdev.H	0.0	0.0986610912779	0.0	0.0	0.0	0.0
stdev.I	0.126365544545	0.0733664005172	0.0	0.247729282332	0.163930226967	0.0
stdev.J	0.0	0.0	0.0	0.223058078028	0.12088622983	0.0
stdev.K	0.0	0.0	0.0	0.216292300708	0.0	0.0
stdev.L	0.0928218008353	0.0	0.0	0.0	0.0636044528535	0.0
