	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
average.A	2.89015450923	4.19890434342	2.38635572671	3.60267634816	2.62179642558	2.54163267883
average.B	3.01574634708	4.24376735392	2.48668197738	3.95270752375	2.76063032096	2.65669126675
average.C	2.60209976341	0.494734103341	2.37347039976	0.0	3.81558296307	3.39438355483
average.D	2.4898633717	0.337662661314	2.29951027319	0.0	3.71368218567	3.29072678643
average.E	2.37557223804	1.45379445455	2.79996959396	0.0	3.20782468408	3.15533641389
average.F	1.6082746242	2.31019724253	3.59381095755	1.01458159238	1.75951052361	2.12216083873
average.G	2.22253527189	5.39153085943	1.6248850238	10.7858482084	1.45607765337	1.47783386443
average.H	2.60554118958	6.3590412779	1.34723923157	7.29442116086	1.87552657214	1.80644975405
average.I	2.65975983538	6.36876200583	1.29690186277	7.11097760574	1.94725810526	1.84308202385
average.J	2.93839794015	0.0	2.31130754397	0.0	4.41376068526	3.8633293533
average.K	2.66008999392	0.0	2.96684230995	0.0	3.88285629926	3.77298238815
average.L	2.56393163326	0.532200077053	2.19474671416	0.0	3.80691079247	3.41019722373
stdev.A	0.00346444505305	0.00568417461682	0.00376830664946	0.00609725238028	0.00759483704854	0.00706079387468
stdev.B	0.00234099817246	0.00857736186304	0.00195065307484	0.00601862607928	0.00249962198732	0.00244690827226
stdev.C	0.0056675343988	0.00104717890787	0.0028256300187	0.0	0.00588007029716	0.00297309765744
stdev.D	0.0043694218693	0.00128557019198	0.00368174400531	0.0	0.00938634939551	0.0108402329084
stdev.E	0.00202638229466	0.00553375027635	0.00341681720415	0.0	0.00819840460134	0.00473229726187
stdev.F	0.00512809587969	0.00296468021853	0.00306714339481	0.00120674251786	0.000527918137899	0.00101910585439
stdev.G	0.00489579516711	0.000359803443283	0.00191123054864	0.00185787999747	0.00635231728242	0.00465272520928
stdev.H	0.00269784237431	0.00208669448581	0.00389776534435	0.00997278691306	0.00365003506246	0.00596581608491
stdev.I	0.00416356596042	0.00359631809822	0.00184084034518	0.00692319875109	0.0061814030637	0.00526276003838
stdev.J	0.0048882399419	0.0	0.00254723266111	0.0	0.00668314455813	0.00861782253181
stdev.K	0.00402006578249	0.0	0.00399187053996	0.0	0.0110901095254	0.01516475559
stdev.L	0.000903402936623	0.00103292726464	0.00186787992982	0.0	0.00258933356962	0.00888048976387
