	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	7.16947586207	38.9384947436	13.6800660784	0	0
S10006	7.17038275862	39.7140388461	13.7472415686	0	0
S1001	7.21231034483	40.4436032051	14.0766294118	0	0
S10010	7.68845517241	39.6910220513	14.1999523529	0	0
S10011	7.17123103448	39.3686171795	14.0588801961	0	0
S10014	7.10487586207	39.9092610257	13.5517433333	0	0
S10026	7.47347586207	40.997050641	13.9756429412	0	0
S10032	7.27910689655	40.5522775641	14.4999619608	0	0
S10036	7.15354482759	39.9975982051	13.3700378431	0	0
S10042	7.49926896552	40.7497196154	14.1121594118	0	0
S10044	7.58556551724	41.6947578205	13.9828880392	0	0
S10049	7.17782758621	41.5303885897	13.9251884314	0	0
S10057	6.70689310345	39.2669579487	13.4901921569	0	0
S10062	7.29082758621	40.7417020513	14.2302317647	0	0
S10066	7.70631034483	39.0016930769	14.1043831373	0	0
S10067	6.98302758621	41.7959835898	13.7482617647	0	0
S1007	6.91221724138	39.707814359	13.7408527451	0	0
S10073	7.22294827586	41.4026434615	13.9344372549	0	0
S10077	7.05530689655	39.394250641	13.8071188235	0	0
S10080	7.22513793103	40.2623714102	14.41311	0	0
S10082	7.34515172414	41.445209359	13.8753719608	0	0
S10087	7.09113448276	41.5093332051	13.9407498039	0	0
S10089	7.11931034483	39.1462178205	13.4281088235	0	0
S1009	6.96600689655	41.4748620513	13.8588652941	0	0
S10090	7.04825862069	38.8058778205	13.4126527451	0	0
S10093	7.24422068966	38.6910420513	13.9025919608	0	0
S10094	7.40209655172	40.1572379487	14.1839501961	0	0
S1010	7.08796551724	41.0654541026	14.1712927451	0	0
S10111	7.19245172414	41.8648730769	13.9699417647	0	0
S10116	6.59146551724	40.6473491026	13.7427215686	0	0
S10119	6.90618965517	40.7310578205	13.7031221569	0	0
S10121	7.11472413793	40.5284174359	13.6371284314	0	0
S10130	7.2145137931	39.0272082051	13.8260947059	0	0
S10140	7.62659310345	39.8047474359	14.1846017647	0	0
S10142	6.79620344828	41.1149089743	13.77063	0	0
S10150	7.68166206897	38.0908	14.03346	0	0
S10155	7.16511034483	41.5407826923	14.0770576471	0	0
S1016	7.07884482759	39.5964464103	13.9202101961	0	0
S10163	7.27348275862	40.2695003846	14.1499978431	0	0
S10167	7.15268965517	41.0542452564	13.8844609804	0	0
S10168	6.91169655172	41.5888115385	13.7154384314	0	0
S10173	7.15176551724	41.5597201282	13.6360370588	0	0
S10175	7.23319655172	39.9569307692	13.7481660784	0	0
S10179	7.16246206897	42.6648417949	14.1840615686	0	0
S10186	6.46819655172	41.7936896154	13.9634098039	0	0
S1019	6.81791724138	40.760365641	13.8549943137	0	0
S10190	7.3018137931	42.166593718	14.0267854902	0	0
S10195	7.41632758621	39.9337607692	14.0528376471	0	0
S10196	7.31511034483	41.171673718	14.1926923529	0	0
S10200	7.33093793103	39.8394020513	14.033445098	0	0
S10201	7.63055172414	37.5233774359	13.7037296079	0	0
S10202	7.1288137931	40.7472720513	14.0085847059	0	0
S10205	7.39694827586	41.4850069231	13.8812964706	0	0
S10211	6.91935172414	40.3726088462	13.55297	0	0
