	B Cells	CD4 T Cells	CD8 T Cells	Monocytes	NK Cells
mix_1	0.0307	0.0	0.2111	0.0874	0.0665
mix_2	0.0174	0.0	0.2068	0.1107	0.0244
mix_3	0.109	0.1234	0.2711	0.021	0.0342
mix_4	0.1427	0.001	0.2987	0.0447	0.0381
mix_5	0.0999	0.0	0.3732	0.0369	0.0669
mix_6	0.0882	0.0	0.3205	0.0635	0.0308
mix_7	0.1876	0.0093	0.2863	0.0314	0.0565
mix_8	0.1661	0.0642	0.1298	0.0763	0.0
mix_9	0.0396	0.0	0.2727	0.0657	0.0739
mix_10	0.2212	0.0101	0.2856	0.0391	0.0
mix_11	0.0372	0.0365	0.1382	0.1064	0.0367
mix_12	0.0125	0.0	0.3111	0.0813	0.0132
mix_13	0.2493	0.0	0.2292	0.0314	0.066
mix_14	0.2503	0.0	0.3423	0.0364	0.0
mix_15	0.1943	0.0	0.305	0.0139	0.1355
mix_16	0.1217	0.0447	0.3097	0.0376	0.0205
mix_17	0.3364	0.0	0.4082	0.0002	0.0001
mix_18	0.0384	0.0	0.1708	0.1175	0.0081
mix_19	0.1372	0.0	0.3016	0.0601	0.0253
mix_20	0.0647	0.0	0.6227	0.0	0.0406
mix_21	0.1607	0.0	0.4124	0.0321	0.0126
mix_22	0.168	0.0	0.2434	0.0539	0.0722
mix_23	0.1787	0.0435	0.2131	0.06	0.0016
mix_24	0.0118	0.0	0.1283	0.1277	0.0395
mix_25	0.035	0.0573	0.2982	0.0649	0.0
mix_26	0.0316	0.0657	0.3623	0.0029	0.1495
mix_27	0.1909	0.0	0.0599	0.0884	0.07
mix_28	0.1163	0.0	0.5088	0.002	0.0512
mix_29	0.077	0.0	0.2963	0.0579	0.0538
mix_30	0.1083	0.0	0.3047	0.0578	0.0349
mix_31	0.0734	0.0947	0.1892	0.064	0.0233
mix_32	0.1034	0.0	0.3493	0.0449	0.0352
mix_33	0.1171	0.0805	0.1374	0.0673	0.0367
mix_34	0.0181	0.0001	0.2165	0.0974	0.0413
mix_35	0.0681	0.0	0.326	0.0689	0.0386
mix_36	0.195	0.181	0.0938	0.0307	0.0297
mix_37	0.1793	0.1277	0.1689	0.0351	0.0148
mix_38	0.0656	0.1621	0.2395	0.0118	0.0973
mix_39	0.2163	0.0	0.3283	0.0133	0.1053
mix_40	0.1209	0.1461	0.0795	0.0674	0.0233
mix_41	0.0402	0.0	0.2613	0.0807	0.053
mix_42	0.2158	0.0	0.4131	0.0053	0.0279
mix_43	0.0196	0.0	0.4019	0.0359	0.0869
mix_44	0.0439	0.1509	0.1935	0.0328	0.0773
mix_45	0.0108	0.1116	0.2753	0.0559	0.0
mix_46	0.1039	0.0	0.5031	0.0153	0.0519
mix_47	0.1279	0.0115	0.2671	0.0659	0.0024
mix_48	0.1791	0.0	0.0271	0.0949	0.0828
mix_49	0.1439	0.0	0.1956	0.069	0.0587
mix_50	0.1635	0.0841	0.3266	0.0192	0.0
mix_51	0.1654	0.0324	0.0504	0.0812	0.0725
mix_52	0.2468	0.0523	0.2405	0.0087	0.0749
mix_53	0.1559	0.0	0.1534	0.0743	0.0533
mix_54	0.2147	0.0	0.5282	0.0083	0.0065
mix_55	0.1431	0.0	0.1857	0.0734	0.045
mix_56	0.0821	0.1221	0.2609	0.0412	0.0
mix_57	0.0125	0.0833	0.1933	0.0705	0.0563
mix_58	0.1086	0.0	0.339	0.0338	0.0619
mix_59	0.0182	0.0	0.3205	0.0764	0.0475
mix_60	0.195	0.0	0.2954	0.0487	0.0
mix_61	0.1574	0.1813	0.2712	0.0042	0.0056
mix_62	0.1352	0.1805	0.1711	0.0113	0.0708
mix_63	0.0271	0.0	0.2949	0.0753	0.0272
mix_64	0.1354	0.1035	0.1245	0.0727	0.0
mix_65	0.1004	0.0164	0.2281	0.0406	0.128
mix_66	0.1575	0.0	0.1135	0.0814	0.0701
mix_67	0.2096	0.001	0.3416	0.0082	0.083
mix_68	0.0529	0.0	0.4665	0.0175	0.1003
mix_69	0.1274	0.0338	0.2019	0.0746	0.0
mix_70	0.2659	0.0	0.0237	0.0541	0.1741
mix_71	0.1936	0.0	0.1163	0.0962	0.0
mix_72	0.3135	0.1105	0.1373	0.0209	0.0148
mix_73	0.2195	0.0	0.196	0.0383	0.1214
mix_74	0.1584	0.1191	0.1064	0.0512	0.0397
mix_75	0.1464	0.0479	0.0466	0.0923	0.0518
mix_76	0.0505	0.0	0.4276	0.0338	0.0736
mix_77	0.063	0.0	0.5311	0.0058	0.0424
mix_78	0.1156	0.0	0.2355	0.0732	0.044
mix_79	0.0338	0.0	0.2805	0.0838	0.0124
mix_80	0.1732	0.0069	0.3306	0.0389	0.0
mix_81	0.0848	0.1171	0.2939	0.0364	0.0
mix_82	0.1414	0.0	0.2986	0.0652	0.016
mix_83	0.1208	0.0307	0.1154	0.0861	0.0424
mix_84	0.1224	0.0043	0.3602	0.044	0.0
mix_85	0.0857	0.0192	0.3775	0.042	0.0
mix_86	0.0469	0.0738	0.3673	0.0192	0.0542
mix_87	0.0651	0.1054	0.2342	0.0595	0.0
mix_88	0.1189	0.0	0.3624	0.0308	0.0519
mix_89	0.0991	0.0	0.4985	0.0115	0.0366
mix_90	0.0533	0.0006	0.3582	0.0666	0.0
mix_91	0.1135	0.0064	0.1433	0.0807	0.0679
mix_92	0.0976	0.0588	0.2421	0.0643	0.0055
mix_93	0.0148	0.0004	0.1235	0.1318	0.0132
mix_94	0.014	0.0	0.2148	0.0972	0.0731
mix_95	0.1702	0.0	0.0911	0.0785	0.0857
mix_96	0.1396	0.0	0.1162	0.0696	0.1289
mix_97	0.0856	0.0	0.2879	0.0726	0.0163
mix_98	0.1264	0.0514	0.1934	0.0702	0.0116
mix_99	0.0742	0.1006	0.4617	0.0007	0.0141
