	B Cells	CD4 T Cells	CD8 T Cells	Endo	Fibroblast	Macrophages	Mast Cell
average.mix_1	0	0.0	0.0	0	0	0	0
average.mix_2	0	1.35331617221e-05	9.55218785198e-06	0	0	0	0
average.mix_3	0	1.60515512128e-05	1.03141130866e-05	0	0	0	0
average.mix_4	0	1.27236416221e-05	7.22759634368e-06	0	0	0	0
average.mix_5	0	9.07252126869e-06	5.40773072334e-06	0	0	0	0
average.mix_6	0	8.9404658084e-06	5.18869914982e-06	0	0	0	0
average.mix_7	0	1.58674779361e-05	1.02446121072e-05	0	0	0	0
average.mix_8	0	4.82148788425e-06	3.11475222402e-06	0	0	0	0
average.mix_9	0	9.43474173639e-06	5.16291676089e-06	0	0	0	0
average.mix_10	0	1.57783820742e-05	8.42897249443e-06	0	0	0	0
average.mix_11	0	0.0	0.0	0	0	0	0
average.mix_12	0	1.20438488644e-05	6.77930223928e-06	0	0	0	0
average.mix_13	0	1.57448506666e-05	8.84002487748e-06	0	0	0	0
average.mix_14	0	7.53635736378e-06	3.30964255469e-06	0	0	0	0
average.mix_15	0	8.48073093561e-06	5.29844153611e-06	0	0	0	0
average.mix_16	0	1.976526775e-05	1.33708753022e-05	0	0	0	0
average.mix_17	0	2.10344559019e-05	1.36177151343e-05	0	0	0	0
average.mix_18	0	2.04050516312e-05	1.108963974e-05	0	0	0	0
average.mix_19	0	9.22320478293e-06	5.64261371288e-06	0	0	0	0
average.mix_20	0	1.28170449175e-05	7.82372332525e-06	0	0	0	0
average.mix_21	0	2.46173454542e-05	1.49929377331e-05	0	0	0	0
average.mix_22	0	0.0	0.0	0	0	0	0
average.mix_23	0	8.51160476476e-06	4.79391116894e-06	0	0	0	0
average.mix_24	0	1.84581268302e-05	1.16334282862e-05	0	0	0	0
average.mix_25	0	1.4522983563e-05	8.58892062285e-06	0	0	0	0
average.mix_26	0	2.19350110731e-05	1.29741625065e-05	0	0	0	0
average.mix_27	0	8.73100865915e-07	8.05480463216e-07	0	0	0	0
average.mix_28	0	9.49612479651e-06	5.62329909995e-06	0	0	0	0
average.mix_29	0	0.0	0.0	0	0	0	0
average.mix_30	0	1.16341496736e-05	6.52610741043e-06	0	0	0	0
average.mix_31	0	6.79774350315e-06	3.1837508564e-06	0	0	0	0
average.mix_32	0	6.33115046836e-06	1.92560796603e-06	0	0	0	0
average.mix_33	0	1.33359099654e-05	7.14031054282e-06	0	0	0	0
average.mix_34	0	1.1891577544e-05	6.56843943655e-06	0	0	0	0
average.mix_35	0	5.49705400203e-06	2.43634025287e-06	0	0	0	0
average.mix_36	0	6.81450469685e-06	3.32000182002e-06	0	0	0	0
average.mix_37	0	1.46283751121e-05	9.26430850483e-06	0	0	0	0
average.mix_38	0	1.07894625744e-05	6.73739938068e-06	0	0	0	0
average.mix_39	0	8.45068157974e-06	4.89807977704e-06	0	0	0	0
average.mix_40	0	6.46195347878e-06	2.36705888704e-06	0	0	0	0
average.mix_41	0	1.30736528395e-05	7.09487616161e-06	0	0	0	0
average.mix_42	0	1.76741083946e-05	9.33914635769e-06	0	0	0	0
average.mix_43	0	2.19965034497e-05	1.28146988607e-05	0	0	0	0
average.mix_44	0	8.6976903231e-06	5.34129006555e-06	0	0	0	0
average.mix_45	0	0.0	0.0	0	0	0	0
average.mix_46	0	1.3753596175e-05	7.62490753772e-06	0	0	0	0
average.mix_47	0	2.89054662214e-05	1.99596189502e-05	0	0	0	0
average.mix_48	0	1.85819699522e-05	1.00920131799e-05	0	0	0	0
average.mix_49	0	0.0	0.0	0	0	0	0
average.mix_50	0	2.24709086051e-06	8.31693057343e-07	0	0	0	0
average.mix_51	0	2.07086345284e-05	1.25868870307e-05	0	0	0	0
average.mix_52	0	1.66181331557e-05	9.72353600479e-06	0	0	0	0
average.mix_53	0	1.85813881863e-05	1.1422981017e-05	0	0	0	0
average.mix_54	0	1.4172405552e-05	7.91175836889e-06	0	0	0	0
average.mix_55	0	2.15493571215e-05	1.24418880961e-05	0	0	0	0
average.mix_56	0	1.03563819758e-05	4.92109648596e-06	0	0	0	0
average.mix_57	0	9.51723650302e-06	5.41145850571e-06	0	0	0	0
average.mix_58	0	1.12572773753e-05	6.76608365846e-06	0	0	0	0
average.mix_59	0	1.60780358069e-05	9.86171701547e-06	0	0	0	0
average.mix_60	0	2.04654714394e-05	1.19204868954e-05	0	0	0	0
average.mix_61	0	1.15932434465e-05	6.7740631993e-06	0	0	0	0
average.mix_62	0	1.34958224559e-05	8.22856457349e-06	0	0	0	0
average.mix_63	0	1.13678603851e-05	6.41353793211e-06	0	0	0	0
average.mix_64	0	2.93913314243e-05	2.02370860745e-05	0	0	0	0
average.mix_65	0	1.55650522259e-05	9.42683986947e-06	0	0	0	0
average.mix_66	0	1.19356596642e-05	7.45925674457e-06	0	0	0	0
average.mix_67	0	8.82570240584e-06	5.83309578029e-06	0	0	0	0
average.mix_68	0	2.03505876997e-05	1.2582949207e-05	0	0	0	0
average.mix_69	0	1.47785639902e-05	8.8102012202e-06	0	0	0	0
average.mix_70	0	2.11902712804e-05	1.28549142378e-05	0	0	0	0
average.mix_71	0	1.53523700719e-05	9.47820542435e-06	0	0	0	0
average.mix_72	0	1.38375098431e-05	8.81898856904e-06	0	0	0	0
average.mix_73	0	2.45440870021e-05	1.53129403659e-05	0	0	0	0
average.mix_74	0	1.09830854155e-05	5.47227193656e-06	0	0	0	0
average.mix_75	0	1.85636500226e-05	1.06960519503e-05	0	0	0	0
average.mix_76	0	2.54518623332e-06	1.06147257415e-06	0	0	0	0
average.mix_77	0	1.29834809031e-05	7.45385535234e-06	0	0	0	0
average.mix_78	0	1.95227087321e-05	1.19633308401e-05	0	0	0	0
average.mix_79	0	2.04063103415e-05	1.31635782093e-05	0	0	0	0
average.mix_80	0	2.54931189018e-05	1.49805780989e-05	0	0	0	0
average.mix_81	0	9.94751074975e-06	5.97350140347e-06	0	0	0	0
average.mix_82	0	1.47651701624e-05	9.85826362817e-06	0	0	0	0
average.mix_83	0	2.40290845856e-05	1.41096453932e-05	0	0	0	0
average.mix_84	0	1.05743679543e-05	6.35814302375e-06	0	0	0	0
average.mix_85	0	1.30866958414e-05	7.66504609258e-06	0	0	0	0
average.mix_86	0	1.42532862026e-05	8.74721848534e-06	0	0	0	0
average.mix_87	0	0.0	0.0	0	0	0	0
average.mix_88	0	6.63845821875e-06	3.10374675658e-06	0	0	0	0
average.mix_89	0	2.30702709388e-05	1.52529556033e-05	0	0	0	0
average.mix_90	0	2.02959755169e-07	0.0	0	0	0	0
average.mix_91	0	8.92338618139e-07	1.27204971032e-08	0	0	0	0
average.mix_92	0	1.26979249626e-05	7.31086827065e-06	0	0	0	0
average.mix_93	0	3.45723558126e-05	2.27884499813e-05	0	0	0	0
average.mix_94	0	5.7196581454e-06	2.30864587314e-06	0	0	0	0
average.mix_95	0	1.08033960406e-05	5.45887955471e-06	0	0	0	0
average.mix_96	0	9.15351746401e-06	4.92445360858e-06	0	0	0	0
average.mix_97	0	2.75790869681e-06	3.27157110824e-07	0	0	0	0
average.mix_98	0	1.10883758771e-05	5.10765400552e-06	0	0	0	0
average.mix_99	0	1.86482073041e-05	1.20678368672e-05	0	0	0	0
average.mix_100	0	1.13172260128e-05	6.07397161476e-06	0	0	0	0
stdev.mix_1	0	0.0	0.0	0	0	0	0
stdev.mix_2	0	3.43947299369e-08	7.07444801559e-08	0	0	0	0
stdev.mix_3	0	1.4287254505e-07	1.56819778216e-07	0	0	0	0
stdev.mix_4	0	3.10159610196e-08	2.44974170948e-08	0	0	0	0
stdev.mix_5	0	6.76092144964e-08	4.07533518174e-08	0	0	0	0
stdev.mix_6	0	1.83252237304e-08	1.83653689251e-08	0	0	0	0
stdev.mix_7	0	3.58434564613e-07	2.24632206331e-07	0	0	0	0
stdev.mix_8	0	7.07759081409e-08	3.48255613804e-08	0	0	0	0
stdev.mix_9	0	1.65140140801e-07	1.06947687867e-07	0	0	0	0
stdev.mix_10	0	1.18421205663e-07	3.0016551542e-08	0	0	0	0
stdev.mix_11	0	0.0	0.0	0	0	0	0
stdev.mix_12	0	1.24764701407e-07	5.94496639518e-08	0	0	0	0
stdev.mix_13	0	4.28408495421e-08	3.13866213701e-08	0	0	0	0
stdev.mix_14	0	7.57003684236e-08	4.3637323351e-08	0	0	0	0
stdev.mix_15	0	7.91483728697e-08	7.61862420031e-08	0	0	0	0
stdev.mix_16	0	3.78491127263e-08	4.50274482455e-08	0	0	0	0
stdev.mix_17	0	1.25644309421e-07	8.68744304332e-08	0	0	0	0
stdev.mix_18	0	8.97166270329e-08	8.40957272502e-09	0	0	0	0
stdev.mix_19	0	1.61564706992e-07	9.48080933251e-08	0	0	0	0
stdev.mix_20	0	1.53097666547e-08	9.97619917752e-09	0	0	0	0
stdev.mix_21	0	1.54694770191e-07	1.02661594112e-07	0	0	0	0
stdev.mix_22	0	0.0	0.0	0	0	0	0
stdev.mix_23	0	4.1050538985e-08	2.78153834327e-08	0	0	0	0
stdev.mix_24	0	1.71731608908e-07	1.11049552319e-07	0	0	0	0
stdev.mix_25	0	4.8315270046e-08	2.56359071396e-08	0	0	0	0
stdev.mix_26	0	1.23506870435e-07	7.34652429842e-08	0	0	0	0
stdev.mix_27	0	1.09849621578e-07	5.71053895694e-08	0	0	0	0
stdev.mix_28	0	6.54280164979e-08	4.9530401599e-08	0	0	0	0
stdev.mix_29	0	0.0	0.0	0	0	0	0
stdev.mix_30	0	1.34434500611e-07	9.15001618807e-08	0	0	0	0
stdev.mix_31	0	3.1841003206e-08	2.04252298844e-08	0	0	0	0
stdev.mix_32	0	2.58450790378e-07	1.64401484487e-07	0	0	0	0
stdev.mix_33	0	8.5597006719e-08	4.41077088553e-08	0	0	0	0
stdev.mix_34	0	9.04190895523e-08	6.43233244448e-08	0	0	0	0
stdev.mix_35	0	2.51034374051e-08	1.17643533048e-08	0	0	0	0
stdev.mix_36	0	6.28609339268e-08	4.01531629858e-08	0	0	0	0
stdev.mix_37	0	2.09494950982e-07	1.07202341529e-07	0	0	0	0
stdev.mix_38	0	1.81988064773e-07	1.15889034639e-07	0	0	0	0
stdev.mix_39	0	7.83042342029e-08	4.13968027788e-08	0	0	0	0
stdev.mix_40	0	4.43542391025e-08	2.4324629429e-08	0	0	0	0
stdev.mix_41	0	1.21112354832e-07	6.73767394354e-08	0	0	0	0
stdev.mix_42	0	6.74398718894e-08	2.78798758244e-08	0	0	0	0
stdev.mix_43	0	9.32946178951e-08	8.26346966056e-08	0	0	0	0
stdev.mix_44	0	2.00695454316e-07	1.27602971385e-07	0	0	0	0
stdev.mix_45	0	0.0	0.0	0	0	0	0
stdev.mix_46	0	8.00697722952e-08	4.52296511175e-08	0	0	0	0
stdev.mix_47	0	1.0403490173e-07	1.06151128812e-07	0	0	0	0
stdev.mix_48	0	1.76484623623e-07	9.02701226356e-08	0	0	0	0
stdev.mix_49	0	0.0	0.0	0	0	0	0
stdev.mix_50	0	4.22830525391e-08	1.00228760355e-08	0	0	0	0
stdev.mix_51	0	3.66227731278e-07	2.3210018825e-07	0	0	0	0
stdev.mix_52	0	1.68785174146e-07	8.67354597525e-08	0	0	0	0
stdev.mix_53	0	2.07835029804e-07	1.40179103849e-07	0	0	0	0
stdev.mix_54	0	1.6347352993e-07	8.29358685548e-08	0	0	0	0
stdev.mix_55	0	2.18331380137e-07	1.50029010835e-07	0	0	0	0
stdev.mix_56	0	1.17189516885e-07	7.85532900758e-08	0	0	0	0
stdev.mix_57	0	1.41742693982e-07	8.96424345854e-08	0	0	0	0
stdev.mix_58	0	5.21223266771e-08	3.36629154529e-08	0	0	0	0
