	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	0	0.527595384966	0	0	0
S10006	0	0.541188127571	0	0	0
S1001	0	0.536449853012	0	0	0
S10010	0	0.528505507874	0	0	0
S10011	0	0.526197650844	0	0	0
S10014	0	0.537171428417	0	0	0
S10026	0	0.542126824406	0	0	0
S10032	0	0.531382846475	0	0	0
S10036	0	0.542908876497	0	0	0
S10042	0	0.529109547337	0	0	0
S10044	0	0.545163706539	0	0	0
S10049	0	0.543357452774	0	0	0
S10057	0	0.53767632132	0	0	0
S10062	0	0.535574940665	0	0	0
S10066	0	0.519951929282	0	0	0
S10067	0	0.552943962608	0	0	0
S1007	0	0.532221597463	0	0	0
S10073	0	0.544727779355	0	0	0
S10077	0	0.520199222879	0	0	0
S10080	0	0.525033469757	0	0	0
S10082	0	0.546973767296	0	0	0
S10087	0	0.539125545856	0	0	0
S10089	0	0.530081406103	0	0	0
S1009	0	0.538030672852	0	0	0
S10090	0	0.534897154972	0	0	0
S10093	0	0.53043737823	0	0	0
S10094	0	0.536831953684	0	0	0
S1010	0	0.522320946465	0	0	0
S10111	0	0.545776308158	0	0	0
S10116	0	0.53218178841	0	0	0
S10119	0	0.543054199915	0	0	0
S10121	0	0.544198340981	0	0	0
S10130	0	0.52484793898	0	0	0
S10140	0	0.531427735337	0	0	0
S10142	0	0.549884678595	0	0	0
S10150	0	0.503434952321	0	0	0
S10155	0	0.540565111965	0	0	0
S1016	0	0.538114768467	0	0	0
S10163	0	0.510008528018	0	0	0
S10167	0	0.5342012732	0	0	0
S10168	0	0.54348835826	0	0	0
S10173	0	0.541324465922	0	0	0
S10175	0	0.543173756978	0	0	0
S10179	0	0.543324718925	0	0	0
S10186	0	0.551684819774	0	0	0
S1019	0	0.544745617819	0	0	0
S10190	0	0.548241796568	0	0	0
S10195	0	0.529124489512	0	0	0
S10196	0	0.538075273556	0	0	0
S10200	0	0.540219282832	0	0	0
S10201	0	0.520604088144	0	0	0
S10202	0	0.528518733519	0	0	0
S10205	0	0.542649875655	0	0	0
S10211	0	0.542246146237	0	0	0
