	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.2977	0	0	0	0.1991	0.3538
B	0.3032	0	0	0	0.1948	0.3548
C	0.1059	0	0	0	0.4885	0.3524
D	0.1108	0	0	0	0.4776	0.374
E	0.1148	0	0	0	0.278	0.5534
F	0.1498	0	0	0	0.0539	0.6763
G	0.3407	0	0	0	0.137	0.2252
H	0.3196	0	0	0	0.0591	0.229
I	0.3265	0	0	0	0.0679	0.2074
J	0.0994	0	0	0	0.5434	0.3114
K	0.0862	0	0	0	0.2702	0.6097
L	0.0793	0	0	0	0.4743	0.3919
