	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	8.55617142857	9.2483	6.21721428571	0	0
S10006	8.5372	9.751275	6.03244285714	0	0
S1001	8.46221428571	10.539325	6.49101428571	0	0
S10010	8.9914	10.18325	6.35148571429	0	0
S10011	8.46395	9.986225	6.24881428571	0	0
S10014	8.4558	10.257275	6.06771428571	0	0
S10026	8.67305	10.025575	6.58917142857	0	0
S10032	8.49064285714	10.0907	7.08224285714	0	0
S10036	8.56917857143	10.02215	6.02325714286	0	0
S10042	8.60678571429	10.707675	6.33412857143	0	0
S10044	8.88892857143	10.424675	6.33545714286	0	0
S10049	8.53833571429	10.785875	6.36664285714	0	0
S10057	7.9869	9.615375	5.97447142857	0	0
S10062	8.64202857143	11.2441	6.39482857143	0	0
S10066	8.97768571429	8.871375	6.13254285714	0	0
S10067	8.27327857143	10.841	6.30344285714	0	0
S1007	8.45552857143	9.928225	6.16325714286	0	0
S10073	8.58693571429	11.357175	6.33412857143	0	0
S10077	8.25472857143	9.937875	6.19292857143	0	0
S10080	8.67521428571	10.835875	6.33204285714	0	0
S10082	8.59662142857	9.577425	6.22558571429	0	0
S10087	8.45204285714	10.136775	6.71492857143	0	0
S10089	8.45045714286	9.827825	6.06897142857	0	0
S1009	8.17534285714	10.427175	6.15997142857	0	0
S10090	8.45605	9.715575	6.14541428571	0	0
S10093	8.33260714286	10.078425	6.00055714286	0	0
S10094	8.7547	10.378075	6.53187142857	0	0
S1010	8.39691428571	11.3906	6.34965714286	0	0
S10111	8.47059285714	10.426825	6.40318571429	0	0
S10116	7.79430714286	11.79515	6.14387142857	0	0
S10119	8.18267142857	10.75155	6.08768571429	0	0
S10121	8.4296	11.249575	6.25667142857	0	0
S10130	8.61635	10.089075	6.17568571429	0	0
S10140	8.92783571429	10.087975	6.68574285714	0	0
S10142	8.12737857143	11.440525	6.3961	0	0
S10150	8.88023571429	9.447775	6.21355714286	0	0
S10155	8.44800714286	10.40245	6.20532857143	0	0
S1016	8.32955714286	10.370875	6.40555714286	0	0
S10163	8.54751428571	10.331275	6.1516	0	0
S10167	8.42465714286	10.8605	6.12342857143	0	0
S10168	8.19090714286	11.273625	6.08698571429	0	0
S10173	8.24904285714	10.12135	6.15724285714	0	0
S10175	8.54298571429	9.902775	6.18984285714	0	0
S10179	8.29592857143	11.9998	6.59457142857	0	0
S10186	7.52402142857	11.1799	6.3632	0	0
S1019	8.19455714286	10.32605	6.33432857143	0	0
S10190	8.47968571429	10.395075	6.57047142857	0	0
S10195	8.82225714286	9.83235	6.29842857143	0	0
S10196	8.73939285714	10.193575	6.48575714286	0	0
S10200	8.56347142857	10.515825	6.44605714286	0	0
S10201	9.06555714286	9.573225	5.99555714286	0	0
S10202	8.35052857143	10.271975	6.40798571429	0	0
S10205	8.72575	10.48845	6.539	0	0
S10211	8.36772857143	10.97905	5.87941428571	0	0
S10221	8.52593571429	11.130525	6.25517142857	0	0
S10222	8.43274285714	9.66445	5.9539	0	0
S10226	8.64687857143	10.5142	6.44287142857	0	0
S10227	8.65195714286	9.430275	6.22748571429	0	0
S10228	8.36304285714	10.720775	6.11867142857	0	0
S10232	7.86285714286	10.687625	5.8971	0	0
S10248	8.57478571429	10.533025	6.13622857143	0	0
S10249	8.76267142857	9.97705	6.93721428571	0	0
S1025	8.34639285714	10.757975	6.42284285714	0	0
S10266	8.58017142857	10.401175	6.27815714286	0	0
S10269	8.58572857143	10.1565	6.32944285714	0	0
S10272	8.73690714286	9.82755	6.00264285714	0	0
S10273	8.70041428571	10.444925	6.23282857143	0	0
S10274	8.70406428571	9.801475	6.28037142857	0	0
S1028	8.60992142857	9.8835	6.69398571429	0	0
S10280	8.50945	11.743875	6.72164285714	0	0
