	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.042998126	0.22986897	0.2914613	0.00267228	0.4329993	0.0
B	0.046447612	0.22634833	0.2874244	0.003920241	0.4358594	0.0
C	0.009568379	0.0561063	0.405224	0.0	0.5291013	0.0
D	0.016945547	0.04684025	0.4043675	0.0	0.5318467	0.0
E	0.014247352	0.0892881	0.4339694	0.0	0.4624951	0.0
F	0.01586674	0.08748909	0.6042612	0.001991107	0.2903919	0.0
G	0.029733488	0.40897497	0.1833858	0.08287448	0.2950313	0.0
H	0.030140215	0.56321949	0.1813363	0.0	0.225304	0.0
I	0.05276018	0.63901652	0.1019292	0.0	0.2062941	0.0
J	0.018871977	0.03555156	0.4184266	0.0	0.5271498	0.0
K	0.025307687	0.03418765	0.5223923	0.0	0.4181124	0.0
L	0.012108088	0.07404889	0.39431	0.0	0.519533	0.0
