	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0	0	0.140059697962	0	0.531310382137	0.0304758981444
B	0	0	0.139324914076	0	0.533213708393	0.0304598951008
C	0	0	0.133142071142	0	0.673638145996	0.0359262134545
D	0	0	0.133196586954	0	0.671899272283	0.0363802766221
E	0	0	0.151378935049	0	0.618544792125	0.038161953896
F	0	0	0.205108733461	0	0.519485319023	0.031746495775
G	0	0	0.133334630468	0	0.475789955688	0.0271932349329
H	0	0	0.129043512919	0	0.457194646921	0.0267557236767
I	0	0	0.128486732505	0	0.454267085882	0.0263909585626
J	0	0	0.12800184469	0	0.70473221907	0.0361438004501
K	0	0	0.153642596751	0	0.669175338273	0.0420242718013
L	0	0	0.134068777183	0	0.681063493136	0.0361494211974
