	B Cells	CD4 T Cells	CD8 T Cells	Endo	Fibroblast	Macrophages	Mast Cell
mix_1	0.0252	0.1736	0.3276	0	0	0.0513	0.0253
mix_2	0.0433	0.1827	0.2524	0	0	0.0259	0.0585
mix_3	0.0427	0.2136	0.1229	0	0	0.1104	0.0493
mix_4	0.0327	0.3351	0.2116	0	0	0.0279	0.0213
mix_5	0.0316	0.2347	0.2458	0	0	0.0492	0.0286
mix_6	0.0297	0.2845	0.2672	0	0	0.0272	0.0066
mix_7	0.0383	0.213	0.217	0	0	0.0592	0.0494
mix_8	0.0327	0.1805	0.2731	0	0	0.0415	0.0475
mix_9	0.0293	0.3051	0.2798	0	0	0.0229	0.0012
mix_10	0.0477	0.3559	0.0853	0	0	0.0757	0.0373
mix_11	0.0383	0.1987	0.2715	0	0	0.0441	0.0371
mix_12	0.0257	0.306	0.2287	0	0	0.0501	0.0201
mix_13	0.0273	0.4017	0.1605	0	0	0.0412	0.0059
mix_14	0.036	0.322	0.2037	0	0	0.0524	0.016
mix_15	0.0303	0.2373	0.2574	0	0	0.0433	0.0153
mix_16	0.0527	0.1772	0.1377	0	0	0.0903	0.0236
mix_17	0.0472	0.27	0.0782	0	0	0.0782	0.0436
mix_18	0.0451	0.449	0.0058	0	0	0.0701	0.0463
mix_19	0.034	0.2067	0.1652	0	0	0.1014	0.0438
mix_20	0.0356	0.3152	0.2312	0	0	0.0233	0.0015
mix_21	0.0337	0.3906	0.0851	0	0	0.0705	0.01
mix_22	0.0316	0.2518	0.2454	0	0	0.0616	0.0376
mix_23	0.0361	0.2854	0.2379	0	0	0.0417	0.0154
mix_24	0.0291	0.2967	0.2164	0	0	0.0447	0.009
mix_25	0.0322	0.3311	0.2427	0	0	0.0259	0.0
mix_26	0.0369	0.3763	0.0497	0	0	0.101	0.0208
mix_27	0.0337	0.2333	0.2946	0	0	0.0414	0.0118
mix_28	0.0291	0.298	0.2435	0	0	0.0337	0.0088
mix_29	0.032	0.1871	0.3067	0	0	0.0438	0.0436
mix_30	0.03	0.335	0.2225	0	0	0.036	0.0085
mix_31	0.0323	0.3221	0.1785	0	0	0.054	0.0345
mix_32	0.0375	0.3467	0.1767	0	0	0.0587	0.0316
mix_33	0.0319	0.3741	0.1261	0	0	0.0833	0.0014
mix_34	0.0501	0.3114	0.0267	0	0	0.0978	0.0842
mix_35	0.027	0.2882	0.2383	0	0	0.0433	0.0351
mix_36	0.0338	0.2723	0.2049	0	0	0.0621	0.0382
mix_37	0.0336	0.2501	0.1771	0	0	0.0734	0.0263
mix_38	0.034	0.1952	0.2408	0	0	0.0773	0.0163
mix_39	0.0333	0.2747	0.2546	0	0	0.0263	0.0259
mix_40	0.0333	0.3184	0.1606	0	0	0.0674	0.038
mix_41	0.042	0.3243	0.0706	0	0	0.1011	0.0333
mix_42	0.0436	0.4283	0.0944	0	0	0.0272	0.0507
mix_43	0.0482	0.3627	0.0393	0	0	0.0917	0.0381
mix_44	0.0423	0.2602	0.2441	0	0	0.0394	0.0217
mix_45	0.0362	0.2292	0.2319	0	0	0.0376	0.0645
mix_46	0.0336	0.3048	0.1328	0	0	0.1034	0.0234
mix_47	0.0652	0.1193	0.0316	0	0	0.1213	0.0286
mix_48	0.0472	0.3935	0.0814	0	0	0.0603	0.0416
mix_49	0.0389	0.2295	0.2019	0	0	0.0886	0.0544
mix_50	0.0308	0.2804	0.2395	0	0	0.0275	0.0416
