	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
average.A	3.34391357916	0	0	0	2.86506104942	2.65268812047
average.B	3.47047898233	0	0	0	2.99079275681	2.7656175837
average.C	2.59607220737	0	0	0	3.36561256327	2.68422394615
average.D	2.50432910231	0	0	0	3.3070734471	2.67344840583
average.E	2.53972885774	0	0	0	3.14208069824	3.06539793174
average.F	1.90599051496	0	0	0	2.27585398419	2.81799045269
average.G	2.64542728414	0	0	0	1.94224795357	1.68856191842
average.H	3.42948551579	0	0	0	2.64264689049	2.16699478674
average.I	3.30540266203	0	0	0	2.41785957292	1.91909941809
average.J	2.85626040847	0	0	0	3.87445314662	2.78185153528
average.K	2.73173150171	0	0	0	3.61887786758	3.39452848011
average.L	2.58949462044	0	0	0	3.84797156173	2.92361963413
stdev.A	0.00250822708876	0	0	0	0.00990220002512	0.0156610727934
stdev.B	0.00192174575155	0	0	0	0.0129449417615	0.00611959763783
stdev.C	0.00296065329309	0	0	0	0.00563553069364	0.00595673130225
stdev.D	0.000590236611176	0	0	0	0.0108662545592	0.0137439112027
stdev.E	0.00644727063244	0	0	0	0.00605049261854	0.00576108577111
stdev.F	0.00544510449146	0	0	0	0.00600730334004	0.0134637713855
stdev.G	0.00282379006449	0	0	0	0.00476955925257	0.00249368235442
stdev.H	0.000822326075877	0	0	0	0.00666203839449	0.00518988872122
stdev.I	0.00335751437069	0	0	0	0.00531252054846	0.00369062204906
stdev.J	0.00717758548276	0	0	0	0.00805306451141	0.00945581206706
stdev.K	0.00892895811499	0	0	0	0.0151847478383	0.0138728341153
stdev.L	0.0038743582877	0	0	0	0.00803872701428	0.0089601298053
