	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0	0.469	0.2432	0.206	0.772	0.5119
B	0	0.4793	0.2576	0.2159	0.788	0.5058
C	0	0.1385	0.1654	0.049	1.7786	0.6611
D	0	0.1387	0.1439	0.0483	1.781	0.6625
E	0	0.2742	0.268	0.0982	1.0697	0.8831
F	0	0.366	0.4943	0.0977	0.0	0.4444
G	0	0.4796	0.2759	0.397	0.1672	0.0794
H	0	0.6523	0.1159	0.16	0.0	0.0
I	0	0.6488	0.0914	0.1491	0.0	0.0
J	0	0.0	0.1146	0.0	2.0111	0.3694
K	0	0.0	0.2421	0.0	1.1795	0.9783
L	0	0.0101	0.1181	0.0306	1.9972	0.3515
