	B Cells	CD4 T Cells	CD8 T Cells	Monocytes	NK Cells
mix_1	0.4652	0.0002	0.0	0.0	0.069
mix_2	0.4556	0.0001	0.0	0.0	0.0644
mix_3	0.5683	0.0028	0.0	0.0009	0.0
mix_4	0.5639	0.0007	0.0001	0.0001	0.0003
mix_5	0.551	0.0	0.0	0.0007	0.0138
mix_6	0.5281	0.0001	0.0	0.0	0.0081
mix_7	0.5674	0.0031	0.0001	0.0	0.0
mix_8	0.5534	0.0001	0.0	0.0	0.0
mix_9	0.4858	0.0	0.0	0.0002	0.0637
mix_10	0.5745	0.0006	0.0001	0.0003	0.0
mix_11	0.4779	0.0	0.0	0.0	0.0469
mix_12	0.496	0.0001	0.0	0.0	0.0462
mix_13	0.5513	0.0092	0.0	0.0023	0.0
mix_14	0.5709	0.0001	0.0003	0.0022	0.0001
mix_15	0.566	0.0	0.0002	0.0	0.0093
mix_16	0.5711	0.0011	0.0001	0.0	0.0
mix_17	0.5669	0.0071	0.0	0.0	0.0
mix_18	0.4919	0.0001	0.0	0.0003	0.028
mix_19	0.5538	0.0001	0.0	0.0006	0.0044
mix_20	0.5712	0.0025	0.0	0.0	0.0
mix_21	0.5763	0.0001	0.0	0.0	0.0
mix_22	0.5303	0.0008	0.0	0.0	0.0289
mix_23	0.5636	0.0001	0.0001	0.0	0.0
mix_24	0.4392	0.0001	0.0	0.0	0.072
mix_25	0.5436	0.0017	0.0	0.0001	0.0076
mix_26	0.5308	0.0035	0.0	0.0	0.0339
mix_27	0.4976	0.0011	0.0	0.0002	0.0342
mix_28	0.58	0.0013	0.0	0.0	0.0
mix_29	0.5323	0.0	0.0	0.0	0.0253
mix_30	0.5543	0.0	0.0	0.0	0.0048
mix_31	0.5465	0.0	0.0	0.0	0.0057
mix_32	0.5615	0.0	0.0	0.0001	0.0
mix_33	0.5516	0.0	0.0	0.0001	0.0034
mix_34	0.4594	0.0001	0.0	0.0005	0.069
mix_35	0.5085	0.0	0.0	0.0	0.0425
mix_36	0.573	0.0007	0.0002	0.0001	0.0
mix_37	0.5736	0.0	0.0	0.0009	0.0001
mix_38	0.5606	0.0	0.0	0.0001	0.0108
mix_39	0.574	0.0002	0.0	0.0038	0.0
mix_40	0.5563	0.0	0.0001	0.0	0.0018
mix_41	0.4843	0.0012	0.0	0.0	0.0524
mix_42	0.5707	0.0048	0.0005	0.0	0.0
mix_43	0.5034	0.0032	0.0	0.0	0.0515
mix_44	0.563	0.0018	0.0	0.0	0.0
mix_45	0.5491	0.0	0.0	0.0	0.0094
mix_46	0.5692	0.0009	0.0	0.0015	0.0018
mix_47	0.5552	0.0	0.0	0.0	0.0
mix_48	0.5008	0.0	0.0	0.0001	0.0289
mix_49	0.5216	0.0002	0.0	0.0	0.03
mix_50	0.5799	0.001	0.0	0.0	0.0
mix_51	0.5024	0.0	0.0	0.0	0.0415
mix_52	0.5697	0.0045	0.0	0.0004	0.0
mix_53	0.513	0.0	0.0001	0.0	0.0357
mix_54	0.5739	0.005	0.0	0.0012	0.0
mix_55	0.5288	0.0	0.0	0.0	0.0231
mix_56	0.5709	0.0003	0.0	0.0002	0.0001
mix_57	0.4878	0.0	0.0	0.0	0.0597
mix_58	0.5701	0.0	0.0	0.0001	0.0
mix_59	0.4663	0.0001	0.0	0.0	0.0749
mix_60	0.5625	0.0	0.0	0.0006	0.0
mix_61	0.5837	0.0	0.0	0.0012	0.0
mix_62	0.5508	0.0068	0.0	0.0	0.0
mix_63	0.5026	0.0	0.0	0.0	0.0452
mix_64	0.555	0.0003	0.0	0.0	0.0
mix_65	0.5011	0.0004	0.0	0.0	0.0588
mix_66	0.5095	0.0001	0.0	0.0	0.0337
mix_67	0.5609	0.0059	0.0	0.0	0.0
mix_68	0.5456	0.0003	0.0	0.0004	0.0275
mix_69	0.552	0.0001	0.0	0.0	0.0
mix_70	0.5264	0.0	0.0	0.0	0.0331
mix_71	0.5262	0.0	0.0	0.0001	0.0092
mix_72	0.582	0.0018	0.0	0.0011	0.0001
mix_73	0.559	0.0043	0.0	0.0004	0.0005
mix_74	0.5597	0.0003	0.0	0.0	0.0
mix_75	0.4972	0.0	0.0	0.0	0.039
mix_76	0.5524	0.0023	0.0	0.0	0.0117
mix_77	0.5749	0.0	0.0	0.0	0.0049
mix_78	0.5148	0.0005	0.0	0.0	0.0352
mix_79	0.4904	0.0001	0.0	0.0004	0.0507
mix_80	0.575	0.0	0.0	0.0005	0.0
mix_81	0.5705	0.0002	0.0	0.0	0.0
mix_82	0.5543	0.0	0.0	0.001	0.0027
mix_83	0.5062	0.0004	0.0	0.0009	0.0338
mix_84	0.5714	0.0	0.0	0.0	0.0
mix_85	0.564	0.0011	0.0	0.0	0.0023
mix_86	0.5666	0.0002	0.0	0.0011	0.0047
mix_87	0.5542	0.0004	0.0	0.0	0.0
mix_88	0.5593	0.0004	0.0	0.0002	0.0098
mix_89	0.5544	0.0066	0.0	0.0	0.0
mix_90	0.5491	0.0027	0.0	0.0	0.0
mix_91	0.4978	0.0	0.0	0.0001	0.0449
mix_92	0.5452	0.0017	0.0	0.0	0.0
mix_93	0.4901	0.0001	0.0	0.0001	0.0159
mix_94	0.4233	0.0	0.0	0.0	0.1001
mix_95	0.5071	0.0	0.0	0.0002	0.0378
mix_96	0.478	0.001	0.0	0.0	0.0656
mix_97	0.5174	0.0004	0.0	0.0	0.0219
mix_98	0.556	0.0005	0.0005	0.0	0.0
mix_99	0.5771	0.0002	0.0	0.0	0.0
mix_100	0.5597	0.0	0.0	0.0016	0.0
