	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	7.25682	8.37027453927	7.40579150013	7.93606710457	7.4100053931	7.66914
B	7.27771943909	8.36271097515	7.38384	7.90122794277	7.4324	7.69141144053
C	6.99446259067	7.37726816764	7.39703829825	7.47632543495	7.81628174909	7.81965241398
D	7.04041699087	7.31442749387	7.32805355651	7.52241038169	7.85887994759	7.8222
E	7.00174	7.62721057613	7.5821183439	7.55998	7.60824	8.05507130189
F	6.99988	7.93638990954	7.82622554823	7.76420778426	7.06535030856	7.79571097853
G	7.2019	8.64204632598	7.21171625835	8.41749436766	7.13444	7.31612689027
H	7.00058398301	8.91659637712	7.13128	8.02153639826	6.94432	7.11133916223
I	7.02501850241	8.92416606856	7.10901996111	7.96909741652	7.00004840139	7.19673188985
J	6.91948	6.81533951602	7.32543212698	7.31186	7.89392	7.73876072026
K	6.8817859333	6.69334749387	7.55251220348	7.32223156649	7.705	8.0452706129
L	6.89329130823	7.15416105926	7.42958799222	7.38910485079	7.82628	7.63631249641
