	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.09530891	0.30538241	0.24391543	0.025370366	0.18704198	0.1429809
B	0.08458621	0.29464322	0.24651161	0.032425042	0.19821996	0.14361395
C	0.0	0.05384419	0.20786042	0.009888922	0.6335058	0.09490067
D	0.005875954	0.04424576	0.21682014	0.0	0.63175282	0.10130532
E	0.01174632	0.11059346	0.32473258	0.000231557	0.16566718	0.3870289
F	0.03973513	0.15561784	0.65968721	0.028087822	0.08467596	0.03219604
G	0.10121576	0.43854827	0.11046204	0.205624459	0.09952733	0.04462215
H	0.07300745	0.75004477	0.07589232	0.0	0.06027931	0.04077614
I	0.07610659	0.7905849	0.01378637	0.0	0.06362607	0.05589607
J	0.006582207	0.01365105	0.12419879	0.000669853	0.85489811	0.0
K	0.024325721	0.02567874	0.17251142	0.004107961	0.27631234	0.49706382
L	0.020636873	0.03049937	0.10073538	0.016340215	0.83178816	0.0
