	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.14130169526	0	0	0	0.107358710281	0.600753544067
B	0.151112229061	0	0	0	0.0818532531193	0.615192074458
C	0.0308045360034	0	0	0	0.544868574495	0.380622706924
D	0.0294389682444	0	0	0	0.541287615212	0.382361890333
E	0.0283265613321	0	0	0	0.119322592388	0.792732194379
F	0.0490421449373	0	0	0	0.044536220764	0.808473746006
G	0.211415408257	0	0	0	0.161078209247	0.280938196382
H	0.196390457395	0	0	0	0.194660605131	0.137585289652
I	0.219199984768	0	0	0	0.175223155706	0.150326653269
J	0.0313903498046	0	0	0	0.73560600872	0.233003641476
K	0.0130665179246	0	0	0	0.115861304409	0.857166580862
L	0.0	0	0	0	0.640031616412	0.331030223901
