	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells
Mix_1	0.1014	0.1088	0.2377	0.1873	0.2446
Mix_2	0.2698	0.243	0.1749	0.0517	0.1668
Mix_3	0.0563	0.0852	0.2593	0.0704	0.4788
Mix_4	0.1102	0.1862	0.2369	0.0304	0.3927
Mix_5	0.4096	0.0516	0.2593	0.0	0.2154
Mix_6	0.1938	0.0	0.1844	0.2024	0.2704
Mix_7	0.1571	0.2288	0.1071	0.0068	0.456
Mix_8	0.2539	0.3186	0.0	0.1069	0.2105
Mix_9	0.2329	0.1533	0.1927	0.0475	0.3029
Mix_10	0.3113	0.0	0.138	0.103	0.3386
Mix_11	0.1883	0.3536	0.1534	0.0222	0.213
Mix_12	0.0268	0.1502	0.2329	0.154	0.3482
Mix_13	0.3492	0.084	0.1228	0.0209	0.3438
Mix_14	0.0533	0.1886	0.2263	0.0	0.5057
Mix_15	0.1086	0.3541	0.0684	0.0468	0.3556
Mix_16	0.226	0.2217	0.0321	0.0729	0.3582
Mix_17	0.1369	0.2904	0.069	0.0374	0.4132
Mix_18	0.1027	0.5385	0.0025	0.0648	0.2188
Mix_19	0.0734	0.0107	0.218	0.1611	0.4265
Mix_20	0.274	0.1258	0.0785	0.1013	0.3127
Mix_21	0.2453	0.1146	0.0426	0.1522	0.3235
Mix_22	0.0803	0.0369	0.1681	0.1964	0.4004
Mix_23	0.3683	0.2305	0.0894	0.0362	0.1744
Mix_24	0.0	0.4762	0.0	0.1047	0.3531
Mix_25	0.3284	0.151	0.0924	0.0	0.3657
Mix_26	0.2134	0.2731	0.0257	0.0294	0.4006
Mix_27	0.2854	0.1083	0.0	0.1168	0.3798
Mix_28	0.1894	0.1425	0.1212	0.1324	0.2997
Mix_29	0.262	0.2459	0.0099	0.018	0.3938
Mix_30	0.1585	0.0797	0.2531	0.0	0.4769
Mix_31	0.2499	0.194	0.0682	0.0595	0.3437
Mix_32	0.1081	0.4737	0.0	0.0834	0.2468
Mix_33	0.0549	0.2784	0.0591	0.1011	0.4235
Mix_34	0.2355	0.0034	0.1535	0.1765	0.2941
Mix_35	0.1778	0.2184	0.2324	0.024	0.2792
Mix_36	0.2266	0.1454	0.1341	0.0463	0.3811
Mix_37	0.0778	0.07	0.28	0.0747	0.4421
Mix_38	0.0325	0.2185	0.1927	0.1293	0.3374
Mix_39	0.3327	0.1605	0.0037	0.1641	0.1842
Mix_40	0.2052	0.039	0.2803	0.0276	0.3949
Mix_41	0.1592	0.1134	0.342	0.0652	0.2595
Mix_42	0.2245	0.3061	0.0	0.0287	0.3738
Mix_43	0.281	0.0053	0.1832	0.1026	0.3302
Mix_44	0.0769	0.1552	0.2888	0.1266	0.2697
Mix_45	0.0972	0.0987	0.0773	0.1049	0.538
Mix_46	0.2504	0.2	0.0	0.072	0.3866
Mix_47	0.1894	0.0412	0.1682	0.1505	0.3308
Mix_48	0.2332	0.2038	0.144	0.0436	0.3011
Mix_49	0.0858	0.2034	0.3386	0.0	0.3424
Mix_50	0.0685	0.292	0.0	0.0965	0.4758
Mix_51	0.2215	0.268	0.0784	0.0627	0.2899
Mix_52	0.0113	0.1484	0.1582	0.0685	0.5642
Mix_53	0.202	0.1101	0.0481	0.1347	0.3897
Mix_54	0.0699	0.0134	0.4581	0.1525	0.2076
Mix_55	0.0314	0.0708	0.345	0.0628	0.4452
Mix_56	0.084	0.1957	0.021	0.119	0.4996
Mix_57	0.0	0.1932	0.4561	0.0657	0.2241
Mix_58	0.1033	0.3338	0.0697	0.0481	0.3742
Mix_59	0.0685	0.0564	0.4437	0.0444	0.3473
Mix_60	0.3522	0.1282	0.0	0.0	0.4664
Mix_61	0.3372	0.0051	0.2149	0.0732	0.281
Mix_62	0.3786	0.0433	0.2871	0.0	0.2449
Mix_63	0.0361	0.0593	0.3987	0.1468	0.2653
Mix_64	0.212	0.0188	0.0986	0.1824	0.3526
Mix_65	0.2166	0.0861	0.0675	0.1378	0.3843
Mix_66	0.2454	0.1951	0.1523	0.0	0.3506
Mix_67	0.4126	0.0665	0.1409	0.1085	0.1416
Mix_68	0.1244	0.2497	0.0	0.102	0.4447
Mix_69	0.3642	0.0419	0.1422	0.0324	0.3369
Mix_70	0.11	0.2615	0.0074	0.0769	0.458
Mix_71	0.1593	0.0309	0.24	0.0523	0.4578
Mix_72	0.0887	0.3911	0.0	0.1601	0.2417
