	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.129478763421	0	0	0	0.558615601069	0.0770163936371
B	0.148143593798	0	0	0	0.567213000244	0.0794034799417
C	0.0163785646505	0	0	0	0.794046005983	0.111004737635
D	0.0157837927497	0	0	0	0.793838842313	0.111497967268
E	0.013810194891	0	0	0	0.685440600494	0.183906156497
F	0.00835585557992	0	0	0	0.588393183303	0.184585420584
G	0.172264796435	0	0	0	0.463809653307	0.0240838010777
H	0.219906475631	0	0	0	0.29451122085	0.0846619688615
I	0.239990406627	0	0	0	0.295046125824	0.0652807769647
J	0.0116849928257	0	0	0	0.747513889067	0.20908157053
K	0.0	0	0	0	0.677121709277	0.265628576206
L	0.0	0	0	0	0.750919387594	0.14687641173
