	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	0.273171464759	0.338952037961	0.0	0	0
S10006	0.273095787045	0.346188009841	0.0	0	0
S1001	0.256479586437	0.358113388171	0.0	0	0
S10010	0.283240621861	0.336637344792	0.0	0	0
S10011	0.262934280949	0.356529711304	0.0	0	0
S10014	0.263255832312	0.356363118728	0.0	0	0
S10026	0.267279168052	0.351041709485	0.0	0	0
S10032	0.255886121971	0.354754860775	0.00384058779537	0	0
S10036	0.285427636093	0.3316634421	0.0	0	0
S10042	0.264215969654	0.356983588486	0.0	0	0
S10044	0.265750676354	0.35283046385	0.0	0	0
S10049	0.261453936099	0.35432691079	0.0	0	0
S10057	0.250727295674	0.3641359332	0.0	0	0
S10062	0.263485102673	0.353291321757	0.0	0	0
S10066	0.290801084164	0.325058401748	0.0	0	0
S10067	0.252288056891	0.371161216937	0.0	0	0
S1007	0.266362198781	0.35003853535	0.0	0	0
S10073	0.254661384797	0.3753849909	0.0	0	0
S10077	0.25825478986	0.348954489198	0.0	0	0
S10080	0.263441085923	0.359181943903	0.0	0	0
S10082	0.260610850356	0.361239534428	0.0	0	0
S10087	0.256338960231	0.363831574758	0.0	0	0
S10089	0.278795328372	0.350021315039	0.0	0	0
S1009	0.240734127226	0.384472638311	0.0	0	0
S10090	0.279228829932	0.340527932558	0.0	0	0
S10093	0.272598514715	0.343882181764	0.0	0	0
S10094	0.265538220974	0.35296894871	0.0	0	0
S1010	0.262267958203	0.358610751713	0.0	0	0
S10111	0.25223660788	0.368535036111	0.0	0	0
S10116	0.224458896066	0.384756734272	0.0	0	0
S10119	0.257733903896	0.36993690441	0.0	0	0
S10121	0.265153576253	0.360789974897	0.0	0	0
S10130	0.282255063079	0.345521220538	0.0	0	0
S10140	0.279329086374	0.336074344275	0.0	0	0
S10142	0.242710979645	0.37726452264	0.0	0	0
S10150	0.295002212196	0.325980962113	0.0	0	0
S10155	0.259844153308	0.367655977867	0.0	0	0
S1016	0.272921931528	0.347707847365	0.0	0	0
S10163	0.259863145431	0.34434794826	0.0	0	0
S10167	0.255520334817	0.366011811277	0.0	0	0
S10168	0.245758463884	0.380870527553	0.0	0	0
S10173	0.245010172027	0.385807530394	0.0	0	0
S10175	0.267506923877	0.357133711928	0.0	0	0
S10179	0.238830356661	0.373008860764	0.0	0	0
S10186	0.22658664418	0.386408796655	0.00122827926526	0	0
S1019	0.256153975936	0.367009530377	0.0	0	0
S10190	0.253258156918	0.363745820664	0.0	0	0
S10195	0.281971967964	0.332100760246	0.0	0	0
S10196	0.262628981729	0.357049040466	0.0	0	0
S10200	0.269614069409	0.354118635428	0.0	0	0
S10201	0.303807959608	0.306495901164	0.0	0	0
S10202	0.2595007943	0.363835801314	0.0	0	0
S10205	0.260027104684	0.357107953246	0.0	0	0
S10211	0.265760289604	0.342261219831	0.0	0	0
S10221	0.26012583181	0.358294503526	0.0	0	0
S10222	0.285364568813	0.332985706141	0.0	0	0
S10226	0.273072120123	0.352489597036	0.0	0	0
S10227	0.271487158723	0.343110368806	0.0	0	0
S10228	0.269167342858	0.356172045861	0.0	0	0
S10232	0.235935582015	0.39263804069	0.0	0	0
S10248	0.26758753876	0.352542151823	0.0	0	0
S10249	0.273031296847	0.329957982843	0.00470311000738	0	0
S1025	0.250460394768	0.373547591045	0.0	0	0
S10266	0.276498962348	0.336665022254	0.0	0	0
S10269	0.277022968973	0.347916928797	0.0	0	0
S10272	0.289105631873	0.334811196755	0.0	0	0
S10273	0.267852326436	0.358577295517	0.0	0	0
S10274	0.268849193956	0.354107967511	0.0	0	0
S1028	0.274645694737	0.346923162216	0.0	0	0
S10280	0.25372855976	0.346171093368	0.0	0	0
S10283	0.235750929469	0.381561709096	0.0	0	0
S1029	0.259561899279	0.361894761073	0.0	0	0
S10292	0.25267835213	0.368999489228	0.0	0	0
S10294	0.252666795833	0.368266947734	0.0	0	0
S10302	0.259999959096	0.366230185675	0.0	0	0
S10303	0.257586593187	0.365340769887	0.0	0	0
S10323	0.266172249551	0.35199150247	0.0	0	0
S10326	0.266237033913	0.349466745459	0.0	0	0
S10328	0.251130572964	0.375324263307	0.0	0	0
S10329	0.255543011396	0.367188865609	0.0	0	0
S10336	0.256776797913	0.363459842051	0.0	0	0
S10340	0.268611910277	0.356042346145	0.0	0	0
S10347	0.264946579538	0.344887175574	0.0	0	0
S10353	0.268788119697	0.366320977719	0.0	0	0
S10356	0.258635510412	0.363299920058	0.0	0	0
S10358	0.270094279425	0.345398496757	0.0	0	0
S10365	0.278893791228	0.346802827614	0.0	0	0
S1037	0.234987223661	0.390932047653	0.0	0	0
S10373	0.255707611266	0.368026680949	0.0	0	0
S10374	0.274359812815	0.34094531976	0.0	0	0
S10375	0.258639137291	0.365011265384	0.0	0	0
S10377	0.258818298344	0.354361994862	0.0	0	0
S10378	0.25817279679	0.374560921602	0.0	0	0
S10390	0.268947096118	0.339617265904	0.0	0	0
S10391	0.258398049928	0.353704721252	0.0	0	0
S10393	0.263204521056	0.35985692642	0.0	0	0
S10400	0.265080841599	0.34722964776	0.0	0	0
S10401	0.259126407956	0.357149854106	0.0	0	0
S10406	0.284833574938	0.330945047089	0.0	0	0
S10408	0.263129677654	0.354335732104	0.0	0	0
S10409	0.249340717183	0.369434822293	0.0	0	0
S10418	0.302741309802	0.300455519723	0.0	0	0
S10431	0.268570716074	0.354643425713	0.0	0	0
S10438	0.261300219472	0.359074737846	0.0	0	0
S10439	0.259856443941	0.357854673153	0.0	0	0
S10441	0.274733871261	0.326463272147	0.0	0	0
S10442	0.260080912296	0.355938172789	0.0	0	0
S1046	0.281671264011	0.342753339867	0.0	0	0
S10478	0.294117927327	0.310843981329	0.0	0	0
S10480	0.236731598452	0.387833854365	0.0	0	0
S10484	0.267869856917	0.343931404779	0.0	0	0
S10492	0.239839490101	0.367205970709	0.0	0	0
S10496	0.250637557706	0.370443181482	0.0	0	0
S10510	0.270562533783	0.334064590056	0.00331212974206	0	0
S10513	0.260400764363	0.349245588544	0.0014909494178	0	0
S10516	0.264490262285	0.353975431927	0.0	0	0
S10534	0.267555138844	0.352444912752	0.0	0	0
S10535	0.256112253954	0.360719520304	0.0	0	0
S10537	0.257094404664	0.360133676762	0.0	0	0
S1054	0.254419752593	0.359164676974	0.0	0	0
S10543	0.262116625641	0.365118604783	0.0	0	0
S10546	0.266091229269	0.359599402273	0.0	0	0
S1055	0.288425824346	0.331045493104	0.0	0	0
S10551	0.261103756785	0.360855125712	0.0	0	0
