	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.114495772784	0.200396840453	0.196238662876	0.0986893746754	0.0967767338884	0.16717038687
B	0.119491475456	0.200338992407	0.189041430391	0.100261770619	0.120669459821	0.163787151183
C	0.0585993989699	0.110650741378	0.173814319131	0.0252266448654	0.216781031225	0.179604092946
D	0.0594807064735	0.108749522283	0.179957301145	0.0198300042872	0.223756099192	0.179534737765
E	0.0528397781483	0.145529039624	0.203615791035	0.0633093471021	0.0882932653305	0.299460192906
F	0.0678355848328	0.153629001034	0.381208126678	0.0877150799018	0.0875529878014	0.139796896799
G	0.120021132706	0.19327252127	0.164643107146	0.224616126664	0.114175454038	0.0630345529849
H	0.110162286996	0.302954535574	0.087605728263	0.100925592985	0.0986786714332	0.0671397730234
I	0.104922163436	0.303027433895	0.0849439376323	0.0955345349563	0.118279460139	0.0661430491389
J	0.073437235789	0.0	0.164714060598	0.0	0.328616836029	0.0800934333685
K	0.0718690595601	0.0	0.184829784896	0.0	0.150435360175	0.34335064506
L	0.0158158021979	0.0740275764299	0.179816423156	0.0	0.315316614615	0.0628146390267
