	B Cells	CD4 T Cells	CD8 T Cells	Monocytes	NK Cells
mix_1	0	659.0224	232.4765	0	163.3328
mix_2	0	628.9956	219.8737	0	156.7464
mix_3	0	899.0508	313.5107	0	171.7953
mix_4	0	787.2108	273.3287	0	160.8147
mix_5	0	792.3706	287.646	0	169.7042
mix_6	0	722.5536	262.6157	0	159.555
mix_7	0	822.6612	284.6033	0	166.6173
mix_8	0	714.256	241.3214	0	148.8757
mix_9	0	725.0623	251.8173	0	168.6915
mix_10	0	801.3397	284.1565	0	155.4338
mix_11	0	657.1062	222.949	0	156.5756
mix_12	0	694.6848	250.4592	0	161.5618
mix_13	0	792.3232	270.3959	0	161.3325
mix_14	0	790.1851	291.0111	0	156.0113
mix_15	0	821.3327	285.8271	0	173.8665
mix_16	0	835.027	292.3397	0	166.065
mix_17	0	920.8283	334.5967	0	158.9809
mix_18	0	618.757	215.6195	0	152.9487
mix_19	0	718.072	260.5944	0	157.5973
mix_20	0	948.5654	371.9718	0	192.2458
mix_21	0	814.2125	303.2824	0	162.5559
mix_22	0	725.3043	251.446	0	161.6204
mix_23	0	734.4569	260.0255	0	152.8118
mix_24	0	595.2057	203.3988	0	158.008
mix_25	0	769.4475	276.5501	0	162.0348
mix_26	0	945.7443	331.4417	0	197.7827
mix_27	0	626.0281	207.7979	0	151.3355
mix_28	0	953.9978	350.681	0	181.7914
mix_29	0	739.4175	260.2022	0	163.0373
mix_30	0	747.8218	263.6546	0	160.6405
mix_31	0	755.3518	261.8012	0	161.6875
mix_32	0	791.0981	283.0747	0	165.7084
mix_33	0	727.8148	246.4906	0	159.1766
mix_34	0	656.7695	229.2459	0	159.5664
mix_35	0	706.4979	259.3335	0	161.9785
mix_36	0	845.2619	282.0764	0	161.3563
mix_37	0	831.9596	280.8048	0	158.7962
mix_38	0	924.2557	320.4478	0	185.2283
mix_39	0	847.5813	297.2366	0	174.6402
mix_40	0	743.3229	248.4974	0	157.9201
mix_41	0	663.2412	239.7129	0	161.8624
mix_42	0	911.7212	327.905	0	169.7218
mix_43	0	823.9997	293.7973	0	182.5566
mix_44	0	855.1496	290.291	0	173.3864
mix_45	0	791.8204	288.2475	0	166.6219
mix_46	0	849.644	329.7707	0	177.8865
mix_47	0	731.004	255.2895	0	155.5206
mix_48	0	602.9357	196.9587	0	152.794
mix_49	0	682.7264	233.8734	0	157.7248
mix_50	0	898.405	320.5388	0	165.3194
mix_51	0	647.4873	214.0411	0	153.7813
mix_52	0	902.2466	304.7331	0	171.7565
mix_53	0	679.2947	225.097	0	154.6395
mix_54	0	884.4751	342.2867	0	169.8993
mix_55	0	690.4389	234.8498	0	156.1948
mix_56	0	841.0113	301.0754	0	164.7782
mix_57	0	742.2875	253.0718	0	167.2849
mix_58	0	810.3459	285.0783	0	170.3707
mix_59	0	677.5755	251.3257	0	164.1907
mix_60	0	746.9348	276.5289	0	153.9644
mix_61	0	976.4611	344.3949	0	175.5554
mix_62	0	919.7332	312.8438	0	177.6617
mix_63	0	708.8588	250.2983	0	161.5047
mix_64	0	723.7731	247.3824	0	151.7318
mix_65	0	761.3733	260.0347	0	174.6
mix_66	0	639.7926	217.0086	0	156.5005
mix_67	0	891.1935	304.8377	0	172.2049
mix_68	0	851.7596	317.2427	0	184.8013
mix_69	0	715.3761	244.7127	0	153.0403
mix_70	0	669.1131	212.9256	0	164.6647
mix_71	0	633.1695	217.6366	0	144.8171
mix_72	0	865.0817	289.2505	0	158.1053
mix_73	0	762.9578	258.0616	0	162.5465
mix_74	0	756.6782	258.995	0	158.7773
mix_75	0	646.0278	211.7854	0	153.7659
mix_76	0	835.6704	297.9051	0	181.9883
mix_77	0	961.6179	352.4754	0	184.3837
mix_78	0	689.0238	240.0654	0	158.3705
mix_79	0	685.0242	245.4615	0	158.3096
mix_80	0	808.939	295.9133	0	157.1947
mix_81	0	849.9107	307.6112	0	168.3079
mix_82	0	714.3517	260.7291	0	154.8849
mix_83	0	656.6319	222.2346	0	155.2831
mix_84	0	810.564	290.5101	0	161.1667
mix_85	0	842.4753	299.8845	0	163.8756
mix_86	0	905.7141	324.8168	0	182.7734
mix_87	0	782.1645	282.9626	0	161.0955
mix_88	0	831.5281	298.6338	0	168.6609
mix_89	0	898.3743	337.4218	0	178.3614
mix_90	0	749.9947	272.3087	0	160.3446
mix_91	0	655.4552	222.1201	0	157.3124
mix_92	0	747.1438	264.0106	0	158.744
mix_93	0	590.843	202.6249	0	152.5867
mix_94	0	631.9788	225.8813	0	164.7486
mix_95	0	657.8769	212.2144	0	155.2456
mix_96	0	665.1844	220.829	0	163.1136
mix_97	0	712.6532	251.751	0	158.105
mix_98	0	730.7849	251.712	0	155.6908
mix_99	0	995.1995	369.1974	0	185.8732
mix_100	0	762.983	269.6044	0	160.7874
