	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells
Mix_1	0	0.0	0.0676	0.1188	0.0231
Mix_2	0	0.0157	0.0477	0.0521	0.0137
Mix_3	0	0.0	0.1058	0.0504	0.0824
Mix_4	0	0.0094	0.0919	0.0291	0.0693
Mix_5	0	0.0	0.073	0.0016	0.0354
Mix_6	0	0.0	0.0496	0.1174	0.0172
Mix_7	0	0.0227	0.0647	0.0146	0.0877
Mix_8	0	0.0456	0.0059	0.087	0.0208
Mix_9	0	0.0016	0.0639	0.0458	0.0369
Mix_10	0	0.0	0.0547	0.0775	0.0342
Mix_11	0	0.0497	0.0624	0.033	0.0217
Mix_12	0	0.0054	0.1032	0.1128	0.0531
Mix_13	0	0.0	0.0515	0.0307	0.0412
Mix_14	0	0.0105	0.1106	0.0021	0.1164
Mix_15	0	0.0635	0.0567	0.0414	0.0747
Mix_16	0	0.0249	0.0345	0.065	0.0604
Mix_17	0	0.0388	0.0564	0.0371	0.0918
Mix_18	0	0.1212	0.031	0.0605	0.0421
Mix_19	0	0.0	0.0985	0.1083	0.0489
Mix_20	0	0.0	0.0374	0.0757	0.0291
Mix_21	0	0.0	0.0304	0.1058	0.025
Mix_22	0	0.0	0.0882	0.1296	0.0367
Mix_23	0	0.0209	0.0328	0.0465	0.0195
Mix_24	0	0.1493	0.023	0.0851	0.1213
Mix_25	0	0.0	0.0539	0.0075	0.0592
Mix_26	0	0.0343	0.0401	0.0332	0.0938
Mix_27	0	0.0	0.0207	0.0916	0.0279
Mix_28	0	0.0026	0.0607	0.0962	0.0281
Mix_29	0	0.03	0.0334	0.0306	0.0741
Mix_30	0	0.0	0.0982	0.002	0.0819
Mix_31	0	0.0208	0.0375	0.0552	0.0518
Mix_32	0	0.1099	0.0386	0.0811	0.0571
Mix_33	0	0.0464	0.0636	0.0869	0.0938
Mix_34	0	0.0	0.0437	0.1135	0.0217
Mix_35	0	0.0148	0.0827	0.0346	0.0398
Mix_36	0	0.0023	0.0593	0.0413	0.0512
Mix_37	0	0.0	0.0913	0.0542	0.0684
Mix_38	0	0.0202	0.0919	0.1037	0.0602
Mix_39	0	0.0	0.0176	0.1206	0.0
Mix_40	0	0.0	0.0778	0.0211	0.0491
Mix_41	0	0.0	0.0809	0.0506	0.0358
Mix_42	0	0.0436	0.0143	0.0307	0.085
Mix_43	0	0.0	0.0543	0.0754	0.0372
Mix_44	0	0.0029	0.0882	0.0922	0.0365
Mix_45	0	0.0022	0.0681	0.078	0.1022
Mix_46	0	0.0144	0.0033	0.0638	0.0694
Mix_47	0	0.0	0.0641	0.1065	0.0383
Mix_48	0	0.0146	0.0596	0.0458	0.0437
Mix_49	0	0.0096	0.116	0.0122	0.0679
Mix_50	0	0.0457	0.0378	0.0783	0.1183
Mix_51	0	0.0339	0.0489	0.0586	0.0402
Mix_52	0	0.0118	0.099	0.0559	0.1151
Mix_53	0	0.0074	0.0449	0.1013	0.0509
Mix_54	0	0.0	0.0981	0.0982	0.0327
Mix_55	0	0.0	0.1213	0.0476	0.0814
Mix_56	0	0.021	0.0487	0.089	0.1037
Mix_57	0	0.0116	0.1296	0.0614	0.0369
Mix_58	0	0.057	0.0865	0.0503	0.0791
Mix_59	0	0.0	0.1154	0.0376	0.0585
Mix_60	0	0.0	0.0241	0.0	0.1079
Mix_61	0	0.0	0.0457	0.0596	0.0292
Mix_62	0	0.0	0.0809	0.0	0.0449
Mix_63	0	0.0	0.1172	0.0989	0.0364
Mix_64	0	0.0	0.053	0.1176	0.0305
Mix_65	0	0.0	0.0431	0.0974	0.046
Mix_66	0	0.0139	0.0715	0.0141	0.0584
Mix_67	0	0.0	0.007	0.0907	0.0064
Mix_68	0	0.0248	0.037	0.0798	0.0953
Mix_69	0	0.0	0.0568	0.034	0.0409
Mix_70	0	0.0362	0.045	0.0664	0.099
Mix_71	0	0.0	0.0828	0.0391	0.0622
Mix_72	0	0.0773	0.0231	0.1185	0.0455
Mix_73	0	0.0	0.1288	0.0426	0.0849
Mix_74	0	0.0	0.0515	0.0666	0.0275
Mix_75	0	0.0016	0.1004	0.0175	0.0372
Mix_76	0	0.0	0.1033	0.0109	0.0506
Mix_77	0	0.0	0.0687	0.1031	0.026
Mix_78	0	0.0319	0.1049	0.0067	0.1174
Mix_79	0	0.0	0.1083	0.0765	0.0373
Mix_80	0	0.0539	0.0602	0.0678	0.0328
Mix_81	0	0.0	0.0754	0.0724	0.044
Mix_82	0	0.0	0.095	0.0	0.0958
Mix_83	0	0.0	0.0598	0.0623	0.0353
Mix_84	0	0.0131	0.0437	0.0836	0.0748
Mix_85	0	0.0152	0.0958	0.0089	0.0524
Mix_86	0	0.0	0.095	0.0787	0.0491
Mix_87	0	0.0	0.0208	0.0709	0.0115
Mix_88	0	0.0449	0.0015	0.0502	0.0566
Mix_89	0	0.0082	0.1047	0.121	0.0507
Mix_90	0	0.0	0.1123	0.0061	0.0353
Mix_91	0	0.0	0.0338	0.0155	0.0142
Mix_92	0	0.0	0.0737	0.0578	0.0212
Mix_93	0	0.0908	0.0015	0.1177	0.033
Mix_94	0	0.0315	0.0128	0.0498	0.0519
Mix_95	0	0.0335	0.0793	0.0417	0.0267
Mix_96	0	0.0542	0.069	0.0663	0.0881
Mix_97	0	0.0	0.061	0.079	0.0284
Mix_98	0	0.0	0.0166	0.1479	0.0
Mix_99	0	0.1544	0.0734	0.0295	0.1016
Mix_100	0	0.0	0.0437	0.0991	0.0078
