	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells
Mix_1	486.795553408	600.873191703	1431.24350331	722.016473127	1329.09568971
Mix_2	716.050583884	658.451016382	1141.02473262	399.749510656	1097.21501231
Mix_3	418.202750584	788.14319268	1830.28293126	397.385791743	1750.53047234
Mix_4	489.759848631	809.204100058	1667.45005797	302.760878118	1597.74555317
Mix_5	881.659243264	579.547979829	1558.87224009	235.724982308	1419.47523055
Mix_6	646.981108497	473.118813728	1239.98119039	816.70868636	1163.97386306
Mix_7	585.000406548	837.380207874	1255.73903433	229.208277056	1296.88908287
Mix_8	749.598477089	664.316010687	413.791975556	502.496604664	552.271870077
Mix_9	664.569287458	692.250433521	1356.86130503	378.831107654	1305.24158144
Mix_10	775.70207902	527.10654857	1147.34587782	538.116607042	1109.84286621
Mix_11	632.967124932	796.916128427	1182.99864544	293.103929174	1174.74828056
Mix_12	379.276665372	719.974298789	1563.44460494	617.551878204	1490.33362756
Mix_13	840.970915221	636.106478423	1115.76649397	318.231181049	1114.02266396
Mix_14	419.148298675	897.855276712	1806.46167723	194.739053744	1757.69050458
Mix_15	543.548479204	858.783632826	1005.25144559	323.111500073	1080.50983484
Mix_16	698.710580671	713.032319804	779.157692245	410.42298569	873.563491899
Mix_17	579.675407917	841.765479131	1056.77577251	304.673161395	1135.76577948
Mix_18	569.858631468	893.394718297	648.306789486	352.43277114	793.490939018
Mix_19	456.7509602	641.40548105	1571.69244788	649.199217279	1495.71302435
Mix_20	742.213066109	604.548862222	894.389107121	519.476190621	926.061389955
Mix_21	727.510608036	571.320894183	732.727506602	649.221879848	794.942547217
Mix_22	471.983546932	617.115830905	1331.86847333	739.367875863	1287.88636453
Mix_23	880.636425183	624.916037104	826.604783725	355.551117159	841.81826052
Mix_24	372.751641609	947.305018568	628.172447472	442.070459482	841.344763881
Mix_25	817.410566015	703.174679562	1075.89725838	220.616055898	1101.59233311
Mix_26	686.858369021	809.118868002	834.820946388	277.902208151	953.980723399
Mix_27	807.795542224	585.621301115	414.139347354	556.279302174	586.886850571
Mix_28	625.148088063	625.991349574	1055.84007173	585.698781412	1053.43294342
Mix_29	762.21279108	767.111650632	756.452803906	268.844053681	874.025432963
Mix_30	547.854850827	791.130477833	1867.10360098	222.472730312	1774.64412811
Mix_31	714.7007196	703.540508193	913.193052006	391.346230441	967.9053082
Mix_32	576.943215728	841.842626189	551.99329978	425.092214319	711.280206583
Mix_33	466.072962372	820.333292392	991.373846726	467.047300068	1080.51098356
Mix_34	696.271557019	502.933534884	1148.29671987	738.347502666	1092.86376119
Mix_35	574.795906942	762.042424649	1508.68467881	311.382532761	1432.90606197
