	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	0.389400881176	0.426096872484	0.124331835451	0	0
S10006	0.398371996917	0.463768818604	0.112443387851	0	0
S1001	0.338382920576	0.443228717856	0.149322768037	0	0
S10010	0.405271792812	0.400070081249	0.152779001289	0	0
S10011	0.344947013362	0.458835430768	0.160426303205	0	0
S10014	0.355359749753	0.443882817469	0.129140876468	0	0
S10026	0.382959648184	0.449663113911	0.134669030439	0	0
S10032	0.340018171775	0.451031010982	0.183948833278	0	0
S10036	0.3955831552	0.403540690809	0.11456421433	0	0
S10042	0.368004799661	0.447580070593	0.131124872311	0	0
S10044	0.383766848696	0.440972202129	0.115253460409	0	0
S10049	0.369499534212	0.464023021307	0.109856831259	0	0
S10057	0.337985135548	0.52887334941	0.125583927941	0	0
S10062	0.37732340007	0.448191897754	0.161562579227	0	0
S10066	0.39890988541	0.386557984298	0.145725989469	0	0
S10067	0.345148478443	0.509217921151	0.12841830968	0	0
S1007	0.367704441656	0.458448346998	0.130407413012	0	0
S10073	0.379533992393	0.505443032645	0.113860863569	0	0
S10077	0.341701759703	0.468255711679	0.13704973111	0	0
S10080	0.350141718687	0.464724480335	0.149208777936	0	0
S10082	0.362935029764	0.460873705836	0.149222305218	0	0
S10087	0.359071807279	0.480119243238	0.142188006391	0	0
S10089	0.416026561852	0.453493403169	0.106156647421	0	0
S1009	0.312437316845	0.531197514521	0.122773452879	0	0
S10090	0.418247088379	0.443860019093	0.119846895839	0	0
S10093	0.385785428814	0.419344636436	0.143433752208	0	0
S10094	0.381456245592	0.444714772173	0.141761238143	0	0
S1010	0.358758373254	0.489279505283	0.14496006506	0	0
S10111	0.342155340148	0.496742111268	0.122286178257	0	0
S10116	0.257867942969	0.559963775953	0.151998254061	0	0
S10119	0.352887758867	0.47589314925	0.13744380245	0	0
S10121	0.386820155041	0.482129508614	0.120458655741	0	0
S10130	0.403355104766	0.442981412214	0.146709435977	0	0
S10140	0.404877121226	0.399730004952	0.115650549337	0	0
S10142	0.30192323751	0.516608389157	0.135525364246	0	0
S10150	0.430420250955	0.397117223529	0.135370863222	0	0
S10155	0.349723979599	0.461416697563	0.128806103348	0	0
S1016	0.383637760606	0.415660618459	0.144338345122	0	0
S10163	0.358229152754	0.48719014868	0.13377870193	0	0
S10167	0.35772953246	0.457065108246	0.105240531435	0	0
S10168	0.326494644068	0.5236715329	0.114437022551	0	0
S10173	0.335791218726	0.528745024543	0.131981357225	0	0
S10175	0.377386492767	0.443517593627	0.122148918763	0	0
S10179	0.310706563454	0.477574043105	0.146324329334	0	0
S10186	0.244300003849	0.56447892621	0.155776457307	0	0
S1019	0.319506627187	0.485896971486	0.1362170438	0	0
S10190	0.343142886505	0.438622008686	0.136963810179	0	0
S10195	0.417832445562	0.434220664859	0.124315097131	0	0
S10196	0.367313238228	0.437941427956	0.119793330155	0	0
S10200	0.393671552175	0.450558082245	0.136852154493	0	0
S10201	0.460551698565	0.381910653883	0.103835801228	0	0
S10202	0.351284834777	0.496981838539	0.151733326685	0	0
S10205	0.377286088696	0.485076523433	0.095658170626	0	0
