	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0273072078583	0.325335964051	0.0	0.0	0.0	0.554746128766
B	0.0158090548406	0.319233364749	0.0	0.0	0.0	0.531386382622
C	0.0	0.13180226248	0.0	0.0	0.0985509000897	0.673836479891
D	0.0	0.124439698134	0.0	0.0	0.108317638238	0.669657158976
E	0.0	0.142436639815	0.0	0.0	0.0	0.768677727701
F	0.0	0.200602458585	0.127875650935	0.0	0.0	0.548197544306
G	0.0242093776504	0.377247536633	0.0	0.0950671599927	0.0	0.399422978114
H	0.00872905189822	0.529389034496	0.0	0.0	0.0	0.353661843729
I	0.0097410191352	0.533976067159	0.0	0.0	0.0	0.353746262874
J	0.0	0.0761382459803	0.0	0.0	0.18016021323	0.644684929927
K	0.0	0.071073770275	0.0	0.0	0.0	0.773169702559
L	0.0	0.146718058698	0.0	0.0	0.0669070847272	0.611473728833
