	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells
Mix_1	0.1005	0.0502	0.1005	0.0994	0.0501
Mix_2	0.3703	0.1191	0.2061	0.0	0.125
Mix_3	0.1868	0.0908	0.1157	0.0992	0.1103
Mix_4	0.2479	0.1179	0.148	0.0231	0.0034
Mix_5	0.2944	0.1156	0.1491	0.0254	0.0973
Mix_6	0.249	0.1415	0.214	0.0263	0.0886
Mix_7	0.242	0.1116	0.1887	0.005	0.1229
Mix_8	0.2186	0.0829	0.1135	0.0434	0.1283
Mix_9	0.2071	0.0726	0.0999	0.0907	0.0776
Mix_10	0.3079	0.0663	0.1415	0.0241	0.0977
Mix_11	0.1775	0.1313	0.1771	0.0517	0.1312
Mix_12	0.1076	0.0654	0.1232	0.1016	0.0662
Mix_13	0.279	0.0791	0.2129	0.0911	0.0728
Mix_14	0.1005	0.0503	0.1004	0.0992	0.0504
Mix_15	0.1015	0.0501	0.1009	0.0979	0.0505
Mix_16	0.2596	0.1058	0.1525	0.0371	0.1058
Mix_17	0.2702	0.1249	0.2487	0.0232	0.1445
Mix_18	0.2096	0.1315	0.1316	0.0011	0.1168
Mix_19	0.1004	0.0502	0.1005	0.0998	0.0505
Mix_20	0.1094	0.0534	0.1016	0.1023	0.0527
Mix_21	0.2677	0.1406	0.1445	0.0027	0.1083
Mix_22	0.1652	0.0854	0.1434	0.0087	0.1031
Mix_23	0.1005	0.0503	0.1001	0.0999	0.0501
Mix_24	0.2761	0.1297	0.1438	0.0215	0.1299
Mix_25	0.1093	0.0813	0.11	0.013	0.0799
Mix_26	0.3027	0.1428	0.1789	0.0001	0.1338
Mix_27	0.2522	0.1171	0.1007	0.0644	0.1007
Mix_28	0.1899	0.0872	0.0854	0.0854	0.0858
Mix_29	0.3467	0.1329	0.2439	0.0063	0.0657
Mix_30	0.1007	0.0502	0.1008	0.1	0.0502
Mix_31	0.2424	0.1097	0.183	0.0281	0.1159
Mix_32	0.2859	0.1263	0.1829	0.0011	0.105
Mix_33	0.1466	0.1533	0.2185	0.0067	0.1206
Mix_34	0.2338	0.0518	0.184	0.0038	0.0872
Mix_35	0.1033	0.0517	0.1009	0.0995	0.0538
Mix_36	0.2519	0.0751	0.1753	0.041	0.0773
Mix_37	0.1966	0.1047	0.2033	0.0715	0.1439
Mix_38	0.1864	0.1034	0.2679	0.0286	0.1666
Mix_39	0.1	0.0503	0.1001	0.0999	0.0501
Mix_40	0.265	0.1021	0.2276	0.0167	0.1102
Mix_41	0.1688	0.0235	0.2355	0.0026	0.1595
Mix_42	0.3184	0.1038	0.1819	0.0017	0.1538
Mix_43	0.2908	0.1538	0.1816	0.0243	0.086
Mix_44	0.1004	0.0503	0.1005	0.1	0.0504
Mix_45	0.2242	0.0817	0.2004	0.0005	0.1517
Mix_46	0.2844	0.0957	0.1764	0.0225	0.1581
Mix_47	0.1023	0.0514	0.0983	0.0989	0.0529
Mix_48	0.2535	0.1566	0.284	0.0017	0.0837
Mix_49	0.1597	0.0868	0.1471	0.0531	0.0984
Mix_50	0.1007	0.0503	0.1007	0.0991	0.05
Mix_51	0.3631	0.1351	0.1586	0.025	0.1329
Mix_52	0.2141	0.1595	0.1966	0.0119	0.1392
Mix_53	0.3025	0.1102	0.1978	0.0378	0.0862
Mix_54	0.2067	0.0959	0.145	0.1016	0.0517
Mix_55	0.107	0.0515	0.1034	0.0979	0.0534
Mix_56	0.1009	0.0503	0.0998	0.0995	0.0498
Mix_57	0.1778	0.0906	0.1615	0.0604	0.1032
Mix_58	0.28	0.1093	0.1653	0.0245	0.1176
Mix_59	0.1006	0.0505	0.1005	0.1002	0.0507
Mix_60	0.3401	0.1116	0.1368	0.0056	0.1309
Mix_61	0.1004	0.0501	0.1001	0.1001	0.0501
Mix_62	0.3237	0.1176	0.1937	0.029	0.1143
Mix_63	0.1003	0.0501	0.1002	0.1	0.0501
Mix_64	0.1007	0.0505	0.1003	0.0996	0.0502
Mix_65	0.1789	0.0887	0.1163	0.0429	0.0434
Mix_66	0.3013	0.146	0.1532	0.001	0.1188
Mix_67	0.2231	0.0185	0.1031	0.1168	0.114
Mix_68	0.2399	0.1305	0.1799	0.0452	0.0991
Mix_69	0.1021	0.0504	0.1002	0.0997	0.0505
Mix_70	0.2392	0.1175	0.1717	0.0066	0.0949
Mix_71	0.2489	0.1436	0.1978	0.0585	0.1642
Mix_72	0.2084	0.1787	0.1721	0.0195	0.1272
Mix_73	0.11	0.054	0.0999	0.0994	0.054
Mix_74	0.1323	0.0551	0.1059	0.0912	0.0569
Mix_75	0.1005	0.0502	0.1005	0.1	0.0504
Mix_76	0.1005	0.0502	0.1005	0.0998	0.0504
Mix_77	0.218	0.0578	0.1383	0.0804	0.1014
Mix_78	0.1008	0.05	0.1006	0.0995	0.0503
Mix_79	0.2266	0.1057	0.2398	0.0011	0.0661
Mix_80	0.2501	0.1287	0.1695	0.0156	0.0466
Mix_81	0.2054	0.1119	0.1869	0.0134	0.1098
Mix_82	0.1022	0.0506	0.1011	0.0979	0.0509
Mix_83	0.279	0.0976	0.1377	0.0819	0.0645
Mix_84	0.2359	0.1202	0.1857	0.0003	0.1231
Mix_85	0.2306	0.1465	0.1937	0.0379	0.0407
Mix_86	0.1009	0.0507	0.1008	0.0977	0.0512
Mix_87	0.1005	0.0502	0.1003	0.0996	0.0501
Mix_88	0.3127	0.0939	0.172	0.005	0.1127
Mix_89	0.097	0.053	0.1006	0.1015	0.0535
Mix_90	0.1004	0.05	0.1003	0.0996	0.0502
Mix_91	0.1016	0.0506	0.0995	0.0994	0.0505
Mix_92	0.2854	0.0984	0.2007	0.046	0.0858
Mix_93	0.2482	0.1571	0.1495	0.0505	0.1881
Mix_94	0.1005	0.0502	0.0999	0.0997	0.0501
Mix_95	0.2072	0.1086	0.1445	0.0421	0.1009
Mix_96	0.1446	0.1624	0.2143	0.0004	0.1725
Mix_97	0.1014	0.0503	0.1004	0.0999	0.0508
Mix_98	0.228	0.0773	0.1714	0.1228	0.0931
Mix_99	0.2221	0.1261	0.2041	0.0339	0.1174
Mix_100	0.2174	0.0974	0.1466	0.0015	0.0969
