	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells
Mix_1	0.4316	0.1511	0.0023	0.0002	0.4148
Mix_2	0.5101	0.0097	0.005	0.0029	0.4722
Mix_3	0.8033	0.0173	0.0013	0.0	0.178
Mix_4	0.4882	0.2701	0.0	0.0002	0.2415
Mix_5	0.4339	0.0007	0.009	0.0	0.5564
Mix_6	0.5895	0.2047	0.0	0.0001	0.2056
Mix_7	0.4994	0.2628	0.0	0.0	0.2378
Mix_8	0.4035	0.0746	0.0066	0.0004	0.5149
Mix_9	0.4943	0.2588	0.0	0.0005	0.2464
Mix_10	0.4793	0.2749	0.0129	0.0001	0.2329
Mix_11	0.4677	0.2645	0.0002	0.0	0.2673
Mix_12	0.466	0.1473	0.0	0.0011	0.3856
Mix_13	0.5169	0.2388	0.0	0.0	0.2442
Mix_14	0.4894	0.1914	0.0013	0.0325	0.2853
Mix_15	0.4915	0.0068	0.0001	0.0633	0.4382
Mix_16	0.3345	0.0038	0.2234	0.0016	0.4364
Mix_17	0.4388	0.2599	0.0348	0.0142	0.2523
Mix_18	0.2211	0.0191	0.0527	0.0525	0.6546
Mix_19	0.7074	0.0001	0.0	0.0	0.2926
Mix_20	0.5398	0.0	0.0	0.0002	0.4598
Mix_21	0.4505	0.0378	0.0	0.0	0.5116
Mix_22	0.4211	0.2773	0.0	0.0107	0.2908
Mix_23	0.5093	0.2933	0.0007	0.0	0.1966
Mix_24	0.288	0.2227	0.0	0.0	0.4893
Mix_25	0.5059	0.0253	0.0084	0.0001	0.4603
Mix_26	0.4718	0.2713	0.0158	0.0003	0.2408
Mix_27	0.6135	0.0093	0.0	0.0095	0.3675
Mix_28	0.5177	0.1452	0.0155	0.0032	0.3184
Mix_29	0.5113	0.1027	0.0003	0.0001	0.3856
Mix_30	0.6353	0.0004	0.0268	0.0004	0.3372
Mix_31	0.5097	0.1602	0.0051	0.0001	0.3248
Mix_32	0.5074	0.0002	0.0	0.0	0.4923
Mix_33	0.5209	0.0148	0.0	0.0012	0.4629
