	B Cells	CD4 T Cells	CD8 T Cells	Monocytes	NK Cells
mix_1	0.2038	0.0669	0.0544	0.1486	0.176
mix_2	0.1142	0.0439	0.0919	0.2154	0.2361
mix_3	0.201	0.1546	0.1199	0.12	0.1586
mix_4	0.2867	0.13	0.0988	0.0598	0.2418
mix_5	0.2419	0.1153	0.0768	0.1153	0.1828
mix_6	0.2565	0.0966	0.0787	0.0708	0.2835
mix_7	0.3834	0.0984	0.0974	0.0752	0.246
mix_8	0.3304	0.0899	0.0101	0.1479	0.2102
mix_9	0.2582	0.0448	0.1681	0.0939	0.2418
mix_10	0.2158	0.0263	0.1147	0.1449	0.1336
mix_11	0.2228	0.0439	0.0512	0.1781	0.181
mix_12	0.2953	0.0887	0.0321	0.0927	0.2588
mix_13	0.3201	0.0911	0.102	0.001	0.2345
mix_14	0.3241	0.1143	0.1034	0.0685	0.1699
mix_15	0.3909	0.0565	0.1031	0.0086	0.2253
mix_16	0.2677	0.0565	0.1388	0.0654	0.2296
mix_17	0.3587	0.0775	0.1478	0.0038	0.1899
mix_18	0.1396	0.0631	0.0918	0.1519	0.1688
mix_19	0.1056	0.0532	0.0516	0.101	0.1027
mix_20	0.3425	0.1315	0.1245	0.0002	0.2799
mix_21	0.3242	0.1373	0.1276	0.0169	0.2767
mix_22	0.3745	0.1221	0.1061	0.0573	0.2529
mix_23	0.3062	0.0439	0.1255	0.1251	0.2028
mix_24	0.1291	0.0732	0.0656	0.229	0.187
mix_25	0.0958	0.0698	0.0576	0.107	0.1142
mix_26	0.1712	0.139	0.2131	0.0043	0.3089
mix_27	0.3048	0.0259	0.0772	0.1116	0.2819
mix_28	0.1054	0.0547	0.0532	0.1011	0.1054
mix_29	0.108	0.0526	0.0531	0.1051	0.0908
mix_30	0.1032	0.0518	0.0524	0.1021	0.0976
mix_31	0.1007	0.0505	0.0507	0.0999	0.1007
mix_32	0.2676	0.1032	0.0949	0.0642	0.2294
mix_33	0.1019	0.0506	0.0521	0.0984	0.0991
mix_34	0.3262	0.0724	0.0297	0.1478	0.1982
mix_35	0.2014	0.1211	0.0934	0.1599	0.1602
mix_36	0.2955	0.0853	0.1605	0.0549	0.1793
mix_37	0.3865	0.1151	0.0298	0.0998	0.2061
mix_38	0.3198	0.0559	0.1823	0.0013	0.2326
mix_39	0.3082	0.0745	0.1351	0.0141	0.2065
mix_40	0.117	0.0512	0.0596	0.0951	0.1
mix_41	0.2082	0.1161	0.0715	0.1691	0.234
mix_42	0.4412	0.1823	0.1574	0.0053	0.1513
mix_43	0.187	0.1662	0.1307	0.0312	0.2909
mix_44	0.3134	0.0742	0.1384	0.0733	0.1756
mix_45	0.2403	0.1448	0.1513	0.061	0.2592
