	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0234768540594	0.436226643041	0.0	0.0	0.489645636782	0.0506508661178
B	0.00554925394577	0.396401566662	0.0	0.0	0.496610033352	0.10143914604
C	0.0	0.20748682323	0.0	0.0725256335672	0.484277204649	0.235710338554
D	0.0	0.247744198666	0.0	0.0	0.498667222862	0.253588578472
E	0.0	0.219402769678	0.0	0.0408249206573	0.508954082188	0.230818227477
F	0.0	0.157580637004	0.0	0.0	0.56725474098	0.275164622016
G	0.0169106711458	0.274259503759	0.0	0.379978565371	0.328851259725	0.0
H	0.0738678744825	0.529937990985	0.0	0.0445060619133	0.351688072619	0.0
I	0.0831642149628	0.557390165586	0.0	0.0286832749828	0.330762344469	0.0
J	0.0	0.0792422164811	0.0	0.0	0.48977248254	0.430985300979
K	0.0	0.014241361238	0.0	0.0	0.600195457778	0.385563180984
L	0.0	0.244098865376	0.0	0.0486659301695	0.475769106159	0.231466098296
