	B Cells	CD4 T Cells	CD8 T Cells	Endo	Fibroblast	Macrophages	Mast Cell
mix_1	0.0679	0.0594	0.2057	0	0.125	0.0987	0
mix_2	0.0951	0.1046	0.1132	0	0.1047	0.0749	0
mix_3	0.08	0.096	0.0238	0	0.2596	0.0996	0
mix_4	0.0954	0.2012	0.1543	0	0.2092	0.0671	0
mix_5	0.087	0.1174	0.1397	0	0.2807	0.0744	0
mix_6	0.0902	0.1642	0.1698	0	0.2123	0.0619	0
mix_7	0.0839	0.1051	0.0997	0	0.297	0.0796	0
mix_8	0.0665	0.0867	0.1151	0	0.2379	0.0679	0
mix_9	0.0986	0.1832	0.2209	0	0.1608	0.063	0
mix_10	0.1093	0.2188	0.0449	0	0.1746	0.1142	0
mix_11	0.1064	0.0924	0.1945	0	0.0542	0.106	0
mix_12	0.0668	0.1671	0.1286	0	0.2774	0.0751	0
mix_13	0.0789	0.2646	0.0898	0	0.1225	0.0877	0
mix_14	0.1137	0.2213	0.1404	0	0.12	0.1009	0
mix_15	0.0738	0.1155	0.131	0	0.2427	0.0677	0
mix_16	0.0836	0.0913	0.0182	0	0.3228	0.0664	0
mix_17	0.0696	0.1226	0.0188	0	0.3247	0.064	0
mix_18	0.0964	0.2761	0.0081	0	0.0957	0.1059	0
mix_19	0.0524	0.0922	0.0497	0	0.2509	0.0998	0
mix_20	0.0985	0.1864	0.1227	0	0.1324	0.0622	0
mix_21	0.064	0.2009	0.0269	0	0.2869	0.0693	0
mix_22	0.0904	0.1476	0.1624	0	0.1542	0.1148	0
mix_23	0.0981	0.1772	0.149	0	0.0815	0.0934	0
mix_24	0.0782	0.1553	0.1107	0	0.2839	0.0606	0
mix_25	0.0979	0.2203	0.168	0	0.133	0.0692	0
mix_26	0.0636	0.1893	0.0118	0	0.2613	0.0961	0
mix_27	0.0842	0.1236	0.194	0	0.1218	0.0861	0
mix_28	0.091	0.1694	0.1377	0	0.1982	0.0677	0
mix_29	0.0864	0.0977	0.1823	0	0.1251	0.0983	0
mix_30	0.0883	0.2099	0.1579	0	0.1847	0.0696	0
mix_31	0.0841	0.1902	0.1054	0	0.156	0.0973	0
mix_32	0.122	0.2435	0.132	0	0.075	0.1147	0
mix_33	0.082	0.2166	0.0607	0	0.1686	0.1033	0
mix_34	0.0843	0.1656	0.0086	0	0.152	0.1179	0
mix_35	0.0776	0.1693	0.1531	0	0.2155	0.0867	0
mix_36	0.0839	0.1519	0.1215	0	0.2245	0.0952	0
mix_37	0.0679	0.1149	0.0618	0	0.2966	0.0755	0
mix_38	0.0725	0.0912	0.0959	0	0.2606	0.0865	0
mix_39	0.0938	0.1558	0.1522	0	0.1894	0.0688	0
mix_40	0.0851	0.1819	0.1101	0	0.2242	0.1071	0
