	B Cells	CD4 T Cells	CD8 T Cells	Monocytes	NK Cells
mix_1	0.03	0.0639	0.136	0	0
mix_2	0.0096	0.0389	0.0764	0	0
mix_3	0.2826	0.2375	0.2258	0	0
mix_4	0.3267	0.1006	0.1388	0	0
mix_5	0.2396	0.1033	0.2429	0	0
mix_6	0.177	0.0856	0.1412	0	0
mix_7	0.4394	0.0902	0.1935	0	0
mix_8	0.3114	0.0473	0.0605	0	0
mix_9	0.0558	0.0877	0.2004	0	0
mix_10	0.4929	0.0592	0.1251	0	0
mix_11	0.0424	0.0395	0.084	0	0
mix_12	0.0059	0.0835	0.1105	0	0
mix_13	0.5182	0.0503	0.1759	0	0
mix_14	0.5116	0.0546	0.1451	0	0
mix_15	0.4423	0.0736	0.3038	0	0
mix_16	0.2913	0.1566	0.1584	0	0
mix_17	0.6902	0.0925	0.1675	0	0
mix_18	0.0395	0.025	0.0592	0	0
mix_19	0.2848	0.0542	0.1296	0	0
mix_20	0.1854	0.3057	0.3588	0	0
mix_21	0.3757	0.112	0.1994	0	0
mix_22	0.3377	0.0389	0.1721	0	0
mix_23	0.3592	0.0643	0.1004	0	0
mix_24	0.0042	0.0216	0.0799	0	0
mix_25	0.0494	0.1529	0.1179	0	0
mix_26	0.0563	0.3413	0.4574	0	0
mix_27	0.3046	0.0	0.1031	0	0
mix_28	0.3064	0.2624	0.3147	0	0
mix_29	0.1625	0.092	0.1592	0	0
mix_30	0.2247	0.0842	0.1528	0	0
mix_31	0.1405	0.1018	0.1299	0	0
mix_32	0.2402	0.1178	0.1839	0	0
mix_33	0.2279	0.0834	0.1044	0	0
mix_34	0.0089	0.054	0.1057	0	0
mix_35	0.1203	0.061	0.162	0	0
mix_36	0.4596	0.1461	0.1121	0	0
mix_37	0.423	0.113	0.1175	0	0
mix_38	0.1732	0.3168	0.3155	0	0
mix_39	0.4704	0.0949	0.2692	0	0
mix_40	0.2404	0.0747	0.0971	0	0
mix_41	0.0523	0.0502	0.1409	0	0
mix_42	0.5317	0.1478	0.2229	0	0
mix_43	0.0192	0.1947	0.2995	0	0
mix_44	0.0826	0.2316	0.2631	0	0
mix_45	0.0011	0.2222	0.1245	0	0
mix_46	0.252	0.1741	0.3094	0	0
mix_47	0.2624	0.0676	0.0965	0	0
mix_48	0.2814	0.0	0.0874	0	0
mix_49	0.2737	0.0321	0.1275	0	0
mix_50	0.4271	0.2084	0.1529	0	0
mix_51	0.2848	0.0069	0.098	0	0
mix_52	0.5532	0.1258	0.2146	0	0
mix_53	0.3032	0.0197	0.0959	0	0
mix_54	0.489	0.1094	0.2666	0	0
mix_55	0.2754	0.0299	0.105	0	0
mix_56	0.1868	0.2089	0.1352	0	0
mix_57	0.0032	0.1143	0.1507	0	0
mix_58	0.2427	0.1484	0.218	0	0
mix_59	0.0142	0.0655	0.1485	0	0
mix_60	0.4166	0.0626	0.1128	0	0
mix_61	0.4184	0.2927	0.208	0	0
mix_62	0.3526	0.2566	0.2314	0	0
mix_63	0.0343	0.0884	0.13	0	0
mix_64	0.2663	0.0668	0.0638	0	0
mix_65	0.218	0.1044	0.2487	0	0
mix_66	0.2753	0.0022	0.1172	0	0
mix_67	0.477	0.1259	0.2839	0	0
mix_68	0.1334	0.2017	0.381	0	0
mix_69	0.2491	0.0547	0.0782	0	0
mix_70	0.4591	0.0047	0.1705	0	0
mix_71	0.3246	0.0047	0.0455	0	0
mix_72	0.6438	0.0827	0.1024	0	0
mix_73	0.4683	0.0295	0.192	0	0
mix_74	0.3472	0.0813	0.1167	0	0
mix_75	0.2535	0.01	0.0727	0	0
mix_76	0.098	0.1777	0.2985	0	0
mix_77	0.1617	0.3425	0.3427	0	0
mix_78	0.2188	0.0354	0.1294	0	0
mix_79	0.0398	0.078	0.1018	0	0
mix_80	0.4118	0.1101	0.1254	0	0
mix_81	0.2062	0.2208	0.1579	0	0
mix_82	0.2729	0.0463	0.15	0	0
mix_83	0.2019	0.0165	0.0953	0	0
mix_84	0.2791	0.1283	0.1539	0	0
mix_85	0.1993	0.1733	0.1565	0	0
mix_86	0.1034	0.3169	0.2834	0	0
mix_87	0.1302	0.1492	0.122	0	0
mix_88	0.2879	0.1356	0.2311	0	0
mix_89	0.2582	0.2421	0.2826	0	0
mix_90	0.0958	0.117	0.1379	0	0
mix_91	0.1953	0.0355	0.1137	0	0
mix_92	0.196	0.1133	0.1043	0	0
mix_93	0.0097	0.0223	0.0566	0	0
mix_94	0.0062	0.0458	0.1354	0	0
mix_95	0.2895	0.0091	0.1142	0	0
mix_96	0.2522	0.0143	0.176	0	0
mix_97	0.1582	0.0746	0.1196	0	0
mix_98	0.2508	0.0644	0.0932	0	0
mix_99	0.2037	0.4154	0.2728	0	0
mix_100	0.2219	0.1107	0.1211	0	0
