	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0	0	0.1351	0	0.256	0.0641
B	0	0	0.1233	0	0.2288	0.0993
C	0	0	0.0718	0	0.7708	0.0518
D	0	0	0.0751	0	0.7737	0.0581
E	0	0	0.1393	0	0.292	0.3956
F	0	0	0.5803	0	0.1564	0.0
G	0	0	0.0758	0	0.1487	0.0433
H	0	0	0.0509	0	0.144	0.0248
I	0	0	0.0591	0	0.0849	0.0528
J	0	0	0.0344	0	0.851	0.0451
K	0	0	0.0974	0	0.2671	0.556
L	0	0	0.0684	0	0.8252	0.0158
