	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
average.A	0	0	0.00733296312241	0	0.0244089312697	0.0145790779643
average.B	0	0	0.0089680720746	0	0.027700230779	0.0166483181714
average.C	0	0	0.00640104102656	0	0.0314514978789	0.0187369960655
average.D	0	0	0.00746953933765	0	0.0338106125433	0.020415992692
average.E	0	0	0.0104068140983	0	0.0316694206199	0.0201424007438
average.F	0	0	0.0108813066454	0	0.0116014880535	0.00696888914996
average.G	0	0	0.00315130418837	0	0.0115273464211	0.00601695518512
average.H	0	0	0.00288010436165	0	0.0163474919306	0.00905695654213
average.I	0	0	0.00314667850492	0	0.0162079687363	0.00921202782511
average.J	0	0	0.0068249377704	0	0.0392841856166	0.023237187632
average.K	0	0	0.00997803181831	0	0.0360590951538	0.0227659249443
average.L	0	0	0.00661037165605	0	0.0365245884409	0.0212524865938
stdev.A	0	0	7.46432490809e-06	0	7.54165469264e-05	4.94100273245e-05
stdev.B	0	0	9.04133926493e-06	0	4.06233792794e-05	2.54050948197e-05
stdev.C	0	0	1.52360411726e-05	0	8.0684382626e-05	6.12240909626e-05
stdev.D	0	0	1.19810590442e-05	0	0.000133607228656	8.88462613808e-05
stdev.E	0	0	2.8413822158e-06	0	5.65095946302e-05	3.53271509997e-05
stdev.F	0	0	8.78322419751e-06	0	1.2463913062e-05	8.22927433923e-06
stdev.G	0	0	1.81748399876e-05	0	3.69326770809e-05	1.86180497559e-05
stdev.H	0	0	2.57392222891e-05	0	6.61961577868e-05	4.42709639875e-05
stdev.I	0	0	7.53727598854e-06	0	6.65252557869e-05	4.51935716375e-05
stdev.J	0	0	7.77333706895e-06	0	0.000107678755413	6.97099092456e-05
stdev.K	0	0	2.27797198045e-05	0	0.000172857836381	0.000106366105213
stdev.L	0	0	1.12136245804e-05	0	0.000111043506108	7.39866958476e-05
