	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells
Mix_1	0.1362	0.1431	0.2803	0.2647	0.0016
Mix_2	0.2903	0.2294	0.2154	0.1044	0.0
Mix_3	0.0945	0.1326	0.3421	0.0916	0.1607
Mix_4	0.1407	0.2223	0.3343	0.0455	0.0921
Mix_5	0.4296	0.0818	0.3274	0.0019	0.0
Mix_6	0.2299	0.0092	0.2048	0.3105	0.0637
Mix_7	0.1915	0.2719	0.2128	0.0092	0.1406
Mix_8	0.269	0.2947	0.0222	0.1792	0.0523
Mix_9	0.2584	0.1837	0.2593	0.0888	0.0458
Mix_10	0.3419	0.0203	0.1792	0.1823	0.1115
Mix_11	0.206	0.3592	0.2242	0.0429	0.0
Mix_12	0.0572	0.1662	0.293	0.2181	0.0834
Mix_13	0.3775	0.1217	0.1902	0.059	0.083
Mix_14	0.0842	0.2513	0.3529	0.0	0.1365
Mix_15	0.1338	0.3912	0.1651	0.068	0.0632
Mix_16	0.259	0.2412	0.0943	0.1212	0.1075
Mix_17	0.1678	0.2865	0.1507	0.058	0.154
Mix_18	0.1279	0.521	0.0829	0.0903	0.0016
Mix_19	0.1202	0.0636	0.2703	0.2346	0.1313
Mix_20	0.2958	0.1541	0.1311	0.1756	0.0724
Mix_21	0.2776	0.1231	0.0818	0.2464	0.0953
Mix_22	0.1191	0.094	0.219	0.2738	0.1091
Mix_23	0.3922	0.2243	0.138	0.0825	0.0
Mix_24	0.0064	0.4513	0.0459	0.1486	0.1444
Mix_25	0.3606	0.1789	0.1694	0.0106	0.1099
Mix_26	0.2439	0.2879	0.1025	0.0419	0.1388
Mix_27	0.3269	0.0939	0.0	0.2005	0.1958
Mix_28	0.2163	0.1705	0.1746	0.2119	0.0587
Mix_29	0.2978	0.267	0.078	0.0414	0.1359
Mix_30	0.1936	0.1268	0.3534	0.0	0.1569
Mix_31	0.2746	0.2394	0.1288	0.107	0.0798
Mix_32	0.1426	0.4452	0.0488	0.1413	0.0408
Mix_33	0.0921	0.3068	0.1441	0.153	0.1226
Mix_34	0.2728	0.0309	0.1766	0.265	0.0752
Mix_35	0.2004	0.2607	0.315	0.0472	0.0107
Mix_36	0.2532	0.1827	0.2121	0.0851	0.0949
Mix_37	0.109	0.1157	0.3647	0.1041	0.1368
Mix_38	0.0651	0.2404	0.2619	0.1911	0.0649
Mix_39	0.3555	0.1494	0.0272	0.2779	0.0174
Mix_40	0.2358	0.087	0.3552	0.0533	0.1007
Mix_41	0.1906	0.1464	0.4051	0.103	0.0029
Mix_42	0.2615	0.3151	0.0298	0.0514	0.1608
Mix_43	0.3101	0.046	0.2307	0.1722	0.079
Mix_44	0.107	0.1887	0.3445	0.1843	0.0113
Mix_45	0.1463	0.1457	0.158	0.1556	0.2113
Mix_46	0.2966	0.1776	0.0	0.127	0.2174
Mix_47	0.2145	0.0835	0.2172	0.2287	0.0782
Mix_48	0.2655	0.2265	0.2103	0.0773	0.0528
Mix_49	0.1039	0.2564	0.4497	0.0047	0.0203
Mix_50	0.1159	0.2849	0.0422	0.1358	0.2322
Mix_51	0.2468	0.2897	0.1543	0.101	0.0369
Mix_52	0.0508	0.1948	0.263	0.0874	0.2148
Mix_53	0.2367	0.152	0.0949	0.21	0.1336
Mix_54	0.1025	0.0348	0.4734	0.2125	0.0
Mix_55	0.0568	0.1543	0.4398	0.0759	0.0986
Mix_56	0.132	0.2106	0.0748	0.1723	0.2244
Mix_57	0.0006	0.2233	0.5093	0.0918	0.0
Mix_58	0.1409	0.3214	0.159	0.071	0.1186
Mix_59	0.0968	0.0888	0.5193	0.0681	0.059
Mix_60	0.4049	0.1305	0.0229	0.0	0.2602
Mix_61	0.3578	0.0512	0.2587	0.128	0.0431
Mix_62	0.3996	0.0762	0.3683	0.0	0.0057
Mix_63	0.071	0.1002	0.4406	0.2043	0.0082
Mix_64	0.2432	0.0493	0.1355	0.2816	0.112
Mix_65	0.2453	0.1145	0.1141	0.2181	0.1331
Mix_66	0.278	0.2327	0.2441	0.0125	0.0664
Mix_67	0.4299	0.06	0.1441	0.2059	0.0
Mix_68	0.1736	0.2347	0.0355	0.1561	0.2106
Mix_69	0.3913	0.0866	0.2031	0.0701	0.083
Mix_70	0.1554	0.2919	0.0729	0.1192	0.1691
Mix_71	0.1912	0.0776	0.3213	0.0781	0.1586
Mix_72	0.1367	0.3503	0.0171	0.2446	0.0684
Mix_73	0.0383	0.1914	0.445	0.0528	0.0992
Mix_74	0.3292	0.0361	0.2832	0.159	0.0345
Mix_75	0.1615	0.2138	0.4408	0.0274	0.0
Mix_76	0.1654	0.1679	0.4353	0.0189	0.048
Mix_77	0.1707	0.175	0.2536	0.2278	0.0056
Mix_78	0.0577	0.3162	0.3133	0.0	0.1343
Mix_79	0.0745	0.0609	0.5497	0.1556	0.0
Mix_80	0.186	0.3491	0.1926	0.112	0.0
Mix_81	0.2112	0.0737	0.2909	0.1541	0.105
Mix_82	0.2423	0.1656	0.2982	0.0	0.1315
Mix_83	0.3092	0.1024	0.2264	0.1314	0.0659
Mix_84	0.2006	0.2085	0.1069	0.1674	0.1352
Mix_85	0.1929	0.235	0.3524	0.0068	0.0468
Mix_86	0.1501	0.0644	0.3325	0.1716	0.1132
Mix_87	0.5102	0.0	0.1718	0.1618	0.0
Mix_88	0.3129	0.2798	0.0	0.0838	0.1378
Mix_89	0.0292	0.1856	0.33	0.2189	0.0471
Mix_90	0.1835	0.1367	0.5235	0.0025	0.0
Mix_91	0.5025	0.1449	0.1736	0.0211	0.0
Mix_92	0.2213	0.1378	0.3738	0.1134	0.0
Mix_93	0.1412	0.3849	0.0	0.237	0.0596
Mix_94	0.3554	0.2528	0.0388	0.0846	0.0895
Mix_95	0.1565	0.3128	0.2918	0.0701	0.0
Mix_96	0.0906	0.3445	0.1699	0.0949	0.1177
Mix_97	0.2586	0.0592	0.285	0.1869	0.0479
Mix_98	0.3687	0.0686	0.0	0.3849	0.0
Mix_99	0.0	0.5292	0.1703	0.0272	0.0832
Mix_100	0.225	0.1313	0.236	0.2411	0.0
