	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
average.A	12.3106206207	36.8937787964	14.1797383595	17.2545983152	12.3305501175	11.7247482707
average.B	12.7040167658	37.2827970723	14.5892905838	17.7683437234	12.7882216409	12.0554242568
average.C	11.6485051576	17.9136947243	15.6719702002	3.11529944778	17.196427711	14.8753704779
average.D	12.0166188629	17.7286800397	15.4821352248	2.6897510437	17.2170399878	15.1422607594
average.E	10.8578001167	22.4495115732	16.8988350033	7.5383027424	15.0458318062	14.4250150879
average.F	9.00872017953	27.4940637738	18.7368065058	13.4003852436	11.0962238526	11.7325111958
average.G	9.84790824198	43.1230221895	10.0058099723	30.303733614	8.65889302225	7.75371172631
average.H	12.2190364576	51.2673540926	11.1289499265	24.3481145675	9.91744091165	9.41975332317
average.I	11.9016742876	51.0827210816	10.944371977	24.2351359895	9.72825159593	9.0774213169
average.J	12.0202871205	11.0489367836	16.2090801633	0.0	18.4443503749	15.7403144624
average.K	12.460917508	11.5550356087	19.9771790669	0.0	18.1232824808	17.6931510536
average.L	12.0504600715	18.5624583544	16.3241947654	1.819633051	18.0423049693	15.8888015055
stdev.A	0.0131930174658	0.0171589159221	0.0106085826353	0.0131739651838	0.0067231127095	0.00812389624905
stdev.B	0.00690386305669	0.0143505201939	0.00688076911584	0.00918316785267	0.00723184144786	0.0049061353249
stdev.C	0.0391884213729	0.00669249579041	0.022532737314	0.00582126129614	0.039369528956	0.0408051819443
stdev.D	0.00833676083882	0.017541487364	0.00911246391067	0.00934372741808	0.00673145124385	0.00893452924989
stdev.E	0.0293429240727	0.0171060894313	0.0315814691558	0.0117236838699	0.0253547942388	0.0285232383469
stdev.F	0.00977253644762	0.0054947906328	0.010765811172	0.00902842591242	0.00337037904838	0.00520931163082
stdev.G	0.0126693460502	0.021778112687	0.00531171185897	0.00847625094817	0.0170860648554	0.0165580656763
stdev.H	0.0125607671393	0.0259078489693	0.0105553513609	0.019064817197	0.0128823599902	0.0143336648036
stdev.I	0.0111571720887	0.0398755480773	0.00864760338628	0.00849618596007	0.0080754956082	0.00594470658377
stdev.J	0.0108982966602	0.00532101287017	0.00272818683189	0.0	0.00461551547042	0.010418618532
stdev.K	0.0293098053854	0.0338637591029	0.0221032633232	0.0	0.0239370599806	0.0264200309057
stdev.L	0.00915548275644	0.0303105082986	0.0112163064384	0.0133875780278	0.0106476984033	0.00836971014485
