	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells
Mix_1	0.044	0.2128	0	0	0.4951
Mix_2	0.1474	0.2532	0	0	0.4916
Mix_3	0.0231	0.0	0	0	0.8659
Mix_4	0.0735	0.0	0	0	0.8757
Mix_5	0.326	0.0	0	0	0.6252
Mix_6	0.1419	0.0946	0	0	0.4229
Mix_7	0.072	0.0677	0	0	0.8484
Mix_8	0.0901	0.4406	0	0	0.3191
Mix_9	0.1498	0.1024	0	0	0.642
Mix_10	0.2094	0.0	0	0	0.5729
Mix_11	0.0854	0.3356	0	0	0.5482
Mix_12	0.0	0.1348	0	0	0.6537
Mix_13	0.234	0.016	0	0	0.6574
Mix_14	0.0107	0.0	0	0	0.9893
Mix_15	0.0111	0.3597	0	0	0.6046
Mix_16	0.1029	0.2794	0	0	0.5095
Mix_17	0.0398	0.238	0	0	0.695
Mix_18	0.0	0.5774	0	0	0.4105
Mix_19	0.0534	0.0471	0	0	0.6476
Mix_20	0.1465	0.2112	0	0	0.4647
Mix_21	0.1271	0.252	0	0	0.3919
Mix_22	0.0425	0.1295	0	0	0.563
Mix_23	0.2064	0.2673	0	0	0.4206
Mix_24	0.0	0.509	0	0	0.4523
Mix_25	0.2186	0.0411	0	0	0.7259
Mix_26	0.0839	0.2569	0	0	0.6365
Mix_27	0.1475	0.2038	0	0	0.4556
Mix_28	0.0901	0.2214	0	0	0.4941
Mix_29	0.1348	0.2429	0	0	0.6055
Mix_30	0.1242	0.0	0	0	0.8758
Mix_31	0.1203	0.2633	0	0	0.5323
Mix_32	0.0	0.5418	0	0	0.3785
Mix_33	0.0	0.3159	0	0	0.5832
Mix_34	0.1654	0.0879	0	0	0.45
Mix_35	0.0959	0.1141	0	0	0.72
Mix_36	0.1292	0.1078	0	0	0.6635
Mix_37	0.0447	0.0	0	0	0.826
Mix_38	0.0	0.2254	0	0	0.6117
Mix_39	0.1704	0.429	0	0	0.1514
Mix_40	0.1564	0.0	0	0	0.7697
Mix_41	0.1282	0.0163	0	0	0.7164
Mix_42	0.0888	0.3427	0	0	0.5488
Mix_43	0.1924	0.0	0	0	0.5902
Mix_44	0.0358	0.1301	0	0	0.6357
Mix_45	0.0364	0.0954	0	0	0.7333
Mix_46	0.1169	0.2354	0	0	0.5321
Mix_47	0.1058	0.1228	0	0	0.529
Mix_48	0.1186	0.193	0	0	0.6135
Mix_49	0.0479	0.0	0	0	0.9467
Mix_50	0.0	0.3091	0	0	0.6205
Mix_51	0.1012	0.3259	0	0	0.4897
Mix_52	0.0	0.013	0	0	0.9057
Mix_53	0.0947	0.2279	0	0	0.4787
Mix_54	0.1007	0.0	0	0	0.6267
Mix_55	0.0088	0.0	0	0	0.9024
Mix_56	0.0	0.2384	0	0	0.6197
Mix_57	0.0	0.0	0	0	0.8773
Mix_58	0.0242	0.2749	0	0	0.6338
Mix_59	0.0798	0.0	0	0	0.8187
Mix_60	0.2341	0.0	0	0	0.7659
Mix_61	0.2535	0.0	0	0	0.5674
Mix_62	0.3175	0.0	0	0	0.6712
Mix_63	0.0548	0.0	0	0	0.6927
Mix_64	0.1281	0.158	0	0	0.436
Mix_65	0.1094	0.1755	0	0	0.508
Mix_66	0.1636	0.0748	0	0	0.7437
Mix_67	0.2722	0.2032	0	0	0.281
Mix_68	0.0203	0.3015	0	0	0.5712
Mix_69	0.2454	0.0	0	0	0.641
Mix_70	0.0145	0.3242	0	0	0.5884
Mix_71	0.1165	0.0	0	0	0.788
Mix_72	0.0	0.5549	0	0	0.2828
Mix_73	0.0032	0.0	0	0	0.9322
Mix_74	0.2349	0.0	0	0	0.5414
Mix_75	0.1152	0.0	0	0	0.848
Mix_76	0.121	0.0	0	0	0.8577
Mix_77	0.0709	0.2305	0	0	0.4838
Mix_78	0.0	0.011	0	0	0.989
Mix_79	0.074	0.0	0	0	0.7202
Mix_80	0.0315	0.329	0	0	0.545
Mix_81	0.1254	0.0	0	0	0.6884
Mix_82	0.1623	0.0	0	0	0.8377
Mix_83	0.1893	0.0096	0	0	0.6269
Mix_84	0.0581	0.2546	0	0	0.5416
Mix_85	0.1196	0.0226	0	0	0.8384
Mix_86	0.0878	0.0	0	0	0.7171
Mix_87	0.3854	0.047	0	0	0.3346
Mix_88	0.1122	0.3664	0	0	0.4634
Mix_89	0.0	0.1637	0	0	0.6068
Mix_90	0.152	0.0	0	0	0.8151
Mix_91	0.3458	0.0888	0	0	0.5009
Mix_92	0.1608	0.0196	0	0	0.6559
Mix_93	0.0	0.5599	0	0	0.2841
Mix_94	0.1499	0.329	0	0	0.4409
Mix_95	0.0684	0.2016	0	0	0.6615
Mix_96	0.0	0.3072	0	0	0.6403
Mix_97	0.1694	0.0	0	0	0.6014
Mix_98	0.1867	0.4838	0	0	0.0
Mix_99	0.0	0.3352	0	0	0.6648
Mix_100	0.113	0.2351	0	0	0.4035
