	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.0761975094241	0.328673419167	0.206542917554	0.0	0.0748679479507	0.313718205904
B	0.0850453130486	0.328746141695	0.190295081106	0.0	0.0548727471747	0.341040716975
C	0.0177570438807	0.0506122210671	0.0930607820682	2.79214083675e-05	0.507285581231	0.331256450345
D	0.0305354863821	0.0466605540164	0.130240308153	0.0	0.473142329112	0.319421322336
E	0.0264113869389	0.105368466429	0.202118507993	0.0	0.0104897975204	0.655611841118
F	0.0274214338683	0.119182953189	0.63104416338	0.0	0.0388924594964	0.183458990066
G	0.0688124288006	0.473168059698	0.122379965376	0.15219097259	0.084937695187	0.0985108783489
H	0.0818659434189	0.77595205059	0.0293267221309	0.0	0.0487694916729	0.064085792187
I	0.0538808923288	0.799608705469	0.0378969209449	0.0	0.0629950768919	0.0456184043656
J	0.0360069022535	0.0	0.0902360643164	0.0	0.824601581053	0.0491554523774
K	0.00617660427183	0.0	0.13812343328	0.0	0.0753312618842	0.780368700564
L	0.00190161777697	0.0323780065367	0.152222179487	0.0	0.751029898002	0.0624682981976
