	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells
A	0.310228832659	0.0912977311143	0.242421213806	0.309301663193	0.0467505592283	0.0
B	0.311214885535	0.0894292858289	0.243036355966	0.310215291912	0.0461041807586	0.0
C	0.289768097853	0.0453528211788	0.252650424935	0.312800520351	0.0994281356825	0.0
D	0.289490844768	0.0443302406696	0.252292829803	0.3135116148	0.100374469959	0.0
E	0.291480927677	0.0574992056175	0.265301875224	0.309731610962	0.0759863805203	0.0
F	0.295734805393	0.0691834414217	0.295611680502	0.305994057885	0.0334760147981	0.0
G	0.317272646246	0.0936756598816	0.213039977096	0.334042484183	0.0419692325934	0.0
H	0.308920336473	0.127409400084	0.203416714482	0.311353601072	0.0488999478897	0.0
I	0.308716285918	0.128432425233	0.201635991533	0.310719664892	0.0504956324237	0.0
J	0.298833792793	0.0190300556363	0.258037296756	0.312474410292	0.111624444522	0.0
K	0.302766361844	0.0151289602412	0.281413183003	0.311705958172	0.0889855367402	0.0
L	0.287932177272	0.0464204910087	0.246592357798	0.313719224651	0.105335749271	0.0
