	Neutrophils	Lymphocyte	Monocytes	Eosinophil	Basophil
S10001	8.48349285714	50.8761903624	7.04638461538	0	0
S10006	8.33058571429	51.3521091905	7.18518461538	0	0
S1001	8.25097857143	51.5889871265	7.45334615385	0	0
S10010	8.83879285714	50.8895077122	7.68032307692	0	0
S10011	8.40763571429	51.389774015	7.49343076923	0	0
S10014	8.23100238095	51.2103226201	7.08870769231	0	0
S10026	8.52883333333	51.5749294943	7.44283076923	0	0
S10032	8.4490547619	51.7628514768	7.76928461538	0	0
S10036	8.28594761905	49.969479656	7.31503846154	0	0
S10042	8.57194761905	52.7524175742	7.54799230769	0	0
S10044	8.70318333333	52.5882308422	7.4244	0	0
S10049	8.48956666667	52.3236004106	7.28730769231	0	0
S10057	7.7232452381	51.1565753812	6.97004615385	0	0
S10062	8.60107142857	52.0607330671	7.54251538462	0	0
S10066	8.8882452381	50.9307991665	7.7694	0	0
S10067	8.19078809524	52.5704172148	7.16862307692	0	0
S1007	8.22852380952	51.1690882811	7.23503076923	0	0
S10073	8.54196666667	53.5193925032	7.28691538462	0	0
S10077	8.2613952381	51.4440069926	7.25544615385	0	0
S10080	8.55736428571	52.6548939462	7.64278461538	0	0
S10082	8.43172142857	52.3583735725	7.48867692308	0	0
S10087	8.42745952381	52.5712725634	7.3736	0	0
S10089	8.38445952381	50.8555546665	7.03208461538	0	0
S1009	8.13031904762	53.7083610587	7.25342307692	0	0
S10090	8.35802857143	51.1617712072	7.03537692308	0	0
S10093	8.18198809524	50.4173173821	7.3614	0	0
S10094	8.57373095238	51.6069650929	7.51864615385	0	0
S1010	8.41845714286	53.298354685	7.38587692308	0	0
S10111	8.38908333333	52.8787870246	7.36323846154	0	0
S10116	7.79272857143	53.1003540691	7.02136153846	0	0
S10119	8.15060238095	51.9834762189	7.21065384615	0	0
S10121	8.3345047619	51.6596530532	7.18169230769	0	0
S10130	8.48302380952	50.9797779897	7.35713846154	0	0
S10140	8.81892142857	51.8160574476	7.51077692308	0	0
S10142	7.96995952381	52.7013350809	7.22683076923	0	0
S10150	8.82470952381	50.7408456835	7.6303	0	0
S10155	8.44349047619	52.527711905	7.3764	0	0
S1016	8.23345952381	50.6425757	7.34716923077	0	0
S10163	8.59496904762	52.654307493	7.4017	0	0
S10167	8.26319761905	52.2682185762	7.18799230769	0	0
S10168	8.13274285714	53.0353697143	7.10486923077	0	0
S10173	8.23123333333	53.0361076641	7.29736153846	0	0
S10175	8.41229047619	51.2288333574	7.30176153846	0	0
S10179	8.26117619048	53.8748042996	7.39501538462	0	0
S10186	7.57469047619	52.9021344477	7.22246153846	0	0
S1019	8.04718095238	51.9329166772	7.21503076923	0	0
S10190	8.4612952381	53.1261633841	7.34386153846	0	0
S10195	8.64838333333	51.0450248632	7.39016923077	0	0
S10196	8.57416666667	52.1386443225	7.44938461538	0	0
S10200	8.43408571429	50.9706153229	7.48640769231	0	0
S10201	8.90016428571	49.7028299395	7.33816153846	0	0
S10202	8.39384285714	52.2042173581	7.50843076923	0	0
S10205	8.67504761905	52.8854380423	7.35176153846	0	0
S10211	8.09243571429	51.0752766953	7.03423076923	0	0
S10221	8.55287619048	52.6590454485	7.43406153846	0	0
S10222	8.39944285714	50.4468400064	7.08248461538	0	0
S10226	8.60532619048	52.0226109275	7.33383076923	0	0
S10227	8.54623333333	50.6652106816	7.50684615385	0	0
S10228	8.38449285714	51.946516332	7.25230769231	0	0
S10232	7.67441904762	52.1832700936	6.85108461538	0	0
S10248	8.41267857143	51.5864696424	7.22688461538	0	0
S10249	8.74476190476	51.0540185416	7.74278461538	0	0
S1025	8.22817380952	52.8772359316	7.30823076923	0	0
S10266	8.66370952381	51.2804949526	7.25236153846	0	0
