	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells
Mix_1	0.1132	0.0	0.74	0.0337	0.0441
Mix_2	0.2861	0.0	0.5337	0.0132	0.0737
Mix_3	0.0601	0.0	0.7797	0.0054	0.112
Mix_4	0.1175	0.0	0.7092	0.0014	0.115
Mix_5	0.3311	0.0001	0.6659	0.0	0.0
Mix_6	0.2213	0.0	0.6417	0.0427	0.0327
Mix_7	0.1871	0.0001	0.4882	0.0014	0.2114
Mix_8	0.3872	0.0111	0.0919	0.0367	0.2382
Mix_9	0.2301	0.0	0.5998	0.0079	0.0886
Mix_10	0.3102	0.0	0.5211	0.0209	0.0717
Mix_11	0.2363	0.0	0.5288	0.0061	0.1215
Mix_12	0.0415	0.0	0.7508	0.0245	0.1097
Mix_13	0.3423	0.0	0.4655	0.0074	0.0972
Mix_14	0.0703	0.0	0.7373	0.0	0.1513
Mix_15	0.1847	0.0001	0.4074	0.0108	0.2283
Mix_16	0.2993	0.0	0.2925	0.021	0.214
Mix_17	0.2	0.0	0.4099	0.0088	0.2276
Mix_18	0.2293	0.0482	0.2213	0.0204	0.2441
Mix_19	0.079	0.0	0.7396	0.0256	0.0913
Mix_20	0.3176	0.0	0.3952	0.0261	0.131
Mix_21	0.3204	0.0	0.3122	0.0403	0.1599
Mix_22	0.0995	0.0	0.6467	0.0363	0.1256
Mix_23	0.4067	0.0	0.3592	0.0133	0.0983
Mix_24	0.0711	0.0091	0.1317	0.034	0.4547
Mix_25	0.3397	0.0	0.4151	0.0008	0.1428
Mix_26	0.2841	0.0	0.2786	0.0105	0.256
Mix_27	0.4157	0.0	0.0348	0.0393	0.2869
Mix_28	0.2273	0.0	0.5072	0.029	0.113
Mix_29	0.3354	0.0001	0.2397	0.0096	0.2428
Mix_30	0.1373	0.0	0.7503	0.0	0.0978
Mix_31	0.2939	0.0001	0.3715	0.0162	0.1728
Mix_32	0.2407	0.0371	0.1501	0.0304	0.2909
Mix_33	0.127	0.0	0.4193	0.0242	0.252
Mix_34	0.2557	0.0	0.5563	0.0378	0.0648
Mix_35	0.1871	0.0001	0.6699	0.0024	0.0809
Mix_36	0.2435	0.0002	0.5371	0.0087	0.111
Mix_37	0.0711	0.0	0.8016	0.0061	0.0849
Mix_38	0.062	0.0	0.6605	0.024	0.1485
Mix_39	0.4678	0.0	0.1307	0.0527	0.1493
Mix_40	0.176	0.0	0.7572	0.0	0.0489
Mix_41	0.1274	0.0001	0.8269	0.0069	0.0282
Mix_42	0.3311	0.0	0.1459	0.0137	0.3009
Mix_43	0.2644	0.0	0.6	0.0183	0.0569
