	B Cells	CD4 T Cells	CD8 T Cells	Endo	Fibroblast	Macrophages	Mast Cell
mix_1	0.0575	0.3871	0.191	0	0	0	0
mix_2	0.1039	0.3816	0.1083	0	0	0	0
mix_3	0.0994	0.3447	0.0108	0	0	0	0
mix_4	0.0721	0.4776	0.1148	0	0	0	0
mix_5	0.0805	0.4144	0.1107	0	0	0	0
mix_6	0.0743	0.4609	0.1405	0	0	0	0
mix_7	0.09	0.3517	0.0772	0	0	0	0
mix_8	0.0831	0.3748	0.1133	0	0	0	0
mix_9	0.0574	0.4684	0.1622	0	0	0	0
mix_10	0.0914	0.531	0.0152	0	0	0	0
mix_11	0.0801	0.3727	0.1885	0	0	0	0
mix_12	0.0686	0.484	0.1023	0	0	0	0
mix_13	0.0691	0.5515	0.0731	0	0	0	0
mix_14	0.0756	0.4751	0.1435	0	0	0	0
mix_15	0.083	0.4119	0.1249	0	0	0	0
mix_16	0.1192	0.3168	0.0152	0	0	0	0
mix_17	0.1007	0.3466	0.0	0	0	0	0
mix_18	0.0781	0.577	0.0	0	0	0	0
mix_19	0.0888	0.3624	0.0385	0	0	0	0
mix_20	0.0881	0.4762	0.112	0	0	0	0
mix_21	0.0879	0.4974	0.0029	0	0	0	0
mix_22	0.0547	0.4486	0.1415	0	0	0	0
mix_23	0.065	0.4674	0.151	0	0	0	0
mix_24	0.0815	0.4642	0.0845	0	0	0	0
mix_25	0.0754	0.4753	0.1417	0	0	0	0
mix_26	0.0867	0.4641	0.0001	0	0	0	0
mix_27	0.0689	0.4007	0.1652	0	0	0	0
mix_28	0.0756	0.4812	0.1091	0	0	0	0
mix_29	0.0665	0.4061	0.1637	0	0	0	0
mix_30	0.082	0.4789	0.1299	0	0	0	0
mix_31	0.07	0.5071	0.0771	0	0	0	0
mix_32	0.0922	0.3967	0.1265	0	0	0	0
mix_33	0.0706	0.5589	0.0351	0	0	0	0
mix_34	0.0943	0.4194	0.0	0	0	0	0
mix_35	0.0642	0.4653	0.1234	0	0	0	0
mix_36	0.0742	0.4546	0.0909	0	0	0	0
mix_37	0.0925	0.3825	0.0452	0	0	0	0
mix_38	0.0886	0.3721	0.0863	0	0	0	0
mix_39	0.0756	0.4359	0.1418	0	0	0	0
mix_40	0.0691	0.5006	0.0704	0	0	0	0
mix_41	0.0904	0.4558	0.0	0	0	0	0
mix_42	0.0704	0.5619	0.0361	0	0	0	0
mix_43	0.09	0.4773	0.0	0	0	0	0
mix_44	0.0784	0.4705	0.1138	0	0	0	0
mix_45	0.083	0.4106	0.1139	0	0	0	0
mix_46	0.0695	0.4782	0.0404	0	0	0	0
mix_47	0.1332	0.258	0.0003	0	0	0	0
mix_48	0.0705	0.5815	0.0154	0	0	0	0
mix_49	0.066	0.447	0.1259	0	0	0	0
mix_50	0.0664	0.4535	0.1236	0	0	0	0
mix_51	0.1015	0.4034	0.0	0	0	0	0
mix_52	0.088	0.4508	0.0114	0	0	0	0
mix_53	0.1042	0.4624	0.013	0	0	0	0
mix_54	0.08	0.5154	0.0678	0	0	0	0
mix_55	0.0872	0.5577	0.0	0	0	0	0
mix_56	0.0781	0.5221	0.1032	0	0	0	0
mix_57	0.0729	0.4352	0.1597	0	0	0	0
mix_58	0.0728	0.4758	0.1063	0	0	0	0
mix_59	0.1023	0.3838	0.002	0	0	0	0
mix_60	0.0775	0.5581	0.0318	0	0	0	0
mix_61	0.0806	0.4476	0.0894	0	0	0	0
mix_62	0.0877	0.4115	0.0455	0	0	0	0
mix_63	0.0718	0.4868	0.1097	0	0	0	0
mix_64	0.1389	0.2493	0.0	0	0	0	0
mix_65	0.0897	0.4152	0.0126	0	0	0	0
mix_66	0.0959	0.3918	0.0552	0	0	0	0
mix_67	0.0832	0.4049	0.1509	0	0	0	0
mix_68	0.0865	0.4397	0.0434	0	0	0	0
mix_69	0.0878	0.4953	0.0712	0	0	0	0
mix_70	0.0902	0.4446	0.0001	0	0	0	0
mix_71	0.0864	0.4164	0.0615	0	0	0	0
mix_72	0.0898	0.3591	0.0599	0	0	0	0
mix_73	0.0976	0.4183	0.0057	0	0	0	0
mix_74	0.0511	0.5087	0.1499	0	0	0	0
mix_75	0.0855	0.5469	0.0276	0	0	0	0
mix_76	0.0798	0.3502	0.1236	0	0	0	0
mix_77	0.0786	0.4849	0.0972	0	0	0	0
mix_78	0.0865	0.4752	0.0445	0	0	0	0
mix_79	0.1201	0.3543	0.0	0	0	0	0
mix_80	0.1003	0.4824	0.0117	0	0	0	0
mix_81	0.1005	0.4053	0.0003	0	0	0	0
mix_82	0.1166	0.2324	0.0001	0	0	0	0
mix_83	0.0832	0.4925	0.0001	0	0	0	0
mix_84	0.0837	0.4035	0.0872	0	0	0	0
mix_85	0.095	0.3743	0.0318	0	0	0	0
mix_86	0.0822	0.476	0.0944	0	0	0	0
mix_87	0.0294	0.4656	0.2051	0	0	0	0
mix_88	0.0672	0.4676	0.1262	0	0	0	0
mix_89	0.1304	0.3502	0.0	0	0	0	0
mix_90	0.0677	0.3602	0.2274	0	0	0	0
mix_91	0.0626	0.4709	0.1196	0	0	0	0
mix_92	0.0719	0.4861	0.085	0	0	0	0
mix_93	0.1185	0.2989	0.0	0	0	0	0
mix_94	0.0579	0.4938	0.1342	0	0	0	0
mix_95	0.0582	0.5382	0.0805	0	0	0	0
mix_96	0.0801	0.4931	0.0656	0	0	0	0
mix_97	0.0623	0.4836	0.116	0	0	0	0
mix_98	0.0662	0.5506	0.0445	0	0	0	0
mix_99	0.127	0.2285	0.0	0	0	0	0
mix_100	0.0684	0.4918	0.0813	0	0	0	0
