	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells
Mix_1	0	0	135.407354167	76.7017141667	370.055195
Mix_2	0	0	109.240559025	46.6991567238	83.70380498
Mix_3	0	0	174.533505637	38.471490636	1485.564257
Mix_4	0	0	156.952766393	32.7124966383	964.5705344
Mix_5	0	0	156.157333993	30.7250105833	499.3658313
Mix_6	0	0	122.297440202	85.501862535	788.6589709
Mix_7	0	0	102.367759142	21.7867242538	1342.121904
Mix_8	0	0	25.3493530747	57.036044415	685.3378671
Mix_9	0	0	127.524558752	43.2012545097	697.2266636
Mix_10	0	0	102.464770978	57.7967706695	1137.223143
Mix_11	0	0	105.82928693	33.4766111742	163.0634931
Mix_12	0	0	143.683545425	63.8593535147	858.5091839
Mix_13	0	0	102.909695662	36.9229311488	1066.761312
Mix_14	0	0	169.9380969	16.3722698162	1466.227719
Mix_15	0	0	84.6052556338	33.7413817093	864.1822539
Mix_16	0	0	57.3787625415	47.2592353268	1101.672241
Mix_17	0	0	89.3919832123	32.506175716	1267.740853
Mix_18	0	0	43.1003278485	37.2609285923	433.7839448
Mix_19	0	0	143.360391688	67.1655315682	1356.300192
Mix_20	0	0	75.5990059858	59.7390746617	882.6051782
Mix_21	0	0	56.1051593778	69.4705245717	986.0995813
Mix_22	0	0	118.919409802	75.5445490867	1163.530639
Mix_23	0	0	78.7410542517	46.7157747332	232.6974439
Mix_24	0	0	35.8590573865	38.6843164527	1502.168513
Mix_25	0	0	92.9299870297	27.3323491293	1112.759931
Mix_26	0	0	54.706748608	32.2991873722	1309.328308
Mix_27	0	0	13.671059134	62.1056686317	1972.147931
Mix_28	0	0	97.2306075383	64.1389815783	740.5369268
Mix_29	0	0	57.2490421955	32.8504253298	1284.037013
Mix_30	0	0	168.833698733	22.7804320805	1554.885662
Mix_31	0	0	71.2905493988	46.0148091548	924.5088065
Mix_32	0	0	39.9475457365	48.12578345	653.0008264
Mix_33	0	0	83.1631672933	47.1175933033	1197.254355
Mix_34	0	0	108.147553027	79.2479981283	872.4053129
Mix_35	0	0	140.916592977	34.6300130703	498.2408109
Mix_36	0	0	109.417953518	40.9669115085	1028.010195
Mix_37	0	0	176.1568357	40.5316613135	1353.7008
Mix_38	0	0	129.607428032	55.8846272948	746.2094654
Mix_39	0	0	25.5560279783	81.8507749217	557.586065
Mix_40	0	0	172.877813755	37.0556664097	1275.356834
Mix_41	0	0	186.28296538	48.0481579622	504.1202456
Mix_42	0	0	37.0558347387	30.4723108018	1438.970232
Mix_43	0	0	120.783421512	61.0639746917	1023.857983
Mix_44	0	0	161.473913073	57.479892929	452.6089683
Mix_45	0	0	90.0455740917	45.1175718663	1927.923134
Mix_46	0	0	15.4059410617	42.569047675	1913.174628
Mix_47	0	0	115.767576808	71.4264105933	895.123641
Mix_48	0	0	103.571268442	40.3310634733	689.7434937
Mix_49	0	0	195.291759438	20.1284189497	708.9505728
Mix_50	0	0	45.1185679452	36.9151919517	2005.139474
Mix_51	0	0	76.8193050212	45.3599705783	659.1827983
Mix_52	0	0	135.189011473	34.4926695938	1905.998162
Mix_53	0	0	66.9073054315	64.4889690983	1229.482196
Mix_54	0	0	217.067066642	68.3003552883	379.0669718
Mix_55	0	0	203.125323127	37.170807739	1205.235281
Mix_56	0	0	61.053339989	44.5276239067	1930.754496
Mix_57	0	0	227.854864815	37.7205112408	98.80093298
Mix_58	0	0	82.3380732145	30.6749684518	951.731258
Mix_59	0	0	233.686873688	35.087600115	952.0320269
Mix_60	0	0	41.5245523597	22.52927841	2237.024821
Mix_61	0	0	126.463233482	58.3968154533	765.6050027
Mix_62	0	0	167.371808297	28.0945535345	651.8534177
