dtangle	dtangleFullRef	dtangleHalfRef
-0.359460614583042	-0.372924887697567	-0.35547218575458
-0.256050909214353	-0.141388654173915	-0.362544896851055
-0.121164652935369	-0.136202595684817	-0.166821516726896
-0.124740179304303	-0.0836172947191436	-0.137369194521368
