	Neutrophils	Lymphocyte	Monocytes	Other
S10001	0.1738	0.2829	0.0475	0.0665
S10006	0.1488	0.4475	0.0726	0.0572
S1001	0.1303	0.5243	0.0979	0.1111
S10010	0.1918	0.3808	0.1676	0.033
S10011	0.169	0.3871	0.1287	0.0899
S10014	0.151	0.3674	0.0088	0.0558
S10026	0.1669	0.6388	0.1447	0.0786
S10032	0.1463	0.5257	0.2072	0.0982
S10036	0.1662	0.4222	0.0459	0.0302
S10042	0.1414	0.482	0.0805	0.053
S10044	0.1638	0.49	0.0717	0.0244
S10049	0.1327	0.5435	0.0404	0.04
S10057	0.1475	0.4855	0.0529	0.0869
S10062	0.1673	0.5507	0.1485	0.0642
S10066	0.2061	0.2559	0.125	0.0717
S10067	0.14	0.7237	0.065	0.048
S1007	0.1638	0.4334	0.0712	0.066
S10073	0.1698	0.7076	0.1024	0.0874
S10077	0.1575	0.3474	0.0357	0.0718
S10080	0.1422	0.4076	0.0586	0.0733
S10082	0.1665	0.5928	0.1254	0.0601
S10087	0.1477	0.6748	0.0992	0.0568
S10089	0.172	0.3417	0.0277	0.0441
S1009	0.1473	0.78	0.0863	0.0824
S10090	0.1814	0.4599	0.0706	0.033
S10093	0.1414	0.2547	0.0681	0.058
S10094	0.1537	0.422	0.1129	0.0556
S1010	0.1437	0.4346	0.1043	0.1386
S10111	0.1238	0.5534	0.0566	0.0684
S10116	0.1174	0.6967	0.097	0.1229
S10119	0.1649	0.6476	0.0855	0.1163
S10121	0.1619	0.6111	0.1343	0.1035
S10130	0.1846	0.3731	0.144	0.0904
S10140	0.1642	0.3678	0.13	0.0576
S10142	0.1178	0.7652	0.1219	0.0886
S10150	0.1856	0.2066	0.149	0.0601
S10155	0.1353	0.4766	0.0206	0.0169
S1016	0.1582	0.4946	0.1155	0.0805
S10163	0.1537	0.3241	0.0465	0.0623
S10167	0.1205	0.4234	0.0401	0.0488
S10168	0.1302	0.6716	0.045	0.0477
S10173	0.1668	0.7568	0.064	0.0988
S10175	0.1468	0.4088	0.0348	0.0659
S10179	0.1132	0.7371	0.1153	0.0516
S10186	0.077	0.7535	0.1172	0.1034
S1019	0.1354	0.5374	0.0187	0.058
S10190	0.1375	0.7123	0.119	0.1213
S10195	0.1807	0.324	0.1374	0.0984
S10196	0.1488	0.376	0.0383	0.0336
S10200	0.1416	0.4251	0.1614	0.1048
S10201	0.1914	0.1213	0.1527	0.0573
S10202	0.1459	0.5596	0.1216	0.0901
S10205	0.1526	0.5931	0.0824	0.0163
S10211	0.1348	0.3306	0.0497	0.0954
S10221	0.1412	0.4302	0.0663	0.0124
S10222	0.1617	0.3155	0.1003	0.0515
S10226	0.1651	0.5045	0.1244	0.0882
S10227	0.1594	0.3158	0.0222	0.0845
S10228	0.1386	0.3955	0.076	0.0858
S10232	0.1309	0.7479	0.0303	0.1237
S10248	0.159	0.5773	0.0321	0.0629
S10249	0.1686	0.2066	0.1739	0.109
S1025	0.1152	0.5807	0.048	0.0378
S10266	0.1716	0.3477	0.1056	0.0731
S10269	0.1645	0.5164	0.0715	0.07
S10272	0.1898	0.3907	0.0823	0.0969
S10273	0.1677	0.5515	0.1049	0.0433
S10274	0.1643	0.4262	0.1522	0.0522
S1028	0.1557	0.4988	0.0323	0.0307
S10280	0.126	0.604	0.0255	0.1072
S10283	0.1204	0.7942	0.1326	0.0901
S1029	0.138	0.5025	0.0978	0.028
S10292	0.138	0.5744	0.0473	0.0552
S10294	0.1205	0.5738	0.0489	0.0156
S10302	0.1646	0.5923	0.0894	0.1233
S10303	0.17	0.5495	0.1247	0.1286
S10323	0.1578	0.4326	0.1009	0.1215
S10326	0.1448	0.462	0.1002	0.0644
S10328	0.158	0.6399	0.0602	0.0374
S10329	0.1423	0.6217	0.0811	0.0457
S10336	0.1452	0.4441	0.1004	0.1248
S10340	0.1735	0.599	0.08	0.0712
S10347	0.1648	0.4022	0.0791	0.1337
S10353	0.1617	0.514	0.0524	0.0507
S10356	0.1426	0.5017	0.0696	0.0934
S10358	0.1611	0.3802	0.0984	0.094
S10365	0.1635	0.3748	0.0977	0.0357
S1037	0.1248	0.8811	0.1019	0.0748
S10373	0.1461	0.5515	0.0941	0.047
S10374	0.1581	0.4186	0.0008	0.0715
S10375	0.1543	0.4616	0.1104	0.0527
S10377	0.1287	0.3462	0.0826	0.1102
S10378	0.146	0.6437	0.0641	0.0342
S10390	0.1739	0.3267	0.0005	0.0568
S10391	0.146	0.2919	0.0579	0.0975
S10393	0.1264	0.6556	0.094	0.048
S10400	0.1539	0.2907	0.1096	0.0834
S10401	0.1448	0.3899	0.0887	0.079
S10406	0.187	0.2353	0.1403	0.0839
S10408	0.1608	0.3985	0.0948	0.0547
S10409	0.1395	0.6958	0.1145	0.0422
S10418	0.2098	0.1409	0.0603	0.06
S10431	0.1508	0.4496	0.0506	0.0794
S10438	0.1447	0.4613	0.0893	0.0921
S10439	0.1426	0.4452	0.1459	0.0638
S10441	0.1446	0.3972	0.1489	0.1465
S10442	0.136	0.4855	0.1544	0.0946
S1046	0.1806	0.3075	0.0831	0.0569
S10478	0.185	0.1355	0.1931	0.0899
S10480	0.1384	0.7905	0.0751	0.1553
S10484	0.1707	0.3635	0.1492	0.1061
S10492	0.1017	0.5639	0.0595	0.0424
S10496	0.1435	0.7647	0.0813	0.0527
S10510	0.1688	0.5222	0.0596	0.0713
S10513	0.181	0.4248	0.1695	0.1493
S10516	0.1492	0.4292	0.093	0.1474
S10534	0.1642	0.5523	0.1381	0.0937
S10535	0.1249	0.6117	0.0615	0.0555
S10537	0.143	0.4597	0.0825	0.0733
S1054	0.1314	0.5892	0.119	0.1597
S10543	0.1562	0.663	0.1046	0.0457
S10546	0.1425	0.4884	0.0953	0.076
S1055	0.1578	0.1893	0.12	0.1015
S10551	0.1399	0.4585	0.0563	0.083
S10552	0.1683	0.1774	0.105	0.0657
S10555	0.1407	0.7691	0.1142	0.0514
S10559	0.1525	0.3643	0.0797	0.0704
S1056	0.1671	0.5831	0.0909	0.0467
S10563	0.1643	0.4437	0.0942	0.0642
S10574	0.1278	0.6655	0.0525	0.0495
S10576	0.174	0.3107	0.1246	0.098
S10578	0.1487	0.2852	0.0715	0.093
S10579	0.1711	0.3701	0.0564	0.0408
S10582	0.1753	0.5645	0.1144	0.0469
S1059	0.1432	0.4244	0.0794	0.0292
S10599	0.1429	0.3177	0.1082	0.0652
S10611	0.1529	0.3964	0.084	0.1104
S10614	0.1863	0.3324	0.0951	0.0377
S10624	0.1316	0.4957	0.0797	0.1487
S10632	0.1665	0.2855	0.1008	0.0955
S10634	0.1639	0.5774	0.0963	0.1002
S10638	0.1436	0.4744	0.1186	0.1375
S10644	0.1449	0.7315	0.0785	0.1138
S10649	0.1838	0.3319	0.0611	0.0001
S10652	0.2044	0.3481	0.11	0.0478
S10654	0.138	0.6654	0.1255	0.0622
S10655	0.1505	0.5095	0.0835	0.0936
S10656	0.1568	0.6949	0.0393	0.047
S10657	0.1327	0.3742	0.079	0.1105
S10658	0.1459	0.6532	0.117	0.0497
S10660	0.0846	0.747	0.0599	0.1392
S10661	0.1526	0.7629	0.1161	0.0857
S10676	0.1298	0.3718	0.1132	0.0603
S1068	0.1461	0.6571	0.1225	0.0762
S10681	0.1612	0.4212	0.0171	0.0944
S10686	0.1535	0.4131	0.109	0.0947
S10688	0.1243	0.5873	0.0794	0.085
S10690	0.1368	0.4385	0.1109	0.0703
S10698	0.1566	0.717	0.0805	0.0822
S107	0.1556	0.6438	0.0851	0.0785
S10703	0.1251	0.7008	0.0975	0.0645
S10726	0.1556	0.5287	0.0893	0.086
S10729	0.1514	0.2915	0.1091	0.1135
S10733	0.1303	0.5253	0.1359	0.0609
S10734	0.1215	0.5164	0.0889	0.0827
S10735	0.1547	0.5627	0.1002	0.0852
S10740	0.1759	0.3058	0.1775	0.1072
S10745	0.1751	0.3603	0.1406	0.0623
S10748	0.1308	0.447	0.0727	0.1113
S10753	0.1475	0.4035	0.0961	0.063
S10756	0.1308	0.5827	0.082	0.0691
S10757	0.13	0.9409	0.0795	0.1027
S1076	0.161	0.46	0.0993	0.0506
S10764	0.1552	0.3554	0.0174	0.0936
S10767	0.1168	0.6703	0.0	0.055
S10776	0.1804	0.4722	0.1237	0.0336
S10778	0.1836	0.4488	0.1298	0.0672
S10784	0.1972	0.2783	0.1288	0.046
S10787	0.1375	0.5031	0.1077	0.1011
S10800	0.1637	0.6972	0.0854	0.068
S10805	0.1683	0.3496	0.1511	0.1108
S10813	0.1521	0.4811	0.1137	0.0639
S10814	0.1819	0.3064	0.067	0.0441
S10815	0.1691	0.4267	0.0325	0.0206
S10817	0.1591	0.5716	0.0569	0.1066
S1083	0.1274	0.5997	0.0747	0.0478
S10835	0.1189	0.3001	0.1393	0.1135
S10838	0.1445	0.5187	0.1072	0.0591
S10844	0.146	0.518	0.0584	0.0949
S10845	0.1518	0.4216	0.1278	0.0816
S10846	0.1284	0.8448	0.0388	0.0839
S10853	0.1787	0.2449	0.0699	0.0556
S10854	0.1397	0.7515	0.0608	0.0893
S10865	0.1499	0.5107	0.1163	0.0783
S10866	0.1584	0.4242	0.0817	0.083
S10869	0.1669	0.2475	0.1706	0.107
S10873	0.1544	0.4535	0.1088	0.073
S10876	0.1229	0.6721	0.0724	0.0808
S10883	0.164	0.3613	0.1123	0.1059
S10885	0.1355	0.3257	0.0941	0.0274
S10893	0.1557	0.3988	0.0757	0.0798
S10895	0.1457	0.4106	0.1347	0.0883
