	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.216545787671	0.752496503755	0.490701251353	0.0	0.315065538802	0.368139984142	0.142676678596
B	0.192998891984	0.699278951014	0.543568390014	0.00781349308147	0.441909882602	0.331488309363	0.137446345621
C	0.00962817075153	0.0690351462712	0.374844949737	0.000863277600725	1.1209344856	0.17842643654	0.101887473667
D	0.0141363173012	0.0651438273365	0.372188824684	0.0	1.00189749195	0.175746764484	0.101940683735
E	0.0337192674222	0.193384244413	0.559198982502	0.0	0.272993552187	0.716527868839	0.159064499603
F	0.0274084762729	0.246993812127	1.18368690395	0.0141493947945	0.139947647561	0.102526165456	0.203933154841
G	0.270166835615	1.26735627773	0.0	0.357881560768	0.130014286632	0.201785994205	0.448445974069
H	0.148468685177	1.59759615477	0.0	0.0	0.161894329692	0.163383599055	0.268677615282
I	0.175564778166	1.59152795939	0.0	0.0	0.155808731832	0.164437414625	0.24117873212
J	0.0238883420698	0.0160261108439	0.172429100116	0.0	1.15005443892	0.0	0.137452349889
K	0.00905146049937	0.0411857787801	0.25073969522	0.0107133626519	0.35942377115	0.657659316787	0.087156911083
L	0.0372348203514	0.0441481464281	0.187709068878	0.0198512521512	1.2354586992	0.0	0.181069909108
