	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.211849132808	0.11040810757	0.192000730108	0.191552074734	0.0	0.200903084258	0.0448663459196
B	0.206633717537	0.117591587642	0.195170879163	0.190129850919	0.0	0.19950568556	0.0526633178936
C	0.0890420905471	0.0	0.125250463566	0.0630709057564	0.30079212562	0.156048721338	0.265795693173
D	0.0940217031049	0.0	0.12950097032	0.0594651129745	0.288276465112	0.160371519832	0.268364228657
E	0.0720012317611	0.0	0.208787364409	0.0663149714218	0.0	0.614973793476	0.0379226389319
F	0.0846457530898	0.0312792104619	0.589252105041	0.155256712318	0.0	0.12881863575	0.0
G	0.151521197782	0.120064475684	0.072181116769	0.516734795705	0.0	0.0259297885179	0.0409043673005
H	0.139371439859	0.286711687645	0.0489161754285	0.240415206391	0.0	0.0262615906544	0.142645530665
I	0.141239823025	0.293335118444	0.0479446035953	0.242441612996	0.0	0.0318399839165	0.12812577736
J	0.0764812602659	0.0	0.0864219775424	0.0252957972254	0.536936504631	0.0	0.274864460336
K	0.0552836419256	0.0	0.171095535264	0.0	0.0	0.733748417525	0.0398724052855
L	0.0562109787695	0.0	0.0950886449665	0.0574147235063	0.3453473525	0.00144535877074	0.444492941487
