	Neutrophils	Lymphocyte	Monocytes	Other
S10001	0.4725	0.2662	0.1283	0.1016
S10006	0.4573	0.2321	0.1195	0.1875
S1001	0.375	0.2388	0.1755	0.1992
S10010	0.591	0.1985	0.1831	0.0274
S10011	0.4235	0.3322	0.1836	0.0607
S10014	0.4278	0.2212	0.1289	0.1389
S10026	0.4804	0.2201	0.1425	0.157
S10032	0.415	0.184	0.2702	0.1307
S10036	0.4442	0.2247	0.139	0.138
S10042	0.4729	0.2667	0.1716	0.0808
S10044	0.5185	0.2644	0.1029	0.1004
S10049	0.4694	0.2748	0.0878	0.1322
S10057	0.3026	0.3705	0.128	0.1988
S10062	0.4893	0.2716	0.1894	0.0495
S10066	0.5673	0.1998	0.1741	0.0588
S10067	0.3903	0.3599	0.128	0.1217
S1007	0.4232	0.2522	0.1272	0.1761
S10073	0.4472	0.4104	0.094	0.0485
S10077	0.4131	0.2486	0.1674	0.1184
S10080	0.462	0.2669	0.1857	0.0624
S10082	0.4373	0.3474	0.1632	0.0521
S10087	0.446	0.3002	0.1504	0.1033
S10089	0.5291	0.2446	0.1142	0.1059
S1009	0.3091	0.5024	0.1178	0.0706
S10090	0.5083	0.2925	0.0762	0.123
S10093	0.4084	0.2289	0.1634	0.1925
S10094	0.4946	0.2144	0.1892	0.088
S1010	0.4103	0.3513	0.1598	0.0785
S10111	0.3954	0.371	0.1212	0.0872
S10116	0.199	0.5594	0.1403	0.1014
S10119	0.4114	0.3143	0.1432	0.1216
S10121	0.4827	0.3052	0.1214	0.0906
S10130	0.5257	0.1953	0.1908	0.0883
S10140	0.5803	0.1685	0.1688	0.0823
S10142	0.3063	0.3459	0.1351	0.1828
S10150	0.6031	0.1835	0.1464	0.067
S10155	0.4231	0.3022	0.1442	0.0766
S1016	0.4723	0.2254	0.1516	0.1508
S10163	0.4368	0.3569	0.1383	0.068
S10167	0.4021	0.3025	0.119	0.1281
S10168	0.3756	0.3905	0.1046	0.1033
S10173	0.3597	0.4637	0.1164	0.0603
S10175	0.4431	0.2325	0.1471	0.1141
S10179	0.3309	0.3496	0.1302	0.1893
S10186	0.2185	0.4676	0.1656	0.1257
S1019	0.3618	0.3428	0.1518	0.0697
S10190	0.3976	0.3204	0.1416	0.1372
S10195	0.5529	0.2015	0.115	0.1306
S10196	0.4816	0.2688	0.1126	0.0953
S10200	0.4998	0.2447	0.1616	0.094
S10201	0.7087	0.1208	0.1204	0.0501
S10202	0.4006	0.3673	0.1868	0.0453
S10205	0.4967	0.2934	0.081	0.122
S10211	0.3933	0.2441	0.1197	0.1951
S10221	0.4639	0.2746	0.1341	0.0768
S10222	0.5724	0.1866	0.1192	0.1219
S10226	0.5481	0.2454	0.1266	0.0799
S10227	0.5055	0.1989	0.1395	0.1
S10228	0.4716	0.3116	0.1436	0.0548
S10232	0.262	0.5272	0.0767	0.1341
S10248	0.4976	0.2554	0.0467	0.1703
S10249	0.4969	0.181	0.2564	0.0576
S1025	0.3888	0.3337	0.1479	0.1154
S10266	0.5551	0.2407	0.1372	0.0669
S10269	0.5362	0.2549	0.1051	0.1024
S10272	0.5996	0.1668	0.0812	0.1523
S10273	0.5344	0.2666	0.136	0.0527
S10274	0.5056	0.2149	0.1455	0.134
S1028	0.4692	0.1905	0.1423	0.1488
S10280	0.4199	0.2918	0.1551	0.1075
S10283	0.2948	0.3506	0.1908	0.1551
S1029	0.4246	0.3153	0.1585	0.1014
S10292	0.3654	0.3952	0.106	0.1077
S10294	0.3366	0.2613	0.1347	0.1899
S10302	0.4064	0.3176	0.13	0.146
S10303	0.43	0.3474	0.1522	0.0705
S10323	0.478	0.2793	0.1422	0.1005
S10326	0.5065	0.2052	0.1496	0.1244
S10328	0.4086	0.4552	0.0952	0.0377
S10329	0.4127	0.3203	0.1431	0.1239
S10336	0.4524	0.3194	0.1417	0.0695
S10340	0.5262	0.2974	0.1058	0.0706
S10347	0.3876	0.3436	0.1386	0.1303
S10353	0.471	0.2848	0.1432	0.0891
S10356	0.3554	0.3376	0.1869	0.0995
S10358	0.5373	0.2338	0.1568	0.0721
S10365	0.5421	0.2058	0.1654	0.077
S1037	0.2752	0.5087	0.0896	0.1265
S10373	0.387	0.3158	0.1358	0.1534
S10374	0.359	0.2335	0.108	0.2409
S10375	0.5031	0.2704	0.1539	0.0726
S10377	0.3179	0.3005	0.1525	0.2018
S10378	0.477	0.3262	0.1143	0.0827
S10390	0.3792	0.3041	0.1228	0.194
S10391	0.315	0.1653	0.1211	0.3335
S10393	0.4246	0.1994	0.1023	0.2569
S10400	0.4447	0.2094	0.2337	0.0924
S10401	0.4102	0.3185	0.1731	0.0982
S10406	0.5675	0.1263	0.1281	0.1783
S10408	0.4768	0.298	0.1287	0.0965
S10409	0.3943	0.2579	0.1216	0.2207
S10418	0.5095	0.1755	0.1541	0.161
S10431	0.4302	0.2659	0.1532	0.1155
S10438	0.4293	0.2595	0.1665	0.1097
S10439	0.4611	0.2122	0.2342	0.0925
S10441	0.5344	0.1738	0.2274	0.0635
S10442	0.4464	0.2817	0.1989	0.0731
S1046	0.6097	0.1743	0.1406	0.0717
S10478	0.6597	0.0746	0.1971	0.0687
S10480	0.2911	0.4541	0.0852	0.1696
S10484	0.5018	0.2372	0.1705	0.0904
S10492	0.3626	0.3286	0.1176	0.1718
S10496	0.4254	0.3595	0.11	0.1053
S10510	0.3598	0.2435	0.1828	0.157
S10513	0.4458	0.2413	0.1968	0.1154
S10516	0.408	0.2422	0.2115	0.1268
S10534	0.453	0.2601	0.1745	0.1115
S10535	0.3211	0.2996	0.1517	0.1808
S10537	0.4464	0.2389	0.2128	0.068
S1054	0.3665	0.3051	0.1365	0.192
S10543	0.487	0.3259	0.0867	0.1004
S10546	0.4152	0.203	0.1549	0.1925
S1055	0.5554	0.152	0.1646	0.1279
S10551	0.3824	0.269	0.1829	0.1325
S10552	0.5198	0.193	0.1531	0.134
S10555	0.3892	0.379	0.1031	0.1288
S10559	0.4637	0.2031	0.2098	0.0951
S1056	0.4398	0.331	0.1627	0.0666
S10563	0.5428	0.2977	0.1076	0.052
S10574	0.4077	0.347	0.1349	0.0934
S10576	0.6003	0.1618	0.1263	0.1086
S10578	0.496	0.1566	0.1685	0.1724
S10579	0.5926	0.1946	0.0828	0.1301
S10582	0.5616	0.2372	0.1081	0.0931
S1059	0.4838	0.3007	0.1442	0.0691
S10599	0.5259	0.1632	0.1965	0.0767
S10611	0.5081	0.2245	0.1169	0.1433
S10614	0.5991	0.1892	0.1798	0.0127
S10624	0.3439	0.2814	0.1842	0.1593
S10632	0.4377	0.2068	0.1904	0.1312
S10634	0.514	0.2927	0.0999	0.0935
S10638	0.4805	0.235	0.1922	0.0925
S10644	0.393	0.3573	0.118	0.1315
S10649	0.6645	0.163	0.0726	0.0885
S10652	0.5684	0.1793	0.1315	0.1208
S10654	0.4523	0.2753	0.1319	0.1406
S10655	0.4751	0.2492	0.1597	0.0958
S10656	0.4526	0.3595	0.0676	0.1151
S10657	0.3897	0.249	0.1961	0.1253
S10658	0.5077	0.2894	0.117	0.0858
S10660	0.2203	0.3498	0.1391	0.2696
S10661	0.4255	0.3783	0.1052	0.0911
S10676	0.4317	0.1297	0.187	0.1942
S1068	0.4104	0.3278	0.1675	0.0916
S10681	0.4758	0.1667	0.1204	0.1723
S10686	0.4237	0.1973	0.1858	0.1931
S10688	0.433	0.3813	0.1006	0.0853
S10690	0.4085	0.2936	0.1579	0.1399
S10698	0.3908	0.339	0.1576	0.1118
S107	0.4623	0.336	0.0951	0.1064
S10703	0.3583	0.3314	0.1618	0.13
S10726	0.4315	0.3093	0.1435	0.1128
S10729	0.389	0.2237	0.2277	0.1594
S10733	0.4403	0.2294	0.1988	0.1126
S10734	0.3126	0.2502	0.2023	0.1909
S10735	0.4446	0.2979	0.1608	0.0903
S10740	0.4796	0.2306	0.2283	0.0615
S10745	0.6021	0.1377	0.1641	0.0959
S10748	0.4126	0.3333	0.1474	0.1058
S10753	0.4793	0.2768	0.1786	0.0599
S10756	0.4719	0.2269	0.1302	0.1457
S10757	0.3342	0.4692	0.0828	0.1137
S1076	0.4778	0.3092	0.1659	0.0471
S10764	0.3958	0.2891	0.1252	0.1781
S10767	0.3053	0.3937	0.0817	0.1806
S10776	0.5657	0.2122	0.1895	0.0326
S10778	0.6208	0.2417	0.1013	0.0361
S10784	0.6317	0.1627	0.1787	0.0265
S10787	0.4116	0.3279	0.1714	0.0725
S10800	0.4551	0.3243	0.1147	0.1059
S10805	0.5075	0.2282	0.1423	0.122
S10813	0.4822	0.2393	0.1941	0.0845
S10814	0.5152	0.2191	0.0794	0.1863
S10815	0.5243	0.2719	0.0699	0.1189
S10817	0.3806	0.3476	0.121	0.1509
S1083	0.4147	0.3006	0.1558	0.1049
S10835	0.3711	0.124	0.2503	0.201
S10838	0.5158	0.2169	0.127	0.1404
S10844	0.4534	0.2659	0.1034	0.1471
S10845	0.506	0.1905	0.1563	0.1458
S10846	0.2741	0.4841	0.1155	0.0682
S10853	0.5804	0.111	0.1201	0.1567
S10854	0.3536	0.3965	0.1564	0.0881
S10865	0.4315	0.3369	0.1622	0.0694
S10866	0.4695	0.1899	0.1662	0.1445
S10869	0.6063	0.1277	0.1737	0.0924
S10873	0.4758	0.2633	0.1343	0.1268
S10876	0.3857	0.2756	0.1807	0.1578
S10883	0.529	0.1863	0.1747	0.0964
S10885	0.4712	0.1888	0.1755	0.1437
S10893	0.556	0.1831	0.1545	0.1033
S10895	0.5032	0.2135	0.193	0.0902
S10902	0.4351	0.2238	0.0907	0.2029
S10903	0.4531	0.1935	0.1613	0.1768
S1092	0.6292	0.1683	0.1357	0.0667
S10925	0.4583	0.203	0.131	0.1688
S10927	0.524	0.2448	0.1765	0.0519
S10936	0.3681	0.3298	0.131	0.171
S10945	0.5862	0.2113	0.1864	0.016
S10947	0.3843	0.2668	0.1967	0.1523
S10949	0.4328	0.2775	0.064	0.2024
S1095	0.437	0.2439	0.1536	0.1654
S10961	0.5255	0.1943	0.141	0.139
S10969	0.4429	0.3333	0.1335	0.0895
S10972	0.4211	0.3095	0.1842	0.0798
S10973	0.608	0.2352	0.1259	0.0309
S10978	0.5593	0.2699	0.0999	0.071
S10979	0.46	0.3521	0.0945	0.0936
S10986	0.5175	0.2345	0.1584	0.0895
S10989	0.5286	0.2594	0.1204	0.0873
S10995	0.486	0.2127	0.1632	0.127
S11005	0.3815	0.2644	0.1681	0.1795
S11008	0.5539	0.2499	0.0899	0.1063
S11010	0.389	0.292	0.1148	0.1722
S11013	0.4287	0.3216	0.1863	0.038
S11016	0.403	0.2396	0.16	0.1934
S11017	0.4394	0.2087	0.285	0.0669
S11020	0.4691	0.2943	0.1705	0.066
S11027	0.5302	0.2001	0.1696	0.1002
S11035	0.5522	0.1646	0.1151	0.144
S11041	0.4963	0.2913	0.1058	0.0754
S1106	0.5064	0.2389	0.0951	0.1538
S11071	0.2139	0.4578	0.1444	0.1803
S11076	0.4597	0.2985	0.0996	0.1281
S11078	0.5659	0.2289	0.1279	0.0771
S11081	0.4099	0.3258	0.1794	0.0769
S11086	0.5481	0.275	0.1113	0.0656
S1109	0.4649	0.18	0.2164	0.1028
S11096	0.5906	0.1759	0.1601	0.0719
S11100	0.4402	0.3775	0.0995	0.0827
S11107	0.6041	0.2239	0.1298	0.0419
S11109	0.5835	0.1718	0.1345	0.1103
S1111	0.3132	0.3502	0.0889	0.2396
S11119	0.5026	0.2455	0.1065	0.1454
S11127	0.3714	0.1862	0.1442	0.281
S11136	0.3859	0.3862	0.1478	0.0801
S11147	0.575	0.2121	0.1106	0.1023
S11150	0.6463	0.2134	0.0766	0.0634
S11152	0.5121	0.186	0.1456	0.1564
S1116	0.4171	0.3473	0.09	0.109
S11163	0.4573	0.3735	0.0655	0.1037
S11164	0.5541	0.16	0.1894	0.0909
S11166	0.3153	0.246	0.1624	0.2638
S11173	0.5071	0.2322	0.1194	0.1133
S11174	0.3722	0.2935	0.1708	0.1543
S11182	0.5027	0.3245	0.1389	0.0318
S11188	0.5558	0.1842	0.1673	0.0927
S11189	0.5168	0.2867	0.1098	0.0706
S1119	0.2701	0.4283	0.1564	0.1313
S11195	0.3689	0.4325	0.1594	0.0392
S11197	0.3974	0.4157	0.102	0.0761
S11198	0.6206	0.1531	0.1583	0.0679
S11211	0.374	0.3292	0.2181	0.0786
S11214	0.371	0.2071	0.1568	0.2371
S11216	0.4765	0.322	0.1573	0.0443
S11224	0.5094	0.2528	0.1208	0.1122
S11236	0.5092	0.2569	0.1652	0.0687
S11241	0.4812	0.2535	0.1095	0.1559
S11243	0.4578	0.3339	0.1177	0.0906
S11245	0.4191	0.2476	0.1796	0.1495
S11249	0.4045	0.3493	0.167	0.0792
S11274	0.2732	0.2824	0.1868	0.2447
S11280	0.3832	0.3379	0.1587	0.1187
S11281	0.3864	0.2539	0.2182	0.1251
S11285	0.412	0.2567	0.1785	0.1528
S11298	0.3824	0.3063	0.1424	0.1688
S11311	0.4264	0.2438	0.1829	0.147
S11312	0.5063	0.3126	0.1404	0.0408
S11316	0.4486	0.2485	0.2115	0.0872
S1133	0.497	0.2509	0.0799	0.1677
S11330	0.5396	0.2979	0.0805	0.0819
S11332	0.3578	0.4937	0.0656	0.071
S11334	0.3975	0.2607	0.2002	0.1299
S11335	0.5636	0.2516	0.1233	0.0615
S11345	0.3619	0.3686	0.0848	0.1848
S11349	0.4018	0.3118	0.1969	0.0894
S1135	0.3667	0.22	0.2379	0.1195
S11352	0.5218	0.1847	0.1785	0.115
S11353	0.5787	0.2365	0.1444	0.0405
S11368	0.4515	0.1509	0.2027	0.1464
S11369	0.3606	0.3465	0.2022	0.0908
S11371	0.3638	0.3352	0.1395	0.1615
S11377	0.4712	0.1284	0.2609	0.1318
S11378	0.2904	0.2408	0.1686	0.2079
S11383	0.3626	0.3131	0.1501	0.1314
S11384	0.2889	0.2974	0.1226	0.2289
S11392	0.4346	0.3447	0.1496	0.0711
S1140	0.4901	0.1878	0.1152	0.1939
S11410	0.461	0.2853	0.1571	0.0862
S11411	0.373	0.3553	0.1489	0.1229
S11414	0.4832	0.3153	0.0952	0.105
S11419	0.5105	0.2169	0.1747	0.0978
S11424	0.3869	0.3748	0.1673	0.071
S11425	0.4445	0.3796	0.1225	0.0534
S11433	0.3416	0.3985	0.1741	0.0857
S11434	0.4363	0.2803	0.1448	0.1353
S11436	0.4446	0.2255	0.2344	0.0956
S11437	0.4157	0.3286	0.0792	0.1573
S11440	0.6879	0.133	0.0666	0.1126
S11449	0.5011	0.3272	0.0986	0.0607
S11459	0.3251	0.3926	0.1508	0.0958
S11477	0.5421	0.225	0.1547	0.0781
S11480	0.5471	0.1899	0.1587	0.1045
S11486	0.4663	0.2454	0.1829	0.0833
S11501	0.4377	0.174	0.2039	0.1844
S11504	0.285	0.3642	0.1304	0.2
