	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells	Other
Mix_1	0.0923	0.0	0.0577	0.1188	0.0	0.0613
Mix_2	0.2141	0.0	0.0477	0.0521	0.0	0.0542
Mix_3	0.0655	0.0	0.0957	0.0504	0.0183	0.0603
Mix_4	0.1234	0.0	0.0919	0.0291	0.012	0.0495
Mix_5	0.2817	0.0	0.073	0.0016	0.0	0.0287
Mix_6	0.1563	0.0	0.0241	0.1174	0.0	0.0883
Mix_7	0.1681	0.0	0.0647	0.0146	0.0255	0.0379
Mix_8	0.2121	0.0013	0.0007	0.087	0.0001	0.0401
Mix_9	0.1982	0.0	0.0639	0.0458	0.0	0.0522
Mix_10	0.2263	0.0	0.0316	0.0775	0.0	0.0559
Mix_11	0.185	0.0	0.0624	0.033	0.0	0.0409
Mix_12	0.0313	0.0	0.0871	0.1128	0.0063	0.0269
Mix_13	0.2599	0.0	0.0509	0.0307	0.0	0.0379
Mix_14	0.0895	0.0	0.1106	0.0021	0.0363	0.0149
Mix_15	0.1231	0.0012	0.0567	0.0414	0.0197	0.0264
Mix_16	0.1982	0.0	0.0289	0.065	0.0134	0.0312
Mix_17	0.1488	0.0	0.0564	0.0371	0.0264	0.0186
Mix_18	0.1295	0.0164	0.031	0.0605	0.0043	0.0089
Mix_19	0.0725	0.0	0.0658	0.1083	0.0005	0.0506
Mix_20	0.2139	0.0	0.0293	0.0757	0.0	0.0576
Mix_21	0.2	0.0	0.011	0.1058	0.0	0.0518
Mix_22	0.0781	0.0	0.0528	0.1296	0.0	0.0541
Mix_23	0.2706	0.0	0.0328	0.0465	0.0	0.0252
Mix_24	0.0	0.0224	0.0203	0.0851	0.0443	0.0
Mix_25	0.2559	0.0	0.0539	0.0075	0.0099	0.0404
Mix_26	0.1928	0.0	0.0401	0.0332	0.0307	0.0112
Mix_27	0.2285	0.0	0.0	0.0916	0.0045	0.0562
Mix_28	0.166	0.0	0.04	0.0962	0.0	0.0506
Mix_29	0.2271	0.0	0.0315	0.0306	0.0221	0.0245
Mix_30	0.1582	0.0	0.0982	0.002	0.0154	0.0426
Mix_31	0.2115	0.0	0.0375	0.0552	0.0062	0.0438
Mix_32	0.1237	0.0129	0.0272	0.0811	0.0139	0.0035
Mix_33	0.0765	0.0	0.0564	0.0869	0.0285	0.0111
Mix_34	0.1862	0.0	0.0223	0.1135	0.0	0.083
Mix_35	0.1667	0.0	0.0827	0.0346	0.0	0.0453
Mix_36	0.1973	0.0	0.0593	0.0413	0.0052	0.0537
Mix_37	0.0939	0.0	0.0909	0.0542	0.0089	0.0677
Mix_38	0.0457	0.0	0.0783	0.1037	0.0086	0.0287
Mix_39	0.2416	0.0	0.0	0.1206	0.0	0.0376
Mix_40	0.1793	0.0	0.0778	0.0211	0.0	0.0872
Mix_41	0.145	0.0	0.0809	0.0506	0.0	0.0825
Mix_42	0.2089	0.0007	0.0138	0.0307	0.0285	0.0269
Mix_43	0.2135	0.0	0.0419	0.0754	0.0	0.0684
Mix_44	0.0791	0.0	0.0813	0.0922	0.0	0.058
Mix_45	0.1185	0.0	0.0565	0.078	0.031	0.0115
Mix_46	0.2215	0.0	0.0	0.0638	0.0258	0.0502
Mix_47	0.1658	0.0	0.0477	0.1065	0.0	0.0511
Mix_48	0.2027	0.0	0.0596	0.0458	0.0	0.0349
Mix_49	0.1059	0.0	0.116	0.0122	0.0098	0.0397
Mix_50	0.0924	0.0031	0.0317	0.0783	0.045	0.002
Mix_51	0.1964	0.0	0.0435	0.0586	0.0011	0.0351
Mix_52	0.0334	0.0	0.089	0.0559	0.0379	0.0243
Mix_53	0.1772	0.0	0.0285	0.1013	0.0082	0.0355
