	B Cells	CD4 T Cells	CD8 T Cells	Monocytes	NK Cells	Other
mix_1	0.0129	0.0	0.0356	0.1028	0.0398	0.0174
mix_2	0.0	0.0014	0.0231	0.1294	0.0097	0.011
mix_3	0.1544	0.0538	0.0749	0.0113	0.0169	0.0
mix_4	0.1889	0.0225	0.0508	0.045	0.0198	0.0
mix_5	0.1402	0.0111	0.0814	0.0375	0.0477	0.0
mix_6	0.102	0.0101	0.0561	0.069	0.0177	0.0008
mix_7	0.2525	0.0197	0.0589	0.0201	0.0315	0.0
mix_8	0.2138	0.0143	0.0	0.086	0.0	0.0
mix_9	0.0313	0.0124	0.0524	0.0783	0.0488	0.011
mix_10	0.2953	0.0218	0.0364	0.033	0.0	0.0
mix_11	0.0214	0.0049	0.0107	0.118	0.0071	0.0344
mix_12	0.0	0.02	0.0517	0.1038	0.0064	0.0007
mix_13	0.304	0.0043	0.0416	0.0203	0.0372	0.0
mix_14	0.3145	0.0124	0.0474	0.029	0.0	0.0
mix_15	0.2581	0.0	0.0727	0.0057	0.0863	0.0022
mix_16	0.1657	0.0402	0.0597	0.0347	0.0104	0.0
mix_17	0.3949	0.0313	0.0666	0.0	0.0	0.0
mix_18	0.0243	0.0015	0.0097	0.1365	0.0	0.0141
mix_19	0.179	0.0074	0.0489	0.0689	0.0114	0.0
mix_20	0.0891	0.0405	0.1468	0.0	0.0435	0.0
mix_21	0.2147	0.0237	0.0797	0.0232	0.0	0.0
mix_22	0.2113	0.0	0.0387	0.0558	0.0379	0.0125
mix_23	0.2357	0.021	0.0157	0.0637	0.0	0.0
mix_24	0.0	0.0	0.0	0.1405	0.0185	0.0212
mix_25	0.0255	0.0469	0.0537	0.0763	0.0	0.0001
mix_26	0.0218	0.0398	0.1175	0.0	0.1053	0.0
mix_27	0.2224	0.0	0.0	0.0962	0.0118	0.0224
mix_28	0.1696	0.0448	0.1152	0.0	0.0358	0.0
mix_29	0.0932	0.0139	0.0526	0.065	0.0335	0.0025
mix_30	0.1426	0.0165	0.053	0.0636	0.0205	0.0001
mix_31	0.0766	0.0344	0.0336	0.075	0.0063	0.0015
mix_32	0.1395	0.0283	0.0657	0.047	0.0246	0.0
mix_33	0.1522	0.0194	0.016	0.0748	0.0182	0.0089
mix_34	0.0	0.0052	0.0282	0.1166	0.0266	0.006
mix_35	0.0715	0.0057	0.0593	0.0804	0.0199	0.0073
mix_36	0.2615	0.0439	0.011	0.0239	0.0097	0.0
mix_37	0.2493	0.0427	0.0281	0.0339	0.0	0.0
mix_38	0.0872	0.0482	0.0915	0.0009	0.0686	0.0
mix_39	0.2687	0.0	0.0796	0.0026	0.0601	0.0
mix_40	0.1611	0.0343	0.0	0.0759	0.0045	0.0004
mix_41	0.025	0.0	0.0451	0.0982	0.0322	0.0161
mix_42	0.2871	0.0359	0.0848	0.0	0.017	0.0
mix_43	0.0	0.0216	0.1002	0.043	0.0734	0.0
mix_44	0.0485	0.0469	0.0674	0.0369	0.0573	0.0027
mix_45	0.0	0.0543	0.0568	0.0683	0.0	0.0
mix_46	0.1358	0.0175	0.1127	0.0083	0.0432	0.0
mix_47	0.1675	0.0235	0.028	0.0736	0.0	0.0
mix_48	0.2102	0.0	0.0	0.1007	0.0083	0.0337
mix_49	0.1731	0.0	0.0194	0.073	0.0289	0.0098
mix_50	0.2279	0.0527	0.065	0.0044	0.0	0.0
mix_51	0.2029	0.0	0.0	0.0898	0.0196	0.0249
mix_52	0.3221	0.0242	0.0596	0.0	0.0478	0.0
mix_53	0.1996	0.0	0.004	0.0805	0.0246	0.0091
mix_54	0.2818	0.0243	0.1017	0.0	0.0	0.0
mix_55	0.1857	0.0011	0.0172	0.0797	0.0183	0.0196
