CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell	otherCells
S21444	1.52500890606768e-07	0.0757020812303063	4.12215423706426e-05	2.34981905661206e-05	0.000648060324794253	2.53633660191894e-08	4.44557218814191e-10	4.80368732335035e-05	0.923536923529915
S21446	1.0437535052316e-07	0.0769966659033367	6.84447274677881e-06	1.31445279012094e-06	1.4056714665832e-05	1.01716392887411e-06	1.44079451247799e-09	5.62552236579204e-08	0.922979939221163
S21450	1.50536167104045e-06	0.0775600608295351	8.52177556204773e-09	2.68367322228169e-05	0.00084108223628202	4.61414823444906e-07	1.91871788756427e-07	4.79155396023311e-08	0.921569805116362
S21453	4.85461136270298e-05	0.0781788025011814	7.56838027662085e-09	5.38259781390764e-07	6.32040178403884e-05	2.09619073634979e-05	7.49099923618248e-10	5.23151227011273e-05	0.921635623760025
S21456	3.54332289265163e-05	0.0766949385326702	1.33501260519735e-06	0.000399917779193117	2.98371059715114e-07	3.37058228871931e-08	2.44904993624456e-09	7.03578951676133e-06	0.922861005131156
S21461	2.88033205901914e-06	0.0765663241561015	0.000125208886220308	7.32673413798318e-07	0.000872643601937874	2.78592078054605e-05	1.3433726126176e-09	1.03002934168019e-08	0.922404339498796
S21475	7.49230691085448e-06	0.0768350960718273	7.55393434417773e-08	0.000588485409392975	3.06028074649998e-06	1.46890762042426e-07	3.49720882340386e-08	8.32555211221058e-08	0.922565525273408
S21478	3.29712552747994e-07	0.0772544923486818	1.54783556063237e-05	0.000623042255463231	0.000142877549071589	1.62210394582138e-07	8.87464221573159e-09	1.29594132933577e-07	0.921963479099455
S21480	2.0782757194733e-06	0.0764098720418062	6.05501732358651e-10	0.000620433507542166	6.1611682363209e-09	9.6447321152456e-06	1.14710397722519e-05	6.40752635676302e-05	0.922882418372807
S21486	4.80040165674081e-08	0.0777539057697621	1.33409065956531e-08	0.000355036868315537	8.38649768011654e-07	9.94023375130423e-06	9.80285862856133e-10	6.84681550499825e-05	0.921811747998144
S21490	9.49572240147161e-08	0.076630120147953	3.98755689175934e-05	0.000512599937941213	0.000240250598134691	3.92577014206123e-06	6.34328331961052e-07	0.000122426212795846	0.92245007247856
S21491	1.71570770703845e-07	0.0772776576147554	6.47152483482582e-05	0.000320937542319735	0.000248742901747482	1.53210430675289e-08	1.34858310100159e-09	8.74037546481823e-06	0.922079018076967
S21498	3.75404037418816e-06	0.076911442325773	2.9830777632828e-05	0.000444019745478831	2.99779333414065e-07	2.34014201149726e-06	1.25983532405443e-07	1.68657432070956e-07	0.922608018548432
S2150	6.0966876365196e-06	0.0776116275800161	4.05998819852205e-06	1.07764924406082e-06	5.28875490200401e-10	2.49158181245208e-08	5.95467290682491e-06	6.4149232085915e-08	0.922371093828072
S21502	5.68661361559022e-06	0.0767484230485022	4.65891485900642e-05	0.000773509605260712	1.56089071463078e-05	1.53517461079381e-06	4.82685133864889e-09	1.21456178196402e-07	0.922408521219245
S21505	2.47583450991737e-07	0.0772884717612711	2.64241930738126e-05	0.000195444156058582	2.10302670453746e-05	6.09948916726594e-08	5.60683533879531e-10	3.08701865118782e-08	0.922468289613338
S21512	2.89352798511485e-06	0.0758549246152321	5.29856349227905e-05	0.000720628966103197	5.44890442833141e-05	3.09023053387744e-06	1.91489008717715e-08	4.80410228313818e-05	0.923262927809207
S21518	8.88358214376543e-07	0.0767557917636398	0.000172192739964533	2.46309069995417e-08	8.42485601676775e-06	3.73768471201282e-06	4.8745426150257e-10	0.00018394302157067	0.922874996457521
S21520	0.000137752054915014	0.0765593080252751	1.43023536465165e-05	0.000670972255671285	1.36523168597104e-07	2.77172867398189e-09	4.30378104330402e-09	1.42743400912846e-08	0.922617507437474
S21528	3.83877119913704e-07	0.0771061462004933	2.64138969459395e-08	0.000370799228676181	1.94225601517024e-06	7.73116144915965e-06	3.91040380855354e-11	1.47759805957214e-07	0.922512823063439
S21533	2.09403664568335e-06	0.0773899189680911	4.60288078119373e-06	1.62028791852229e-05	3.70208400190017e-08	4.30224121206804e-08	5.84925700030333e-09	2.58343780525354e-05	0.922561260964735
S21536	0.000185532983942511	0.077550595162908	1.73731244151765e-05	2.40578067383698e-06	5.01136507693732e-05	3.77547707335801e-07	1.22552086450096e-08	1.66630630106705e-08	0.922193572831312
S21537	1.66672330349727e-05	0.0765970423801819	4.47985053966647e-05	0.00092582047745957	9.37811128841321e-05	5.97606498494269e-09	1.40857920937469e-09	9.24031965814919e-08	0.922321790503202
S2154	1.63419088310772e-05	0.0765696236186978	0.000173594621490685	0.000501056603233298	5.35326467601923e-06	7.23465019425558e-07	2.10611486136641e-09	1.8500562176246e-08	0.922733285911375
S21540	1.90397998367478e-06	0.0770748757168614	3.41239320082504e-05	8.08997179719241e-06	4.00540955797539e-05	5.86206787546244e-06	4.67128835764687e-09	8.10590796907193e-10	0.922835084754015
S21543	4.88633712663787e-08	0.0771831706241908	1.66252575312696e-07	0.00043744536215089	1.1296767494505e-05	3.02330171990569e-08	9.59049125744193e-07	2.34338697704806e-08	0.922366859414205
S2155	1.91677046482962e-07	0.0768970994784661	1.4587999788563e-05	0.000857411672213014	0.000220415083600512	1.6702261332607e-07	2.90373713657372e-08	1.02803682302765e-05	0.92199981766067
S21550	0.000504583033494609	0.0760271857159702	3.10349165918594e-05	0.000156555664930099	0.000918850462164488	1.15141802672562e-07	1.05210448615788e-08	6.24002422184491e-07	0.922361040541579
S21557	1.0613061338671e-06	0.0773022292613287	1.90621050090353e-06	0.000111509156258748	0.000158902040663333	1.9950272627478e-08	2.374193491614e-10	1.72132238081866e-06	0.922422650515042
S2156	3.99286368135425e-07	0.076406218878474	3.17682345025145e-08	0.000530870596264153	0.00031507225140522	3.47220908853486e-06	4.34475385048453e-11	3.67708795136981e-06	0.922740257878767
S21562	1.7764801698124e-07	0.0765739447115387	4.67093059042485e-09	0.000245569886286822	0.000241844443290273	2.78874643621426e-07	1.95772880934609e-07	1.41617809499284e-05	0.922923822211462
S21563	3.33505011274124e-07	0.0770190628774339	2.3256535499143e-05	0.00024460188896187	2.95973437481169e-05	1.71563581155309e-08	5.37994691215299e-07	2.17539590747404e-08	0.922682570944337
S21567	2.15099615613989e-07	0.0768883632921072	1.53826489219375e-05	2.61373113893413e-06	0.00127522078273463	6.09603465107432e-06	3.80636405540943e-08	4.72005420963415e-10	0.921812069875185
S21570	0.000294625086020446	0.076428024519052	1.72036968788781e-08	0.000307717890836728	0.000110272915722393	4.01078362272075e-06	9.76416143428603e-09	5.93497477579899e-08	0.92285526248714
S21577	6.03137148793073e-07	0.0772232523870091	4.56932811394754e-07	0.000460140760530447	6.88561241666968e-06	4.4619590253149e-09	5.75624577893463e-08	1.90217433183584e-06	0.922306696971335
S21578	1.57271779184291e-05	0.0781283565540119	0.000191603877196309	7.21903123296901e-06	1.14375577949608e-05	2.1081017943154e-06	1.95762812235105e-07	2.08880032544092e-07	0.921643143057206
S21589	0.000123422054498449	0.0764664326624758	8.17353666293916e-06	0.000143686029646409	0.000147324025430749	8.17663019683915e-06	4.60920544715191e-09	5.84122843848143e-06	0.923096939223445
S21597	5.79987396117661e-07	0.0774946922797347	8.04183082525816e-07	2.08197042300602e-05	7.5398619303299e-06	5.72332860043349e-08	2.42434212852278e-09	1.43909237209308e-05	0.922461113402277
S21602	1.22584045267217e-06	0.0770258360769696	2.76435094499227e-05	1.00262608369641e-05	2.28199548110376e-05	4.40612702740438e-08	2.34814529733064e-09	8.32817387661265e-08	0.922912318666326
S21618	0.000317214597354322	0.0769360536314221	2.36653040526734e-05	0.000128965199631696	0.00010698787837703	6.97286462994053e-09	1.38164846217045e-08	1.4906294680189e-08	0.922487077693518
S21619	0.000676913372041179	0.0760501895704423	2.95965740430995e-05	0.000262721341377637	9.04810912524374e-05	9.09748383340393e-07	1.36797357335628e-10	0.000113065463189004	0.922776122702474
S21626	1.24735318965895e-07	0.0777337281956476	7.84543129490161e-06	4.90147774734591e-06	0.000563799741637461	1.22712275329991e-08	2.89334479806299e-10	7.47593030306357e-07	0.921688840264761
S21628	3.6573755627436e-05	0.0774786265772439	1.64377667120276e-06	1.61805033830303e-05	0.000275534277561761	2.88137818018494e-08	1.34652666654804e-09	7.2340900444819e-08	0.922191338608304
S21629	2.05211256379347e-08	0.0771184251280921	2.1853161518176e-05	0.000453956033483707	1.15654208704153e-08	1.25624879777727e-08	2.48794417727674e-08	3.56193294616099e-08	0.9224056605291
S21630	7.99534022448914e-06	0.0778167799956162	6.15401160154501e-07	0.000160652244256726	1.39116926894532e-08	3.48233796373775e-05	8.35578455937079e-10	3.00242094237739e-08	0.921979088867624
S21631	7.65464035839455e-08	0.0770419700033456	4.30878705177719e-07	0.000230081310285096	3.9472669397878e-05	1.58201963204143e-06	7.14492498607284e-09	2.34527390467709e-07	0.922686144899915
S21637	2.70480081302614e-07	0.0761587612598548	0.000375937152998461	0.000379557966693469	1.34779303526105e-05	6.30662665443493e-06	1.08228796362527e-09	2.90044157533158e-08	0.923065658496661
S21641	1.59886452277508e-06	0.0768888157797217	0.000127119174527382	0.000815173276143465	2.37664379796774e-05	2.44597059890424e-07	8.38748228075023e-11	3.72118914616189e-08	0.922143244574279
S21642	6.39409722910207e-06	0.0769730631478715	1.1313434755116e-05	0.000254449162442391	7.01291056165844e-06	7.99152338687504e-06	1.35551146729995e-07	2.09804831246307e-08	0.922739619192124
S21646	1.92134665495213e-08	0.0771977564685708	4.09601505984657e-06	1.07244290517279e-05	0.000391170676408719	3.08581732200218e-10	3.88633556820127e-07	5.87149375256568e-06	0.922389972761551
S21647	4.83719839280017e-07	0.076757000713111	1.29873949959659e-05	0.000782820380249148	6.29611836268332e-05	2.2296784202642e-08	5.02047013000046e-09	2.45240059941748e-05	0.922359195284929
S21651	2.83607072019096e-07	0.0774263833080637	4.74234659455153e-05	0.000221342230860975	1.60503651452695e-05	2.60906104475272e-08	1.02135660996561e-09	9.02300629121381e-06	0.922279466904654
S21652	1.04582660375034e-07	0.0774273272663324	4.71930440651448e-05	0.000671880235010804	0.000216393067666477	2.38620983151798e-08	8.50718762029831e-08	5.48580061160104e-09	0.92163698738449
S21656	6.11949874490626e-08	0.0763150811461554	9.4594751506844e-10	3.82580350432182e-06	0.000710164577674082	2.1456892293231e-06	1.96242454314949e-09	4.30469901245798e-05	0.922925671689953
S21657	1.39386128397206e-08	0.0781620710794621	5.37242399840786e-08	5.14048923806689e-05	8.80780339179124e-06	3.41604653375837e-08	1.27362403644209e-06	9.00555613431359e-09	0.921776331771855
S2166	5.37390633463917e-08	0.0775948209789411	7.97348154181095e-06	0.000161105315263609	7.30311165183503e-06	1.10854801271709e-08	1.18971555071119e-09	2.42728970894277e-09	0.922228728671053
S21660	2.46661368868231e-07	0.0770976809428666	0.000154782155897827	4.90732801113377e-06	0.000350192593564927	1.45025312778556e-05	2.51764755863749e-10	1.02605953020636e-08	0.922377677274653
S21672	5.87436107027616e-05	0.0786014082165077	1.26271734985295e-09	0.000221522755754727	4.42401590087173e-05	8.86860914582606e-07	9.71042253878853e-09	2.42072071262911e-06	0.921070766703259
S21674	7.15111050158699e-07	0.0763639262026799	1.47906352923222e-08	0.000614674353434393	3.40675603027604e-05	2.22594297764945e-07	4.62794865527876e-10	5.4207702498002e-05	0.922932171222307
S21683	1.40467233328607e-08	0.0778721301379797	2.1700731396439e-05	8.78977701042224e-05	0.000210560829878301	9.61139237781194e-09	6.87918973269247e-08	9.79709592701734e-06	0.921797820984701
S21693	6.34596536173082e-07	0.0763706429084044	6.33948307708213e-06	0.000927135332432456	1.39078653044726e-05	2.97304067346457e-06	3.13875000402087e-08	1.03946470939987e-08	0.922678324991425
S21695	2.87955025594313e-08	0.0778683433263306	9.30359257693975e-08	1.75388253917815e-06	3.51455389447435e-06	3.84353410608299e-06	3.56753318838168e-10	7.58667792985235e-08	0.922122346648169
S21696	7.37484913174642e-08	0.0774569175425568	8.52468058679594e-05	1.81565377285138e-05	0.000289423562138858	3.29276644522576e-07	1.13620811288277e-10	3.38608673698128e-05	0.922115991545581
S21697	1.46291047327634e-06	0.0770505594066471	4.66588161704733e-05	0.000310320144106277	4.55073186832902e-05	1.7605443655812e-08	1.57123841233586e-07	1.12913242833037e-07	0.922545203761392
S21710	4.07622666537859e-05	0.0761171074894012	0.000104101367470042	0.000653053883530767	6.38336975255481e-06	2.78959817969666e-08	8.35847384237816e-08	1.16629387269119e-05	0.923066817203745
S21715	7.02972362288114e-06	0.0756583885449691	0.00116608950017779	8.73411972819843e-05	1.5371090446227e-06	1.57244262304608e-05	4.11344575194121e-10	1.69293833458773e-05	0.923046959703983
S21726	2.8509113701408e-09	0.0773932334165546	7.75487155311069e-09	0.000307105546294824	1.12140025677725e-05	1.11863558324493e-05	2.11076964048278e-07	1.87740290997137e-08	0.922277020221974
S21740	1.2093354281024e-05	0.0771542128852008	9.10293778586014e-09	0.000215128238585892	5.2602790130018e-06	9.46505704930299e-09	3.0530034323779e-07	2.59250880388824e-05	0.922587056286542
S21750	2.03428923312995e-07	0.0768279865291906	3.31991685291448e-09	3.23769535203163e-05	0.000631334634326898	3.72768197683092e-08	2.09196859404807e-08	1.28413548314413e-06	0.922506752802133
S21753	2.69803597646999e-05	0.0771584210459503	0.00021356665649731	9.50514795390341e-05	0.000143464819364756	3.79949024685751e-08	5.46389163887933e-09	1.94686793824983e-07	0.922362277493296
S21754	0.000464981315013676	0.0761569543461785	2.24900740176394e-05	0.000924181205481332	1.94481394047152e-08	8.52134101095668e-09	5.08212834650038e-09	4.01406609744715e-08	0.922431319867039
S21761	4.30393011610769e-06	0.0775880677938886	0.000113837253234737	1.62740559361049e-09	0.000209949047486716	1.2591232127366e-07	1.00178771367542e-08	9.47240924728104e-07	0.922082757176745
S21773	7.34122491170721e-08	0.0775643915663938	1.06141586567453e-05	0.000625269285545944	7.98691043257672e-08	3.40939880163125e-08	7.18562968489265e-07	2.27296536178355e-05	0.921776089397476
S2178	2.98222529006023e-09	0.0765276063237952	1.30729674842322e-05	0.000135332620450523	0.00096688175242772	5.43716304432254e-06	1.92736674864741e-09	6.31538496501232e-06	0.922345348878241
S21780	1.3795690834003e-07	0.0759478959676671	0.00102772442963326	6.17634668791911e-05	5.54846910539612e-05	6.09533890558182e-10	5.57023879339389e-08	1.16022295706886e-05	0.922895334946366
S21781	4.72378628363545e-07	0.0779034763429528	1.53925380900028e-07	3.62463813497266e-05	2.02889979737822e-06	1.03247011368673e-05	3.88733097014737e-10	7.94748195899886e-08	0.922047217507201
S21783	5.01158400808322e-08	0.0758380468963075	0.000500705937825188	0.00035085568172903	1.87777301609017e-05	8.16290611824269e-07	3.70879972553183e-10	2.18885916701795e-05	0.923268858384975
S21791	3.35807981303731e-06	0.0767006563204902	0.000335006441207928	0.000394052919632547	2.23050707900287e-05	4.27663352674265e-08	1.20470386443289e-09	1.09686112885917e-06	0.922543480335898
S21797	1.64967433801057e-08	0.0775423441655283	9.86502328587944e-05	4.56115496117829e-05	3.64188394680148e-05	9.9748367508385e-07	6.28839156520095e-11	2.65635068243479e-06	0.922273304818548
S2180	8.59695098902727e-05	0.076744351318829	3.91425982495711e-06	0.000128631635224193	0.000288117715613329	7.36581523155489e-08	4.02697501330685e-09	2.51827122789704e-09	0.92274893535722
S21805	4.38307610955645e-07	0.0765515248642369	3.74640062115803e-06	0.000211217079387954	0.000297725921983912	3.00647164589719e-05	7.85102649068989e-10	1.24802694400304e-08	0.922905269444328
S21811	4.98683989068039e-07	0.0768476040108544	5.86874019479637e-06	0.000410880524706837	5.70107708840561e-09	1.85265668087606e-08	2.14767014227029e-06	5.53484481176841e-09	0.922732970607624
S21822	0.000202301107478538	0.0774802801099128	7.71770744766361e-05	2.39538867211259e-06	0.000126669540526675	3.25904488951324e-08	9.62856295012936e-10	1.06217585504754e-06	0.922110081049773
S21828	3.31568865274096e-06	0.0782218912665135	1.78161977852225e-05	1.04408440122168e-07	1.35115659878038e-05	1.12010816640228e-05	2.96273454894651e-09	1.03928726614339e-08	0.921732146435349
S21829	1.13871065976856e-07	0.077249449947549	6.56531189725525e-05	0.000330294905469092	0.000106499147660658	8.4214028622667e-08	3.59882094305835e-09	1.09802919982749e-05	0.922236920904435
S21832	7.67985015616371e-08	0.0757287744044085	6.6887974692797e-06	0.000374233182700038	0.000465928384829473	2.88265274597185e-08	1.97964922335234e-08	1.48501566715958e-08	0.923424234958915
S21834	2.36134896851958e-09	0.0773301093210596	2.22559270087246e-06	0.000575131174323505	1.44610840664306e-08	4.11219032498569e-09	2.11646787551839e-06	3.46844318297323e-07	0.922090049665099
S21836	5.53922645650374e-08	0.0762631865115669	5.10309822405699e-05	0.000371693723283754	0.000188385701959584	3.17419978214362e-06	5.37472145245665e-10	5.75592525082409e-07	0.923121897358905
S21838	2.71957287667775e-07	0.0766055119387997	1.13629685497889e-09	0.000530416902935257	0.000335598996487686	4.13566696327057e-07	1.46695843848428e-05	1.60459475899191e-07	0.922512955457636
S21839	8.67037719713865e-08	0.0728442989141155	0.00146285639544201	7.40015566013928e-07	0.00222017775663668	1.20086473895032e-05	6.36338770082522e-10	3.41291357316958e-07	0.923459489639382
S21845	6.04103468102984e-07	0.0778787534644878	1.57274292318927e-05	0.000116441309096943	2.70313726991604e-05	1.482221212264e-08	7.41309507691577e-09	3.80857896257953e-07	0.921961039227813
S21857	9.9160893022326e-06	0.0769848517249605	6.52232954841346e-09	0.000136109578020264	0.000438086540676286	3.34680551944331e-07	8.77585235250143e-07	7.37950942782474e-07	0.922429079327981
S21859	1.07623747211492e-07	0.0773840675687448	1.49220315980957e-05	0.000532266262206258	0.000250310686442519	4.16120595894394e-07	7.40948749411059e-10	1.25170046458226e-05	0.921805391961071
S21863	1.76644094088321e-05	0.0774670446861389	4.04220297101559e-06	0.000261602355520686	2.60976174455818e-09	8.30114278622458e-06	2.70251727561347e-09	3.47338164484568e-08	0.922241305157079
S21867	1.51858231454623e-06	0.0762780202993614	6.20556809649509e-05	3.34314388423138e-06	0.000404317276039979	4.04143554376154e-08	8.11340191955809e-09	1.595645413702e-05	0.923234740035541
S2187	1.24087977095494e-05	0.0773988190374679	2.71852396465365e-05	4.80014144805871e-07	0.000311413987895088	4.15476489084515e-08	9.90547788406004e-10	7.05802987622001e-06	0.922242592355063
S21895	3.89848706531975e-07	0.0766846495120779	7.44283419055423e-06	0.00038269740634753	9.27937588460469e-05	1.29554213891548e-08	1.87910926606714e-10	1.87754272873458e-08	0.922831994721072
S21900	9.18394243970732e-08	0.0775051764751728	1.54911146363184e-07	0.000446315467840679	2.99666297828898e-05	2.36370083271144e-07	9.79855412772516e-08	2.26188577422663e-05	0.921995341463266
S21906	1.513143077477e-07	0.0766153717211171	7.17498611238693e-08	0.000891308393703778	9.99665126102762e-05	8.39209026957107e-07	4.61415300324696e-07	3.56564769778729e-07	0.922391473119303
S21913	2.0298456127962e-06	0.0767926753368449	1.95445023248456e-05	0.000149294990216915	0.000714847259097409	2.14425956751445e-05	2.17738404305756e-10	6.40052183550677e-07	0.922299525200306
S21917	5.27422058038275e-07	0.076459194710733	0.000360459786022626	2.37124759155578e-05	0.000365589630731185	5.93957412473125e-09	2.52952309639652e-09	2.68101304125021e-05	0.92276369737503
S21919	1.26316997881977e-07	0.0774270982473959	8.85306041517301e-08	0.000271390127332434	0.000275823439467552	3.36272728519125e-09	7.66062427470001e-10	3.48169813523183e-08	0.922025434392431
S2192	6.59355781656184e-08	0.0782770131387421	3.76466450397047e-08	0.000155580244753647	2.98656390927587e-07	1.41794487290222e-07	2.53689346924711e-07	5.78524816537302e-06	0.921560823645891
S21936	2.06237021958425e-06	0.0772628101504235	3.34585877820579e-07	0.000225894467803972	3.01221522600543e-05	1.86556281110542e-07	1.28933854738184e-08	2.51199161720761e-07	0.922478325624587
S21937	4.95660189787303e-07	0.0775941251625238	4.64873549534036e-06	4.71735942553652e-06	5.82166811438543e-05	1.16125892093984e-06	3.24307308426718e-08	8.31610429143271e-05	0.922253441668656
S21942	1.06911641422916e-06	0.0775670170229301	0.000370501559377553	9.61137447934834e-06	1.22554108967029e-09	5.84830008485277e-06	1.59959884031587e-09	3.19388813267797e-05	0.922014010920247
S21948	8.29857689606167e-08	0.0764210437046521	7.31243127696929e-09	9.61148805955412e-07	0.000432259127050444	1.33480206724049e-09	8.97451793310008e-07	4.3151558559423e-05	0.923101595376136
S21957	1.28835999324733e-09	0.0775804376191484	3.83310213814895e-08	0.00064307661922251	1.02905097849478e-06	1.02592564630548e-08	6.67958414891931e-08	1.16094597595601e-08	0.921775328426712
S21959	8.0583487317128e-06	0.0765464332349022	7.93651868536807e-05	0.000863153419132643	1.93714129213398e-05	1.59376364031691e-07	4.19036078160161e-10	9.15711171789717e-09	0.922483449444947
S21960	4.72309060471866e-07	0.0759291368156294	0.000158511765216738	0.000113412419422755	5.37865175286096e-05	1.5588923877156e-08	1.93314713540055e-09	4.52276558942629e-08	0.923744617423415
S21961	4.07635844585895e-07	0.0782116290468238	7.03868421897168e-09	8.85710404431603e-05	8.34081526774588e-07	2.0238746970462e-06	2.28882358064244e-06	1.93749507350341e-08	0.921694219083449
S21976	2.0042751713613e-06	0.078481187420507	8.75783014111166e-05	1.03940331325161e-05	1.19983822635568e-05	9.01362861491089e-06	7.60039565575586e-10	3.94041167215665e-07	0.921397429157693
S21979	3.03536211449378e-07	0.0772174541600983	0.000104662726169151	2.40202671235863e-05	0.000274295818375854	1.35120513775285e-08	1.85689157561614e-10	6.6743717715143e-06	0.92237257542251
S21980	8.96580755391098e-07	0.0778525515819458	2.51053267837117e-05	1.08586773899393e-07	3.99735024909963e-06	2.62547557690771e-05	7.4205966355809e-11	1.49885392245304e-06	0.922089586889595
S21984	0.00045448866904023	0.0746554734768672	0.00145974724718354	5.00571980066108e-08	2.19644617966121e-05	5.95667939063064e-06	2.50337400299923e-09	1.49193147378393e-08	0.923402301985835
S2199	7.72492506932646e-05	0.0760520923373621	0.00121251588739451	0.00015428892197831	4.2678482667104e-07	2.02697708520929e-05	5.75301337468982e-10	7.11182563129471e-08	0.922483085353335
S21994	1.12979567316524e-08	0.0755919031162782	0.00011035521112569	1.17721063902331e-07	0.00101554589112009	1.27585822992404e-07	7.09663955725532e-10	9.12958957360423e-05	0.923190642571232
S21999	7.0870408509814e-07	0.0767059298573835	1.80953335073153e-07	0.000420970466420607	0.00027045178092396	6.12230680485929e-05	1.96857386256537e-10	6.53418705277207e-09	0.922540528438759
S22002	5.29770829823373e-05	0.0776267212189596	2.33034571996468e-05	7.12802842858917e-07	1.63363498986355e-05	1.33203555121286e-07	1.04068165110247e-10	1.03621628412338e-07	0.922279712158865
S22011	4.11244333007422e-07	0.0744986516380212	0.00158015804282617	0.000154731777083583	0.000142695075457121	1.37985519669206e-06	3.03000537924076e-10	1.27874789221988e-07	0.923621844189292
S22023	2.50593968699422e-07	0.0766433221182508	6.32892613456844e-05	8.506890188583e-05	2.34743946136671e-05	6.05204800511776e-07	9.15772108761024e-09	3.14398080974383e-06	0.923180836386604
S22025	1.85355421261869e-08	0.0776646856780706	3.1358319566126e-05	0.000583236630050432	0.000257253680640264	6.40532066805249e-07	7.31777896330644e-10	1.24167977612587e-06	0.92146156421251
S22026	3.55378864429527e-08	0.0776549377672574	1.34577439506726e-05	2.55723088644968e-07	2.08030081159429e-05	2.30753952449375e-05	7.219824969055e-09	1.40533359972197e-05	0.922273374268634
S22032	1.05905932790695e-08	0.0764883171228216	2.50186268293795e-05	0.000712762555269526	2.09645448632241e-05	4.36636924255817e-09	1.00497309053827e-10	2.29383269434134e-08	0.922752899154429
S22034	9.63950228793818e-07	0.0770804198232413	0.000281364506709678	0.000182714570822857	0.000323885234192317	4.99236233511354e-09	5.06084614754544e-10	2.13091914880682e-05	0.92210933722487
S22038	2.4789624971361e-06	0.0765575276356682	0.000353452881367826	7.39915171717236e-05	0.000189559939884978	2.20926559271769e-05	8.83316575537675e-10	1.66062648179694e-05	0.922784289259348
S22041	5.52643995142107e-08	0.0769802749987906	7.31115713633472e-09	0.00067132805371699	0.000252238177740563	3.60334930076009e-08	1.07897957301558e-09	1.02172334063063e-05	0.922085841848316
S22046	9.23483107660808e-08	0.0759735245629162	4.26164407313396e-09	0.000147404470500451	0.00139611272607271	1.39076119720066e-05	5.22139194760389e-09	3.35659369254269e-06	0.922465592203499
S22048	0.000223507889849791	0.0772733875059911	3.04491382212955e-06	0.000463487247602741	8.87647594831465e-08	5.68051698960544e-06	7.63241783128233e-09	6.11934258267766e-08	0.922030734335141
S2207	4.72775642492079e-08	0.0783556401174111	0.000289199712020644	2.84327551468463e-05	6.88697956833172e-05	1.34952911969379e-06	4.79765311811439e-10	2.76574664341853e-07	0.921256183758625
S22070	4.60767781565816e-08	0.0773449223402245	4.92873879053596e-09	0.000325045200080961	5.75313220185467e-06	3.31255593725244e-08	2.45686927011902e-10	9.9931626965105e-07	0.92232319563446
S22075	2.30559798044982e-08	0.0775361304566932	1.22439771483934e-06	0.000210787257693098	3.02035919248032e-05	1.01600685626604e-08	1.24957418786509e-07	4.72283842355816e-08	0.922221448894123
S22077	8.50139187631653e-08	0.0777531078964319	6.36079095812415e-06	5.87175026747664e-05	2.16917192042792e-05	5.13849223845404e-07	1.71258035223834e-09	1.00380183398825e-08	0.92215951147699
S22078	1.05446025722563e-06	0.077443222446151	8.20851378739986e-05	2.48740969561628e-06	1.17887473213769e-07	2.39417577013683e-07	3.83312326735233e-06	1.45132221993367e-09	0.922466958666382
S2210	2.59039841837178e-07	0.0775771210774821	1.60797656617285e-06	8.80965079771077e-05	0.000585579556094591	4.03211377413355e-07	4.8186065342586e-09	5.03886324452823e-06	0.92174188894881
S22100	2.4325240215082e-07	0.0767513340325103	0.000136407766896383	9.46115503371228e-05	0.000340939634121767	1.95833812613062e-10	9.63117653033796e-10	1.79650128791669e-05	0.922658497591902
S22106	3.19480849468881e-06	0.0775972388926867	0.000100274034968833	0.000224060494112262	4.25179833518229e-05	5.39207911498509e-07	3.29658409766434e-10	1.12496041701534e-08	0.922032162999212
S22109	1.74560122997483e-07	0.0775681680098523	3.64477791534136e-05	4.50448397856978e-05	2.52228373430848e-05	7.84748571905076e-08	5.71493032483445e-10	1.30099593778184e-08	0.922324849917433
S22110	9.64348376897284e-09	0.0768546017599472	2.14503171331002e-07	0.000233629008198718	9.62898610300438e-06	1.5288868397611e-08	1.03287666895026e-07	3.30546473005179e-07	0.922901466976088
S22113	3.67825844094173e-07	0.0782031448054306	3.22406632508115e-05	9.41115412588949e-05	0.000150879974144102	7.93195427590511e-07	3.21661707382242e-10	2.03860817442963e-08	0.921518441286901
S22114	1.59440579685634e-05	0.0769978742785838	1.24986930531405e-07	0.000294114101474552	0.000298610622633124	3.63035520794708e-05	1.61312378679927e-08	3.48166403243896e-07	0.922356664102689
S22117	0.000118980587334268	0.0765342534279621	6.49681255513048e-06	0.000411547350082455	0.000322423935337092	5.01515250347846e-07	6.0921303873752e-09	2.66745579270152e-08	0.92260576360479
S2212	8.23162204915926e-08	0.0765382794226661	1.86424903025688e-05	7.7533123355456e-06	0.000518767206207398	5.07318235551232e-06	6.49808442951896e-10	3.92486885148182e-06	0.922907476551252
S22126	2.6218997196751e-09	0.0774919008496035	1.45726816178757e-07	0.000391984414966688	1.60878704731701e-05	7.73164966338882e-06	1.20876422152896e-09	8.0962809448165e-09	0.922092137561532
S22129	7.57195469229882e-08	0.0762915810202542	2.34252482465688e-05	0.000670376447807018	0.000223821652326544	7.1254251140586e-09	1.9769864187603e-08	3.78101515317424e-08	0.922790655206378
