naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell	otherCells
S24871	0.01552362344414	0.0617364401413118	0.230849826573418	0.0291034769981991	0.0348666310329188	0.0260098156010944	5.12737065500837e-08	0.173189261187267	0.428720873747945
S24879	0.0247042294380402	0.0488364534504725	0.229166461897181	0.0288317557000759	0.0354588469011326	0.0298975008607291	1.4579603295877e-07	0.17479254919677	0.428312056759566
S24881	0.0233183397782938	0.0526619203745456	0.235096486184688	0.0270412816412322	0.0346466791839833	0.0283346575730503	2.58986182618858e-09	0.174439540829709	0.424461091844636
S24882	0.0104917302085375	0.0639061568489443	0.213257778825461	0.0288624202765053	0.0352633020283619	0.029582412884728	9.94908900676391e-10	0.179976030119164	0.438660167813388
S24889	0.0257921291153934	0.0510039532300894	0.238244246990099	0.027014756265848	0.0349206982243898	0.0277975110231416	3.47860071240988e-09	0.172910572956884	0.422316128715553
S24890	0.0264420749527929	0.045958186694497	0.198322273876864	0.0282986826393534	0.0356792517141804	0.0391162569826537	1.3737411100398e-08	0.177796171773495	0.448387087628753
S24893	0.0158304583605663	0.0596056455870008	0.224342450327989	0.0280806065151167	0.0353140937298123	0.0277093845314912	1.29926570737163e-09	0.177054746306455	0.432062613342302
S24895	0.0121838894063241	0.0624627453111829	0.221073414627622	0.0264257689297169	0.0359059756145226	0.0265358471704514	2.8575974128689e-08	0.178275057808304	0.437137272555901
S24896	0.0177100321765245	0.0566268703386402	0.218141941841091	0.0321241315178247	0.0381323453693262	0.0264162451075143	6.18839693381145e-09	0.186168292455348	0.424680135005333
S24898	0.0234518112150042	0.0508311400541803	0.233860386029527	0.0275675072329891	0.0378584725979108	0.025051050374938	1.73546385074107e-08	0.170190218088569	0.431189397052244
S24899	0.00543726864622979	0.0639705302779947	0.235695982973899	0.0252332919451428	0.035844305202816	0.0251371450555679	2.545131368687e-08	0.174058127749943	0.434623322697093
S2490	0.0182300936541735	0.0571123504236596	0.230347192022322	0.0269730114305223	0.0376009431512364	0.025174817431397	8.83960117594399e-09	0.175007859624831	0.429553723422257
S24902	0.0268575258273945	0.0475309700815342	0.237647686508087	0.0239844567293581	0.0361882317084391	0.0281108097550006	2.08602888065202e-09	0.16983279347015	0.429847523834007
S24906	0.0313055526636568	0.0378957911982593	0.214079358539828	0.0282881208578702	0.03998887277957	0.0304067132970916	3.70704827306101e-10	0.178638958254391	0.439396632038628
S24907	0.0254926253446888	0.0536596196211184	0.215975351244266	0.0273178613903846	0.0356666208387705	0.0322150948037294	3.43532658685539e-08	0.180429170240113	0.429243622163663
S2491	0.0231287802434205	0.0552367587564018	0.22005156651515	0.0282922634267551	0.0365841481028173	0.0287056830954441	3.84798967267784e-09	0.17790407038725	0.430096725624772
S24913	0.0220887367661108	0.0548323451200124	0.226347497638786	0.0293674624860138	0.0346327485356072	0.0264720474078143	1.72050081271747e-08	0.17568039164583	0.430578753194817
S24915	0.0232913347878885	0.0520382481121478	0.239411467666406	0.0269359817792287	0.0338564127113062	0.0315696380704117	1.40470734301859e-10	0.168597531167753	0.424299385564387
S24917	0.0230828150991879	0.0540696798252112	0.232922965863574	0.0278549608680132	0.0356494877663388	0.0264695202731972	5.62558188614971e-09	0.174433365627699	0.425517199051197
S24918	0.0279612998413263	0.0455766116203127	0.246135124175105	0.0275087698078718	0.0329062070596529	0.0275367862650776	1.44314028836069e-08	0.165873681452992	0.426501505346259
S24926	0.0213265329132036	0.0552847567462945	0.238997470271555	0.0284823881155967	0.0367010981524775	0.0256240719798443	5.55806273199764e-09	0.174050154010777	0.419533522252189
S24928	0.0144468037897313	0.0559117034926003	0.22699280905737	0.026770295936001	0.0364388334233451	0.0320346163426585	4.8951417971826e-09	0.178142806475395	0.429262126587757
S24933	0.015998838730495	0.0513296458196011	0.224245130984588	0.0304835971361951	0.0358813337710849	0.0299408894281688	2.81367900564560e-09	0.172353790147255	0.439766771168933
S24935	0.0174152476143793	0.0572735193851883	0.227129850915088	0.027577913477933	0.0367101121789496	0.0283372431329791	1.29040560690643e-09	0.176368962545053	0.429187149460023
S24940	0.00913236103348251	0.0633178931600746	0.222419525425345	0.0282972087885989	0.0372369717122033	0.028529166975038	8.61147187987151e-09	0.182071732648068	0.428995131645719
S24941	0.0213068502031169	0.0549584034001819	0.223467690205079	0.0281494352689162	0.0376386432173667	0.0260194474031358	4.26264235498464e-10	0.175302816711817	0.433156713164122
S24950	0.0155939941251828	0.0623596811364138	0.247347569450623	0.0254868391899721	0.0350214119756038	0.0262357447567434	4.53147954717764e-09	0.173393551529735	0.414561203304247
S2496	0.0121229020400763	0.064750597017312	0.225047831250321	0.025998125058602	0.0378491754730497	0.0257645326810871	1.23930008989978e-08	0.177728568905894	0.430738255180657
S24961	0.0225504194348581	0.0546424726585619	0.233109677637649	0.0279446821267211	0.0374050861039148	0.0249114107305164	2.85803674712238e-09	0.177004251091076	0.422431997358666
S2497	0.0272936088871573	0.0469087605433446	0.222756778314501	0.0294338654747027	0.037429798688512	0.0286219364241043	1.1996519930784e-08	0.172825788374609	0.434729451296548
S24970	0.0301108801635955	0.0538008749373625	0.242552839585635	0.0278457937974616	0.0336013756067242	0.0274275108866199	4.08209906071584e-09	0.167629067785186	0.417031653155316
S24971	0.0150264707759915	0.0606133582178842	0.247627817361733	0.0287316568204945	0.035042073600885	0.02641513390342	2.66953954483356e-08	0.171107531800522	0.415435930823675
S24975	0.0165417894791237	0.0483085341200914	0.223418604499998	0.0284784021094911	0.0347362764017442	0.0322538907603578	1.15995638476385e-09	0.176910961841241	0.439351539627996
S2498	0.0340739572112348	0.0404591494200165	0.243368675719834	0.0268144416266105	0.0356185499461416	0.0263173403557684	2.57036957735419e-09	0.167724095297644	0.425623787852381
S24991	0.0308064496409965	0.0469924045319473	0.226061576677183	0.0289230355062719	0.0350982057237134	0.0271978249561399	2.40086782681932e-08	0.171540019563485	0.433380459391585
S24993	0.0128989753914223	0.0602991939891574	0.227853722679228	0.0294401906263143	0.0348865226055351	0.0276117355302248	6.49803184590804e-09	0.171667801336518	0.435341851343569
S24999	0.0163961291888101	0.0598879868375478	0.218303607489212	0.0281627962937248	0.0356596449633828	0.0284711941381855	3.07487154020073e-08	0.177137015617318	0.435981594723103
S2500	0.0213157524566009	0.0527140362133542	0.226758806756042	0.0289561139811187	0.0338568980207265	0.0295389739517913	1.53698790097967e-07	0.171954207730986	0.43490505719059
S25002	0.0194730096912495	0.0545904086857399	0.229492685800979	0.0281245135997825	0.0321441855007998	0.0277887989364917	3.87151144134215e-09	0.174046803886362	0.434339590027085
S25007	0.0253625399856177	0.0501685596675619	0.243460411432403	0.0259858312352613	0.0341944340275788	0.0256283117046078	1.52786465080275e-08	0.172447965710187	0.422751930958136
S25008	0.021869456378939	0.057384218244406	0.230622170389341	0.0300780696934894	0.0346009014619848	0.0286372144144308	7.2902545625897e-10	0.170459521330928	0.426348447357455
S25012	0.0174753752365532	0.0614573172089313	0.236170884186768	0.0271520990955738	0.0344197183015633	0.0256912975204124	2.05247173987532e-10	0.170625967836953	0.427007340407997
S25020	0.0223361219673063	0.0568114411162994	0.223136370850136	0.0266830284698873	0.0384662088400431	0.0258700601526884	6.93612297763312e-09	0.179211965262526	0.42748479640499
S25022	0.0175733637157601	0.059313468981136	0.224011334465148	0.0301804348856581	0.0388374612843437	0.0244959748651315	6.10905667839161e-10	0.183109426688386	0.422478534503531
S25024	0.018647702980161	0.0553476086600739	0.237295222288692	0.0303919495973179	0.0308483579251127	0.0298061044454429	6.16768186973699e-10	0.173343226854892	0.42431982663154
S25031	0.0224691788246179	0.0552160085314902	0.227790838913765	0.0274589199601237	0.0373078449491183	0.0253335063171824	3.74680310549488e-09	0.176838438433508	0.427585260323392
S25033	0.041552502668083	0.0400101130607308	0.235341622390242	0.0255661293181481	0.0373776418334395	0.0224965111147931	4.39759233803151e-09	0.17322534209241	0.424430133124561
S25057	0.0179710761039184	0.058002709426537	0.223613845447933	0.028959025016309	0.035522120043417	0.0269957334528731	4.65883101856637e-09	0.181270900218165	0.427664585632017
S25059	0.0285181912019601	0.0437093011804405	0.238527083425985	0.0295485677986315	0.034014976458355	0.0310336765322066	1.10969322797163e-08	0.167958018522428	0.426690173783061
S25062	0.0308498669619425	0.0458129693632122	0.209537752163626	0.031153834352121	0.0403648614729235	0.0334278587588074	3.6605504124633e-08	0.177469256908047	0.431383563413817
S25066	0.0230979368415311	0.0551663909267481	0.234821536047493	0.0298367951202063	0.0336195209434371	0.0276586143819415	8.15581558935986e-10	0.168278355800886	0.427520849122176
S25068	0.0193385089957425	0.054332636861113	0.220138663018756	0.0278589670631544	0.0325116275097738	0.0330013739127545	4.4975357993584e-09	0.173010719330027	0.439807498811143
S25074	0.0206512930799499	0.0512620577738328	0.248608435769948	0.0273645492089705	0.0331890168596894	0.0266376961992542	5.48684129495931e-10	0.169603016553539	0.422683934006132
S25077	0.00583864151350621	0.0683289889804538	0.226740605531647	0.0276157292058531	0.0356563356148835	0.0266157991348858	3.15645756814185e-09	0.172779888665705	0.436424008196607
S25080	0.0218566326981858	0.0548918505127807	0.233229523945781	0.0276939954223493	0.0351154066830009	0.0259465124440934	6.21975194487345e-08	0.175533652242244	0.425732363854045
S25087	0.0194802458270126	0.0535609065921895	0.234448041794364	0.028300644870379	0.038226068603851	0.0258737300438358	8.53397171329154e-09	0.176884225818896	0.4232261279155
S25088	0.0363705496934919	0.0435757143145309	0.232060304322236	0.0250871522530669	0.0340294105602747	0.0298855984613326	3.04379824081366e-09	0.169903146861425	0.429088120489844
S25091	0.030856796404461	0.0504525594241482	0.238111667378118	0.0262710078446648	0.0361270196912674	0.0263426043719494	1.08577588773256e-08	0.174310265391923	0.417528068635709
S25095	0.0105839241170135	0.056309777016425	0.235276671565791	0.0262324260380096	0.0335841629514138	0.0300326790934592	1.71197226489232e-08	0.167568435926565	0.4404119061716
S2510	0.0202758222329459	0.0574694637773292	0.234550603976265	0.0280425017754079	0.0327258699542562	0.028728933556724	5.56756080460647e-09	0.172490956822629	0.425715842336881
S25101	0.0244412163129199	0.0591229271474965	0.250290034752107	0.0293625622938817	0.0376825386540389	0.0220751564650919	6.00130087982347e-08	0.170993275620704	0.406032228740751
S25104	0.0273522710811334	0.0513894555099181	0.205144206804914	0.0304610647039039	0.038225433718228	0.0280806551731507	2.75604347509302e-09	0.181230383276082	0.438116526976626
S25111	0.0251870735569646	0.0518202909710601	0.219877156121446	0.0281742439784919	0.0366418401414702	0.0289735846111652	3.87218842888097e-09	0.174145573518592	0.435180233228622
S25112	0.0105919245466315	0.0616625099958008	0.219080542264855	0.0271466575916546	0.0386297609705079	0.0270786024093213	1.21677440395151e-08	0.179979036016679	0.435830954036806
S25139	0.011481192791346	0.0599266860678572	0.232911952935929	0.0293815638032861	0.0342934725541199	0.0289244644278301	1.51517702037543e-09	0.17191314334599	0.431167522558464
S2514	0.0259579003803945	0.0499549901987789	0.223139669837052	0.0282624115759514	0.0343888752223006	0.0285209106405135	1.713256513761e-09	0.173013456267765	0.436761784163987
S25145	0.0183569906951688	0.0569240772613798	0.243929896807447	0.0293884750664452	0.0344467169535448	0.0255735124463641	1.12885529050137e-08	0.17075782257349	0.420622496907608
S25153	0.00792583667866257	0.0678706836397533	0.225644683731721	0.0293852700557379	0.0376602345232999	0.0279224690334828	6.10225856880181e-10	0.176083399352895	0.427507422374222
S25162	0.0153999585317827	0.0569814310813306	0.233489746526394	0.029516779537862	0.0344927373129578	0.0259665180792789	1.44610411048623e-08	0.171822591706243	0.43233022276311
S25167	0.00415880556772526	0.0697797927837668	0.215585218119322	0.0283526665360333	0.0347719589624574	0.0327636300646004	2.98754439223795e-09	0.181598505181549	0.432989419797002
S2517	0.00684769205102851	0.0666338766928685	0.239066582805662	0.0294741599280886	0.0327210611065089	0.0283578594517017	4.01101612290501e-09	0.172059855177543	0.424838908775582
S25175	0.0223424690221951	0.0562628466986089	0.238896655026862	0.0268148612622863	0.0374334399701362	0.0250047696103602	3.66594010885252e-09	0.171297644108924	0.421947310634686
S25178	0.0236521567075333	0.0542981059428671	0.221785461903511	0.0291209035100415	0.0360740726815544	0.0285758199321203	5.02157389863723e-09	0.175040928666546	0.431452545634253
S25186	0.0145834793645158	0.0626982088911353	0.242156401359425	0.0288110226541617	0.0350109821765104	0.0227382642257872	1.0176637317416e-08	0.173460419362381	0.420541211789446
S25192	0.0253478710591151	0.054101776488775	0.239913547371071	0.030838075694669	0.0355962705712503	0.0264497080154534	3.0717642187459e-08	0.170598256012275	0.417154464069749
S2520	0.0136387730453069	0.0609413393487678	0.224436948506189	0.0268386950889249	0.0373946338628295	0.026719771400651	4.92492466817285e-09	0.179909169355438	0.430120664466968
S25201	0.0237918515194042	0.0504048106036844	0.239651440319468	0.0285626623288831	0.0347789266866995	0.0248374341505908	1.64265260510581e-08	0.172730971034385	0.425241886930359
S25203	0.0244793955193635	0.0494887691587618	0.221623889708324	0.0274599125606399	0.036869503855888	0.0279777186375555	8.77739399181425e-10	0.176182131264617	0.435918678417111
S25217	0.022910769260281	0.0482396326876993	0.224037212142764	0.0261898867166826	0.0357798276370537	0.0300837202016995	2.30728277151492e-09	0.178727074233927	0.43403187481261
S25220	0.0240479581375019	0.0538204925117212	0.239215638884634	0.0285322401083037	0.0356245155758068	0.0231802649022308	1.139591466971e-07	0.173734404156162	0.421844371764492
S25223	0.0185238572171736	0.0547589554079757	0.221759090162323	0.0316004088116362	0.0347667514217813	0.0257184813841947	8.20430407158416e-10	0.182683896883899	0.430188557890587
S25233	0.017581444563746	0.0615504593697003	0.218071396130627	0.0292164314433622	0.0383626619849492	0.0261479456102424	3.92977365825527e-09	0.182168832948269	0.42690082401933
S25236	0.0179009321722268	0.0571058190608156	0.225876530132059	0.0336143249197552	0.0342858497687244	0.0287819234987594	9.14618210531666e-08	0.173403949866495	0.429030579119344
S25238	0.0303203323967067	0.0457908260208394	0.212566874416568	0.0284314625312884	0.035509171180707	0.0300255737373264	2.3911168466559e-07	0.177404687088029	0.439950833516851
S25242	0.030729377723367	0.0444536342494497	0.241515451926413	0.0293550250674756	0.0348193105825366	0.0265832380867057	1.13112489945181e-08	0.170996950628648	0.421547000424156
S25247	0.0299052364127548	0.047862731491399	0.241548029502816	0.0278422590074386	0.0357132980290927	0.0257944817852026	1.16279217185943e-10	0.173336310350866	0.417997653304151
S2525	0.0274538340796662	0.0534995566760635	0.235295856833101	0.0258300568130846	0.0357353317999464	0.0268241256743217	1.58034025040092e-08	0.174165611155546	0.421195611164868
S25253	0.0341661552307984	0.0430432441904276	0.237356672316278	0.0276914954845279	0.0345705141905342	0.0265522198490954	3.47661671169313e-09	0.172869409812148	0.423750285449574
S25254	0.0139728461149295	0.0604061694764654	0.229705204641938	0.0303340409249222	0.0370375099556022	0.0254175995837668	5.51994497462523e-09	0.173610292625943	0.429516331156489
S25256	0.0207602443166541	0.0587695817582155	0.249210026766795	0.0278582997018418	0.0372268593675432	0.0222513176751524	1.56931090989799e-08	0.171748558078866	0.412175096641823
S25258	0.0174072644150805	0.0573122006039564	0.235717597073666	0.0241888879571304	0.0378291984190919	0.0226258226537571	4.09297578406433e-10	0.17727318646948	0.427645841998539
S25267	0.0312570430268265	0.0491561466825175	0.226641917180016	0.0301541916548574	0.0363809411707281	0.0286868312038819	1.47341111207078e-08	0.174633783127213	0.423089131219848
S25271	0.0102379166195195	0.0680544721932142	0.244250071949095	0.0271945826063157	0.0359184416954195	0.0247338135512492	1.53627202311233e-09	0.173210686059004	0.416400013789911
S25273	0.0184575558451723	0.0545771091282401	0.219575376901254	0.026545572859063	0.0343770257871428	0.031323327937003	7.40163230644902e-13	0.174660540467213	0.440483491074172
S25288	0.018978233861167	0.0583033413407854	0.231064873721718	0.0289644905583974	0.0335134382561289	0.0271479599063234	2.30639872077325e-09	0.17418475653486	0.427842903514221
S25289	0.0269878249651976	0.0507172723877436	0.23063176994629	0.0294020788711156	0.0355695315062704	0.0283659122878847	2.19936914721831e-09	0.176525251019907	0.421800356816222
S2529	0.0203358788451368	0.0530142271843515	0.21915085761284	0.0295029967015179	0.0361967443011539	0.0312968682046012	1.92364167185323e-09	0.177755354167296	0.43274707105946
S2530	0.0230913065060275	0.0507312324338546	0.233194114665095	0.0307333134565457	0.0367010767299992	0.0257454683233326	1.95342074702611e-08	0.173452958318569	0.426350510032369
S25302	0.0200470512689394	0.0551138910049023	0.236866451756138	0.0256161727647366	0.0327309633481127	0.0285864127832302	4.60135096855155e-08	0.170861445878064	0.430177565182366
S25306	0.0324846501195541	0.0426876625818638	0.224056995887623	0.0254841704295979	0.0363599481260706	0.0297450912545129	8.03290297424264e-08	0.173702928250451	0.435478473021297
S25308	0.0249340857246253	0.0470404442486506	0.229953506600682	0.0294985965461129	0.0343768815528653	0.0299158848355921	5.20102820226477e-08	0.174734210079816	0.429546338401373
S25315	0.0215176015535089	0.0565120299609753	0.228916727165034	0.0274103780928712	0.0360809103569774	0.0281887327787585	2.12031367229011e-07	0.175898450456341	0.425474957604167
S25320	0.02125479455641	0.0569498374591054	0.2144832779503	0.0280418276793664	0.0305276771122459	0.0356851465186382	4.11168381224258e-07	0.17945972462453	0.433597302931022
S25330	0.0340637102142973	0.0422615478173409	0.233261341109477	0.0293760235413971	0.033268237972112	0.028114957090446	9.64564083811356e-09	0.172161239288535	0.427492933320754
S25339	0.0199014698784586	0.056523361470153	0.237744692137621	0.0278630817199494	0.0358190882573289	0.0270383662664168	2.34531371779124e-09	0.170084700099969	0.425025237824789
S25346	0.0255777550898965	0.0509001225992839	0.233796300723242	0.0285339456873864	0.0374505569619258	0.0251177799481772	6.60262405710937e-09	0.174180554899938	0.424442977487526
S25349	0.0280532941273816	0.0521948502074102	0.216178496518222	0.0328155334491443	0.0386675876711509	0.0300132156698103	1.4940049164009e-08	0.175306629809976	0.426770377606856
S25358	0.0324172367511803	0.0447330628932986	0.228127225541732	0.0320071784147951	0.0336901298230472	0.0305366317493461	2.10703761439785e-08	0.171996132752486	0.426492381003738
S25359	0.0409757771467935	0.0379084483705312	0.214159196282814	0.0291247388976704	0.0386643686595837	0.028027638483846	1.50858078478466e-09	0.178805707038558	0.432334123611623
S2536	0.0267703186538886	0.0507136557623624	0.217127451592976	0.0282575303158988	0.0375534698177968	0.0283958229068971	7.27273517036577e-09	0.181071044800716	0.43011069887673
S25363	0.0213969300375577	0.0530099652943652	0.232448558003816	0.0247535519237678	0.0324485644611193	0.0295548995459348	4.62002635958779e-09	0.1767588680944	0.429628658019013
S25371	0.0185256284879708	0.0573115248526676	0.230137808884885	0.0240522149145429	0.0332203889734943	0.0277781193517366	6.75258184774467e-07	0.174819057773994	0.434154581502524
S2538	0.0199073749487392	0.0500007454414939	0.237689951496979	0.0284658973221001	0.0359191085583688	0.0283434778439386	1.13812813442808e-08	0.169015200223984	0.430658232783115
S25384	0.0132183281759677	0.064120362232948	0.224457288678145	0.0273861153966478	0.0381450715400503	0.0283802870403355	9.03166171645325e-09	0.177852003182969	0.426440534721275
S25397	0.0302216849643517	0.0511345653326923	0.222268450111002	0.0268202260784051	0.0357368672455994	0.027873663675231	1.20454260476843e-08	0.182085995949566	0.423858534597727
S25399	0.0179749661084182	0.050244254661587	0.231363953411591	0.0292292168932755	0.0320490868884143	0.029787666732843	4.10519555150074e-09	0.171198407193855	0.43815244400482
S25405	0.0161612719112927	0.0624860023413487	0.238585553442195	0.0319495212070024	0.0327458884819102	0.026172976001346	1.90090989987699e-09	0.171919554662246	0.419979230051748
S25413	0.0131823805785528	0.060867374399944	0.226600204185957	0.0269102138155365	0.0350235913789169	0.0296512212729524	1.1327506861128e-07	0.171239941253862	0.43652495983921
S25417	0.00678726919287684	0.0672411779085321	0.234172889162273	0.0277516402447731	0.0351114648082611	0.0259569926447646	1.26170611284899e-08	0.173300893988172	0.429677659433286
S25418	0.0223056302525236	0.0547618268180253	0.220394128342463	0.0276187626291003	0.0343582699611594	0.026316067830437	8.78356221205937e-09	0.179772817676092	0.434472487706638
S25419	0.0305370473081999	0.0439190995510329	0.225295643233431	0.0290745967838164	0.0340786418198284	0.0288466283264348	2.97720804955675e-08	0.175531771401823	0.432716541803354
S25426	0.0201303242509953	0.0529063680351109	0.241778577358462	0.0297182654033579	0.035525875858763	0.0280741867931506	1.90753490808418e-07	0.169942661430834	0.421923550115836
S25436	0.0120576574353789	0.0653121800967333	0.232397614635229	0.0278193672966173	0.0369131162493578	0.0248099692173784	4.13934576458034e-09	0.178028147280534	0.422661943649426
S25443	0.0312183161325125	0.0440316438385909	0.234448971591849	0.0278215104489021	0.0306913715431612	0.0304646380210816	2.04892246271156e-08	0.172637677394562	0.428685850540116
S25447	0.014395668101259	0.0589817122284445	0.235570878661095	0.0271758629473166	0.0346660513094526	0.0253058746262393	9.58036537889966e-09	0.174000303769705	0.429903638776123
S25454	0.00969756825823035	0.0661547757668034	0.22524795673053	0.0300396307035202	0.0353785772606958	0.0286460009251324	2.32610839666021e-09	0.176949067809078	0.427886420219901
S25461	0.0253994426555723	0.0567583064785835	0.243772178360179	0.026449841716811	0.0344024668520367	0.0257074736848304	2.85306087663512e-08	0.170806068965149	0.416704192756229
S25464	0.0296756378501123	0.0438284806069934	0.240938545741736	0.027277086987095	0.035057371530902	0.0259796345682661	5.07943561673765e-09	0.169122434661647	0.428120802973812
S25480	0.0214996328898556	0.054921826990154	0.236128716604744	0.0274921449497941	0.0340405114916128	0.0275682787962105	2.16394379175919e-09	0.173303321237235	0.42504556487645
S25491	0.0292192951597885	0.0399722073029022	0.24360304069799	0.026735910583305	0.0335810726245423	0.0264590955001036	3.32900002143048e-09	0.17213669001954	0.428292684782828
S25498	0.0217041738391513	0.0556449337942278	0.233164637629619	0.0295776247964476	0.0353649112503238	0.0281935245721198	5.97423152897074e-09	0.172407836712886	0.423942351430993
S25506	0.0412395310590289	0.0403584878610184	0.234891232610329	0.0288190073913059	0.0353064013417355	0.0263448477182254	4.29130527276399e-09	0.175342885276906	0.417697602450145
S25512	0.0363717287651765	0.039360026681038	0.23373295254613	0.0249089814488516	0.0349867304367002	0.0276625056205772	5.56677187523588e-10	0.168768471553745	0.434208602391105
S25525	0.0181685237141451	0.054359463165254	0.228902108395461	0.0260270771662407	0.0348172313475645	0.0271259422574986	1.50755671615857e-09	0.175470212669409	0.43512943977687
S25532	0.0189387556422304	0.0573698351741872	0.223955031818836	0.024987255638101	0.0374984632344859	0.027768330029545	9.94106944000846e-09	0.180047920381952	0.429434398139594
S25534	0.000963911248377681	0.0718319999807659	0.242865065869489	0.0249417645100786	0.0361701430884274	0.0255151270532037	9.47817828074907e-09	0.175164352363129	0.42254762640835
S25539	0.0253984020355621	0.0519660993538875	0.229563063344412	0.0288482646212361	0.0342978389164345	0.0277265364668948	1.14804544902554e-08	0.171617829650169	0.43058195413095
S2555	0.0263881450768933	0.0489971786182025	0.237960056565558	0.0291356755247984	0.0366744736637003	0.0232900756900641	4.12374609746449e-08	0.17117697891628	0.426377374707042
S25551	0.051721835465811	0.0272531778034166	0.222583374560594	0.0250459864791208	0.033602906699129	0.0330674839220163	1.56295018626347e-09	0.180902520841235	0.425822712665727
S25573	0.0223843021165812	0.0509905518081325	0.233552514846321	0.0263619778934936	0.0334260123347117	0.0290014358809974	2.54650122965053e-08	0.173517046708353	0.430766132946397
S25578	0.0209575174048104	0.054057643910477	0.237136022935437	0.0261651693712238	0.0362147211256132	0.0248201412213756	1.61891548948227e-09	0.171796188927739	0.428852593484409
S25584	0.0191602926214195	0.0563022534062608	0.228528236112003	0.0280493641964846	0.0365673104348771	0.0271952425647927	1.21388864392795e-08	0.175126356861472	0.429070931663804
S25597	0.0361814136607113	0.0434834914795707	0.220709843207236	0.0281646923890619	0.03688281791168	0.0264607624025839	1.25849992078925e-09	0.176594198014836	0.43152277967582
S25600	0.0223105971833419	0.0585833811593464	0.225188365884843	0.0286310455225863	0.0330714364255095	0.0276803305891958	6.62769232370062e-10	0.17469694379788	0.429837898774528
S25601	0.0239804900465787	0.0565928423936226	0.221442057377611	0.0253280525940342	0.0377041027795636	0.0301957018068598	6.04105637108212e-08	0.179081041541287	0.42567565104988
S25603	0.0267743295538649	0.0454732289242836	0.232783736661435	0.0270074663746317	0.0341381540478123	0.0286101636983991	2.12983235568584e-08	0.173097558270898	0.432115341170352
S25605	0.0247528096308142	0.0525899987151884	0.220106240813464	0.0311328803542654	0.0332887807939024	0.0318731890303542	8.90175107538671e-10	0.17153160885768	0.434724490914156
S25609	0.00940454411686367	0.0663739920376639	0.229029028188997	0.0325024670562505	0.0349599016728257	0.0292137430482134	5.42133120541236e-09	0.173087368028068	0.425428950429786
S25612	0.0171792428497587	0.0574480393405603	0.235507339530875	0.029461364096097	0.0353376738240278	0.0281901435718592	9.67718174670686e-09	0.171414608020073	0.425461579089567
S25618	0.0247469454214184	0.0523900139961926	0.232889657772232	0.0286897691386373	0.0356795158040109	0.0248882054096094	5.01779314903695e-10	0.171683060585744	0.429032831370376
S25620	0.00947699129130928	0.0606180706594294	0.242838518719733	0.0282680172378582	0.0330255600204215	0.0270893731797	5.23863134566733e-10	0.171559736606374	0.427123731761311
S25623	0.00798636040411134	0.0629621287623101	0.23792526845149	0.0270546564357179	0.0310536179695539	0.0338504467315068	9.94720368529113e-09	0.174351885875612	0.424815625422494
S25625	0.0244061645079396	0.0474624789138076	0.241380610143325	0.0284905956286853	0.0350168706964361	0.0276537536806853	4.89271807274897e-10	0.169590546914586	0.425998979025263
S25631	0.0307781531532328	0.0497969394544926	0.218461226756572	0.0292593902560614	0.0388358626168166	0.0277558211955384	9.69463642307094e-08	0.176194014827919	0.428918494793003
S25632	0.0309126306990283	0.0447848963031041	0.229448180725061	0.0293933952008303	0.0336406537157787	0.0315212168594473	4.81962580080154e-10	0.176839799589913	0.423459226424875
S25633	0.0236804274357236	0.0531722602174817	0.240605577028374	0.0282942589023674	0.0338664590847311	0.0255789659968592	4.04905822058587e-08	0.171089117066386	0.423712893777494
S25635	0.0168172990962049	0.0597385665742902	0.229953652375879	0.0308197473722009	0.0328976085840347	0.0283368112004883	1.72970510655628e-08	0.172297393422687	0.429138904077163
S25640	0.0144653846467687	0.058136367068057	0.226959279203112	0.025015139587276	0.0342802865710931	0.0268165673962137	7.92869276983315e-09	0.17524177999855	0.439085187600237
S25642	0.0240390002484814	0.0465304152031071	0.242616518970631	0.0268615940528893	0.0352636696158659	0.0266956057544025	1.61196584720179e-09	0.17172018364303	0.426273010899627
S25647	0.0241512208466556	0.0537970810726018	0.230191857812757	0.0296467729270451	0.03771847440756	0.0231806047916392	6.69728725380498e-11	0.175034351674097	0.426279636400671
S2565	0.00775935484247761	0.0632213752635258	0.236073455420661	0.0276208407899306	0.0340681479708764	0.0280367438528886	2.48382384753878e-08	0.17339206468905	0.429827992332351
S2566	0.0274603503297082	0.0438840044922083	0.218717133970136	0.0310196250792007	0.0348913838626449	0.0331510604300312	1.88586460889024e-08	0.173594012223321	0.437282410754103
S25663	0.0253537297994945	0.0531505419148755	0.225647072909979	0.0320939667853119	0.0352968715947008	0.0266066644659238	1.44285316962841e-07	0.174600112470233	0.427250895774164
S25674	0.0315428529834889	0.0460956532372854	0.212073494310321	0.0272929189964024	0.0364148374398978	0.0299988336378139	4.4302451787819e-09	0.182318084378915	0.43426332058563
S25682	0.0238508287387846	0.0490018915842969	0.228019769943873	0.0277608521493266	0.0354162186519004	0.026675619793724	1.57358125772675e-09	0.174719221395475	0.434555596169038
S25697	0.0328274458518438	0.044857811774846	0.237937113551823	0.0257987286268636	0.0356586035187426	0.0276309814862447	7.61444380450248e-09	0.171572843664687	0.423716463910505
