B.cells.naive	B.cells.memory	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated	otherCells
S11078	0.0422041741559954	0.0306889373368558	0.00875813170905897	1.39421549664889e-06	0.111260694677835	0.0696408234159296	0.00877522504789944	0.0243710053804492	0.05710739490312	0.00842765458419017	0.0303786680994879	0.608385896473682
S11081	0.0474435161001848	0.0233021646777102	0.0114877142457775	9.92892804200904e-07	0.109306943999848	0.0710354501276812	0.00758861457459612	0.0251473899281429	0.0588012361747325	0.0137227461281828	0.0246204065406702	0.607542824609669
S11086	0.0506305459069706	0.0188609725895732	0.00699481548879415	4.03123669393196e-06	0.110415348181816	0.0724321146341824	0.00682552765027972	0.0253930648044127	0.0582611436401823	0.0100417117871794	0.0300346189507506	0.610106105129165
S1109	0.046204956238927	0.0238870268509682	0.00514690842511339	0.000231604864977066	0.106127157741776	0.0704755175169541	0.00809281624429182	0.0251919793087707	0.0602869936260832	0.0156094825353502	0.0250022638539782	0.61374329279281
S11096	0.0472961520132044	0.0203256666042013	0.00757147347511899	1.19408371282106e-07	0.106210014874381	0.0718556970371897	0.00972092176910604	0.0256509237270463	0.0594555930543008	0.0126525034222726	0.0292824410110325	0.609978493603775
S11100	0.0526449686875344	0.0203244896655344	0.0146334593758515	9.63689005579078e-07	0.110631232937308	0.0692083663618408	0.00891153679293569	0.0250839089816031	0.0558057345125016	0.00887329297816921	0.0288088965837215	0.605073149433994
S11107	0.051990070847226	0.0185687844571023	0.0100591248090536	2.69269653983219e-08	0.109109029385163	0.0697624291991298	0.00821133152299231	0.0260397690460045	0.0579192722646028	0.0117325376401847	0.0267039918697024	0.609903632031873
S11109	0.0470550871847628	0.0240618279387902	0.00795248956151198	6.17436967932118e-07	0.105831934406292	0.0672596207983505	0.00842995350712034	0.0269375390645342	0.0580685211110471	0.00847294692821594	0.0313043015392505	0.614625160523156
S1111	0.0381840568408492	0.0308122756581744	0.00961588145612919	0.00503073991892164	0.113466534359756	0.068763006880221	0.00582381139038102	0.0254339537228487	0.0572592393835311	0.012982388518223	0.0272688782774267	0.605359233593538
S11119	0.0398214890557887	0.0300324618487457	0.00984913168200415	4.27366296353732e-08	0.112393670840113	0.0708310481930712	0.00772642840719912	0.0263126976497092	0.0564431938314741	0.00746539587925666	0.0306398152973395	0.608484624578669
S11127	0.0388319086728979	0.0291757168555019	0.00359509731424386	0.00204890610236817	0.111426046742033	0.0746646451206118	0.004301073039248	0.0256436690387386	0.0592693672251642	0.00765869461261292	0.0324447926998208	0.610940082576759
S11136	0.0464223679615496	0.0225780748103526	0.0111588967541064	3.63418063452692e-07	0.108559059495682	0.0721888689869869	0.00536945031775201	0.0270246360028203	0.0583071653628548	0.00900574609728179	0.028793238158643	0.610592132633907
S11147	0.0437763525438074	0.0245811167816543	0.0114780424050821	2.32104383386601e-07	0.111040272570809	0.0692416600391021	0.00473406084258908	0.0267581726655555	0.0588507147849287	0.00696001328781692	0.0335277297094251	0.609051632264846
S11150	0.0483009041107914	0.0203839066304101	0.0116490377087735	1.26894082229284e-07	0.112185006215458	0.0676378603639042	0.00702403047783268	0.0253463831014095	0.0578293535040251	0.00678581848253315	0.0326731251676989	0.610184447343081
S11152	0.0522573473382181	0.019634691296282	0.00543712921185924	1.73518683906217e-08	0.107833095644057	0.0702547811104466	0.00716064325694558	0.0265785500051114	0.0580647225002289	0.0109847048369024	0.0282741050042437	0.613520212443837
S1116	0.0493517365101177	0.0215686576637861	0.00955533718775283	3.92925719332568e-07	0.107995445119333	0.0786281432712595	0.00628238284575945	0.0258961931386267	0.0574912788582884	0.0114441014037389	0.0274557031830106	0.604330627892608
S11163	0.0475902694914216	0.023123718805032	0.0125981696243617	3.72233764788977e-07	0.115236426921719	0.071173152435895	0.00747610409059002	0.0256237358653984	0.0551347150850489	0.0135980953067584	0.0257084144695697	0.602736825670441
S11164	0.043626781030121	0.0252265349782606	0.00931299238556457	3.20640221937522e-06	0.105751914581404	0.0662172092790604	0.00791185501915819	0.0268675468427606	0.0596246197097556	0.0122225235784763	0.0278369317216986	0.615397884471521
S11166	0.0435856095811107	0.0288733662724945	0.0029786627868475	6.07209876240499e-07	0.103403207171491	0.0707548364980337	0.00764223800949303	0.0281425147079583	0.057519716306681	0.0110523614132186	0.0288827571936884	0.617164122849106
S11173	0.0547193827781284	0.0197983856595227	0.0126078646375634	1.15392392124397e-06	0.109378566743723	0.0639582600459357	0.00662590720809556	0.0269430883796151	0.0572110322741267	0.0101720235702968	0.0296354276283832	0.608948907150688
S11174	0.0383103941895504	0.0294239080289589	0.00891534289078136	9.68750868293224e-06	0.112186683285057	0.0730532873553259	0.00298421126948952	0.0280091723560094	0.0602936401150082	0.00706187855259667	0.0329518318332716	0.606799962615268
S11182	0.0543441482184263	0.0193031509596575	0.0117462305076365	1.124129537324e-06	0.114773961752253	0.0702445370267786	0.00833801478454843	0.0246996868126456	0.0574607679539744	0.0125509511826359	0.0243133472848088	0.602224079387098
S11188	0.0482178610870673	0.0218852547964853	0.00958743770338545	5.26340867520389e-06	0.109362057583633	0.0683490591892998	0.00644353647520083	0.0257510697100373	0.0606456059764559	0.011931308752023	0.0272145337959581	0.610607011521779
S11189	0.0461457421124817	0.0249233633035385	0.0110784009526523	4.16322738685855e-08	0.117239882659972	0.0715377825306684	0.0080691475398253	0.0265322006764662	0.057677047479841	0.00792625338578577	0.0282829799436327	0.600587157782862
S1119	0.0476882477605532	0.0247597580962397	0.012565743817518	6.66950648470499e-08	0.116353186990806	0.0704101956831942	0.00482127825932835	0.0261023205285342	0.0580708824583509	0.00959070637791871	0.027936858180871	0.601700755151621
S11195	0.0588380046388807	0.0192845921226238	0.007784116979215	9.00553805764728e-08	0.107962001249595	0.0781930375798174	0.00610644041671993	0.0263904386805525	0.0585988228271875	0.00612191944519573	0.028539865277843	0.602180670726989
S11197	0.0524875575402806	0.018998618400718	0.0142898155114305	1.94411077985883e-07	0.112497156002223	0.0690283209626218	0.00800587575463298	0.0268320090795767	0.0545714185984053	0.00994244078831435	0.0263309747182889	0.60701561823243
S11198	0.0469471318257289	0.0214451810343532	0.00519553177161645	2.36108889407852e-07	0.106196221570249	0.0692713145530499	0.00683832327197264	0.0303712119319751	0.0597921956483983	0.00329846677432848	0.0351702695609251	0.615473915948514
S11211	0.0483329742640286	0.0199829869420525	0.0108873180728901	6.97658881547762e-07	0.111265519453794	0.071958539088813	0.00723635067075588	0.0261072920784357	0.0590707190275718	0.0101722478320633	0.0256320266770835	0.60935332823363
S11214	0.0416817863051008	0.0279924939080251	0.00452527899937341	0.00250003157205895	0.112148712849349	0.0706185506915143	0.00619124137884221	0.0252876014146611	0.0578279151621759	0.0127515497407019	0.0263001987013116	0.612174639276886
S11216	0.0467970888505672	0.0231324294338708	0.0122997228677634	3.85919818354762e-07	0.107961212539987	0.0704063246390281	0.00787723712393419	0.0260734286306144	0.0598222251385695	0.00776606005942224	0.0274167885110795	0.610447096285345
S11224	0.0469132022218834	0.022850266527178	0.00906378142831232	8.28613241525023e-07	0.112970300866545	0.0691244036770962	0.00768719685599683	0.0256089704935279	0.0573669172155235	0.0146423563221628	0.0242640532158253	0.609507722562707
S11236	0.050040083222884	0.0192601253440748	0.0108321165127933	1.76630119177515e-07	0.10798799854758	0.0705329718272487	0.00821222703982418	0.0263093671019704	0.0606692755164201	0.0104307232852233	0.0256347119786927	0.610090222993169
S11241	0.0443743571092837	0.0256295359940227	0.00858611240127752	7.77148476649331e-08	0.107793008914666	0.0709918202453651	0.00486500907792112	0.0268584153694809	0.0579934524250738	0.00646347243636305	0.0333394172412104	0.613105321070488
S11243	0.0442289102408129	0.0232183786170652	0.0128560708552226	4.06896219877311e-07	0.112429443304415	0.0702909677144891	0.00710759077561247	0.02668849221377	0.0573036488033893	0.00887924155917241	0.0276304347330626	0.609366414286768
S11245	0.0492135041118865	0.0235227810272674	0.00887272319716899	1.19572429280268e-07	0.110545535694762	0.0681854294196955	0.00740274834638236	0.026890919618927	0.0566403264374647	0.00878738952588854	0.029510381073321	0.610428141974807
S11249	0.0457999425412292	0.0285833244798599	0.00848918570662726	5.83902408764844e-07	0.112490383531662	0.0715769119898843	0.00855803470500437	0.0254071943894368	0.0568510294882146	0.00938932452567693	0.0261789632391795	0.606675121500817
S11274	0.0521655466734895	0.0163037357550009	0.00736181065665866	4.62624536779979e-07	0.109068387060129	0.0700569013255929	0.00749950940664347	0.0276062454169206	0.0568126306906658	0.00879290704672559	0.0284526957090574	0.61587916763458
S11280	0.0479719657044291	0.0233857868830186	0.00896617110265291	8.2958772947079e-08	0.109974213967745	0.0761047905842656	0.00568713045736179	0.0264381968780174	0.0591873427334435	0.0105336677344501	0.0262429072111553	0.605507743784687
S11281	0.0447352809479189	0.0226866393130379	0.0104219467452658	6.96099861176031e-08	0.111214663586595	0.0713377323253951	0.00800320398114418	0.0258824967442337	0.0592462386608331	0.0105513338174471	0.0257234410695301	0.610196953198613
S11285	0.0451042437773972	0.0241863076640277	0.00855281069953192	1.62666711893413e-07	0.108983272900656	0.0727885759378208	0.00519089781069872	0.0285798403524595	0.0579479389111028	0.00824437639622643	0.0298255279145266	0.61059604496884
S11298	0.0488431316899789	0.0209103631248695	0.0123949335855817	4.12234336162504e-09	0.112640896977283	0.0676539712560988	0.00555605912276509	0.0252048531983552	0.0603414602050234	0.00917415108003381	0.0267785346731704	0.610501640964497
S11311	0.0490868411702815	0.015309016287449	0.0113315874784663	0.000176566481775474	0.11206564017769	0.0699587758974406	0.00660570403535019	0.026879206084152	0.0596176989853507	0.0101352574239594	0.0281603175331506	0.610673388444934
S11312	0.0485515189858116	0.0189447452797906	0.0121397783105724	3.83367725255159e-08	0.108184374511156	0.0695495662956272	0.00543329729710902	0.0266980525528638	0.0582037062590049	0.0087219566880567	0.0313641718304354	0.6122087936528
S11316	0.0489884084325796	0.0229641671092154	0.0103000024909515	3.55827828573741e-08	0.112405817365324	0.0699230393457902	0.00764626638527276	0.0256613800538705	0.0595625245786263	0.0107381678438925	0.027025539703722	0.604784651107972
S1133	0.0474480499963436	0.0239324235978768	0.0102592959165758	1.94840458823265e-07	0.112974675157567	0.0669418792719615	0.00580686832829849	0.0272537121907482	0.0544094822352393	0.00823326979529831	0.0312940973891917	0.611446051280441
S11330	0.0444404100996005	0.0250354351064479	0.00403573552670401	0.00180167617726172	0.108977442385444	0.0742163603769352	0.00743696279730718	0.025267240105738	0.0572312926307603	0.0111588069125296	0.0276190307367862	0.612779607144486
S11332	0.0540168202595491	0.019324366790236	0.0111100914438332	7.34824201036075e-08	0.115017674813205	0.0760972022064531	0.00617199119637559	0.0258334799163041	0.0560936722401807	0.0123325842499728	0.0261682694636337	0.597833773937837
S11334	0.0421205003502865	0.0282860812265537	0.00485578273904106	1.56882134341348e-07	0.111315700551192	0.0770906873278687	0.00603455287612512	0.0253802151919053	0.0588480928451456	0.0102760478615589	0.0284659909819863	0.607326191166202
S11335	0.0483772616027343	0.0235749222404729	0.00974503879106123	1.21106465062378e-05	0.10913585442757	0.0711762579228782	0.00813221437630229	0.0261093101506516	0.0578495001231118	0.00787124595629327	0.0304208150440522	0.607595468718366
S11345	0.049209835702527	0.0222724062146387	0.0087245006551854	1.67661571071096e-06	0.105978162259178	0.0712564896745414	0.00806275290336976	0.0274363904523041	0.054632351983912	0.00999327857308828	0.0275596536483922	0.614872501317152
S11349	0.0470007399331494	0.0193782542429747	0.00966640223714409	0.000190868025162634	0.108801030300433	0.0726722912880876	0.00656641442635044	0.0260494000479403	0.0603529077902308	0.011798013229023	0.0257987186429252	0.611724959836578
S1135	0.0393398960157377	0.0304853746550881	0.00899621977141859	7.0073586045619e-07	0.108407648872148	0.0687783982563002	0.0048634482385545	0.0294677184770187	0.0605832763171003	0.00864993788238641	0.0307878445063738	0.609639536272013
S11352	0.0493950879225383	0.0190541364279399	0.00817918820373599	5.54184824600544e-08	0.106541103172203	0.0667651361672794	0.00711437412476872	0.0254680540824439	0.0609356389877275	0.00817553511564016	0.0319812879451461	0.616390402432095
S11353	0.0447190178952517	0.0232427026205559	0.0129156529693951	1.56532737900675e-06	0.108962740141509	0.0688482241334341	0.00757883670016144	0.0257071881793399	0.0592326020441782	0.0100720874146162	0.0284880963986988	0.61023128617548
S11368	0.0436366606303415	0.0248299915977194	0.0031752879157669	0.00280250921040513	0.105804622116235	0.0734498347685701	0.00538548484737526	0.025484909165527	0.0606040641105805	0.011352849744036	0.0302643751697958	0.613209410723647
S11369	0.0492318060924803	0.0206033986459393	0.00584129538554843	6.77548876531953e-08	0.110420462559246	0.0784278179198572	0.00769559216638555	0.0255928371365683	0.05871677520913	0.0125709648510796	0.0250677453166819	0.605831236962196
S11371	0.0479531035484756	0.021647418329322	0.00287480140198705	2.34293676951063e-07	0.107251624989805	0.0770294061073884	0.00602267197851672	0.026459758291862	0.0573190036646234	0.00848145251874224	0.0313367454966593	0.613623779378941
S11377	0.0439306767788948	0.0248342541900728	0.00703624285556842	1.02890750337754e-07	0.109515802826527	0.0678906082778216	0.00766468874023927	0.0270528165376161	0.0602766758350184	0.0127440856189288	0.0261034624152766	0.612950583033286
S11378	0.0401769061557999	0.0316921840544979	0.00554583383396255	6.43399174929129e-07	0.106184761908772	0.0702602454452889	0.00587532245353207	0.0265828600223202	0.0588740469164973	0.0150603887724439	0.0258039357520015	0.613942871285709
S11383	0.0469676074148745	0.0256495973119611	0.012467458356117	2.23285905732505e-07	0.111839899932812	0.0690419253056094	0.00430722404819987	0.0252539124042133	0.0584276444258547	0.0103361079535592	0.0295881246140641	0.606120274946829
S11384	0.0483304268211428	0.0248179941364227	0.00895768685983243	4.99977585367212e-06	0.112094758836627	0.0706859509979548	0.00509006650563537	0.0262945252240938	0.058191635424974	0.00889669388258988	0.0258941395817898	0.610741121953084
S11392	0.0484114483502894	0.0204378239748394	0.00970639177554468	0.00207952054681488	0.111428259583077	0.0736933413907022	0.00673474564043743	0.0245810934546187	0.0587590464013809	0.00848244254022954	0.0281941153283387	0.607491771013727
S1140	0.0441451100059791	0.0270618170916987	0.010104734402953	6.88283208322864e-07	0.104018965408779	0.0653845985791111	0.00845545514110716	0.0261760768661781	0.0568923053638352	0.0102591463644053	0.0283040003028721	0.619197102189873
S11410	0.0467767019877772	0.0221583284034101	0.0140163258485227	1.77115190033273e-07	0.111449697118814	0.0660029210151466	0.00628897160821477	0.0277573360244832	0.057856504358363	0.0118572236325028	0.0279776173937881	0.607858195493788
S11411	0.0447118277856943	0.0262138091215949	0.00714520354926439	1.93740424771496e-06	0.116379764568501	0.0753346320762255	0.00595447581282263	0.0255785921906411	0.0587813293489683	0.013358542518919	0.0249737819391379	0.601566103683983
S11414	0.051139664513871	0.0215446343793258	0.00811764084024623	3.39910282486675e-07	0.109150498755824	0.071160761337893	0.00730743512425055	0.0248003590215978	0.0560579589124114	0.00850062079135342	0.0295670836642552	0.612653002748689
S11419	0.0492789180099051	0.0226318539285163	0.0079484527361633	2.12342195318709e-07	0.110903504445522	0.0716267385581999	0.00479822231257018	0.0256093047254438	0.0607983905601105	0.00872199978210704	0.0302736394217443	0.607408763177522
S11424	0.0438192022527983	0.0220920776532494	0.0134969367640912	4.33078142902694e-07	0.116937655752477	0.0655917349730634	0.00440698689684118	0.0275592619607527	0.060082093841498	0.00881431633405779	0.0312780420970895	0.605921258395939
S11425	0.0507755916847702	0.0200685399945114	0.0124422511025366	1.15993580984731e-07	0.114828486065784	0.0724545860584924	0.00538647498912386	0.0252404186906103	0.0581440259820956	0.00816386813694324	0.0295936533739286	0.602901987927623
S11433	0.0561368470821095	0.0155916985535343	0.00916293015662791	4.00259344702827e-07	0.11024317714371	0.0731482066838321	0.00721399737805248	0.0251980089472277	0.058926375194567	0.0114864923090268	0.0243105469294226	0.608581319362545
S11434	0.0478957628259754	0.0253112312282103	0.00732851995430487	6.14980087778401e-06	0.112705224291773	0.0744896294361761	0.00747270432176708	0.0252499769603194	0.0589542469512873	0.0116076081905277	0.025156226693185	0.603822719345596
S11436	0.045291911781115	0.0264811676632858	0.00823182555659102	1.13051454520075e-07	0.109121603647033	0.0718860056343093	0.00676600979046191	0.0259876965287809	0.0620114771187426	0.00894725268917152	0.0280398862699104	0.607235050269144
S11437	0.05004529131688	0.0229323746578968	0.0110605091356546	1.1826334594314e-07	0.113492288348991	0.0694623878840775	0.0056598800150687	0.025472115623771	0.0566438391410134	0.0100329892918427	0.0289520156828578	0.606246190638601
S11440	0.0447068602189351	0.0281876478026892	0.00862356204250088	1.34335221713277e-07	0.101831842882757	0.0636818982642737	0.0116890386183771	0.0254645350450891	0.057339048865919	0.00718761766814864	0.0315323216646408	0.619755492591448
S11449	0.0497063353927636	0.0225280211262425	0.0131789652498757	2.45070868952988e-06	0.112567957757703	0.069392544032407	0.0072731621338644	0.0248321798385599	0.0568490079105343	0.0128193492922199	0.0258379972569789	0.605012029300161
S11459	0.0551363697154952	0.0210397356909437	0.0100191770098008	1.26675992274598e-06	0.112246193833263	0.0670641942895298	0.00674742301348004	0.0262734156718204	0.0559780313696638	0.00860154365299091	0.0267440149585631	0.610148634034526
S11477	0.0475710341845221	0.0212923347006632	0.0103924787859588	2.57931440673315e-08	0.107702488287041	0.0681664579548243	0.00762846491989877	0.0259210018814118	0.0583117743101558	0.0112674571920999	0.0284715133231815	0.613274968667099
S11480	0.0452055693577089	0.0254036952341054	0.00834937001060989	0.00409888678327089	0.107779411426254	0.0658640750555346	0.00823639693102186	0.0261044977492727	0.0582919098338936	0.00931779366437144	0.0286884620345214	0.612659931919436
S11486	0.0446249445423646	0.0250889559140022	0.0113172176635919	5.86375400770777e-07	0.111935646858546	0.0655619529768779	0.00628906737061501	0.0273578298966879	0.0561172242787597	0.0132487599986046	0.0286554715702147	0.609802342554335
S11501	0.0422108953160872	0.0259097473405779	0.0066876652946442	7.22500045916444e-08	0.103065527267424	0.0683855385784961	0.00532883856081879	0.0281956055478629	0.060371265227039	0.00949888260505395	0.0297598454140264	0.620586116597965
S11504	0.0516576496897116	0.0201736316514898	0.00888421088233898	2.73718087774506e-06	0.110259975841608	0.0720556066944674	0.00721847418430737	0.0255652629780142	0.0559493220710792	0.0114964172739469	0.0258129773131049	0.610923734239054
S11507	0.0507334811713936	0.0209418674801766	0.0106822196774165	1.29758887225379e-07	0.115884291113984	0.0728919500586096	0.00650472733715571	0.0247430810033934	0.0549862846379337	0.00958845901365271	0.0280249715741432	0.605018537173254
S11518	0.040764502818642	0.0265248504550128	0.0042845099989572	0.00144945519832909	0.113777750610468	0.0861800855367125	0.00597664896698512	0.0236521063681436	0.0620133024733042	0.0120338792236205	0.0219148669332116	0.601428041416613
S11525	0.0451093585105266	0.0256081519581725	0.0128561557003677	0.0010305551554084	0.11032991058997	0.0692239845214226	0.00688099376285927	0.0261750763495387	0.0553551038228221	0.0122093669637169	0.0268047237914019	0.608416618873793
S11531	0.0479299896950004	0.022543623429146	0.0109089494692861	1.39493156750162e-06	0.110497221168235	0.0715696655546682	0.00723786177730761	0.0261330223921891	0.0589358753498729	0.00800773865062462	0.027833539481136	0.608401118100967
S11532	0.0531643010800212	0.0219864633322574	0.00918792216098203	3.58885629476292e-08	0.11325508447608	0.0711704807658583	0.00508665243416691	0.0258593062068637	0.0576369803971231	0.00829880393708386	0.0286884785157769	0.605665490805224
S1154	0.0459828512730738	0.0248463868801494	0.010154646491611	2.9977311881021e-07	0.108697990277285	0.06854976154421	0.00550839260855257	0.0257412613703111	0.0602587195413943	0.0122390398250812	0.028068433015863	0.60995221739935
S11542	0.0462487429511439	0.0215499163667891	0.004919070277579	4.42120362998876e-07	0.109328067617501	0.0765970099431661	0.00847206924188931	0.0261517972793679	0.0565393208062324	0.00880074458902704	0.0300054015384466	0.611387417268495
S11543	0.0479888347707422	0.0229928317447354	0.01043616728485	0.00148254057845542	0.106408595551281	0.065943495214231	0.00719234595149684	0.0263911726256853	0.059877824549791	0.0114261179283901	0.027431609108455	0.612428464691887
S11546	0.0478538832092947	0.0236165655160444	0.0114111815678056	3.44880550012753e-07	0.109387036046789	0.0671782299912858	0.00769554447397857	0.0264806241550911	0.0589824422915993	0.0102975290446057	0.0271345243455238	0.609962094477432
S1155	0.0476382925483705	0.0201031872648231	0.007481970281106	1.2996778806006e-06	0.110135711911077	0.0724346876827234	0.00927411205494914	0.0255779606832831	0.059295942743453	0.0103305229015532	0.0283078511802684	0.609418461070512
S1156	0.0416169499838542	0.026705321363594	0.00575948959823638	0.00165738951887911	0.116802507118987	0.0725997608740653	0.00635617806985568	0.0251298436071054	0.0553935504843633	0.0121289385937336	0.0282915616030645	0.607558509184262
S11568	0.0460841854374666	0.0227947395563999	0.00909349706553502	9.88765147448936e-07	0.108395862365397	0.0703706735636583	0.00740640846647943	0.0260373750246835	0.0573747809811649	0.00957229366453193	0.0293984994153343	0.613470695694202
S11576	0.0516519836777918	0.0211216652768811	0.0126294590387046	5.55469688944914e-07	0.1160181563477	0.0684806494115504	0.00588627320358824	0.0248177250658401	0.0589800595807106	0.00989923616649281	0.0262557627790896	0.604258473981962
S11584	0.0424669195788147	0.0263366091853076	0.0114859774226716	3.73650387474255e-07	0.107421687321349	0.0658445668069886	0.00683702417668984	0.0259159303821986	0.0607085127099782	0.00642259205542837	0.0307553813227117	0.615804425387474
S11586	0.0516559410689683	0.0203350297174366	0.00863458977313276	4.26199841060329e-08	0.112551022070929	0.0741699302390197	0.00555707895896959	0.0262516835813198	0.0581721901029094	0.00789620666496979	0.0299123600916161	0.604863925110745
S11590	0.0454691022135169	0.0226684160613614	0.0115928723074508	5.77965652647118e-07	0.109832181945601	0.0720250740457623	0.00734425800153998	0.0240970021743808	0.0599450846761552	0.0101204673124158	0.0274487650760908	0.609456198220072
S11592	0.0473616920886419	0.0223549601662849	0.00898299222392282	3.31548303571108e-08	0.111138558268129	0.0692208071982622	0.00575129199826055	0.0277407299968494	0.0565109278088371	0.00798606445891695	0.030649128315704	0.612302814321361
S11593	0.0571881062788112	0.0175891827106776	0.0104968575857705	1.43130928481066e-08	0.108299427234775	0.0666943287515725	0.00854500586317786	0.0262911534787272	0.057381627640089	0.0112757556898544	0.0250536788040355	0.611184861649417
S11599	0.0508628687416493	0.0203533622509601	0.0084528415135083	5.83308857256743e-08	0.107262912764441	0.0697217443974515	0.00629248355750683	0.0263570102870078	0.0578260298528218	0.00821038903738115	0.0314077093716591	0.613252589894728
S1160	0.0438403235513676	0.0286063320386676	0.0090926864518193	3.6245851511019e-08	0.113991921690116	0.0705831157859382	0.00685285226374054	0.0251601074395083	0.0576966985115793	0.0122837011340015	0.0242088422076063	0.607683382679804
S11610	0.0459922835202142	0.0230892463227213	0.010004286854639	1.85430979933868e-08	0.107142385747847	0.0703356077391754	0.00628802871715051	0.0270770340506138	0.0582301531404015	0.0068314564019343	0.0323819677390966	0.612627531223109
S11615	0.0463632049976027	0.0236176897233284	0.0110013391927739	1.6539960708887e-07	0.106779760002074	0.0692888664018319	0.00674762792098325	0.0256869476410021	0.0603552561923482	0.0132911375195446	0.0237315854579222	0.613136419550982
S11629	0.0446660935653404	0.0250655853385271	0.00541617511749926	0.00145229246901849	0.110635892492173	0.0690954522287232	0.00515081805219304	0.0246775978201839	0.0589083415540471	0.015452351823143	0.0284909384394047	0.610988461099747
S11631	0.0554944047539676	0.0192385924839615	0.0114633591666517	1.3625446900552e-05	0.113222021294649	0.0681276831621473	0.00835356180518018	0.0249440910407172	0.0605445621222873	0.00955970477825548	0.0273886609450997	0.601649733000183
S1164	0.0453549661838727	0.0254140734188046	0.0111539147327704	1.44437788249639e-05	0.110250730834048	0.0665328843152661	0.00734959628473192	0.0250888394323816	0.0588131241630247	0.0103211222540232	0.0277497012143478	0.611956603387904
S11642	0.0433231953764053	0.022435253734018	0.00377594052020169	4.19122144238392e-08	0.109662176233922	0.0697655636759491	0.00718358742261923	0.0281121801306375	0.0583958005240467	0.00880029454454691	0.0294427794659506	0.619103186459488
S11656	0.0425518257289553	0.0262145087848123	0.00564713548824686	2.06922281099808e-06	0.109910126613383	0.0756268297233242	0.00858187060895288	0.026969167450939	0.0574320174716051	0.010359311593629	0.0267349211147338	0.609970216198607
S11663	0.0522647256690571	0.0192284525207879	0.0111284378688874	3.65298678982527e-07	0.110373328492753	0.0698664417570108	0.00699265003187339	0.0255428117127278	0.0576052608742792	0.010374217228227	0.02867532292464	0.607947985621077
S11667	0.0502576027887379	0.0211812211646831	0.0062738523890892	9.00856566659979e-07	0.109889371767888	0.0769973283748176	0.00654252928056097	0.0256779705180534	0.0592868865631758	0.0114206987303966	0.0276549902319256	0.604816647334105
S11668	0.0523359823264753	0.018084704325094	0.00794994180464052	1.17569293288118e-07	0.112578383675081	0.0718865370335867	0.00675936689174153	0.0259277259361544	0.0575966589427294	0.0107662166496784	0.0270977774013864	0.60901658744414
S1167	0.044477408392491	0.0245336649474092	0.0103128823827529	1.68063231736678e-05	0.110170560817025	0.0693717631118692	0.00815979208256707	0.0258959788993024	0.0572432061610545	0.0126860059073631	0.0244415730674514	0.612690357907541
S11673	0.0474845395423761	0.021569837009799	0.00597411795353763	4.01378905901272e-06	0.108090907776661	0.077486033711335	0.00699538833442058	0.0278407005802446	0.0562503291070248	0.008243649317582	0.0283462321203434	0.611714250757617
S11682	0.0543339234783218	0.0167055263726467	0.00753311491963054	1.66481821001543e-07	0.109147651288695	0.0713762030033078	0.00662370080271873	0.0269620002887365	0.0591718348521376	0.010398829372257	0.0260772623179324	0.611669786821795
S11693	0.0483550590728858	0.0235164358435484	0.011458566444482	2.70698348753593e-06	0.109926726976142	0.0696670108832133	0.00727122262363991	0.0258863962238595	0.0569860560607833	0.010139549182564	0.0271740026626291	0.609616267042765
S11696	0.0493196272037475	0.0218067396572325	0.0152194931814248	3.23277827781426e-06	0.115550647908874	0.063853955474217	0.00799369341003064	0.0253566356223794	0.0581791922108131	0.0100542653568687	0.0261338059758081	0.606528711220327
S11699	0.0487526682892568	0.0244842001848907	0.0136498526420532	0.00287627820731368	0.109352832848416	0.0631041990277393	0.00562224000239259	0.0262203438475258	0.0588101005434286	0.00601538118522797	0.0308153579535231	0.610296545268232
S117	0.0467599242275645	0.0243092987815431	0.00894687550024095	1.74372317559984e-07	0.108337645264368	0.0689036011648506	0.00722392075034506	0.0271269437727575	0.0577449176243484	0.0126119128737666	0.0256066334585068	0.612428152209391
S1170	0.0480408612423315	0.0243450292751426	0.0112705514977323	5.645776799707e-07	0.10946537515325	0.0709814751528572	0.00686709878218762	0.0259230229095138	0.0576087658239041	0.0141716682096029	0.0257644191901255	0.605561168185673
S11709	0.0416333719648233	0.0256215119591854	0.00610087210723254	7.45363866602452e-08	0.110019349631209	0.0736477924657112	0.00547254100568874	0.026617492135461	0.0606031995188107	0.00926510092470618	0.0302545185628549	0.61076417518793
S11713	0.0486553315783214	0.0266313834595216	0.00908162583375849	3.07104183966048e-07	0.119744286111446	0.0704988688471381	0.00485250015664336	0.0254113774590554	0.0581510426404516	0.0109753468031452	0.0246908917501332	0.601307038256201
S11717	0.0479092972597095	0.0204215838110386	0.00865300602559007	2.41686502473349e-07	0.112996700928076	0.0754550535123528	0.00656682254701969	0.025230373010001	0.0568944181211037	0.00880946180543738	0.029363928216054	0.607699113077115
S1173	0.0430040485189209	0.024455768895225	0.005469765129176	7.31252345461499e-05	0.105296930543645	0.0721602786581479	0.00773623380413787	0.0270254093392536	0.0574955392911764	0.0100143845591965	0.0298165156003572	0.617452000426217
S11731	0.0380629390943678	0.029526285324596	0.0072841576174405	1.28773516442973e-05	0.106785807500069	0.0691144311482919	0.00648703223807137	0.0293635384304882	0.061267688731708	0.00965626975189423	0.0302255575079147	0.612213415303514
