B.cells.naive	B.cells.memory	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated	otherCells
S10062	0.0472721190290585	0.0229649969022698	0.00892861615400759	2.36606723487183e-07	0.11063179305679	0.0743290996305039	0.00667736718115672	0.0257097944845174	0.0600467149578469	0.0111652832497973	0.0276217049887598	0.604652273758568
S10066	0.0426655468206383	0.0237015632884807	0.0151807694325855	9.68393046015026e-07	0.110176521254435	0.0661905550499912	0.00777882157374997	0.0274535542233515	0.0583157638345503	0.00887901321910333	0.0313816589063591	0.608275264003709
S10067	0.0476237162769498	0.0230788020484183	0.0127680242506402	1.32761310144243e-06	0.111164263531525	0.0722545535469486	0.00536971807243032	0.0255674904194889	0.0580018373299846	0.0093709494891758	0.0271203139525911	0.607679003468746
S1007	0.0528701080035636	0.0183703129487499	0.00889541801228744	1.41622447709527e-08	0.108536481948826	0.0670731080910485	0.00633769046577899	0.0259209404955611	0.0585195773617615	0.0104174072979144	0.0288008617547117	0.614258079457552
S10073	0.0481621908866203	0.0211040332424913	0.0102311359620181	7.10266873394898e-07	0.114231827015151	0.0769877482174606	0.00601701658387286	0.0259901987165024	0.0578725908181301	0.0105201113859852	0.0274087716226152	0.60147366528228
S10077	0.0522974068694542	0.0206939513420256	0.0107766954499381	3.11269537117524e-06	0.109755742283452	0.0686375955967545	0.00877066167088682	0.0268796820777211	0.0594000812125881	0.0119765003465523	0.0219985111771248	0.608810059278131
S10080	0.0532916923682282	0.0191633452735087	0.0063534649709354	6.86618208859574e-07	0.107183945236992	0.0725063933507325	0.00685784455464505	0.026747410927124	0.0590092930499215	0.00975124152024019	0.0276543556785487	0.611480326450915
S10082	0.048135468074489	0.0242124243160822	0.0127087205612399	5.8170840481847e-06	0.116582187059077	0.0703388675039912	0.00692787671680634	0.0262361869580682	0.0596475046381824	0.00771626062959399	0.028314767241043	0.599173919217379
S10087	0.0510571294352715	0.0229368944975273	0.00995695081514343	0.00126094720016502	0.114342857622965	0.0700587788717686	0.00588753280418884	0.0251113798195714	0.0590587777851461	0.0109005502096191	0.0262314312633479	0.603196769675286
S10089	0.0486671414690753	0.0214320866357773	0.0129183784834969	1.43295798938804e-07	0.108202001882847	0.0693277720394908	0.00648781069024386	0.0261400034721445	0.0585881304641845	0.00927727639875119	0.028407875952346	0.610551379215843
S1009	0.0544337871210342	0.0204456598220305	0.0119220608979571	2.53233245106346e-08	0.114810912935266	0.0737592111233237	0.00716343649449305	0.0250073428052009	0.0569798385614941	0.00906180097746359	0.0260797193798442	0.600336204558569
S10090	0.0478949728589218	0.0181273470137974	0.0085862763299112	1.6083120605214e-06	0.112986157261172	0.0731941902071015	0.00770744481536986	0.0277859744969524	0.0570533553145603	0.00705611427687456	0.0319770875890351	0.607629471524244
S10093	0.0452850673183569	0.0202183332108461	0.00851039959814273	8.09874637873288e-08	0.103769790427961	0.0688283589925783	0.00661627413770623	0.0270414756861143	0.0597901652260902	0.00811063708950421	0.032518884531067	0.619310532794169
S10094	0.0465940411667209	0.022575990849261	0.0124900854299011	6.77484764783696e-07	0.110812864607485	0.0660435739744696	0.00623946089650454	0.0258262906652328	0.0605881677112039	0.0103953031326147	0.0276729304864039	0.610760613595438
S1010	0.0449191395547026	0.0257364583755054	0.00898239146781824	8.03080837755294e-08	0.110830102710794	0.0759741359678617	0.00512476677350158	0.0275010352542128	0.0593511983923275	0.0103067446235294	0.0285206663319327	0.60275328023973
S10111	0.0453873868302599	0.0237577524839291	0.013798528725666	1.2201732217919e-06	0.114773894763312	0.0696525029231608	0.00645276035254798	0.0258503265278061	0.0586351357032314	0.0129155433151737	0.0260305104977667	0.602744437703925
S10116	0.045832081911393	0.0242343883840175	0.00834505740320281	2.40943817770114e-07	0.110550134439135	0.0807637577969257	0.0076658582750689	0.0256818734478273	0.0568677523541691	0.00870404814528638	0.0273790140110204	0.603975792888136
S10119	0.0486455060416823	0.0229703838914962	0.0109600117092938	3.76057700103083e-08	0.10952514845496	0.0733376951559961	0.00556556111396156	0.0259310871544736	0.058803188932619	0.0100534903864569	0.0284152405172413	0.60579264903605
S10121	0.0478990455569964	0.0218007639191385	0.00882305326056571	7.24115034407316e-08	0.109466511046354	0.0761739675809462	0.00753622969024761	0.0262752898509059	0.0580194046254128	0.0108287248665471	0.0271928643886054	0.605984072802776
S10130	0.0476770971989862	0.0219219760591035	0.00946728718007217	6.26215223608886e-07	0.108453289448704	0.0701315389917866	0.00741248060714406	0.0251687602747436	0.0588087854092424	0.00858420222872168	0.0288670759116738	0.613506880474599
S10140	0.051600314643447	0.0229642628866175	0.00674746807347378	1.14586076179931e-07	0.109984922861326	0.0660891289620406	0.00906669859452368	0.0247852852691208	0.0596958692964443	0.0108829018482688	0.0272148880143721	0.610968144964289
S10142	0.0495332023043173	0.0240622240158688	0.00746510331492996	6.91135044413835e-06	0.113476849868372	0.0681510108961966	0.00788868393109094	0.0259060625859994	0.0567870564256222	0.0146844348016142	0.0204968417782341	0.61154161872731
S10150	0.0511588030102049	0.0173266183625793	0.00402025805593158	1.6772965881067e-07	0.104297049700114	0.070456816483139	0.0106484004957616	0.0266687787227868	0.0582691441758498	0.0078468464117004	0.031896785990053	0.617410330862221
S10155	0.0487508702798129	0.0220946405249136	0.0124816479334932	1.53169604245868e-08	0.109937609570648	0.0691683134655136	0.00720607179878452	0.0270641049277699	0.0574487703180099	0.010240105657472	0.0284722916257263	0.607135558580895
S1016	0.0415681005911803	0.0265662831733245	0.00915100854272681	2.05834021546055e-06	0.109991795693251	0.0688675741152329	0.00749172154114022	0.0260325399104303	0.0579689187174264	0.0098992543534821	0.0292241527097722	0.613236592311818
S10163	0.05482719463649	0.0163103140331564	0.0102331762228672	1.4554637651155e-07	0.106939061905948	0.0717676715020549	0.00861539434370549	0.0251413237635531	0.056884775055187	0.00864273220651217	0.0286020296776571	0.612036181106492
S10167	0.0498232396749943	0.0180775017568814	0.00174838891202973	1.73514295749936e-06	0.112333243657319	0.0749000358734628	0.00700935073544637	0.0262673365779741	0.0556372593743887	0.0129606040059957	0.0279184997221332	0.613322804566417
S10168	0.0511439918611413	0.0199418835229774	0.0102972913076403	1.40040547724615e-06	0.111934034087428	0.0721480165884319	0.00611497882694409	0.0262507906632932	0.0568199813431604	0.010892774843627	0.0259679151436864	0.608486941406193
S10173	0.0508337434874302	0.0259635062956204	0.00985846989967629	3.76577260727619e-07	0.115884344437334	0.0725432011420688	0.00635207016902507	0.0255895222614161	0.0560057507525397	0.00978193977680375	0.0261262531389642	0.601060822061861
S10175	0.049033205075496	0.0213299617297507	0.010945104997084	7.12780054731232e-08	0.11076977492824	0.0662918708262765	0.00640504127853861	0.0276115143696639	0.0578369611998359	0.00978684617970222	0.0272900521615955	0.612699595975811
S10179	0.0434536170319255	0.0246091964793046	0.00664514004091209	0.00110828635033112	0.116939540857116	0.0760783545553352	0.0045073971080259	0.0263404349406327	0.05848836932106	0.00774769590992719	0.0295427456089174	0.604539221796513
S10186	0.0528985756034078	0.0217512736140783	0.0119007755371951	6.30874069282652e-07	0.114798555683248	0.072413684656804	0.00568625265208097	0.0249592071531828	0.0574708113053645	0.0100956495619859	0.0241903657485837	0.60383421761
S1019	0.0479573546467232	0.023666724022207	0.012250808973998	7.25339458319252e-08	0.111799108111789	0.0679089775955602	0.00708083432927389	0.0271887075882151	0.0568778579724365	0.0136894625573453	0.0241663570383848	0.607413734630121
S10190	0.0483797626952798	0.0244984293505793	0.0118410353960929	2.91927775336563e-06	0.113358808547715	0.071288073296998	0.00616598967076933	0.0281026850951234	0.0579452812020654	0.0103948117188786	0.0280697391467527	0.599952464601992
S10195	0.0484814473716865	0.0217446401042547	0.0100380772360299	1.06480996941986e-07	0.108707161859438	0.0669092452113739	0.00736779922774564	0.0257698430793633	0.0587043252842229	0.0081275415732124	0.0315172289929945	0.612632583578681
S10196	0.0437755588669186	0.0242553140384767	0.0129346391985044	2.3996983209579e-06	0.108450069712888	0.0677262635584606	0.00795349226128497	0.025903086748062	0.0571429479214155	0.0137858528226104	0.0270980221319316	0.610972353041126
S10200	0.0397061551858769	0.0265472788501965	0.00732536879391983	0.00237758903578045	0.107871287629817	0.0697035296073429	0.00642783628267887	0.027396091283577	0.059551656536786	0.00791933143744033	0.0293674013286683	0.615806474027916
S10201	0.0494071414019903	0.0213762420856268	0.00538631982076364	3.28421702327611e-09	0.102784362710389	0.067064990918851	0.00984349403275527	0.0267255810504052	0.059501428464041	0.00858276824265517	0.03085640934355	0.618471258644755
S10202	0.0498594123843316	0.0184534145382976	0.00665083857675787	0.0040375841593993	0.108628322937988	0.0722444904744597	0.00621298955447635	0.0271054515317227	0.0581941041262048	0.00857202114261517	0.0288894131687034	0.611151957405044
S10205	0.0548932075546153	0.018539804203524	0.0124763736850401	0.00264710776152252	0.108317410266653	0.0640690655385692	0.00746064446271614	0.0261094872649528	0.0572370481395332	0.0122030617718436	0.025658815511259	0.610387973839772
S10211	0.0418390790171973	0.023937913049781	0.00237555125498375	0.000658020272153078	0.113413607686383	0.0755970785633793	0.00419878583858089	0.026479594699888	0.0598961078849976	0.0076564964458174	0.0325977614780559	0.611350003808783
S10221	0.0490104212873413	0.0203489303330506	0.00844512970256432	4.64493557538306e-07	0.109033913433943	0.0751886412575218	0.0051992215327584	0.0255383797994209	0.0588584392552234	0.00856311384229622	0.0313022027979584	0.608511142264365
S10222	0.0481897693183034	0.0230571246977082	0.00914851570094232	1.77663107745488e-08	0.109447765623953	0.0656597493293259	0.00815726483447411	0.0275037719171915	0.0578971441415051	0.0117892497067552	0.0257927879213307	0.6133568390422
S10226	0.0479145013201532	0.0245465431868243	0.00962453313178402	2.47924546245225e-08	0.109669978952732	0.0713337835547177	0.00808271323666987	0.0244404128495297	0.0589305573864822	0.0128930245626802	0.0266437582280842	0.605920168797888
S10227	0.044811086650614	0.0242214854202347	0.0104527053338021	8.84194565577055e-08	0.107247335494558	0.0663261869469163	0.0084487432590175	0.0273392364560201	0.0592433020306845	0.0144853990092356	0.0238505425863395	0.613573888393121
S10228	0.0398738659929519	0.0280806737804684	0.0109512347575901	5.36892602080808e-08	0.110531649513098	0.0710369804269087	0.00729128640837453	0.0268411806235187	0.058014683770833	0.0142503877428722	0.0261550630257316	0.606972940268393
S10232	0.0485696685177469	0.0241246512352809	0.0102135098836779	0.000823807491591169	0.110956213069651	0.0720030119596852	0.00613116950937875	0.02758190875011	0.0556797436234364	0.00835720949389034	0.0285483396734641	0.607010766792087
S10248	0.0461109339480509	0.0247991698725082	0.00993868600229587	1.76276516394878e-07	0.110876265525925	0.0719953117242373	0.00672529731814952	0.0274770855364368	0.0565398670254644	0.0111210223493118	0.0287021595227776	0.605714024898326
S10249	0.0406861231090523	0.0264682356066526	0.00905379598827765	1.46195702098055e-07	0.106584834834469	0.0662798292773926	0.009953761323154	0.0293427099601399	0.058484573416763	0.00894565736359284	0.0319623838542757	0.612237949070529
S1025	0.0460141376580776	0.025483375922738	0.00949065808331547	0.00306440794551559	0.112479456801181	0.0681157818046407	0.00646729097005699	0.0262790001813588	0.0579415236355226	0.0124859333353557	0.0259632466749563	0.606215186987282
S10266	0.0468307549299221	0.0232621878392433	0.00889165568549152	5.98905069858326e-08	0.106883820216283	0.0736810135049813	0.00773853760318442	0.0268102506202464	0.0586151588588356	0.00621077922513993	0.0314334324608914	0.609642349165274
S10269	0.0430817269743567	0.0311523310777555	0.00643725760739128	7.08195478725813e-07	0.10982479447916	0.0698753565397154	0.00880597455351219	0.0258640373686275	0.0558952875977285	0.0130171816630774	0.0267227737910667	0.60932257015213
S10272	0.0409085637185858	0.0266336349856419	0.00830297591595522	2.00987824441933e-08	0.10781773213191	0.0682117611630166	0.00627840357615483	0.0254010834120137	0.0584860617063214	0.00877070723461456	0.0313856164555047	0.617803439601499
S10273	0.056364046001154	0.0189688406948369	0.00984183188220909	2.7265810566749e-05	0.107993973761718	0.0662649376128624	0.00776010726531993	0.0254627321941733	0.0566645797248129	0.0116274960060715	0.0258757009846635	0.613148488061612
S10274	0.0468214449456451	0.0237836895995205	0.011253610615296	5.31567508164154e-08	0.105555550408359	0.0694512361733905	0.00547076966087735	0.0260015282286683	0.059031991588773	0.00645081116973379	0.0321878036430386	0.613991510809947
S1028	0.0477129511405485	0.021829888705721	0.00830069757563846	0.00261172927125648	0.109272095829859	0.0666039487905114	0.00617615014794179	0.0270502354540918	0.0583436117474294	0.00941330639821442	0.0298081006331533	0.612877284305634
S10280	0.0506524622391124	0.0176987666439822	0.0106388761325807	8.21519005226646e-07	0.112766409161721	0.0725095506725424	0.00733389990856585	0.027017951483259	0.060370311144153	0.0152089452886581	0.0234040158906402	0.602397989915779
S10283	0.0494817825121886	0.0218471578837191	0.00959751284049565	6.77141200689632e-07	0.11593753476643	0.0752767672559146	0.00473887105247537	0.0260882178784406	0.0588042018809871	0.00870012086857049	0.0259815044248933	0.603545651494684
S1029	0.0495652753123393	0.0221904868397203	0.0110328291804616	2.20656251723151e-06	0.110435687221936	0.068735220316516	0.00628065714259191	0.0261665873736216	0.0578264388605075	0.0108421538733405	0.0282949445812659	0.608627512735182
S10292	0.0500733667337727	0.0213250448325036	0.0142887747860457	7.99157865387378e-08	0.114214568903991	0.0684340952030594	0.00758353423012848	0.0243934155452539	0.0558236407974521	0.0107710490686487	0.0251393132319664	0.607953116751392
S10294	0.0479492057189529	0.0232906253721359	0.00867020336499836	1.67544538520964e-07	0.111002527092493	0.0713085775224697	0.00650720175209911	0.026079638633897	0.0586986799116291	0.0120569179512301	0.0235740370476259	0.61086221808793
S10302	0.0430243886642038	0.0247075370700919	0.0102646152669034	1.42677251776685e-06	0.110494374046639	0.0720715641636667	0.00621752325678241	0.0249873996892902	0.0578043670675005	0.0122903396020307	0.028015150507224	0.61012131389315
S10303	0.05140574239481	0.0210396107577008	0.00974301564667917	1.98583114066509e-07	0.108204202168771	0.0702807238816753	0.00576406527891374	0.0254872738676054	0.0582617322616311	0.00703865438772001	0.0315074548379372	0.611267325933442
S10323	0.047536549031526	0.0232542373808032	0.00855787026508717	1.90931419652801e-06	0.108659609813232	0.0736098410284545	0.00606072243173281	0.0248876501615699	0.0593700991331316	0.00857082334193381	0.0289656733002561	0.610525014798077
S10326	0.0445479313408069	0.0256587118303818	0.00680037734763506	0.000977835993161254	0.10791801115477	0.0706981951967577	0.00785933681015867	0.0264628453066912	0.0573274826639792	0.0129334152913914	0.0264272157845243	0.612388641279742
S10328	0.0478347617080522	0.0207920858248396	0.00778343460185445	4.03301205935586e-06	0.112967589887425	0.08060165863139	0.00630653542685977	0.0257892914506687	0.0579276270525799	0.0118827244683291	0.0238447447989385	0.604265513137003
S10329	0.0508548928036359	0.0230075926390186	0.00973479654881507	3.34921100462641e-07	0.114946328385873	0.0701152625209912	0.0061623437883167	0.0247607397155481	0.0586182796112596	0.0101501206458949	0.0254877102325725	0.606161598186974
S10336	0.0484068631033569	0.0226230489793419	0.00862233622959198	5.07176228059976e-08	0.108514654802023	0.0685773116290281	0.00742178515919043	0.02508925858696	0.0581181073324189	0.0120902518785235	0.0252469286098427	0.6152894029721
S10340	0.0550235295770643	0.0185498701877984	0.0104693657677109	4.09932799604301e-06	0.11426042576808	0.0709587367444399	0.00555543970783964	0.0260001069489606	0.0578859447050078	0.00876894761599177	0.0302588598746813	0.602264673774429
S10347	0.046121175191116	0.0223728586999869	0.0105711538681711	1.27163327767549e-08	0.110480591586666	0.0720800215730765	0.00724611803198445	0.0273540049360197	0.0575856297001505	0.00741591790687283	0.030548230759381	0.608224285030242
S10353	0.0485782773624153	0.0265382425378946	0.00876242468015486	0.000358563090082828	0.106636844470859	0.0709704944548275	0.00823700673211824	0.0265919201549835	0.0568195279422213	0.0136932350208275	0.0238866518404031	0.608926811713212
S10356	0.0532515637007929	0.0191011486031565	0.0129048136434859	4.35332451650987e-07	0.111629581791379	0.0685685667246611	0.00641849843994117	0.0261299150940945	0.0582889809870217	0.0101387711125516	0.027363044292838	0.606204680277626
S10358	0.0426018244823475	0.0251533871932266	0.0104505155174739	0.00189021200085347	0.109865138089474	0.0691269676200236	0.00785026902360811	0.027498259498455	0.0589144593543482	0.0138351615829653	0.0249900856866061	0.607823719950618
S10365	0.0473151210294947	0.0214721262020128	0.0104492738045462	2.08944065189244e-05	0.110092102196041	0.0671218502052483	0.00721169795381642	0.0267336107537507	0.0598712267371064	0.0107512447987127	0.0271743701911577	0.611786481721594
S1037	0.0497101674693926	0.0230368318944902	0.0113926902431954	5.21787721813398e-09	0.115995641484545	0.0767434761867864	0.00640673084584307	0.024512906565664	0.0573983136518155	0.0116164826662525	0.0248494510532646	0.598337302720873
S10373	0.052380759559672	0.0203821478131882	0.0125237121224172	8.08448016624677e-07	0.110228951636859	0.0689980069371999	0.00620271750901021	0.0263313822957821	0.0576749324240208	0.00921069694481015	0.0283587062231706	0.607707178085853
S10374	0.0477935037896158	0.0211879919683416	0.00903466672831091	0.0019036394941041	0.108087988217379	0.0645683842624912	0.0055733749168827	0.027328194080265	0.0567815563790351	0.00860348805690238	0.0312263616495958	0.617910850457077
S10375	0.0508629184306982	0.0187586888511161	0.0105178834647825	7.03548818198413e-06	0.109550250019045	0.067107291916962	0.00732084642479407	0.0243279201907777	0.0575903074425825	0.0106767891608604	0.0288644710333985	0.614415597576801
S10377	0.0501939420001036	0.0207787619034685	0.00692765426564499	3.68196931235848e-08	0.108901898505413	0.0708335877181093	0.00573435938364881	0.0262021882803621	0.0583626816507789	0.0070859276482003	0.03166929240218	0.613309669422398
S10378	0.0486520500504961	0.0245127787075806	0.00892392270884626	3.74218426988167e-08	0.110882957479127	0.0736162616020573	0.00593451339598535	0.0238956316901663	0.0585546209349747	0.0123256168863007	0.0263218216755776	0.606379787447046
S10390	0.0541261114323145	0.0169290407573904	0.00786245476611338	1.42987445348131e-07	0.110895372266973	0.0713722410169331	0.00853097173681087	0.0268922755116148	0.0545943896416714	0.00922212865958246	0.0292380340864532	0.610336837136697
S10391	0.0478937585435579	0.0223677928077596	0.00363265757425278	2.1589736315184e-07	0.113313599640963	0.069358496555752	0.00492521919354065	0.027444132506416	0.0586917704519555	0.0100703995870308	0.0293440621848973	0.612957895056512
S10393	0.0459933913190539	0.0225369199526873	0.0041807207040164	0.00363859785523497	0.111534604472216	0.0726609576981036	0.0049338783884032	0.0253199629314062	0.0574483387504018	0.00780868395951038	0.0328701427294455	0.611073801239521
S10400	0.0501784016747942	0.0187824170055354	0.0118368640084949	1.73886207351518e-07	0.108040036645564	0.0672427967108767	0.00658436054847848	0.0254340920460026	0.0603656592706835	0.0132185765487878	0.0259296149344704	0.612387006720104
S10401	0.0502768794255724	0.0229593462288276	0.00662769579775301	2.07847643359464e-07	0.106720879162296	0.0747259892480714	0.00924168732815431	0.0257860695142313	0.0581646606650037	0.012734419745019	0.0233920553701318	0.609370109667296
S10406	0.0445012684945966	0.0237127504273206	0.00472056144182209	4.54900231996203e-07	0.109038067169967	0.0722807953860145	0.00938101176607656	0.0263074774562148	0.0583105056073017	0.00915908347790674	0.0294643687912927	0.613123655081255
S10408	0.05302178374813	0.0189033741181629	0.0072842144049012	4.8596906687456e-07	0.107597151508049	0.0744904284627333	0.00698011409739927	0.0255475483768494	0.0579327357270741	0.00797202933571058	0.0301566262891116	0.610113507962812
S10409	0.0455974137213445	0.0259917615872921	0.00882415552091805	2.01181181313271e-06	0.108094379606585	0.0744908632181562	0.00570374182613038	0.0254146240136129	0.0593525633154575	0.0097670010431195	0.0281303372835942	0.608631147051977
S10418	0.0451909246780143	0.0243955872552481	0.00619567699276412	2.78733683964382e-07	0.104168197338158	0.0683408033476652	0.0092508053505759	0.0268659708679423	0.0562369975331387	0.00946190723821285	0.0303067262392715	0.619586124425325
S10431	0.041273207505706	0.0246949099307368	0.0145398720425934	1.86178185935559e-06	0.11193759745065	0.0659155576662146	0.00704482109184267	0.0254645482980018	0.0579462623831917	0.0105864700057646	0.0280540080334257	0.612540883810013
S10438	0.046849362810014	0.0224562714408299	0.0108990883906306	1.7142876972715e-07	0.108392536056532	0.0675063699561067	0.00673139961939428	0.0263279475525467	0.0587640981969028	0.00952716902975168	0.0287439389340313	0.61380164658449
S10439	0.0459928091086581	0.0234498243256521	0.0094365875003343	3.97252643203843e-09	0.106255477484962	0.0701958370841132	0.00709569773589574	0.0248280827739947	0.0608468879820936	0.0103474418864944	0.0286966567288594	0.612854693416416
S10441	0.044942184217915	0.0227801568799664	0.00576724326157257	6.62617441394628e-07	0.109816518822738	0.0711401007441535	0.00711994492139599	0.0267973165016837	0.0605066279085893	0.012677212559474	0.02780733631072	0.61064469525435
S10442	0.0496292786610679	0.0211800780155633	0.0118447754819799	1.36868113113287e-08	0.110533122153068	0.0661936750065826	0.00833864345687485	0.0252943055693224	0.0589232752347536	0.0116377853049362	0.0247859571450925	0.611639090283947
S1046	0.0501955910730772	0.0198070496438706	0.0112003503790562	1.01547944520774e-07	0.106510526894121	0.0651938768653576	0.00775987494878769	0.0259537839728447	0.0591247953882942	0.0113490513925417	0.0282977058202037	0.614607292073901
S10478	0.0491870670952441	0.0246840241216888	0.00693725497376449	7.603456769825e-05	0.10333459920204	0.0657861912864629	0.00929445174132664	0.025976304004447	0.0612766284156772	0.00729482033652931	0.0310833004165214	0.6150693238386
S10480	0.0466710050177543	0.0277575626551393	0.00905293491889752	8.59716584420845e-07	0.112646256085374	0.0735531205897602	0.00563368232241393	0.0258742718369187	0.055370039261629	0.0114881213336423	0.026512052110746	0.605440094151141
S10484	0.047327272733674	0.0231109063630942	0.00729324421884057	6.52730231512422e-08	0.107409288687361	0.0721118372741792	0.00803419312573736	0.0262119337128774	0.0595427999682066	0.00815754435885928	0.0317650789773188	0.609035835306829
S10492	0.052030483506069	0.0185904733579222	0.00735858971273206	4.75527708961963e-07	0.111030159663609	0.0781168155799437	0.00604083504974961	0.0257497293146288	0.0575241528832741	0.0108898257920788	0.0286491602211191	0.604019299391164
S10496	0.0477119074778774	0.0284208149806211	0.0104521485806898	1.94190060483086e-06	0.115144612374016	0.0675593811185503	0.00674372892320881	0.0242391518215494	0.0576832360451667	0.0120113806363753	0.0237585678203473	0.606273128320993
S10510	0.0416210512078449	0.0263936203677761	0.00778685904261945	6.08487377754927e-07	0.111353217426028	0.0702533682438129	0.00571446473042464	0.0273709502882472	0.0597437058734307	0.00897548400141174	0.0312364058164714	0.609550264514555
S10513	0.0425870944954728	0.0231518929514801	0.0121999375787717	2.1442594016524e-07	0.105398244741096	0.0681838814114793	0.00795980378294643	0.0274565994541493	0.0592590468807905	0.0105872420423245	0.0273278426588099	0.615888199576739
S10516	0.049606539353458	0.0216982665752837	0.0104657752862109	1.8940652621243e-05	0.10865229770329	0.0676638976240438	0.00667927681555561	0.027277703582394	0.0586226433530695	0.0124355264021275	0.0265437559965924	0.610335376655354
S10534	0.0471833283267167	0.0248384025358058	0.0126596337072607	4.31484285533088e-07	0.111811939729425	0.0685342331137622	0.006757525078356	0.024475064826888	0.0597433632970673	0.0126056097119115	0.0248177372776037	0.606572730910918
S10535	0.0477699218932993	0.0227243642755273	0.00997759439918357	0.00253742232401892	0.115121048512714	0.0684364217076764	0.00614223226309825	0.0251238698706599	0.0584051441999539	0.0112571297280107	0.0257620176525778	0.60674283317328
S10537	0.0499876960606649	0.0224862352217564	0.0105976039970257	3.59742643488195e-06	0.108850595296988	0.0670016642716153	0.00845670387875443	0.0251145328084815	0.0602780088667591	0.0138844321331185	0.0237485963085622	0.609590333729839
S1054	0.0397232695662742	0.0293708719712336	0.00509581004824902	3.53536079629076e-06	0.11372164775525	0.0770154429061017	0.00437204393442428	0.025448993032184	0.0586365080803546	0.00647937247594153	0.0315757200106392	0.608556784858552
S10543	0.0445163127247379	0.0292741122697963	0.00915014638889447	1.04341847437773e-05	0.109240749084146	0.0709187625768637	0.0077696145808081	0.0250814137036562	0.0558166077822159	0.00731261208736452	0.0296363294617161	0.611272905155057
S10546	0.0470771544873564	0.0224766503032585	0.00936069009881789	1.29313920615732e-05	0.10665486314597	0.0642472887586243	0.00639015360151059	0.0284133086868098	0.0575571749814225	0.00982026680466147	0.0295633957939633	0.618426121945544
S1055	0.0452513523234013	0.0214959444666626	0.00684705005226197	1.83274398107168e-07	0.108901384635761	0.0711900915181416	0.00679746188988043	0.0265796359270717	0.0600095312021934	0.00648755535073799	0.032742874565428	0.613696934794062
