naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	otherCells
S12953	0.0301450659308311	0.0550957876328641	4.20753857190939e-08	0.00595964866397596	0.00384311127805348	0.0868053715739389	0.221641482951192	0.276261370476694	0.0103007100823955	0.309947409334669
S1296	0.0176613877061099	0.0615955292909765	2.11635419109961e-08	0.00471268535200041	0.00590859158375883	0.0826131438614662	0.245489537994243	0.273714574690553	0.00543536025142219	0.302869168105929
S12964	0.0199789449964354	0.0626794754441151	2.25613333045199e-08	0.00779216867572436	0.00760248598403539	0.0784700700188148	0.225792371795419	0.283052427818264	0.00989804876900304	0.304733983936855
S12968	0.0227196276937657	0.0539238401470291	5.04190765963454e-08	4.88604009973826e-09	0.0109558329650066	0.0823005843063513	0.244409125196016	0.283330192068147	0.00564107506101252	0.296719667257556
S12969	0.0136088018985554	0.0654374754559469	2.55243718618152e-08	4.84878053917126e-07	0.0124358027267907	0.0821465850955852	0.231580651035536	0.276037578509204	0.00631251186362013	0.312440083012336
S12978	0.0139859052698484	0.0656700710541148	1.59196899332585e-07	0.000662019318138483	0.0103619640278876	0.0819257025243831	0.228543941629824	0.29828130688996	0.00510195951749886	0.295466970571446
S12979	0.0173835882692402	0.0609460607842247	2.73742314017368e-08	0.00505086037697899	0.000829415812845569	0.0898093364734639	0.25022947048993	0.263608666283632	0.00775936670755545	0.304383207427898
S12982	0.0379664692561758	0.0457216020726318	5.92336657123327e-10	0.00606198852063687	0.00344024979619457	0.0855379656499454	0.228671810163796	0.268106669852421	0.00926747863662703	0.315225765459235
S12984	0.0104257745815224	0.0656987776639739	1.57414942140697e-08	0.0048775304644416	0.00368875973808618	0.0816728636386083	0.250000463743729	0.272104480922335	0.00848867823276151	0.303042655273048
S12989	0.0193797134297874	0.0628145648432798	3.77569960596842e-08	0.00397436697447141	0.00133464714152527	0.0665727268491381	0.240384399347945	0.287045475527322	0.0110412838222626	0.307452784307273
S12996	0.0270517231804385	0.0558338325684837	1.7313688898657e-08	0.00120098679685498	0.00677452698384459	0.0769387519952715	0.245829436150395	0.280102731590171	0.00972371953431878	0.296544273886533
S13010	0.010079073504259	0.0609462378964188	6.04556911683182e-09	0.00429831592772833	0.00658097430912763	0.0809412668800007	0.245632491197573	0.282341880641896	0.0096977428401169	0.29948201075731
S13018	0.0139779396564527	0.0657865483458633	5.64369504645123e-10	0.00771285912095142	0.00117718716917023	0.0878195260269072	0.235598563637105	0.267031204498681	0.00783425866285209	0.313061912317647
S13022	0.0204269948176667	0.058210802476435	6.6062148727013e-08	1.1763487282844e-05	0.0103377809985601	0.074551030630152	0.24795014665906	0.275743514006781	0.00758089518503499	0.305187005676879
S13025	0.0320063946731389	0.0518960919698205	4.20367931816935e-07	0.00227659059868903	0.00954737768428952	0.0909181559511381	0.23109308780598	0.276475950270983	0.0056810773170049	0.300104853361024
S13026	0.0280939118849215	0.0560981783045408	1.12585794129687e-07	4.77408816906749e-07	0.00741577827493498	0.0876081911450401	0.22931273349884	0.283785373220395	0.00822920074066839	0.299456042936048
S13029	0.0158979197626637	0.0635338913955539	8.27431415970461e-07	2.76987816893566e-06	0.0130000202549549	0.0898860505837824	0.237406956403368	0.269020816574047	0.00719043167194731	0.304060316044098
S13035	0.0244187379127855	0.0566188712513095	1.91723495152837e-07	3.00507473549772e-08	0.0126461107447284	0.0693565711848253	0.237570314180568	0.292850144156309	0.00801287678003647	0.298526152015195
S13039	0.0249087025065485	0.0686603898629975	1.19124746127619e-08	0.00651857097557786	0.000873235958409857	0.0820866741237863	0.230629152079998	0.276918669931191	0.00997620591273276	0.299428386736284
S13042	0.0193694354297543	0.0601533483684646	7.08684726964857e-08	9.85151270595932e-09	0.00852374315952284	0.0812433128659657	0.239598269406185	0.279939126139809	0.00643802737035115	0.304734656539962
S13051	0.0261237673593314	0.0484794480603117	3.18634454834136e-08	0.000633612937943237	0.0083050019978914	0.0795726687025992	0.237981479167013	0.285704781611612	0.00720146432230807	0.305997743977544
S13053	0.0335181780899825	0.0492864853247542	7.04541399560647e-08	0.00124899931511364	0.00385375990600917	0.0841738103198603	0.24083219667977	0.280682107048826	0.00723440055748708	0.299169992304057
S13057	0.0190411464882211	0.0608440076587768	4.8453298009394e-07	3.9465199806414e-08	0.0115316208351595	0.0901059445959999	0.232728656686648	0.27475458697176	0.00300336727967333	0.307990145485582
S1306	0.0299768676372995	0.05480331112473	1.35879995028503e-07	0.00624822745833187	0.00134957358686023	0.0836127557671629	0.229829009583828	0.283333364316738	0.00960916580711995	0.301237588837934
S13060	0.0203446768273329	0.0618988596828757	1.12050491687284e-08	0.0012537274184793	0.0106195427649605	0.0723891811140495	0.243752112064177	0.27076405652897	0.00713971745400829	0.311838114940097
S13062	0.0157287153295858	0.0644338971304327	9.71798323101646e-09	0.00459121359967473	0.00728807259793371	0.0647978579969754	0.228971391866237	0.269947638317891	0.011919052672079	0.332322150771207
S13070	0.0340701780591675	0.0485449308927204	2.30160444538506e-08	0.00580552411483832	2.61339550249194e-06	0.0791167964923519	0.233944683347481	0.28198026827524	0.0102866876146666	0.306248294791988
S13073	0.0258484161915881	0.058361393557323	1.74926866000073e-08	0.00235827031196179	0.00770336127679455	0.0829098474385834	0.231181613329907	0.284421104610728	0.00658341010937145	0.300632565681056
S1308	0.0166184281737497	0.0593922053970949	1.68358334684615e-08	0.000773169813723569	0.0133390714366946	0.097051056544767	0.237953641019844	0.266000046058638	0.00383234416755154	0.305040020552103
S13082	0.0196234045730686	0.059695241113019	9.867900052177e-08	0.00332986680801206	0.0104239977510231	0.0852621735564448	0.235757101842035	0.284907734750925	0.00221375633401671	0.298786624592455
S13084	0.0230184787690986	0.0525888597732555	1.08350415463583e-08	0.00315553630740785	0.0043198534503454	0.0930259030334226	0.237430038642192	0.27202392239608	0.0116285055616827	0.302808891231473
S13094	0.0106819260846138	0.0700385657075228	5.5411310891579e-08	3.58894744203033e-07	0.00305436998280484	0.0821636420806945	0.240146309864406	0.272812257209522	0.0110039695105837	0.310098545253797
S13109	0.0326268219963516	0.0488699334839952	1.87252025039437e-09	1.57685443823924e-07	0.0114970976886046	0.092586195903975	0.23445076655542	0.280755953233859	0.00272870878882364	0.296484362791006
S13114	0.0289155486864874	0.054851499565452	1.03014855298386e-08	2.14913742318482e-05	0.0112553973013804	0.0934931331563584	0.24195863749377	0.271117127606634	0.00513378681196606	0.293253367702234
S13131	0.028444317872097	0.0560389087202413	1.12971999060297e-07	0.00978737617503738	3.46660897057314e-06	0.0707148882564869	0.244828360546449	0.261155528822821	0.00893059869771625	0.320096441328182
S13132	0.0368449009172194	0.0494713933043928	2.02109459723725e-07	0.00863808560966736	1.33022914974454e-06	0.0877013302637557	0.226660493206044	0.275563379561763	0.00707380916687836	0.30804507563167
S13134	0.0215752684061478	0.0604060652900601	8.41370820730079e-09	0.00367870179562905	0.0041910539397213	0.0707930477480323	0.237792716848046	0.289864396170799	0.0100286894953146	0.301670051892542
S13154	0.0197687466365472	0.0587333297809272	6.53078150169327e-08	0.00633074398826039	0.0102094433687163	0.0643946609692489	0.240498177894809	0.289811719439798	0.00684041346551762	0.303412699148361
S13161	0.00975866180785652	0.0726398219888124	8.03506753558739e-10	0.000105980264078217	0.0178366913591058	0.0819104651480347	0.244344290423253	0.266478198948887	0.00823336048333578	0.29869252877313
S13169	0.0216142445881828	0.0611973025915606	1.21570407443087e-08	0.00498559827651788	0.0059469425373712	0.0586823094736994	0.245769905452724	0.288247314260753	0.0089370612822974	0.304619309379852
S1317	0.0422486390080661	0.03982493803602	1.97159655271746e-08	0.00955384634464014	1.62339371107132e-07	0.0760039136300349	0.234721855409592	0.271321895044695	0.0132170880691008	0.313107642402514
S13170	0.0106243072332829	0.0632085353825032	4.99699608522251e-08	0.00039691342226789	0.013349178641877	0.0809362462765198	0.252683021915696	0.265442495013397	0.00734898608755598	0.30601026605694
S13173	0.0288205151304985	0.0504503728844286	3.76040533192126e-08	0.00205447743866438	0.00622295083922242	0.0818730400108569	0.239861379405596	0.284997419085151	0.00700216889226179	0.298717638709266
S13178	0.0389566777421202	0.0438268677548633	1.57599285810018e-08	0.0048722189177976	0.00476880735030515	0.0843663890292388	0.235505959735762	0.276314975030838	0.0076833503809796	0.303704738298166
S13192	0.0241508048131979	0.057725739494007	5.81150111932025e-09	0.00278737471343224	0.00966858992688411	0.0838659959971027	0.238976832683522	0.268478117792501	0.00880895599203294	0.305537582775819
S13194	0.0257808454614675	0.0570530388353552	3.25610625546405e-08	0.00705552882044881	3.29714649689107e-05	0.0807549041932479	0.24069693928434	0.275698507019528	0.00705927259405139	0.305867959765529
S13195	0.00984839081003283	0.0727135109244988	3.99016185016762e-07	0.00542897409080537	0.0105062703866332	0.0916959423994368	0.207419175088469	0.285253630615575	0.0110937215696258	0.306039985098738
S132	0.0339886278187166	0.0486886425084521	4.32158510112357e-09	0.00558016653179755	0.00966060023417498	0.0710225545580336	0.236699244021085	0.278488968058249	0.00984659594575674	0.306024596002149
S13203	0.0246921589346376	0.059151679873454	3.20117274471652e-09	0.00492168001111804	0.00559245212084224	0.0776720733721316	0.220587292274644	0.284077150860532	0.00914139457231634	0.314164114779152
S13216	0.023286794384946	0.0610767656273678	6.31377197418503e-07	0.00437515609432026	0.000203225660685561	0.0688828555961935	0.240056579787688	0.2896008036582	0.0125123601605723	0.300004827652829
S13217	0.0212686623112835	0.0540497163084119	2.40158762544056e-08	0.00252547823404816	0.00598869925151937	0.0920974368500571	0.240260299503958	0.279758021444753	0.00869399608930524	0.295357665990788
S13219	0.0177547188689836	0.0611824556859672	3.17813214799389e-09	0.00300964146483393	0.00846698266061608	0.0746931919626131	0.243093454017291	0.269912262827122	0.00599410526892334	0.315893184065518
S1322	0.0228476845816836	0.0569463011043276	6.28632108993502e-07	0.00512362757311393	0.00181239886646136	0.0762713154330546	0.243936226168903	0.276390290411137	0.00955852627149016	0.30711300095772
S13227	0.0250072575835696	0.0613952347191999	1.06735367297572e-08	0.00499293875440631	0.00394136593157253	0.0774579242312382	0.224788648534184	0.280160865266338	0.0109023937654289	0.311353360540526
S13231	0.0108644795590198	0.0705483239052474	1.15026303266005e-07	0.00322261519376757	0.00539175452989187	0.090144472334395	0.221241724881319	0.286017773559982	0.00768994380345954	0.304878797206614
S13234	0.0199978064048781	0.0611889653845588	2.45201663845703e-08	0.00204315275487568	0.0109724288542776	0.078261350705084	0.252905004138959	0.26850910145505	0.00566880064627272	0.300453365135877
S13243	0.0129809400522509	0.0654869446793123	5.59043489311818e-08	0.00575008048343131	0.000709981194901654	0.0786325594856696	0.232850898515653	0.29133351167626	0.00919757203722652	0.303057455970945
S13248	0.0218061065965523	0.0611968059180798	4.97351218025559e-08	1.36070389050783e-09	0.0119854924624186	0.0925522771088644	0.241410749111132	0.271337353198837	0.00454431052892776	0.295166853979363
S13253	0.019460163837289	0.0591350623579542	5.28970665077324e-08	0.00032638366969673	0.0127745444135036	0.074594336016291	0.242541260928938	0.274666688223366	0.00938146563461868	0.307120042021276
S13272	0.0215875162470108	0.0591569048871799	1.62475209552821e-09	0.00432524195957583	0.00279616122675112	0.0823955739856048	0.237434927940989	0.271437180557761	0.00911258871815292	0.311753902852223
S13275	0.0223949037590155	0.0546816334379096	1.22738570373615e-08	0.000815847143556107	0.00630715725242653	0.0857146947219596	0.247483212465562	0.28007269987039	0.00685296621745714	0.295676872857867
S13278	0.0124386826267113	0.0709462530740797	3.33422090600047e-07	0.00164651662874602	0.0048089535902547	0.0579204672762648	0.247973365906117	0.275524846226808	0.0106943859313283	0.3180461953176
S13283	0.0251946683428227	0.0551451095458229	1.20020967776817e-08	0.000611479079061943	0.00498140641488725	0.080099369019872	0.237409109520955	0.284055255344113	0.00983125422929505	0.302672336501073
S13289	0.0336105224574019	0.0466494186676011	8.59248602668731e-09	2.09118551656045e-08	0.00958470984176242	0.0747901119121289	0.239964033647687	0.296367660379503	0.00766794022576997	0.291365573363804
S1329	0.0291899723790906	0.055379213502932	1.04113354731986e-08	1.35425037892784e-08	0.0106261009171868	0.0692893842118402	0.235884495245295	0.290819056665415	0.0102236266435993	0.298588126480802
S13291	0.0325047575301513	0.0488712775258539	4.85155514128608e-08	0.00814823428304724	0.000221564471177837	0.0839075273308589	0.228282641094609	0.270483532266983	0.0125749277013092	0.315005489280458
S13293	0.0294512801692977	0.0572734630570208	1.68643052732154e-09	0.00176078117075746	0.00658129011903824	0.0722646042910293	0.220769299672622	0.296272063178211	0.0127019563697934	0.3029252602858
S13296	0.0193791361618339	0.0609221658492371	7.29821466941465e-08	0.00146073331893599	0.00935349353289465	0.0968795946650142	0.232690181326122	0.27829550850714	0.00770211117013595	0.293317002486539
S13299	0.021435290533457	0.0595295377530848	8.24604189142512e-09	0.0025893040373034	0.00617736046619741	0.0676667013378506	0.248367695187252	0.279602824226141	0.00887836926945118	0.305752908943221
S1330	0.0257740338971882	0.0570870015108001	2.32103667541913e-08	0.00330289486077199	0.0031024643215706	0.0586779391739187	0.248479879033773	0.279057411094591	0.0103647815866144	0.314153571310406
S13300	0.0236777456105079	0.0486431283429994	4.0431639338925e-09	0.00144481747524839	0.0030304002499191	0.0857900956344828	0.233074539078192	0.292429585492703	0.00667127529092624	0.305238408781857
S13305	0.0177573074078173	0.059937219161535	2.26231649091575e-07	0.00336031811961222	0.007433660852027	0.071357118767512	0.242118941461767	0.285764796972131	0.00549194821619414	0.306778462809755
S1331	0.017540284504363	0.0615429613308745	2.18150596251185e-09	0.00113355981207209	0.00546398284592527	0.0747269478180524	0.246483615196203	0.285235842331119	0.00872004898121362	0.299152754998671
S13310	0.0258701671275389	0.047129062633803	1.99153474803891e-08	0.005222581479968	0.00623748309202376	0.0835425896664296	0.242923580053929	0.275450925230405	0.00495543795204503	0.30866815284851
S13311	0.0251525524815574	0.0564136086615847	2.13206967062279e-08	0.0127195988575384	0.00108180620783244	0.0823964120801538	0.228899121328797	0.268272456153722	0.0144379126579839	0.310626510250134
S13324	0.0185986238604362	0.0627589636835459	2.76424468430309e-08	0.00264635627863726	0.00608689898311963	0.0827665150169007	0.236733892630256	0.27219548301123	0.0106842804301001	0.307528958463328
S13326	0.0189175462574492	0.0557882482298864	8.16901955226759e-09	2.1776337134982e-08	0.0111396009487582	0.0904039207730547	0.22910786434098	0.278348202712958	0.00297873081106095	0.313315855980496
S13329	0.0155141588982831	0.0641035616457182	8.22989237105327e-08	0.00352816509913085	0.00981012502555874	0.0707770585584294	0.244370427254277	0.26988982526876	0.0110901734649884	0.31091642248593
S13331	0.0178275727141907	0.0630032195320025	2.93429649731293e-09	0.000225670856909139	0.0049240950586757	0.063705086994658	0.245564560850184	0.29172257246272	0.0118193185394558	0.301207900056908
S13336	0.0322848528781815	0.0475373634592818	4.91294679879874e-08	0.00897181063840682	9.21309134910086e-07	0.0921652938001573	0.22905745408363	0.280452781275716	0.00448806047416474	0.305041412951858
S13339	0.0315380357957213	0.0556988382057629	5.29268686875027e-08	0.00669968239951047	0.00648962678270127	0.069876053978949	0.225190862723908	0.283976256680905	0.0106521720227348	0.309878418482939
S13341	0.0194100075388178	0.0643003363118385	4.43465306959895e-08	0.00728866933072816	1.01223167434606e-07	0.0762503510145163	0.238502150494736	0.267317261412532	0.00991858959550685	0.317012488731626
S13345	0.0310835020360419	0.0522461900467981	1.2695974272338e-08	0.0055852745650576	0.00736537932276844	0.0844452197508117	0.225587266554079	0.280539306431305	0.00925995008234869	0.303887898514815
S13346	0.0230048529297846	0.0599377427709322	9.78703433751126e-10	0.00562735071721083	0.00391513337573763	0.0750511287296045	0.233555669267536	0.284834137380491	0.00969113854794791	0.304382845302052
S13349	0.021093197875335	0.0609692504046361	3.01407076383824e-09	0.000740757914547257	0.0077132709903348	0.0872570354022897	0.23331960584823	0.280276316951946	0.007997046253789	0.300633515344821
S1335	0.0171938267408368	0.0593204822464564	1.68055809710438e-08	0.00302069723546614	0.00448540948114659	0.0889899811073565	0.242150897674971	0.281823984544167	0.00444285377688532	0.298571850387132
S13352	0.0165015029634369	0.0634268475618295	1.06137769690885e-09	0.000371934053864377	0.00779008587938075	0.0897006203401328	0.246431652507766	0.270388245743306	0.0065360089724806	0.298853100916425
S13354	0.0247392108799259	0.0600130732884218	1.23237599099679e-08	0.00826550377659628	0.00349270954973923	0.0787093738051216	0.230973878529342	0.277621636779657	0.00879173955367507	0.307392861513761
S13357	0.0219581307155263	0.061022316979317	2.79330556946217e-08	0.00999737580352173	0.00327157041621198	0.0820546043309802	0.222800600044011	0.276091620204754	0.00893586380905044	0.313867889763571
S13367	0.0327788298987583	0.0473131388803953	4.81590755019118e-09	0.00298226224314532	1.41890951514678e-07	0.0757794590324031	0.244815767310132	0.282015432834806	0.0120494574036237	0.302265505689877
S13369	0.0194824937005204	0.0605415277949586	7.9160644014401e-08	0.00337907146937378	0.00862750524527144	0.072947278812767	0.245609584337353	0.271186285724158	0.00887762539338681	0.309348548361566
S13370	0.024964087388612	0.0579993682403819	7.98436136248783e-09	0.00175030151649809	0.00271711887262434	0.0796567646823867	0.245772838432998	0.278109588627612	0.00887962885386098	0.300150295400665
S13374	0.0212863986220249	0.0580206015813121	1.28079902754548e-08	0.00324318005191617	0.00084017835042354	0.0920088923175786	0.22734209610427	0.277791553987233	0.0127070654465122	0.30676002073074
S13378	0.0178357686460182	0.0592186830241895	7.53776796840663e-08	0.00254523450984837	0.00790758899278858	0.0840433774291338	0.239658939853536	0.280403658073215	0.00972498959431216	0.298661684499278
S13382	0.0272400782370375	0.0579105665951644	7.52161903491439e-09	0.00586634927650507	0.000590870650771862	0.0772997120810935	0.232662187464093	0.27152913485844	0.00904181763116028	0.317859275684116
S13389	0.0264307115835227	0.0582046808634699	8.89212602322998e-09	0.00881339746613231	0.00184472973141002	0.0764311563022373	0.235501025399746	0.271086712146591	0.0111789009393268	0.310508676675438
S13391	0.0235357677167921	0.05398971393488	2.46824174690443e-08	0.00189602398532601	0.00319519009313471	0.0890418023678229	0.24908132813817	0.277274885659198	0.0109190078374785	0.29106625558478
S13396	0.0339764031390398	0.0470059158844244	4.31420823559079e-09	0.00723290927981952	0.00151840505679568	0.0725833351205488	0.248260883118006	0.272966651888263	0.00910685872814525	0.307348633470749
S13398	0.0252063064001833	0.0569881043933163	4.17164562771843e-08	0.00400316187280598	5.20066284772427e-09	0.0815294544600424	0.238736840352354	0.276604432273262	0.0128366750838894	0.304094978247027
S13403	0.0260319720557827	0.0601688363953853	7.76671530051949e-07	0.00738922294862147	0.00417543326699179	0.074736913010927	0.227349831992867	0.278824136183856	0.00964203702090173	0.311680840453137
S13405	0.0197595510061148	0.0597859350643921	1.27227030861074e-08	0.00270459013504907	0.00510681798830485	0.0900466166408068	0.244755306638832	0.268549603802713	0.00848105985151056	0.300810506149574
S13407	0.0222371825922736	0.0583037407946507	1.18671839518128e-08	0.0040753243625014	0.00312721297314895	0.089273034942732	0.230787381640752	0.284708963023661	0.00814166255170264	0.299345485251394
S1341	0.0203452577845336	0.0614096586113145	6.17641838950913e-09	0.00320805521654517	0.0036426148718813	0.0754796036159755	0.242110770847614	0.275109467756127	0.0100000618937119	0.308694503225879
S13415	0.0253199725221389	0.0627015011960078	4.62720053326786e-08	0.00523179930364989	0.00482239245007204	0.0822591624593068	0.231795924860026	0.276890919068586	0.00955002415973146	0.301428257708476
S13416	0.0220697418823556	0.0571451907099145	8.18845422435354e-09	0.000705986870454133	0.0110604789130809	0.0740412588091175	0.239788358748954	0.294031006212003	0.00865807609590261	0.292499893569763
S13420	0.0159495282164632	0.0630448381209997	2.41443199273579e-08	0.00294569163784539	0.00783543549692484	0.093859930393864	0.228371340808453	0.283496270466976	0.00700136206031121	0.297495578653843
S13425	0.0201705993435343	0.0597160504312583	6.78957714233576e-09	0.00425283333586951	0.00920858311278058	0.0794387191436145	0.235850361889061	0.281927819785509	0.00640626432247935	0.303028761846317
S13433	0.0325133370146489	0.0520164689385087	1.02757024712521e-07	0.00139521585894376	0.0104023682030039	0.0874950823208865	0.237499149450889	0.278556617621182	0.00619764058272249	0.29392401725219
S13442	0.0158786574065306	0.0661837466797977	6.75172473484618e-08	0.00062605981541862	0.0153926799065722	0.0812227186830175	0.23492394844033	0.276704611540704	0.00851792982483429	0.300549580185547
S13444	0.0126613069838775	0.0660186488327794	1.08504831292397e-07	0.00797989071049233	1.18790289076973e-07	0.0718474176432823	0.249695901834937	0.268698428324001	0.00685251770183965	0.31624566067367
S13445	0.0235334578288373	0.0548642672414839	2.44794986177253e-10	0.00327098253128326	0.00589150392078059	0.0881384956081804	0.237384279990264	0.282363967735995	0.00472000390596981	0.299833040992411
S13454	0.0155405686430752	0.0577808666531351	6.75161019996099e-09	0.00196255403504809	0.011312581878631	0.0996275195305331	0.25370402467844	0.256547422763877	0.00377679724904721	0.299747657816603
S13457	0.0160258347766107	0.0599870393136675	1.30825812390435e-07	2.08731668626179e-08	0.006065667050654	0.0717788344696427	0.262408455004917	0.272169675584286	0.00686139600415839	0.304702946097084
S13461	0.0301587377544019	0.0512204956213524	6.2401971523824e-09	0.00179964212204049	0.00207971390356965	0.0864250394332637	0.234269730699975	0.288580638741265	0.00664453764565261	0.298821457838283
S13471	0.025012505858729	0.0566347587306446	2.14680030542155e-08	0.00334107087096096	0.00741354567590959	0.0936776106430924	0.244797331498525	0.262588583092602	0.00368896222185213	0.302845609939681
S13472	0.0190212249201968	0.0601551829077217	7.51818789494408e-08	0.00302248866080957	0.00836586982987327	0.0916252421787982	0.238380357331272	0.277071633216619	0.00311523552271994	0.299242690250111
S13476	0.0132678006413575	0.0608394065824813	1.41521582771549e-08	0.000714865762491637	0.010127363527552	0.0875207109651002	0.257185937217238	0.261779639261882	0.00602452402544923	0.30253973786429
S13478	0.0409399263836017	0.0425160480471803	3.13706375070576e-08	0.00455820279965026	4.97250267807862e-09	0.0718823934730792	0.242773009499667	0.278930438304599	0.012684497768581	0.305715447380501
S1348	0.011615526003899	0.0643686528234662	2.14213799988685e-08	6.48200673393508e-06	0.00689092344757062	0.0970328932045543	0.238472344221574	0.277905499870286	0.00428867444917185	0.299418982551364
S13486	0.0299062274667065	0.0538925884417722	6.73061251244634e-07	0.0061771951740005	0.00872559999872849	0.07919728317644	0.234399079977489	0.275651847277826	0.00676313486990331	0.305286370555883
S13494	0.0127894987337212	0.064819995309569	3.89708587258706e-09	0.00432586316733216	0.00365422288209644	0.0873397407253085	0.24672256233458	0.277474578937902	0.00385057686455694	0.299022957147848
S13507	0.030203949975905	0.0583926315861904	2.39905556610297e-08	0.00581294824373533	0.00868770934249471	0.08441683147166	0.20708079973348	0.287109465560484	0.0101853697441233	0.308110270351371
S13510	0.0235781716791537	0.0530364885835689	1.8906908677158e-07	4.61388055831242e-07	0.00198557627398556	0.0833877546975975	0.24877854865505	0.286654314180613	0.00967446556967422	0.292904029903214
S13511	0.025782532516996	0.05682558863656	4.2690986479086e-08	3.3042945896973e-08	0.00854492726873498	0.092178423493185	0.23252289453092	0.284912681037062	0.00486511166402873	0.294367765118581
S13512	0.0195019453396257	0.0631325783506464	1.65017012086637e-08	0.00405717686799761	0.00513986234786191	0.0865635504612364	0.227658002511317	0.279738597754677	0.00834651080108389	0.305861759063852
S13515	0.0266183505814514	0.0568592004297585	3.58028138741985e-08	0.00250111367300368	0.0110659746954118	0.0798683167438685	0.246056848440933	0.266542692303396	0.0117954866610119	0.298691980668351
S13519	0.0196686893639012	0.0645436251009919	1.4898424251992e-08	0.000212193456193515	0.00970395478081396	0.076974710447182	0.231798316580578	0.285203168286473	0.0118133075092187	0.300082019576224
S13521	0.0130526009645946	0.0678145324614406	1.21675043480106e-07	0.00435115696762529	0.0123611510470767	0.0864842417143505	0.231789514775615	0.276156445382896	0.00628029539628205	0.301709939615076
S13533	0.0232854423979612	0.0578063375129039	3.30842978375593e-08	0.00943812221788367	0.00342645143279281	0.0769827338106296	0.228344498117929	0.275355109688146	0.0114005185353633	0.313960753202093
S13537	0.00941034534044066	0.0727941708230075	8.2453317362299e-06	0.0019777701079855	0.00180637550657941	0.0816023980798126	0.209086019007989	0.302461191861503	0.0107027943455018	0.310150689595445
S13541	0.0153942962932555	0.0575299065132615	3.86617843500395e-09	2.21370565048179e-08	0.0140317620020967	0.0868104872915197	0.237682439765024	0.283701723702704	0.00777304449975337	0.297076313929151
S13543	0.0192263446277933	0.059646265434337	1.53191803705683e-08	1.75174986546738e-06	0.013281013819963	0.076250430155289	0.239585366887955	0.279862213308019	0.00583706172625941	0.306309536971339
S13545	0.0283513680544883	0.0496736034205998	1.49672332063658e-09	4.31756396568912e-08	0.0141402303899886	0.097879553030267	0.225582345957188	0.271272073522457	0.00630203151290483	0.306798749439743
S1355	0.0204324586125829	0.0613968311456139	1.81841537521012e-07	7.31966035212009e-08	0.0101762603364246	0.0766355969724641	0.245420805952862	0.282346545339913	0.0058064568423943	0.297784789759604
S13558	0.0250442805273333	0.0553407212776205	4.18195003650486e-08	0.00300045090930984	0.00872699526734763	0.0918446182946782	0.237862409747395	0.269876720097768	0.00933742991707928	0.298966332141967
S1356	0.0260897652973161	0.0494425013468025	3.60432970080162e-08	7.00288887224988e-05	0.0092377069187583	0.0835336382618172	0.238639567779181	0.283736706080763	0.00977245490652702	0.299477594476816
S13561	0.0143002205787582	0.0623792620685603	3.0262989621793e-08	0.00119946368477061	0.00685052682484519	0.0746022674336645	0.252637666269009	0.277808911958583	0.00856911615978079	0.301652534759039
S13564	0.00988779033109042	0.0672985972229725	2.6990561590464e-09	4.8543127478178e-08	0.00879261216351594	0.0815123124464702	0.237292447765598	0.291069932130551	0.00971484903894274	0.294431407658676
S13568	0.0171836022131259	0.0623139033075142	1.82476402461339e-06	0.000612660452451611	0.00775349918694134	0.0819763455600643	0.241633240108675	0.278607761599678	0.00919897087440958	0.300718191933116
S13569	0.0213712331533014	0.0587025595749175	1.80955273891678e-08	0.00400298102990905	0.00543018328888783	0.0848499073755059	0.236111508150339	0.275777808625474	0.00653710763612155	0.307216693070017
S13570	0.0252239539284318	0.0507000457839334	1.87925066106852e-09	2.06327406547196e-08	0.012362394958164	0.0982896177170328	0.244820065002624	0.264828611582122	0.00470655296350409	0.299068735552196
S13575	0.019559731760512	0.056981143968644	1.74335446231175e-09	0.00544212134757499	0.00521073048400376	0.0859569208632979	0.243257585536271	0.267769054379787	0.00758442816145769	0.308238281755097
S13577	0.0177552378525983	0.0634776374557852	3.2499257962091e-09	0.000761802374322416	0.0120727616515926	0.0875342623010087	0.235869995788951	0.271730202675578	0.00853700891326341	0.302261087736975
S13585	0.0187067276872375	0.0650318031330735	4.49294418422497e-08	0.00321404418737666	0.00660720062679646	0.0741361765720297	0.240436188416577	0.279135826069457	0.00882984937535439	0.303902139002656
S13586	0.0306337016198021	0.0469187624724506	7.25563206340689e-08	0.00735266194891476	1.05205593510172e-05	0.0782808033032586	0.241125941168204	0.265820789832811	0.010685590968726	0.319171155570162
S13587	0.017438792528909	0.0664131184836843	3.08354776778107e-08	0.00278999785861007	0.00281465714645297	0.0788087031752495	0.239871860358902	0.284142129808527	0.0111733321006367	0.296547377703551
S13589	0.0209532779949735	0.06205141437296	2.0626891121494e-07	0.000779085893676632	0.00791412026827351	0.0888255294094526	0.238253311090507	0.274206686121975	0.00543625087446125	0.301580117704809
S13593	0.0186617256396492	0.051240052576134	1.29332383399311e-08	0.00204606988790332	0.0121335651214823	0.0852444103137006	0.240952537468863	0.279871782964224	0.00873009776017885	0.301119745334627
S13605	0.00869464459413125	0.0691798660535624	1.87889723975125e-08	0.00253899398169339	0.00674133333448155	0.091003574208134	0.244733811661418	0.270037098228521	0.00679313944060958	0.300277519708475
