B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	otherCells
S16535	0.030774897213334	0.0273277494531739	0.00586834698536605	0.0219478230204907	8.86532750886804e-08	0.238736247166263	0.00961517008425298	0.0126136139172717	0.0224389750214839	0.0486684475209463	0.582008640964143
S1655	0.0525450636484345	0.0271457253588187	0.00515554878733472	0.0198045192414032	4.12920065355409e-09	0.199627743111827	0.00742141803128108	0.00963456724190982	0.0246442623826197	0.0519396068254762	0.602081541241694
S16551	0.030678160226584	0.0275381620584974	0.005746862809578	0.0247558825452863	1.68598842005171e-10	0.238542545150439	0.00421498657445905	0.0220660096210078	0.0216687728541255	0.0507159462236995	0.574072671767724
S16561	0.023088516456509	0.0310905889332094	0.00625932144814036	0.0257763737439217	3.04565541160182e-07	0.230851787590979	0.00136536139893261	0.0265842395612636	0.0235609818146363	0.0529833667386674	0.578439157748199
S16571	0.0337608720067485	0.0218439270684042	0.00534008921551164	0.0241639506128852	1.45186856323062e-08	0.23948729994645	0.0024316246241779	0.0207092666421901	0.0214236408133478	0.0547322694067097	0.57610704514489
S16575	0.0356443661356333	0.0235570556296331	0.00611291779246015	0.0284008863866851	3.64982581947767e-09	0.220436480885093	0.00628282968570534	0.0124601388864359	0.0236469368925588	0.0628267794146228	0.580631604641346
S16584	0.0289847483066734	0.0257443366662017	0.00515129214285326	0.0250197722208991	3.2923425051167e-07	0.243904788318191	0.00183619590225088	0.0274990614304762	0.0199430962722911	0.0444328348335969	0.577483544672316
S1659	0.0307934758200053	0.0263546164430185	0.00541331299637284	0.021433484988998	1.72704936457446e-09	0.241995837302107	0.00386673955425633	0.0261479695304875	0.0221028199180916	0.048537249983762	0.573354491735851
S16591	0.0284906957617632	0.0330548127876881	0.0053159593450965	0.0267887307238761	3.19103138078345e-08	0.236893311039126	0.00224041029497808	0.0254591274133188	0.0235852148232133	0.049356490828983	0.568815215071643
S166	0.0282134421530355	0.0296920568426612	0.00588180887331176	0.0268745006060959	1.43250691835495e-07	0.236897191037736	0.0092721937277183	0.0203639738014758	0.0238376407996167	0.047977414243616	0.570989634664041
S1660	0.0246932738736269	0.0292742793771266	0.00646289764174311	0.0264529996972363	5.42167658570952e-09	0.234391156009735	0.00710532287370327	0.0158442065621836	0.0229952849597327	0.0560875912181796	0.576692982365057
S16604	0.0265708798418029	0.0298204440123458	0.00601576768144728	0.0268377058889175	1.81025430313015e-08	0.240640437522781	0.00382440216050875	0.0200648436206623	0.0218040291471294	0.0486370995507732	0.575784372471089
S16606	0.0293969275931383	0.0279359060279975	0.00573625532103214	0.0238838323330294	8.8902281515467e-08	0.23966221799394	1.45522771047799e-05	0.0287877415212829	0.0232529836580794	0.0482187904434881	0.573110703928626
S16609	0.0278261049331764	0.0268241806191434	0.00578936072623694	0.0319761913051195	6.65544615901705e-09	0.229884369868595	0.00614776062682533	0.0136963473538493	0.0227401410853012	0.0559489342793152	0.579166602546991
S16612	0.0255177342675561	0.031396401680944	0.00544306867487909	0.025030391823065	2.8717843346848e-08	0.239512869511799	0.00445672291563893	0.0236172586598393	0.0227787470770698	0.0485272204912898	0.573719556180075
S16619	0.0294501356585685	0.0281058065624912	0.00562449078738211	0.026170120860793	3.70729607533483e-08	0.237749347928138	0.00628944506812493	0.0218125784029383	0.0222937774871107	0.04578132477378	0.576722935397712
S16623	0.0271302222334034	0.0280190083022852	0.00604631439079062	0.0261617170162384	5.90896629978149e-09	0.234490629788936	0.00638827039337866	0.0251356780459721	0.0240100082770981	0.0467318195918441	0.575886326051087
S16632	0.0298732826722597	0.0252354506934034	0.00487402726889259	0.0210885061062605	5.03112908226316e-08	0.242831554612413	0.00637568305868541	0.0207262229938675	0.0233666834198237	0.0489031140821024	0.576725424781
S16640	0.0256301936406055	0.0298532077469897	0.00576384261593794	0.0306239695398666	2.38415721572249e-08	0.233025440468975	0.00608243102208572	0.0194478774121391	0.0215870438918832	0.0532326912923924	0.574753278527552
S16641	0.0291654460426829	0.026650694261103	0.00577773103272726	0.0253194235933219	1.17582671130016e-07	0.240635314104234	0.00223153885967426	0.0258047540425125	0.0210250528807836	0.0471750667840739	0.576214860816216
S16644	0.0279385598053237	0.0277807416891952	0.00468677341353439	0.0227653748114343	1.13093295283254e-08	0.240279300654413	0.00185149630253895	0.0240305588922521	0.0206670558728119	0.0519872509924758	0.578012876256691
S16646	0.0367538108753036	0.0217529614283113	0.00554841240908233	0.0216537861347523	6.6063284302343e-09	0.232212034237479	0.0100348110286774	0.019945453013336	0.0223388188960368	0.0458000680668024	0.583959837303891
S16649	0.034192015646838	0.0213906552701913	0.00563948129025173	0.0283358352447588	5.14749255688561e-09	0.233365613278483	0.00669174324819207	0.0213329384010011	0.0225816516788234	0.0456581341045895	0.580811926689378
S16652	0.0316990193623621	0.0248563782890091	0.00579647389184764	0.0262781760389576	1.50469033932104e-07	0.244805171819376	0.00635876814880994	0.0180016794293052	0.0210845141866555	0.047865112428533	0.57325455593611
S16654	0.0277163051093633	0.0288329929405021	0.00565284442746354	0.0242574934456494	1.95247319826766e-08	0.237332538490848	0.002722550397977	0.0275213080448678	0.0230896236545563	0.0474930113254823	0.575381312638558
S16655	0.0292182078983043	0.0272686285499412	0.0056784112714526	0.0235725315220122	2.05303122427613e-09	0.241830008117013	0.00427367982865274	0.025745720924135	0.0232828400299904	0.0481758238135994	0.570954145991868
S16656	0.0336921561453245	0.022253389512276	0.00551551202873829	0.0267415004553984	1.21648004312433e-09	0.238602493703597	3.28829693938312e-07	0.0322719424053175	0.0212907223979101	0.0444414558138551	0.575190497491409
S16669	0.029435924154139	0.0252423400952736	0.0057070831541555	0.0230339325447693	3.21665066999735e-07	0.246083754958128	0.00916301616924957	0.0137269507033334	0.0224927227765776	0.0472084703755172	0.57790548340379
S16671	0.0264214393080854	0.0279584482694837	0.00663087361744282	0.0330483046056226	5.36860628604451e-07	0.226565000900796	0.00195348707533289	0.0257527077196558	0.0225721797836826	0.0462382110679601	0.582858810791309
S16675	0.0269100001811278	0.0285199214587804	0.00573630275286139	0.0244381145248017	1.25619580694228e-09	0.237697200387123	0.00713881504445322	0.0220334208032997	0.0221400748147251	0.0462599200654318	0.5791262287112
S16676	0.0364241088656215	0.0238437157915212	0.00611334963735688	0.0269114671068357	4.38903114014315e-09	0.232864557389185	0.00754602463259405	0.0109912643122973	0.0216364316492698	0.0552131893486874	0.5784558868776
S16696	0.0356239983871839	0.0220696971392188	0.00573026585929148	0.0236473261640621	4.13939405233398e-08	0.227478636068601	0.00794718611875959	0.0156860635988686	0.0226790747374586	0.0576140520019765	0.581523658530639
S16698	0.0268292787813269	0.0289168029416227	0.00534108194299402	0.0236380106801981	1.83240472229659e-08	0.231530569768096	0.0089093662427687	0.014966918457438	0.0210019686500331	0.0552208851461918	0.583645099065284
S1670	0.0328550892794658	0.0237561179254739	0.00570445355687417	0.0242728513368898	4.65433524673451e-08	0.242786631840754	0.00685255927320029	0.0190150399969322	0.0221242287326888	0.0483123667658111	0.574320614748558
S16700	0.0314335496029798	0.0243976881543603	0.00545761230502903	0.0260936755331881	3.28505509225506e-08	0.241445258984918	0.00239496646830712	0.0262404853748157	0.0211266777213713	0.0462553448090851	0.575154708195395
S16706	0.0321151195576446	0.0248286381756488	0.00589438601899927	0.026365492698372	1.22526904777947e-07	0.231770955323873	0.00750398456711485	0.0186148806243727	0.021726631617342	0.0464523609906152	0.584727427899113
S1671	0.0347824552092964	0.0229738927357284	0.00591106354490358	0.0232328989146284	2.78656514802683e-10	0.246663315822176	0.00808170463058401	0.0223095452601672	0.0218280667363958	0.0426014053623614	0.571615651505102
S16712	0.0268662339193064	0.0283368213438538	0.00591307402071773	0.0218241212427166	7.35686848241854e-08	0.237530101956923	0.00464376095266442	0.0220480328980696	0.0218891406289973	0.0456413255863652	0.585307313881701
S16715	0.0306720611812023	0.0260494328836599	0.00577800863061296	0.0261963040622831	2.1357326253929e-09	0.231287895386616	0.000214331451923675	0.0254472037110949	0.023655264472658	0.054459556664928	0.576239939419288
S16717	0.0381729645667811	0.0236539439872274	0.00617383449142409	0.0235624519879212	1.10570360044824e-08	0.230590729379886	0.00594585455809659	0.0193256576215288	0.0229465986541834	0.0514076528281041	0.578220300867811
S16721	0.0339727986054377	0.0238887319406685	0.00625994465646486	0.0270698392002831	8.36860220460234e-09	0.23196118526155	0.00280796527673358	0.0138634929895121	0.0211591290452275	0.0534720729516943	0.585544831703826
S16725	0.028281617953981	0.0274934874544923	0.00578470026361615	0.0233497841304618	3.53989871331584e-08	0.24246587813524	0.00687186716696323	0.0222801364735631	0.0218852879496309	0.0465811013809426	0.575006103692122
S1673	0.0328399190929585	0.0234061432310527	0.00525313400187979	0.0235387896532505	8.10301045614407e-08	0.237011220908051	0.006201945562138	0.0155627761146219	0.0218021800895646	0.0520927459305828	0.582291064385796
S16747	0.0361465178778392	0.0257094511261314	0.00597287531372598	0.0220579410522451	5.53666171703691e-08	0.223453411640129	0.00487253771672318	0.0275776055154996	0.0230381977032083	0.0500758669485696	0.581095539739312
S1675	0.0319386030310642	0.0272375119148942	0.00597447259655459	0.0264291638615895	4.30667863626766e-09	0.228860188340244	0.00481571522747253	0.0275956459193667	0.0225174592987352	0.0444108382861284	0.580220397217272
S16757	0.0294983633136213	0.0289923486630906	0.00571164286879439	0.0217514291296955	5.15474491970592e-08	0.235537067547434	0.00825580062150212	0.0207344106821931	0.0207505002395039	0.0502955674190751	0.578472817967641
S16758	0.0289997207009322	0.0286045182774559	0.00527897359482568	0.0223378262867774	5.63347685771181e-07	0.233795378930158	0.00437384112072881	0.0297725881140774	0.021181547427628	0.0470677243477852	0.578587317851946
S16762	0.0272268451564528	0.0288212816546507	0.00562632534082448	0.0257114639326158	9.22243057178598e-08	0.238948124095383	0.0055549697358908	0.0219343487443558	0.023219087538625	0.0506762450963271	0.572281216480569
S16770	0.0269930310073008	0.0321440345921716	0.00572927309975044	0.0276597975314928	1.16742492199113e-08	0.227563173447198	1.63292079826108e-07	0.0237701044547081	0.0247341321708371	0.0597872769773327	0.57161900175288
S16773	0.0325175852508716	0.0243483194891028	0.00591421057850036	0.0263529019609459	5.05718075983706e-09	0.245621478037325	0.00316179145143498	0.0207024596994455	0.0208901636051135	0.0479025331743933	0.572588551695686
S16775	0.0330377020746228	0.0223695852001862	0.00636179541459903	0.0232283678942883	2.71600714675579e-09	0.235916178319246	0.00116508336632018	0.026744820104073	0.0223412031893768	0.0474231362113672	0.581412125509913
S1678	0.0319965505397219	0.0234514772457734	0.00554279395106026	0.0244620558077174	2.84424775818658e-08	0.235869788236391	1.25319640945169e-06	0.0299118487072682	0.0230079464040619	0.0485376280740696	0.57721862939505
S16780	0.0350941429304592	0.0235802133708961	0.00554819705528364	0.0243279550188951	2.10406022045191e-09	0.240295033211729	0.00899519472609741	0.0196361056895432	0.0216872444738766	0.0487683838339753	0.572067527585184
S16785	0.0383511852647091	0.020592039612602	0.0054917774574801	0.0211525629374806	5.87734795671287e-08	0.242866536553068	0.00304933351053787	0.0200225251310471	0.0204911684515405	0.0524617542311299	0.575521058076926
S16791	0.0297743408569602	0.026066991352472	0.00554201314659017	0.0255965613687487	6.88623514509468e-09	0.243790195691969	0.00357081647540734	0.0270857447699017	0.0218949457691994	0.0442814232023191	0.572396960480197
S16792	0.0383674179027201	0.02201139375494	0.00630874264140413	0.0277720717190791	1.80680109418038e-08	0.214063538989054	0.00200317646396237	0.0240202728548868	0.022686007564635	0.0508862527771363	0.591881107264171
S16797	0.0305446530405723	0.0281595232306954	0.00533399752272332	0.0233395011327007	1.04183293864735e-08	0.226405791583069	0.00783969255740534	0.0199437262977637	0.0228182956286877	0.0487099533291545	0.586904855258899
S16799	0.0302418340693989	0.0252602509017396	0.00624918442320263	0.0277362712223445	3.16621376068554e-08	0.239318641070291	0.00613528178106127	0.018629219476938	0.0232692670787867	0.0472369241880142	0.575923094126085
S1680	0.0359904445368468	0.0238157023025015	0.005772646337276	0.0229943236325822	2.9556683169752e-09	0.229014160727023	0.00809834304179996	0.0222138378189598	0.021962766488144	0.0472794242497499	0.582858347909449
S16801	0.0287811782849195	0.0273132313110698	0.00509501180584335	0.0264162947127158	2.26115402885111e-10	0.236279489565516	0.000597685751278908	0.027507515432452	0.0227472222541147	0.0508757009273871	0.574386669728587
S16806	0.0340810971250137	0.025786330293863	0.00527652158599196	0.023280592274919	2.62720423792627e-09	0.235588809103527	0.00647407382749992	0.0267549275701668	0.0229803612309991	0.0432999018564511	0.576477382504364
S16811	0.0248144805989087	0.0282421516262548	0.00626789435474786	0.0239433522759193	2.29644659504479e-09	0.240345576692152	0.00326475682800803	0.0182751427320397	0.0213759546783414	0.0504456036946859	0.583025084222496
S16815	0.0344611274456393	0.0234063949034306	0.00556312188248962	0.0262612561319928	1.8716678683169e-08	0.23864120563493	0.000970938189442777	0.0268899104513487	0.02157232116933	0.0474867827751949	0.574746922699522
S16816	0.0272188066032786	0.0270073248446801	0.0053285299126087	0.0252135079518434	2.87361873349304e-09	0.230834456455394	0.00533404309621592	0.0139183809080622	0.0227751535264298	0.0551945092557332	0.587175284572135
S16825	0.027703429399998	0.0274291965924163	0.00593336531982038	0.0272106796058286	1.53251995466227e-11	0.238489009071611	0.00527326894580718	0.0221976970282271	0.0217400019255628	0.051664681024731	0.572358671070673
S16827	0.0277649996283993	0.0266923389215289	0.00570042104592961	0.0226697160025479	5.2526848407239e-08	0.233117863264419	0.000144777168753073	0.0275651308897865	0.0197512929184791	0.0486503889923391	0.587943018640969
S16829	0.0331296573535349	0.0263544642388913	0.00574931770707761	0.0220933084458846	9.64174139531119e-10	0.243719055966968	0.00441569078634765	0.0262019204343973	0.0236184560544429	0.0476319682785528	0.567086159769729
S16830	0.0262973450223712	0.0278898319506579	0.00520056627295291	0.0255568183533564	6.38447234991059e-09	0.241463746959081	0.00565024266485838	0.0162916852880655	0.0232584506603166	0.0507060219351625	0.577685284508705
S16835	0.0300365012677231	0.0234791251063838	0.00597267256311276	0.0237363475290371	7.5393453664375e-09	0.248434669539306	0.00487669725898987	0.0212599098137894	0.0201454240195987	0.04459027888165	0.577468366481064
S16841	0.0323310014561728	0.0244108012777372	0.00518433409975733	0.0241586272509345	4.50083470424793e-08	0.231732185229503	0.00779811431388674	0.026848809861426	0.0252215205852474	0.0430061366611844	0.579308424255803
S16843	0.0362128284081086	0.0222645507992	0.00592828506555884	0.0267644954628135	1.13751977864066e-08	0.239131419629394	0.00563659292053764	0.0201892920954793	0.0219456660798792	0.0464602773019658	0.575466580861865
S16853	0.0286111596770988	0.0275775827942998	0.00640981104987985	0.025125398239998	2.66306704653965e-10	0.229846902684383	0.00584739385097748	0.0212655880651258	0.0233984761429243	0.0514882844375102	0.580429402791496
S16859	0.0287393762190849	0.0267587105769635	0.0056716910957134	0.0262325708771985	4.63358440672355e-09	0.24532239007141	0.000192072620677436	0.0265630844239164	0.0205682133629966	0.0488950703733564	0.571056815745098
S16860	0.0334051488159361	0.024837705503671	0.00547979204568093	0.0227897925591249	6.36683774692985e-10	0.225919370903122	0.00923298514572385	0.0204963158220683	0.0232402239939994	0.0519344694649009	0.582664195109089
S16880	0.0314195532979814	0.0260230134766419	0.00574621613733832	0.0240395308733538	1.00132189671775e-08	0.232464815894929	0.00272028850961639	0.024051686060939	0.0223652128006289	0.0495748341422357	0.581594838793117
S16893	0.0243039773077292	0.0289853149938724	0.00611947499191317	0.0256649760019979	4.23325322024587e-09	0.248231187069987	0.0017066566753075	0.0253809405921439	0.0221281643551938	0.0463706287748806	0.571108675003722
S16896	0.0248379687204529	0.0306587283648127	0.00623433328788924	0.0259470736289921	1.18837274199176e-08	0.226861735086788	0.00245279558219138	0.0194704350746516	0.0226940388821957	0.0585941848445397	0.582248694643759
S16905	0.0315258838522939	0.026115422019495	0.00563672861831575	0.0255954258274742	2.9661950429295e-07	0.228634562873017	0.0041956145162683	0.0194319835850684	0.0235533968584708	0.0518261368475213	0.583484548382571
S16909	0.0314024144064788	0.0261362976215613	0.00559681591557564	0.0244776671413093	7.46990774415859e-08	0.234127972070282	0.00139187186250208	0.0302582440499565	0.0217711684342042	0.0472230551788309	0.577614418620222
S16910	0.0322693090759165	0.0262731459095427	0.00550735567818173	0.02453827712944	3.95597462757407e-09	0.231103657949922	0.00274702316641405	0.0230858408166581	0.0223283856954784	0.049855847329477	0.582291153292995
S16915	0.0243902788549552	0.030427736327526	0.00605384515371768	0.0297636206133223	1.32639440070783e-07	0.226995134151047	0.00391924366304172	0.018486599154372	0.0232548072655406	0.0562401174851207	0.580468484691917
S16928	0.0323614967948013	0.0276199516626119	0.00607022070233827	0.0251197016930025	1.07776165610072e-08	0.231294574310861	0.000603342058809695	0.030756870755517	0.0230492485715735	0.0477527320778307	0.575371850595038
S16929	0.0263339147240677	0.0285341815193828	0.00591417672312115	0.0249551469317213	6.10260033614918e-08	0.23827628541389	0.00211629749073162	0.0239657987502514	0.0222467869649221	0.0491844389823165	0.578472911473592
S16932	0.0308330406967396	0.0245398832509077	0.00568917395343908	0.0251415484759094	1.79417732610362e-09	0.242924473526049	0.00482540233882856	0.0199245429176618	0.022165962397108	0.0496589440608016	0.574297026588378
S16933	0.0301144091513392	0.0249670525834079	0.00652576923231696	0.0252643043379401	2.15627069004105e-08	0.233593245133424	0.00379804747190547	0.0223856657800961	0.0224560248500383	0.0513343489325502	0.579561110964275
S16939	0.0267937593003148	0.0277795562832912	0.00632407238920144	0.0235336035860726	6.07669931561067e-08	0.227181731828353	0.00471987393099689	0.016888396287173	0.0261313282180842	0.06269431851452	0.577953298894999
S16947	0.0306342411752544	0.0261829480651451	0.00590883563662243	0.0288044094862373	8.43662109945781e-09	0.242274987308775	0.00426097004694111	0.015148004175409	0.0193577129454077	0.0498047314442068	0.57762315127938
S16949	0.0313921696121248	0.0269140925511565	0.0054531482630464	0.0241384762595946	1.04795821026506e-08	0.244473961745658	0.00806395451402491	0.020596828033631	0.0204003867289304	0.0448639842904053	0.573702987521846
S16951	0.0300028929648355	0.0266994002730943	0.00594672002120385	0.0230470745013259	7.28507272808553e-08	0.233053549162394	0.00439510037887808	0.0246597768690463	0.0235240989660518	0.0487267496319196	0.579944564380523
S16961	0.0345118835586141	0.0239333328453881	0.006247169740708	0.0304855453176103	4.10070176436867e-09	0.227431927755977	0.00169877730051585	0.0203455522004953	0.0243912886692329	0.0553985890299572	0.575555929480799
S16963	0.0374691793631821	0.0218571665283616	0.00529947168725657	0.022770672867541	5.55920200946262e-08	0.239160658630526	0.00746408185259656	0.0241701675079952	0.021822858466299	0.0439385479123042	0.576047139591918
S1697	0.034294894251475	0.0242324604992227	0.0054738152019074	0.0248295340329098	1.14359483597619e-08	0.243353646318914	0.00304583001245249	0.0193429589760091	0.02253178810531	0.0566738884221561	0.566221172743695
S16976	0.0334567516248278	0.0238160043549945	0.00587098972051844	0.0270044887675741	3.27345701102144e-08	0.24177718015113	0.00382381843472816	0.0191832136637437	0.0231546379043929	0.0511586869083871	0.570754195735133
S16977	0.0261841454653895	0.0306295262226112	0.00525736265800282	0.0236245714004021	4.40398176952226e-09	0.24307918482892	0.00411302643899481	0.0233685395993999	0.0206416364980088	0.0464116841257922	0.576690318358497
S16992	0.0297062151109374	0.0311936946855876	0.0070229418828318	0.0239302113903161	6.9446752348177e-09	0.215078772654504	0.00522296484368654	0.0215094117156502	0.0214765150673905	0.0487726961958839	0.596086569508536
S16994	0.0333928121602714	0.0232945277485597	0.00581432711902884	0.0257399192994382	9.99645517703916e-10	0.236286883719226	0.00508096407774385	0.0212206459494026	0.0220591944403386	0.0475927169204686	0.579518007565876
S16995	0.0298476170963117	0.0291389444411101	0.00586398447567653	0.0248489394098231	6.27887660255916e-09	0.223700516653374	0.00751965980389125	0.0218583147279031	0.0222437779722505	0.0491266509703307	0.585851588170453
S17000	0.03149352974189	0.0256122745657862	0.00567568614206298	0.0254701639764172	2.87392597389797e-08	0.239501446370901	0.00500459221373351	0.0237131010435592	0.0220321773632327	0.0468686729693061	0.574628326873851
S17002	0.0235693839201844	0.0317638678907415	0.00540410882920115	0.0260305143042986	1.0379123375167e-08	0.238901303137206	0.00367974616761163	0.0168870525210785	0.0229197551835658	0.0549751774021357	0.575869080264854
S17012	0.0314886259225662	0.024953495760709	0.0059722871970503	0.0250055449619831	5.20213779189791e-09	0.234442724086402	0.00187146837403266	0.0242398056829193	0.0246148266565467	0.0485489306383426	0.57886228551731
S17015	0.0301397135922543	0.0277506544240503	0.00527907731976732	0.0255876278144757	1.03050257186479e-09	0.22759596624308	0.00741310154913544	0.0205950181322499	0.0225129965778909	0.0500290473267928	0.583096795989801
S1702	0.0331709352101067	0.0243405086157799	0.00512769891614593	0.0188648128608271	7.28550969412601e-09	0.23768257637163	2.37299028337381e-07	0.0359199204644591	0.0198561162713257	0.0438044467783299	0.581232739926857
S17021	0.0285333960083543	0.0308457608793316	0.00591999278119801	0.0278125002896889	4.74369740364066e-08	0.228607529919447	0.00524149214755825	0.0199660135199249	0.0214303671221737	0.0526184607543048	0.579024439141044
S17025	0.0302090366559045	0.0268390531413622	0.00623020236917628	0.0254467919385984	6.94952396014796e-09	0.235833060694886	0.00823365742408046	0.0218096278245266	0.0228839265175712	0.0485013804443615	0.574013256040009
S17027	0.0277202364697861	0.0302320431217249	0.00569255326696719	0.0236527852539312	4.47611263245873e-10	0.236156977557423	0.00106862035951621	0.0325217333408474	0.0235311749973515	0.0463858350177638	0.573038040167078
S17030	0.0379293489494965	0.0223039751179525	0.00558350024607593	0.0247843505805198	5.05342110859163e-09	0.239518108718025	0.00558737240890728	0.0247825332484861	0.0207890105594414	0.044147545234172	0.574574249883503
S17037	0.0317161533594798	0.0255259989459567	0.00578243841501087	0.0266789288782339	6.78511730644907e-10	0.236152198341139	0.00325219714442701	0.0222987801385814	0.0241234507530913	0.0506493637252046	0.573820489620364
S17040	0.0288727119604186	0.0248753565879512	0.00533198602418835	0.0250296555828931	5.56579200519364e-08	0.248179998540869	1.67573585603586e-05	0.0249216014512154	0.020857907061576	0.0469535388906041	0.574960430883804
S17046	0.0277166453515711	0.0268993728773594	0.00565916447400379	0.0223449229523232	9.98095319740575e-09	0.251318883184222	0.00587995573525878	0.0219872570308877	0.0211065850103133	0.0460275598320167	0.571059643571091
S17047	0.0338637964758624	0.0248153830870355	0.00585153257712914	0.0247912267168838	2.8585009606839e-09	0.221641585253327	1.56751996289298e-06	0.02341247990028	0.0243801921185434	0.0602119680862557	0.581030265406219
S17055	0.0307977075158983	0.0287269682919067	0.00564498927220338	0.0262432365448396	4.19340019861904e-08	0.243340655325075	0.00339676089224815	0.0251426407966374	0.0225689998619836	0.0447684517621122	0.569369547803093
S17056	0.0300265901409898	0.0288915162010787	0.00672287716522888	0.023747070390175	6.39894113873608e-09	0.220742443400256	0.000235245465072353	0.0314224499353885	0.024186233545572	0.0483280482958191	0.585697519061479
S17057	0.0260362074652441	0.0296087726676628	0.00581875728871711	0.0244151794009391	5.30009585042882e-08	0.238394168373939	0.00784427108373469	0.017765133409643	0.0215645548060482	0.0515335877463729	0.57701931475674
S1706	0.0239725510772465	0.0300765982877702	0.00595984611541915	0.0253785276111588	6.43701302446382e-09	0.232568580396582	0.00157324855534516	0.0208303467569508	0.0236013841046952	0.0565927297231385	0.579446180934681
S17068	0.0313738826669085	0.0252059046593297	0.00507779724867563	0.0275519454575301	7.61602826712433e-09	0.223627067567417	1.01191595959074e-07	0.0278534691227267	0.0244775518244055	0.0522178585231622	0.58261441412222
S17070	0.0268396220546456	0.0294179370480245	0.00599308111608378	0.026984567406331	1.87231094371834e-07	0.228643040941728	8.00155365075552e-08	0.0217500321390465	0.0233890386469431	0.0584752423928753	0.578507171007691
S17077	0.0282411059600488	0.0283505781845237	0.00566023064067232	0.0257119356208369	4.29599619902093e-09	0.241559111476851	0.00314887858571071	0.0224693239800619	0.0212519248944825	0.0477660919059724	0.575840814454843
S17078	0.0301418293619161	0.0249167258838304	0.00549966289389486	0.0196908327817557	1.46966494270038e-08	0.271905874677577	0.0109359614023693	0.00505910035330389	0.0188769582539114	0.043592936914301	0.569380102780491
S17079	0.0306563562262864	0.0254879141033704	0.00568117051968624	0.0234048969463962	3.28611833844344e-09	0.23498168054328	0.00650689597310172	0.0204904749217469	0.0223118709955413	0.0518027000545658	0.578676036429907
S17080	0.0253312220119778	0.0278756552211773	0.00631482619543106	0.0282719460057657	4.71776387252833e-08	0.240697912122308	0.003765151692825	0.018339356336694	0.0233215105093455	0.0537836607646247	0.572298711962212
S17091	0.026513680857119	0.0312884257413317	0.00553729568430442	0.0241023693040419	8.95542407611349e-08	0.23907482508605	0.0058663233711224	0.0216993479245572	0.0218446391467795	0.0465240277247768	0.577548975605676
S17095	0.0364640259656843	0.0209763683622712	0.00573611287289381	0.0278275749226256	1.85112816042395e-09	0.240839266597074	0.00292798309661589	0.0204185787987641	0.0219266573737018	0.0496994151699152	0.573184014989326
S17097	0.0259657490376728	0.028559364894883	0.00552990801201963	0.0293387690042461	1.15309433417951e-08	0.230399962470381	0.000227516785570937	0.0238695123918795	0.0237499749808323	0.0526753918945719	0.579683838996999
S17099	0.0317380954408763	0.0260124268148616	0.0065334976567903	0.0273298290191993	1.52372765634845e-09	0.223145700815377	0.0050428738131436	0.0257391738732611	0.023247358963845	0.0506642960930343	0.580546745985884
S17102	0.026165711394025	0.0277531445496665	0.00560403112744523	0.0242603699681298	7.47878689004224e-09	0.24345446842639	4.53766604762713e-07	0.0300332741750674	0.0223259590885494	0.0450539448283512	0.575348635196984
S17110	0.0263873678046337	0.0274687451755166	0.00596662587413276	0.0296627024711806	1.49067015428582e-06	0.230623528181109	7.49485202892908e-08	0.0292794420041461	0.0235198383328679	0.0437048693792451	0.583385315158494
S17114	0.0302856547494703	0.0268596554414162	0.00565864117930826	0.0252857272400331	3.57283370579273e-09	0.227337648716957	0.00236938684920903	0.0248139062788691	0.0205720463873075	0.0457249139052026	0.591092415679393
S17117	0.0327471143675406	0.0228077848235141	0.00610734216656593	0.0244018832107602	3.9486477563802e-08	0.240103493245425	0.00420762666253169	0.0259283661399543	0.0235175717379911	0.0465067172466552	0.573672060912584
S17131	0.0407692423101468	0.022278089589017	0.00650103065980745	0.0270535404014043	1.20581679330415e-08	0.215097601569703	0.00452175274017343	0.0179013207891104	0.0219559040160514	0.0526705285912515	0.591250977275167
S17132	0.0269434132473057	0.0287508797660111	0.00550217770356931	0.0219080443831654	2.12778030434004e-09	0.240662651141896	0.00351502793770945	0.0289813427589666	0.0222540940921187	0.0454209378176766	0.576061429023801
S17133	0.0321587766891067	0.0245823252496917	0.00546754762691646	0.023349061217736	1.32804704483042e-08	0.245686820381842	0.00577650136347507	0.0237288605717134	0.0220442645681651	0.0456650283621971	0.571540800688686
S17134	0.0303748077196768	0.0258821904445962	0.00617936615519212	0.0216177567905461	1.02682953086916e-07	0.243769751326129	0.00267228009190458	0.0257674402882841	0.0232799987909336	0.0473500864334295	0.573106219276355
S17142	0.0312630040582727	0.025186388469461	0.00597954045115885	0.0275954937483548	1.02665777720673e-08	0.242189671904997	0.00396943901691145	0.0229126054878739	0.0221670914940351	0.045355804370191	0.573380950732167
S17148	0.0353857922447346	0.0222540359748881	0.00603096835136004	0.0257191660454817	3.70589882020674e-09	0.236135314977293	0.00535500124063646	0.0207366206531165	0.023874442474388	0.0540950061057817	0.570413648226421
S17150	0.0331910523947348	0.0248787125148604	0.00635262330789702	0.0257700380540431	4.61521334868311e-08	0.232447661102724	0.00267074506906479	0.0261804068980718	0.0220540621808187	0.0502677749798297	0.576186877345822
