B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	otherCells
S10232	0.0327056228358734	0.0263645751244532	0.00604755489339138	0.0242633063187142	5.69236146661115e-10	0.219505395594936	0.000657208654414009	0.0264508605232488	0.0232976128144552	0.0552100729966255	0.585497789674652
S10248	0.0307895444223917	0.0255298692654227	0.00533173131990251	0.0227552474746405	2.51916158734424e-09	0.243775597249193	0.000849295151210891	0.0304703231715531	0.0209875565629128	0.0460107167696935	0.573500116093918
S10249	0.025044202354935	0.0291354096858475	0.00659535864366656	0.0258993094682782	7.32091766465082e-10	0.242177859984432	0.00898910739752301	0.0162701788107621	0.0230211141939221	0.0446693623844829	0.578198096344059
S1025	0.0303993427906756	0.0277883554879865	0.00561764057185271	0.0275950751988262	1.19859263537402e-08	0.230671273079411	0.00274012458591021	0.0269394242554298	0.023457987576459	0.0477780803048904	0.577012684162632
S10266	0.0289195395136884	0.027150987997343	0.00567819525187618	0.0231044590894609	2.4770401175932e-09	0.245585885316432	0.00779161448455159	0.0175393841975294	0.0220883606661108	0.0504035856784837	0.571737985327484
S10269	0.027332558293712	0.0324372267346487	0.00562688777653821	0.0250073691404254	2.04317760931944e-09	0.239978622713028	0.00442765870633171	0.0186512339374005	0.0215857036017317	0.0503052075827087	0.574647529470297
S10272	0.0243363950156671	0.0295970976079138	0.00522196185820317	0.0240274832093101	1.01399814838799e-07	0.24804329068099	0.00394190427868842	0.0236151105048609	0.0199718887369534	0.0454422534014718	0.575802513306126
S10273	0.0374798665867559	0.0228141384907774	0.00572411571471114	0.0286717023746197	2.37640648325797e-10	0.23989940717253	0.00489906889853184	0.0200999238930253	0.0209355855863275	0.0473337579142031	0.572142433130878
S10274	0.0299324608223654	0.026342789257119	0.00587604674092992	0.0250419062433119	2.39517237240876e-08	0.241619349532323	0.00282003503264357	0.0256212249510621	0.0215051838988313	0.0461429990010488	0.575097980568642
S1028	0.0316072710146784	0.0240409212069414	0.0058053888527615	0.0223703478336499	2.02173854643651e-09	0.242525116175832	0.00210714167393952	0.0287567112935511	0.0223043116614221	0.0440181077021654	0.57646468056332
S10280	0.0341948830519036	0.0217094608462999	0.00646871727016809	0.0231660419492556	8.82500181267863e-09	0.231414638136306	0.010174654020829	0.0143908547907845	0.0253071009898872	0.0545820009616053	0.578591639157958
S10283	0.0323534082215115	0.0257420671341831	0.00619035633644536	0.0257320353336628	4.33344698615783e-09	0.225058027448672	0.00298105891052443	0.0239900975410032	0.0244198915901197	0.0550114807675219	0.578521572382909
S1029	0.0328231247339325	0.025342242605382	0.00578783852678474	0.0264816888558745	7.66318292908695e-10	0.233173836632677	0.00699276035804342	0.0192760097698739	0.023167080269236	0.0497645144606228	0.577190903021255
S10292	0.0334454470045689	0.0244583335071499	0.0052197228020685	0.0227285614258624	5.14208339849711e-08	0.230264910683668	0.00616773345648177	0.0240358962971148	0.0230628106788905	0.0504371563480047	0.580179376375357
S10294	0.0316434616274669	0.0261748187609385	0.00589113364593026	0.0259394288779453	1.98187557320269e-08	0.227985339189583	0.00144078252146515	0.0237738723654096	0.0241372954889833	0.0521787590701083	0.580835088633414
S10302	0.0274463512147468	0.0271607224406067	0.00570741997499085	0.0253244518420425	1.23281526914025e-08	0.236077702753737	0.00171350479093472	0.0273851257442473	0.0201087100047452	0.0503242540836146	0.578751744822182
S10303	0.0341098832535793	0.023968537247961	0.00616896389930397	0.028906773392666	2.51121225966615e-09	0.232627094180077	0.00421237840342281	0.0192175100863904	0.0220298543814878	0.0529865849010593	0.57577241774284
S10323	0.0303971490197618	0.0267821536905614	0.00572472008387522	0.024571076016996	2.00945357782595e-08	0.236671131404152	0.00533085643579824	0.019538672121762	0.0220570433244863	0.0521132034508736	0.576813974357198
S10326	0.0280180768708594	0.0285537707690082	0.00574540066365761	0.0267810309394241	1.44323001959547e-08	0.23895876866717	0.00313466629955261	0.0220696196805531	0.0216723133750369	0.0493871463225739	0.575679191979864
S10328	0.0303081715189074	0.0248623931835268	0.00549669622169308	0.0276344685246542	1.90763658179496e-08	0.234078221192638	0.00517591379303692	0.0157900873081079	0.0242885401294773	0.061184956770128	0.571180532281465
S10329	0.0342391778011386	0.0255142607354214	0.00564378142382519	0.0251220675350831	2.2478673675459e-07	0.232996987813012	0.00307021146449344	0.0252548087734022	0.0241379295280042	0.0484039056733281	0.575616644465555
S10336	0.030221898577229	0.0271098610814243	0.00582574400159945	0.0299788727872143	2.44115451828157e-09	0.234541590567187	0.00463088305764558	0.0178620598770304	0.0215853418948001	0.0514726414674221	0.576771104247294
S10340	0.0369303271539057	0.0222655182008782	0.00529452943221534	0.0208031604994665	1.29177426840529e-07	0.241856458299754	0.00280965312594138	0.0250494832252572	0.0231975630028825	0.0507206893105967	0.571072488571676
S10347	0.0307869194124123	0.0254923216427793	0.00570530113199713	0.0262545289447496	2.81680315828354e-08	0.229510563577518	0.0100353381496236	0.0141228389548955	0.0225586799500009	0.0530834779876199	0.582450002080372
S10353	0.0316119310239085	0.0290349793717135	0.00583487026509659	0.0237987659274873	2.93650433325402e-08	0.236994281623708	0.00245247127197175	0.0244157860799623	0.0203769759678778	0.0493682126564433	0.576111696446787
S10356	0.0354334502827955	0.0232799346263807	0.00622313371253388	0.0250201648007056	5.29090730231716e-09	0.228510783001187	0.00934868593279975	0.0213546484369577	0.0211870042624867	0.0472665440352551	0.582375645617991
S10358	0.0268848984913886	0.0275842222873552	0.00588361962626734	0.0253116998956651	7.61814268874882e-08	0.243176890474648	0.00624568123196759	0.0240251482134759	0.0225187591712302	0.0454953909098318	0.572873613516744
S10365	0.0287958618706639	0.0263275142717885	0.00609823793858744	0.0250163864601357	2.13206715898459e-07	0.24344885530658	0.00525194117034643	0.0215150291606647	0.0221288623915198	0.0470387594336546	0.574378338789343
S1037	0.0339177259905913	0.0254774506111605	0.00559531190476508	0.025144628333898	4.62570346525923e-10	0.221305799054805	0.0056968868472941	0.0220939124797102	0.0249038556786103	0.0564550376531745	0.579409390983421
S10373	0.0345892474354951	0.0241844121753035	0.00574397044712817	0.0262112937970106	2.4223108124722e-09	0.229734072188294	0.00328777760221916	0.0274887435858765	0.0206758961920294	0.0471539820681911	0.580930602086141
S10374	0.0314544708038866	0.0244402758303166	0.00547865818063945	0.0203904908019871	3.72187495871477e-09	0.234020817696275	0.00108535546056059	0.0288168874896051	0.0206513833645194	0.0438242441682527	0.589837412482083
S10375	0.0331825601336319	0.0222403436252078	0.00633387114698713	0.0293967988178469	2.34535861637174e-08	0.239295069193281	0.00272346600599533	0.0222058107907166	0.0227231458987243	0.0485866839780536	0.573312226955969
S10377	0.033611018572968	0.0243055718432697	0.00597312381517384	0.0229739464833639	8.22244504224097e-07	0.224328769747637	0.0027225799557029	0.0215954694734767	0.0227207419251806	0.0514032607273709	0.590364695211353
S10378	0.0313400511597554	0.0270278539586459	0.00549985788043911	0.0269151961375225	2.43842057801133e-08	0.239545959000973	0.00243763991632292	0.0241251699298991	0.022354757468759	0.0501616380837464	0.570591852079731
S10390	0.0352807510532561	0.0225593491827547	0.00564528452828102	0.0203283548447806	5.36385334452049e-09	0.228076805493396	0.010566030513547	0.00757154079264181	0.0226906977472002	0.0591127906335634	0.588168389846726
S10391	0.0314734502781763	0.0261267549189774	0.00572688515771852	0.0244702125992639	1.59113411265361e-09	0.227398972816435	4.21295135063147e-05	0.0251078490569327	0.0197616484307893	0.0470439817080551	0.592848113929011
S10393	0.0294644428686448	0.0252428916714319	0.00535458154286142	0.0257864353705659	2.60354022798975e-07	0.241735449161052	8.24528553843995e-08	0.0280710133928631	0.0216995279698661	0.0490115728025265	0.573633742413311
S10400	0.0323919186937529	0.0234517068422296	0.00655663380296786	0.0256168628340614	3.9319878432411e-08	0.234533645727233	0.00617512097428271	0.0216622117074508	0.0217110516742789	0.0472704773710509	0.580630331052814
S10401	0.0334077817963942	0.0258724706500354	0.0060029511066875	0.0251661346278658	9.7047401285801e-09	0.23113429489556	0.00161200524305104	0.0192602480108926	0.022631468379302	0.0564660194370164	0.578446616148455
S10406	0.0293288202610265	0.0256133603991009	0.00570444416417577	0.0221798440949274	2.26699661243465e-09	0.249378201529626	0.00264516566389483	0.0227514498992023	0.0208251029027626	0.0471298352381447	0.574443773580143
S10408	0.0352885829372984	0.0224259757773107	0.00556700768576089	0.026015027011661	2.10177271540497e-08	0.239484999140324	0.00526283666239869	0.0140004100486169	0.0217684156039689	0.0570274160853022	0.573159308029631
S10409	0.0298473997308458	0.0271856645623203	0.00568877902838785	0.0254920770359726	1.64847262531514e-08	0.235229463226586	6.96239053725564e-07	0.0296502266541761	0.0226986109566666	0.0486145514925922	0.575592514588673
S10418	0.0292177751798435	0.0266872396625718	0.0053746133963439	0.0215605782977353	8.52345995801068e-08	0.244049430593631	0.00681287510186145	0.0150435268741183	0.0216401129865184	0.0469868429821794	0.582626919690597
S10431	0.0250056479922513	0.0281673716340123	0.00605350040336523	0.0263419364984438	2.58296972990087e-08	0.235563360558	0.00964482207668564	0.0233947297703083	0.0210436638040335	0.0449504252130448	0.579834516220158
S10438	0.0309918757903635	0.025470456899858	0.00607517413337008	0.0262685771460741	2.25989183870825e-09	0.231482828939673	0.00423464968819258	0.0236455078041397	0.0217900708917749	0.0471299982272635	0.582910858219399
S10439	0.029964016990512	0.0259148724303329	0.00662536475936144	0.0265633180025378	2.8205885020585e-08	0.236315502470357	0.00350248922357923	0.0222726165892745	0.0227465279513531	0.0493155307839587	0.576779732592849
S10441	0.0293169774985276	0.0258366933188953	0.00634665103565954	0.0264960093356297	5.22003344674085e-08	0.241272178364719	0.00723657495896535	0.0180778422195695	0.0233016167554788	0.0460641759744502	0.576051228337771
S10442	0.0315232576400574	0.0256905088058633	0.00630198676583229	0.0279802541528943	3.42847637341665e-08	0.235057121863832	0.005594863598677	0.0223616383536822	0.0223730714751183	0.0465490426948834	0.576568220364396
S1046	0.0328339958402801	0.0235170019170701	0.0060181656408147	0.0259661115738821	3.64773304188307e-09	0.245933239115139	0.0071688420900063	0.0208468976010305	0.0213303690618379	0.0429287586109877	0.573456614901219
S10478	0.0311753045047917	0.0278182065538291	0.00612944702293834	0.0201804709629563	4.6318518088828e-09	0.255674816308301	0.00343608379987574	0.0220412488723748	0.0209050060979142	0.0424049535480328	0.570234457697134
S10480	0.0312648469263435	0.0298302890078918	0.00536036798956838	0.0286271064863898	1.66658741508571e-08	0.21711563892109	0.00441971146914068	0.0220781480947886	0.0225279164693893	0.0522940676175835	0.586481890351941
S10484	0.0303699685739396	0.0263359657261119	0.00598428671916033	0.0250535249458765	5.24670108657832e-08	0.238608210103351	0.00395762189825309	0.0189198968953328	0.0222254625221438	0.0523036086520345	0.576241401496785
S10492	0.034808497958423	0.0220072354072246	0.00615839854079819	0.0233004687938959	5.33123462023266e-08	0.230257610781928	3.44529043279755e-05	0.0293428604057216	0.0234708886707051	0.0524806418721939	0.578138891352436
S10496	0.0316188032692426	0.0300918424900229	0.00515701711347912	0.0277349215972476	1.62806148087406e-08	0.235537980221268	0.00265108212168469	0.0271283965198379	0.0228865037825659	0.0450450070623874	0.572148429541649
S10510	0.027859145077632	0.0281439459611243	0.00580689005697636	0.0208644878211346	7.20958533333582e-09	0.231370089531057	0.00311128328102551	0.0247808093300066	0.0231445980108948	0.0488838873944452	0.586034856326118
S10513	0.0257383260794126	0.0270334335790349	0.00663958505170332	0.0285838953655212	2.14919046195909e-10	0.233360256217241	0.0073610981300772	0.0208393298581204	0.0203031598061294	0.0468253751349518	0.583315540562889
S10516	0.033533874717062	0.0243199585074562	0.00623904390433654	0.0272137896790207	4.02153852559238e-09	0.22972908948441	0.00606425322772826	0.0200668451075054	0.0213789429508025	0.047929284732103	0.583524913668037
S10534	0.0314522062668504	0.0267354839564524	0.00590316305283941	0.0213728825677217	5.40322479787406e-09	0.237087442357714	0.00690105569121013	0.0230047073630684	0.0224694263237069	0.0475748369426259	0.577498790074586
S10535	0.0313812045242865	0.0258700788984753	0.00585392176114261	0.0217455272145398	1.14044403411712e-07	0.229734443032365	0.000616993065485244	0.0316614308257314	0.0238893232984642	0.04848897999042	0.580757983344686
S10537	0.03304299305984	0.0257432370694434	0.00638331860961424	0.028025992036089	1.79862577739442e-09	0.234255936459069	0.00625872183580811	0.0216103608423023	0.0236234804274293	0.044623873832512	0.576432084029267
S1054	0.024819292977711	0.0316992722840061	0.00577489286774605	0.0235551214321264	9.75655459235622e-09	0.229288409159229	0.00343554775766633	0.0183848274545018	0.0236342824878862	0.0578547827061078	0.581553561116465
S10543	0.0275965455653561	0.0311599587438507	0.00532101650495656	0.0279661148162006	3.5805329994638e-09	0.237976551961987	0.003840133248063	0.019326699314085	0.0236070017720271	0.0521018467471356	0.571104127745805
S10546	0.0310864867331766	0.0256508037396388	0.00553610882762609	0.028943314714352	7.1313378155349e-08	0.233670974106334	0.0040287583189206	0.021260268066091	0.0215602323380821	0.0454805995000959	0.582782382342305
S1055	0.0284893667934226	0.0253277499118784	0.00609628820507186	0.023184446370204	1.60132337876592e-08	0.247288423623734	0.0039845421185872	0.0190411411662933	0.0217881575562207	0.051536863847341	0.573263004394013
S10551	0.0300261593461625	0.0278953484995495	0.00615647280155553	0.0250087329237306	6.79590250297149e-09	0.22969189058574	0.00394931806119786	0.0241484891083319	0.0215109469297151	0.0494587203994439	0.58215391454867
S10552	0.0297841319166293	0.0264546476724115	0.00586171199266518	0.0272047360284006	5.56221452295923e-09	0.241275100872518	0.00523647748144684	0.0119267786834955	0.0230893216737462	0.0519598281624633	0.577207259954009
S10555	0.0310735507715779	0.0261458876147622	0.00597646429599544	0.027151381368582	7.80736885732225e-08	0.231488730153656	6.8597325703321e-08	0.0202377273089526	0.0251002864230027	0.0624238929925066	0.57040193239995
S10559	0.0286675012918242	0.0264079672316605	0.00598635383402161	0.0254123788213179	7.14799534281382e-10	0.239428579182386	0.00568308758281766	0.0239809312485351	0.0232500383927078	0.0437111202202589	0.57747204147967
S1056	0.0340022094688194	0.0265475483664514	0.00577251415208006	0.0217139238268063	2.55351294126924e-09	0.234064428765203	0.00422981687543619	0.0243248250641036	0.0227207824982848	0.0499067744408668	0.576717173988436
S10563	0.0325430655201667	0.023322770678641	0.00555481584648261	0.0240202937969667	3.70798585546394e-08	0.24397409702461	0.00391659528209351	0.0185324350457383	0.0238522473118422	0.0562846071817473	0.567999035231853
S10574	0.0255908897166158	0.0309328115081323	0.00573899762008817	0.0264858565891982	1.30005118835532e-07	0.23368990125196	0.0042225444741239	0.0286628043301247	0.0238216925843956	0.0463808582603941	0.574473513659848
S10576	0.028816343156264	0.0266648346394557	0.00535014374765212	0.0233129067026762	3.3907864286902e-09	0.248614451064779	0.000852320177707621	0.0228245277017932	0.0217967404481794	0.0459366743957908	0.575831054574916
S10578	0.0261367714361871	0.0283667878736579	0.00604672744999131	0.025075760936533	1.28675129281017e-07	0.24336677223574	7.39338024062101e-07	0.0241247488877975	0.0226160846340422	0.0468299267669282	0.577435551765969
S10579	0.0236173406520209	0.0318045309829843	0.00516729584337672	0.0260943201341306	5.0912784159207e-08	0.249175675186264	0.00584651068885345	0.020053430282132	0.0217958882998054	0.0467027233138135	0.569742233703835
