ABCB4	B_cells	5244
ADAM28	B_cells	10863
ADAM29	B_cells	11086
ADD1	B_cells	118
AFF3	B_cells	3899
AFF4	B_cells	27125
AFTPH	B_cells	54812
AGBL3	B_cells	340351
AICDA	B_cells	57379
AIM2	B_cells	9447
AKAP11	B_cells	11215
AKAP8L	B_cells	26993
ALG13	B_cells	79868
ANGPTL6	B_cells	83854
ANKLE2	B_cells	23141
ANKMY1	B_cells	51281
ANKRD10	B_cells	55608
ANKRD49	B_cells	54851
ANKZF1	B_cells	55139
AP1G2	B_cells	8906
AP1S3	B_cells	130340
APOF	B_cells	319
ARFGAP2	B_cells	84364
ARHGAP24	B_cells	83478
ARHGAP44	B_cells	9912
ARID1B	B_cells	57492
ARL17A	B_cells	100506084
ATAD2B	B_cells	54454
ATF7IP	B_cells	55729
ATPAF2	B_cells	91647
ATR	B_cells	545
ATXN2L	B_cells	11273
AUP1	B_cells	550
BACH2	B_cells	60468
BANK1	B_cells	55024
BBX	B_cells	56987
BCAS4	B_cells	55653
BCL11A	B_cells	53335
BCL2	B_cells	596
BCL7A	B_cells	605
BDP1	B_cells	55814
BEND5	B_cells	79656
BIRC3	B_cells	330
BLK	B_cells	640
BLNK	B_cells	29760
BMF	B_cells	90427
BMP2K	B_cells	55589
BOLA2	B_cells	107984053
BPTF	B_cells	2186
BRWD1	B_cells	54014
BTLA	B_cells	151888
BTN2A2	B_cells	10385
C11orf80	B_cells	79703
C15orf57	B_cells	90416
C16orf74	B_cells	404550
C1orf101	B_cells	257044
C1orf220	B_cells	400798
C1orf52	B_cells	148423
C5orf45	B_cells	51149
C7orf31	B_cells	136895
CACNA1A	B_cells	773
CAPN14	B_cells	440854
CAPN3	B_cells	825
CARD11	B_cells	84433
CATSPER2	B_cells	117155
CCDC12	B_cells	151903
CCDC122	B_cells	160857
CCDC130	B_cells	81576
CCDC18	B_cells	343099
CCDC91	B_cells	55297
CCDC94	B_cells	55702
CCNT2	B_cells	905
CD180	B_cells	4064
CD19	B_cells	930
CD22	B_cells	100847070
CD37	B_cells	951
CD40	B_cells	958
CD47	B_cells	961
CD72	B_cells	971
CD79A	B_cells	973
CD79B	B_cells	974
CDC40	B_cells	51362
CDCA7L	B_cells	55536
CDK5RAP3	B_cells	80279
CELF6	B_cells	60677
CEP135	B_cells	9662
CEP350	B_cells	9857
CEPT1	B_cells	10390
CHD6	B_cells	84181
CHIC1	B_cells	53344
CIITA	B_cells	4261
CLASRP	B_cells	11129
CLCN6	B_cells	1185
CLEC16A	B_cells	23274
CLECL1	B_cells	160365
CLK2	B_cells	1196
CLK4	B_cells	57396
CLLU1	B_cells	574028
CLNK	B_cells	116449
CNKSR2	B_cells	22866
CNOT4	B_cells	4850
CNOT7	B_cells	29883
CNR1	B_cells	1268
CNTNAP2	B_cells	26047
COCH	B_cells	1690
COL4A3	B_cells	1285
COL4A4	B_cells	1286
COL9A3	B_cells	1299
COQ10A	B_cells	93058
CR2	B_cells	1380
CRYBB2P1	B_cells	1416
CSK	B_cells	1445
CUL3	B_cells	8452
CXCR5	B_cells	643
CXXC5	B_cells	51523
CYP2C8	B_cells	1558
CYP2R1	B_cells	120227
DCAF4	B_cells	26094
DCAF8	B_cells	50717
DCLRE1C	B_cells	64421
DENND4B	B_cells	9909
DENND5B	B_cells	160518
DHTKD1	B_cells	55526
DLEU2	B_cells	406948
DMTF1	B_cells	9988
DMXL1	B_cells	1657
DNAJC10	B_cells	54431
DNAJC27	B_cells	51277
DNAJC7	B_cells	7266
DOK7	B_cells	285489
DOPEY2	B_cells	9980
DPH2	B_cells	1802
DRAM2	B_cells	128338
DTNBP1	B_cells	84062
DTX1	B_cells	1840
E2F5	B_cells	1875
EFHB	B_cells	151651
EHMT1	B_cells	79813
EIF1B	B_cells	10289
EIF2B5	B_cells	8893
EIF4A2	B_cells	100302143
