A1BG	Monocytes_CD14+CD16-	1
ABCB7	Monocytes_CD14+CD16-	22
ABCC6	Monocytes_CD14+CD16-	105369239
ABCG4	Monocytes_CD14+CD16-	64137
ABCG8	Monocytes_CD14+CD16-	64241
ACOT12	Monocytes_CD14+CD16-	134526
ADCYAP1R1	Monocytes_CD14+CD16-	117
ADPGK	Monocytes_CD14+CD16-	83440
AGFG1	Monocytes_CD14+CD16-	3267
AGR3	Monocytes_CD14+CD16-	155465
AGTR2	Monocytes_CD14+CD16-	186
AGTRAP	Monocytes_CD14+CD16-	57085
AHNAK	Monocytes_CD14+CD16-	79026
AHR	Monocytes_CD14+CD16-	196
AIF1	Monocytes_CD14+CD16-	199
AIPL1	Monocytes_CD14+CD16-	23746
ALDH1L1	Monocytes_CD14+CD16-	10840
ALDH2	Monocytes_CD14+CD16-	217
ALG3	Monocytes_CD14+CD16-	10195
ALK	Monocytes_CD14+CD16-	238
ALKBH7	Monocytes_CD14+CD16-	84266
AMPD1	Monocytes_CD14+CD16-	270
ANG	Monocytes_CD14+CD16-	283
ANXA1	Monocytes_CD14+CD16-	301
AOAH	Monocytes_CD14+CD16-	313
AP1S2	Monocytes_CD14+CD16-	8905
APLP2	Monocytes_CD14+CD16-	334
ARF5	Monocytes_CD14+CD16-	381
ARHGAP6	Monocytes_CD14+CD16-	395
ARL17A	Monocytes_CD14+CD16-	100506084
ARL5C	Monocytes_CD14+CD16-	390790
ARSD	Monocytes_CD14+CD16-	414
ARSF	Monocytes_CD14+CD16-	416
ASB13	Monocytes_CD14+CD16-	79754
ASGR1	Monocytes_CD14+CD16-	432
ASGR2	Monocytes_CD14+CD16-	433
ATP1A4	Monocytes_CD14+CD16-	480
ATP2B3	Monocytes_CD14+CD16-	492
ATP4B	Monocytes_CD14+CD16-	496
ATP5E	Monocytes_CD14+CD16-	514
ATP5J2	Monocytes_CD14+CD16-	9551
ATP6V1B1	Monocytes_CD14+CD16-	525
ATXN3L	Monocytes_CD14+CD16-	92552
AVPR1B	Monocytes_CD14+CD16-	553
B4GALNT1	Monocytes_CD14+CD16-	2583
BCAR4	Monocytes_CD14+CD16-	400500
BCKDHA	Monocytes_CD14+CD16-	593
BEST2	Monocytes_CD14+CD16-	54831
BLOC1S1	Monocytes_CD14+CD16-	2647
BMP10	Monocytes_CD14+CD16-	27302
BPI	Monocytes_CD14+CD16-	671
BRI3	Monocytes_CD14+CD16-	25798
BST1	Monocytes_CD14+CD16-	683
C10orf11	Monocytes_CD14+CD16-	83938
C10orf53	Monocytes_CD14+CD16-	282966
C11orf71	Monocytes_CD14+CD16-	54494
C11orf88	Monocytes_CD14+CD16-	399949
C12orf10	Monocytes_CD14+CD16-	60314
C17orf64	Monocytes_CD14+CD16-	124773
C19orf54	Monocytes_CD14+CD16-	284325
C1orf162	Monocytes_CD14+CD16-	128346
C22orf42	Monocytes_CD14+CD16-	150297
C2orf72	Monocytes_CD14+CD16-	257407
C7orf31	Monocytes_CD14+CD16-	136895
C9orf47	Monocytes_CD14+CD16-	286223
CA6	Monocytes_CD14+CD16-	765
CACNA2D3	Monocytes_CD14+CD16-	55799
CACNA2D4	Monocytes_CD14+CD16-	93589
CACNB1	Monocytes_CD14+CD16-	782
CAGE1	Monocytes_CD14+CD16-	285782
CARS2	Monocytes_CD14+CD16-	79587
CASQ1	Monocytes_CD14+CD16-	844
CATSPER1	Monocytes_CD14+CD16-	117144
CATSPERB	Monocytes_CD14+CD16-	79820
CCDC124	Monocytes_CD14+CD16-	115098
CCDC138	Monocytes_CD14+CD16-	165055
CCDC144A	Monocytes_CD14+CD16-	9720
CCDC159	Monocytes_CD14+CD16-	126075
CCDC22	Monocytes_CD14+CD16-	28952
CCDC60	Monocytes_CD14+CD16-	160777
CCR2	Monocytes_CD14+CD16-	729230
CD14	Monocytes_CD14+CD16-	929
CD1D	Monocytes_CD14+CD16-	912
CD1E	Monocytes_CD14+CD16-	913
CD300LB	Monocytes_CD14+CD16-	124599
CD302	Monocytes_CD14+CD16-	9936
CD33	Monocytes_CD14+CD16-	945
CD36	Monocytes_CD14+CD16-	948
CD4	Monocytes_CD14+CD16-	920
CD44	Monocytes_CD14+CD16-	960
CD86	Monocytes_CD14+CD16-	942
CDC20B	Monocytes_CD14+CD16-	166979
CDKL5	Monocytes_CD14+CD16-	6792
CDSN	Monocytes_CD14+CD16-	1041
CEACAM19	Monocytes_CD14+CD16-	56971
CECR1	Monocytes_CD14+CD16-	51816
CELF3	Monocytes_CD14+CD16-	11189
CELF5	Monocytes_CD14+CD16-	60680
CES1	Monocytes_CD14+CD16-	1066
CES3	Monocytes_CD14+CD16-	23491
CHCHD5	Monocytes_CD14+CD16-	84269
CIDEB	Monocytes_CD14+CD16-	27141
CITED4	Monocytes_CD14+CD16-	163732
CKM	Monocytes_CD14+CD16-	1158
